course,speed,day,time,lon,lat,seq,video_time,RS Classifier,LS Classifier,USRight,USLeft,USRear,LidarRight,LidarLeft,CO,SO,O3,NO,P10,P25
319.55,8.66,230717,7/22/2017 21:21,-84.37199,33.78656833,758,7/23/2017 0:12,,,594.36,624.205,295.275,360.5,776.75,780,840,762,759,20.9,18.6
314.13,8.88,230717,7/22/2017 21:22,-84.37202167,33.786605,759,7/23/2017 0:12,,,526.6266667,610.4466667,250.6133333,898.6666667,758.3333333,780,691,877,842,20.8,18.5
299.41,8.85,230717,7/22/2017 21:22,-84.37206,33.78663333,760,7/23/2017 0:12,,,449.58,599.44,320.04,929.5,551.25,786,571,907,823,20.8,18.5
290.76,10.04,230717,7/22/2017 21:22,-84.37211333,33.78665333,761,7/23/2017 0:12,Tree LS,,430.1066667,594.36,373.38,1188,485.3333333,782,795,810,775,20.7,18.4
289.5,9.35,230717,7/22/2017 21:22,-84.37216167,33.78666667,762,7/23/2017 0:12,,,322.58,594.36,318.3466667,213.6666667,1,NA,NA,NA,NA,NA,NA
290.97,9.35,230717,7/22/2017 21:22,-84.37221,33.786685,763,7/23/2017 0:12,,,215.9,487.68,494.4533333,705.3333333,1,784,342,1336,1134,20.7,18.3
292.07,9.37,230717,7/22/2017 21:22,-84.37226,33.786705,764,7/23/2017 0:12,,,186.2666667,340.36,356.4466667,807.3333333,364.3333333,781,980,605,671,20.8,18.4
291.41,9.17,230717,7/22/2017 21:22,-84.372305,33.78672333,765,7/23/2017 0:12,,,185.42,492.76,353.06,928.25,1,783,683,908,855,20.9,18.4
288.2,7.82,230717,7/22/2017 21:22,-84.37234667,33.78673667,766,7/23/2017 0:12,,,322.58,357.2933333,559.6466667,889,1170,787,674,703,622,20.9,18.4
286.57,7.11,230717,7/22/2017 21:22,-84.37238833,33.78675,767,7/23/2017 0:12,,,534.2466667,344.5933333,640.08,1,1471.666667,NA,NA,NA,NA,NA,NA
285.57,7.38,230717,7/22/2017 21:22,-84.37243,33.78676,768,7/23/2017 0:12,,,640.08,326.39,297.815,1,978,783,737,874,808,20.9,18.4
284.07,7.74,230717,7/22/2017 21:22,-84.37247,33.78677167,769,7/23/2017 0:12,Car LS,,152.4,428.4133333,320.04,1,687,786,298,1318,1083,20.9,18.4
282.02,8.02,230717,7/22/2017 21:22,-84.37251333,33.78678,770,7/23/2017 0:12,,,177.8,630.555,299.085,386.25,360,782,927,629,690,20.7,18.4
279.73,8.8,230717,7/22/2017 21:22,-84.37256333,33.78678667,771,7/23/2017 0:12,,,197.2733333,628.2266667,222.6733333,518.3333333,1413,781,728,854,793,20.5,18.3
279.37,9.58,230717,7/22/2017 21:22,-84.37261667,33.78679667,772,7/23/2017 0:12,,,206.5866667,632.46,231.9866667,1,1,784,449,1020,918,20.4,18.2
278.51,9.4,230717,7/22/2017 21:22,-84.37266833,33.78681167,773,7/23/2017 0:12,,,207.645,631.825,299.72,129.75,1,781,801,807,783,20.2,18
279.05,8.39,230717,7/22/2017 21:22,-84.37271667,33.78681833,774,7/23/2017 0:12,,,217.5933333,631.6133333,640.08,1,960,NA,NA,NA,NA,NA,NA
280.12,8.09,230717,7/22/2017 21:22,-84.37276167,33.78682667,775,7/23/2017 0:12,Tree LS,,250.19,633.095,640.08,642.5,1517.5,786,300,1362,1129,20.1,17.9
279.65,8.09,230717,7/22/2017 21:22,-84.37281,33.78683333,776,7/23/2017 0:12,,,270.0866667,633.3066667,289.56,490,1759.666667,783,955,598,685,20,17.8
277.64,8.5,230717,7/22/2017 21:22,-84.372855,33.78684333,777,7/23/2017 0:13,,,297.18,635,320.04,842.3333333,590.6666667,780,780,802,800,19.9,17.8
275.82,8.58,230717,7/22/2017 21:22,-84.372905,33.78684667,778,7/23/2017 0:13,,,322.58,633.73,295.275,778.25,462.75,783,551,895,821,19.8,17.7
273.95,8.64,230717,7/22/2017 21:22,-84.37295667,33.78685,779,7/23/2017 0:13,,,322.58,518.16,320.04,1420,1,782,775,838,783,19.8,17.7
273.69,8.61,230717,7/22/2017 21:22,-84.37301167,33.78685167,780,7/23/2017 0:13,,,322.58,320.04,320.04,2165.5,1,783,658,927,851,19.8,17.7
273.36,9.13,230717,7/22/2017 21:22,-84.37306667,33.78685333,781,7/23/2017 0:13,Tree LS,,322.58,320.04,320.04,1727,1,NA,NA,NA,NA,NA,NA
271.56,8.75,230717,7/22/2017 21:22,-84.37311833,33.78685333,782,7/23/2017 0:13,,,322.58,391.16,320.04,1100.25,1,783,946,485,609,19.8,17.7
262.82,8.31,230717,7/22/2017 21:22,-84.37316667,33.78685,783,7/23/2017 0:13,,,322.58,579.12,401.32,738.3333333,1,781,801,825,823,19.8,17.7
257.21,7.84,230717,7/22/2017 21:22,-84.37321167,33.786845,784,7/23/2017 0:13,,,322.58,501.2266667,640.9266667,810.6666667,1,782,490,998,880,19.8,17.7
251.63,7.19,230717,7/22/2017 21:22,-84.373255,33.78683667,785,7/23/2017 0:13,,,322.58,641.35,412.115,817.5,1,780,873,755,764,19.6,17.6
247.66,7.85,230717,7/22/2017 21:22,-84.37329667,33.786825,786,7/23/2017 0:13,Tree LS,,322.58,641.7733333,320.04,721.6666667,1,779,783,801,789,19.4,17.4
242.91,7.79,230717,7/22/2017 21:22,-84.37334,33.78680833,787,7/23/2017 0:13,,,351.3666667,641.7733333,358.14,640.6666667,1,NA,NA,NA,NA,NA,NA
244.65,8.11,230717,7/22/2017 21:22,-84.37338167,33.78679167,788,7/23/2017 0:13,,,548.64,641.985,281.305,595.75,586,781,853,573,631,19.4,17.4
244.64,7.79,230717,7/22/2017 21:22,-84.37342333,33.786775,789,7/23/2017 0:13,,,293.7933333,574.8866667,269.24,507.6666667,1,779,759,878,844,19.4,17.4
242.84,7.74,230717,7/22/2017 21:22,-84.37346667,33.78675833,790,7/23/2017 0:13,,,281.0933333,527.4733333,226.06,568.3333333,96.66666667,783,385,1138,952,19.6,17.5
242.24,8.13,230717,7/22/2017 21:22,-84.37350667,33.78674,791,7/23/2017 0:13,,,241.3,640.08,255.6933333,558,1,778,943,664,735,19.7,17.6
241.73,9.13,230717,7/22/2017 21:22,-84.373545,33.78672167,792,7/23/2017 0:13,Tree LS,,257.3866667,640.08,320.04,535,1,NA,NA,NA,NA,NA,NA
240.87,8.69,230717,7/22/2017 21:22,-84.37357833,33.78670167,793,7/23/2017 0:13,,Tree RS,286.385,608.965,320.04,595.75,1,779,745,847,816,19.7,17.6
240.13,8.02,230717,7/22/2017 21:22,-84.37362167,33.78668,794,7/23/2017 0:13,,,312.42,640.08,264.16,702,1,783,523,955,823,19.8,17.7
239.65,7.83,230717,7/22/2017 21:22,-84.373665,33.78666,795,7/23/2017 0:13,People LS,,579.12,436.245,320.04,832.25,49.5,778,789,782,767,19.8,17.8
240.33,6.93,230717,7/22/2017 21:22,-84.373705,33.78664167,796,7/23/2017 0:13,People LS,,641.7733333,320.8866667,303.9533333,951,1,782,296,1232,999,19.9,17.9
240.58,7.49,230717,7/22/2017 21:22,-84.37374333,33.786625,797,7/23/2017 0:13,,,640.9266667,322.58,306.4933333,1411,482.3333333,779,860,743,738,19.8,17.9
234.19,7.42,230717,7/22/2017 21:22,-84.37378,33.786605,798,7/23/2017 0:13,,,640.715,322.58,346.075,1,438.75,782,703,865,820,19.8,17.9
224.7,7.35,230717,7/22/2017 21:22,-84.37381167,33.78658333,799,7/23/2017 0:13,,,528.32,277.7066667,320.04,577.6666667,1,NA,NA,NA,NA,NA,NA
221.23,7.94,230717,7/22/2017 21:22,-84.373845,33.786555,800,7/23/2017 0:13,People LS,,307.975,514.985,320.04,590.5,869,786,490,1003,892,19.8,17.9
223.36,8.23,230717,7/22/2017 21:22,-84.37387833,33.786525,801,7/23/2017 0:13,People LS,,323.4266667,641.7733333,320.04,259,1,780,678,969,884,19.8,17.9
222.47,8.46,230717,7/22/2017 21:22,-84.37391,33.786495,802,7/23/2017 0:13,,,325.9666667,730.6733333,358.9866667,571.6666667,1,783,369,1207,999,19.8,17.9
222.19,8.62,230717,7/22/2017 21:22,-84.373945,33.78646667,803,7/23/2017 0:13,,,338.6666667,640.9266667,640.08,603,1,780,948,655,709,19.9,17.9
223.56,8.98,230717,7/22/2017 21:22,-84.37398167,33.78643667,804,7/23/2017 0:13,,,344.805,640.715,640.08,1040.75,1,781,718,876,845,19.9,17.9
220.63,9.94,230717,7/22/2017 21:22,-84.37401833,33.786405,805,7/23/2017 0:13,,,336.55,642.62,640.08,733.25,747,782,522,980,912,20,17.9
221.58,10.38,230717,7/22/2017 21:22,-84.374075,33.78636667,806,7/23/2017 0:13,,,424.18,557.9533333,640.08,1,232.3333333,NA,NA,NA,NA,NA,NA
217.25,10.84,230717,7/22/2017 21:22,-84.37411333,33.78632833,807,7/23/2017 0:13,Person LS,,631.6133333,301.4133333,623.9933333,762.6666667,489.6666667,778,733,900,833,20,17.9
213.82,10.52,230717,7/22/2017 21:22,-84.37414667,33.78628667,808,7/23/2017 0:13,,,612.775,558.165,640.715,1010.25,1427.25,782,349,1340,1156,20.1,18
212.14,10.29,230717,7/22/2017 21:22,-84.37417667,33.786245,809,7/23/2017 0:13,,,640.08,640.08,640.08,1145,646.3333333,779,965,636,691,20.1,18
214.84,10.03,230717,7/22/2017 21:22,-84.37421,33.78620833,810,7/23/2017 0:13,,,382.27,640.08,640.08,681.5,896.25,780,703,893,850,20.1,18
216.76,9.43,230717,7/22/2017 21:22,-84.37424333,33.78617167,811,7/23/2017 0:13,,,322.58,640.08,640.08,1528,1434.333333,782,546,918,843,20.1,18
220.02,8.37,230717,7/22/2017 21:22,-84.37427833,33.78614,812,7/23/2017 0:13,,,286.385,593.725,640.08,515.25,1481,779,719,913,846,20.2,18.1
220.61,6.3,230717,7/22/2017 21:22,-84.37430833,33.78611333,813,7/23/2017 0:13,,,294.64,640.08,640.08,359,1523.333333,NA,NA,NA,NA,NA,NA
221.32,6.12,230717,7/22/2017 21:22,-84.374335,33.78609,814,7/23/2017 0:13,,,313.2666667,639.2333333,640.08,540.6666667,548.6666667,783,322,1358,1147,20.2,18.1
221.99,6.81,230717,7/22/2017 21:22,-84.37436167,33.78606667,815,7/23/2017 0:13,Person LS,,300.736,538.988,640.08,591.2,1144.8,781,900,595,689,20.3,18.2
222.15,7.66,230717,7/22/2017 21:22,-84.374385,33.78603833,816,7/23/2017 0:13,,,208.28,227.33,364.49,999,1876,781,785,790,762,20.3,18.2
219.5,8.31,230717,7/22/2017 21:22,-84.374415,33.78601,817,7/23/2017 0:13,,,220.1333333,320.04,320.04,750.6666667,599.3333333,785,396,1090,953,20.5,18.3
221.11,8.49,230717,7/22/2017 21:22,-84.37444833,33.78598,818,7/23/2017 0:13,,,204.47,320.04,300.355,470,633.5,781,770,850,835,20.5,18.3
231.23,8.15,230717,7/22/2017 21:23,-84.37448667,33.785955,819,7/23/2017 0:13,,,231.14,320.04,320.04,336.3333333,1792.666667,NA,NA,NA,NA,NA,NA
230.78,7.67,230717,7/22/2017 21:23,-84.37452,33.78593,820,7/23/2017 0:13,Car LS,,204.47,512.445,281.94,569.25,344.5,785,288,1371,1119,20.6,18.4
232.11,7.99,230717,7/22/2017 21:23,-84.37455333,33.78590667,821,7/23/2017 0:13,,,212.09,547.37,317.5,562,1202.5,782,899,701,707,20.7,18.5
234.41,8.75,230717,7/22/2017 21:23,-84.374595,33.78588333,822,7/23/2017 0:13,,,217.805,591.185,443.865,921.5,354.25,783,738,855,815,20.8,18.6
237.41,8.71,230717,7/22/2017 21:23,-84.37463667,33.78586167,823,7/23/2017 0:13,,Tree RS,226.9066667,638.3866667,640.08,1474.666667,422.6666667,787,404,1092,939,20.8,18.6
239.43,7.96,230717,7/22/2017 21:23,-84.37468167,33.78584167,824,7/23/2017 0:13,,,235.3733333,572.3466667,640.08,1388,697.6666667,NA,NA,NA,NA,NA,NA
241.29,7.54,230717,7/22/2017 21:23,-84.37472167,33.785825,825,7/23/2017 0:13,,,255.27,638.81,393.7,1424,1000.5,783,704,909,826,20.8,18.6
242.15,8.11,230717,7/22/2017 21:23,-84.37476333,33.785805,826,7/23/2017 0:13,,Mailbox,265.0066667,639.2333333,320.04,128.3333333,649.3333333,785,267,1387,1102,20.8,18.6
233.9,8.56,230717,7/22/2017 21:23,-84.374805,33.78578333,827,7/23/2017 0:13,,,304.8,640.08,320.04,810.5,858.75,781,945,599,688,20.8,18.6
226.62,8.54,230717,7/22/2017 21:23,-84.37484167,33.78575667,828,7/23/2017 0:13,,,358.9866667,639.2333333,320.04,1288.333333,570.6666667,781,740,865,811,20.8,18.6
221.91,8.75,230717,7/22/2017 21:23,-84.374875,33.785725,829,7/23/2017 0:13,,,375.92,408.0933333,310.7266667,1583.666667,221.6666667,785,465,1024,912,20.9,18.7
216.61,9,230717,7/22/2017 21:23,-84.37490333,33.78569,830,7/23/2017 0:13,,,363.855,299.72,320.04,1078.25,895.25,779,801,824,781,21,18.8
215,9.28,230717,7/22/2017 21:23,-84.374935,33.78565333,831,7/23/2017 0:13,,,325.12,343.7466667,344.5933333,947.6666667,550.6666667,NA,NA,NA,NA,NA,NA
211.32,9.7,230717,7/22/2017 21:23,-84.37496833,33.785615,832,7/23/2017 0:13,,,270.0866667,306.4933333,425.8733333,856.6666667,1722.666667,783,209,1440,1140,21.1,18.9
207.97,9.3,230717,7/22/2017 21:23,-84.37499333,33.785575,833,7/23/2017 0:13,,,245.745,502.285,398.145,679.5,330.5,779,967,592,685,21.2,19
202.98,9.26,230717,7/22/2017 21:23,-84.375015,33.785535,834,7/23/2017 0:13,,Tree RS,285.3266667,638.3866667,359.8333333,590.6666667,1352,780,766,822,802,21.3,19.1
202.01,9.2,230717,7/22/2017 21:23,-84.37503333,33.785495,835,7/23/2017 0:13,,,248.285,638.81,320.04,556.25,1320.25,783,489,968,858,21.4,19.2
197.88,9.67,230717,7/22/2017 21:23,-84.37505167,33.78545167,836,7/23/2017 0:13,,,287.02,636.27,320.04,530,599.5,NA,NA,NA,NA,NA,NA
198.66,10.07,230717,7/22/2017 21:23,-84.37507333,33.78540667,837,7/23/2017 0:14,,,274.955,637.54,320.04,478.75,1077,780,831,795,802,21.4,19.2
198.11,9.99,230717,7/22/2017 21:23,-84.37509167,33.78536,838,7/23/2017 0:14,,,237.49,636.27,320.04,434,245.5,783,290,1356,1097,21.5,19.3
197.56,10.35,230717,7/22/2017 21:23,-84.37511333,33.785315,839,7/23/2017 0:14,,,218.44,575.7333333,320.04,428.6666667,301.3333333,780,997,520,627,21.5,19.3
198.91,10.74,230717,7/22/2017 21:23,-84.37512833,33.78526333,840,7/23/2017 0:14,Tree LS,,208.28,548.64,320.04,377.75,1,779,747,847,826,21.4,19.2
199.08,9.8,230717,7/22/2017 21:23,-84.37515,33.78521833,841,7/23/2017 0:14,,,236.22,497.84,320.04,464.3333333,624.6666667,784,357,1142,981,21.4,19.2
197.9,9.96,230717,7/22/2017 21:23,-84.37516833,33.78517167,842,7/23/2017 0:14,,,292.735,637.54,320.04,411.75,1059.75,780,864,754,740,21.3,19.1
197.84,9.97,230717,7/22/2017 21:23,-84.37518833,33.78512833,843,7/23/2017 0:14,,,322.58,637.54,320.04,467,872,781,711,852,810,21.3,19.1
199.54,9.91,230717,7/22/2017 21:23,-84.37521333,33.78508667,844,7/23/2017 0:14,,,326.8133333,637.54,320.04,460.3333333,1138.666667,NA,NA,NA,NA,NA,NA
200.03,9.39,230717,7/22/2017 21:23,-84.37523667,33.78504833,845,7/23/2017 0:14,Tree LS,,337.185,594.995,537.21,504.25,510.5,781,963,517,613,21.3,19.1
200.98,10.1,230717,7/22/2017 21:23,-84.37526333,33.785005,846,7/23/2017 0:14,,,335.28,641.7733333,640.08,465.6666667,364,782,715,894,845,21.4,19.2
202.3,10.17,230717,7/22/2017 21:23,-84.37529333,33.78496333,847,7/23/2017 0:14,,,524.0866667,640.9266667,640.08,560.6666667,381.6666667,784,465,1008,889,21.4,19.2
203.34,10.16,230717,7/22/2017 21:23,-84.375325,33.78492333,848,7/23/2017 0:14,,,306.4933333,641.7733333,640.9266667,452,1204.666667,780,839,774,755,21.4,19.2
204.4,10.4,230717,7/22/2017 21:23,-84.37536,33.784885,849,7/23/2017 0:14,Tree LS,,299.72,642.62,640.08,420.5,606.5,780,729,866,841,21.4,19.2
206.18,10.88,230717,7/22/2017 21:23,-84.37540167,33.78484833,850,7/23/2017 0:14,,,280.035,642.62,640.08,405.5,719.25,780,1028,397,535,21.3,19.1
207.84,10.32,230717,7/22/2017 21:23,-84.37544167,33.78481167,851,7/23/2017 0:14,,,280.2466667,642.62,640.08,348.6666667,502,NA,NA,NA,NA,NA,NA
209.59,9.92,230717,7/22/2017 21:23,-84.37548333,33.78478,852,7/23/2017 0:14,,,286.1733333,641.7733333,640.08,383.3333333,977.6666667,781,749,827,771,21.2,19
211.42,9.59,230717,7/22/2017 21:23,-84.375525,33.78475167,853,7/23/2017 0:14,Tree LS,,273.685,641.35,640.715,418.75,1197.75,785,335,1245,998,21.1,18.9
237.24,9.61,230717,7/22/2017 21:23,-84.37556833,33.78472667,854,7/23/2017 0:14,,,283.6333333,641.7733333,640.08,480.3333333,1229.666667,781,1006,572,642,21.1,18.9
238.9,9.22,230717,7/22/2017 21:23,-84.37560833,33.78470333,855,7/23/2017 0:14,,,297.18,640.588,640.08,477.6,820,781,738,885,844,21.1,18.9
239.69,9.5,230717,7/22/2017 21:23,-84.37565167,33.78468,856,7/23/2017 0:14,Tree LS,,322.58,642.62,640.08,492,542.5,785,599,864,815,21,18.8
240.71,9.24,230717,7/22/2017 21:23,-84.375695,33.78465333,857,7/23/2017 0:14,,,312.42,642.62,640.08,516.3333333,755,NA,NA,NA,NA,NA,NA
250.48,9.31,230717,7/22/2017 21:23,-84.375735,33.78463,858,7/23/2017 0:14,,,278.5533333,641.7733333,640.9266667,501,689.3333333,782,813,813,800,21,18.8
253.68,9.74,230717,7/22/2017 21:23,-84.37579333,33.784615,859,7/23/2017 0:14,,,251.46,641.35,640.08,432.5,855.25,784,349,1229,1008,21.1,18.9
255.61,9.72,230717,7/22/2017 21:23,-84.37584833,33.784605,860,7/23/2017 0:14,Tree LS,,256.54,640.715,640.08,424.75,1167.5,779,914,628,707,20.9,18.8
260.38,9.27,230717,7/22/2017 21:23,-84.37590167,33.78459667,861,7/23/2017 0:14,,,264.16,642.62,641.35,461.5,748,778,768,785,778,20.9,18.8
266.87,8.83,230717,7/22/2017 21:23,-84.37595167,33.784595,862,7/23/2017 0:14,,,276.225,641.35,640.08,498.5,1012.5,782,530,925,862,20.8,18.7
266.43,8.42,230717,7/22/2017 21:23,-84.37600167,33.78459167,863,7/23/2017 0:14,,,291.2533333,641.7733333,640.08,506.6666667,425,NA,NA,NA,NA,NA,NA
266.45,8.1,230717,7/22/2017 21:23,-84.37605833,33.78458833,864,7/23/2017 0:14,Tree LS,,298.8733333,642.62,640.08,560.6666667,1150,780,725,870,793,20.6,18.6
268.24,7.91,230717,7/22/2017 21:23,-84.37611,33.78459,865,7/23/2017 0:14,,,307.34,641.985,641.35,589.75,831,782,296,1344,1094,20.6,18.6
267.97,8.53,230717,7/22/2017 21:23,-84.37616,33.78459333,866,7/23/2017 0:14,,,307.34,641.7733333,640.08,630,774.6666667,778,917,656,691,20.6,18.6
269.47,8.52,230717,7/22/2017 21:23,-84.37620833,33.78459333,867,7/23/2017 0:14,,,301.4133333,641.7733333,299.72,649,558,780,714,880,846,20.6,18.6
269.16,8.81,230717,7/22/2017 21:23,-84.37626,33.78459167,868,7/23/2017 0:14,Tree LS,,289.56,641.985,293.37,694,1,783,475,990,911,20.6,18.6
270.32,8.05,230717,7/22/2017 21:23,-84.37630667,33.78459167,869,7/23/2017 0:14,,,297.18,640.9266667,280.2466667,916,672,NA,NA,NA,NA,NA,NA
269.3,8.28,230717,7/22/2017 21:23,-84.37635667,33.78458667,870,7/23/2017 0:14,,,329.565,641.35,320.04,925.75,342.5,781,710,920,850,20.4,18.5
268.13,7.73,230717,7/22/2017 21:23,-84.37640333,33.78458167,871,7/23/2017 0:14,,,342.0533333,641.7733333,282.7866667,1209.666667,1,784,272,1382,1125,20.4,18.5
266.87,7.43,230717,7/22/2017 21:23,-84.376445,33.78457833,872,7/23/2017 0:14,Tree LS,,352.2133333,320.04,301.4133333,1337,473,781,937,578,669,20.4,18.5
267.25,6.96,230717,7/22/2017 21:23,-84.37648333,33.78457667,873,7/23/2017 0:14,,,229.235,332.105,348.615,1102,856.75,781,687,885,839,20.3,18.4
267.06,8.28,230717,7/22/2017 21:23,-84.37653667,33.78457833,874,7/23/2017 0:14,,,294.64,641.7733333,298.8733333,1205.333333,1457.666667,785,502,944,859,20.2,18.3
263.37,8.24,230717,7/22/2017 21:23,-84.376585,33.78457167,875,7/23/2017 0:14,,,272.415,641.35,269.875,622.5,1391.25,782,745,872,814,20.2,18.3
265.65,7.77,230717,7/22/2017 21:23,-84.37663,33.78456667,876,7/23/2017 0:14,,,233.68,508.8466667,292.9466667,525,1305.666667,NA,NA,NA,NA,NA,NA
268.09,7.57,230717,7/22/2017 21:23,-84.37667333,33.78456667,877,7/23/2017 0:14,,Tree RS,227.7533333,640.08,347.98,824,1006,786,282,1314,1049,20.1,18.2
269.17,7.52,230717,7/22/2017 21:23,-84.37672167,33.78456667,878,7/23/2017 0:14,,Person RS,251.46,640.08,257.3866667,1114.333333,528.6666667,781,928,609,684,20.2,18.3
266.49,7.77,230717,7/22/2017 21:24,-84.37677,33.78456167,879,7/23/2017 0:14,,,225.425,548.005,273.05,572.25,982.25,780,681,912,856,20.2,18.3
265.82,6.65,230717,7/22/2017 21:24,-84.37681,33.78455833,880,7/23/2017 0:14,,,222.25,549.275,320.04,1042.75,882,785,498,954,859,20.3,18.4
265.55,6.48,230717,7/22/2017 21:24,-84.37685167,33.784555,881,7/23/2017 0:14,,,246.38,583.3533333,320.04,1140.333333,1017,783,784,833,801,20.2,18.3
254.63,6.83,230717,7/22/2017 21:24,-84.37689833,33.784545,882,7/23/2017 0:14,,,287.8666667,463.1266667,320.04,1188.333333,1426,NA,NA,NA,NA,NA,NA
247.84,7.54,230717,7/22/2017 21:24,-84.37695167,33.78452333,883,7/23/2017 0:14,,,234.315,640.715,294.64,795.5,1001.25,782,547,1157,1070,20.1,18.2
240.69,8.04,230717,7/22/2017 21:24,-84.37700667,33.7845,884,7/23/2017 0:14,,,285.3266667,641.7733333,320.04,577,858,782,971,511,621,20.2,18.3
240.26,7.58,230717,7/22/2017 21:24,-84.37705,33.78448167,885,7/23/2017 0:14,,Tree RS,320.675,635,320.04,589.5,1191.5,782,770,833,811,20.2,18.3
240.89,6.71,230717,7/22/2017 21:24,-84.37709167,33.78446833,886,7/23/2017 0:14,,,345.44,357.2933333,320.04,647.3333333,691,783,551,914,822,20.3,18.4
233.98,7.1,230717,7/22/2017 21:24,-84.37712833,33.78444833,887,7/23/2017 0:14,,,556.26,322.58,640.9266667,678,989.3333333,781,816,837,784,20.4,18.5
226.52,7.5,230717,7/22/2017 21:24,-84.37716333,33.78442333,888,7/23/2017 0:14,,,641.35,323.215,640.08,893.25,795.75,784,650,990,888,20.4,18.5
227.2,7.82,230717,7/22/2017 21:24,-84.37723333,33.78437667,889,7/23/2017 0:14,,,327.66,328.5066667,640.08,250,1032.333333,NA,NA,NA,NA,NA,NA
228.11,7.66,230717,7/22/2017 21:24,-84.37727667,33.784345,890,7/23/2017 0:14,,Tree RS,183.515,318.77,640.08,541,1,783,961,500,587,20.5,18.6
229.66,7.91,230717,7/22/2017 21:24,-84.37732833,33.78432333,891,7/23/2017 0:14,,Person RS,322.58,312.42,640.08,1036.333333,886.3333333,782,707,900,827,20.5,18.6
231.09,7.97,230717,7/22/2017 21:24,-84.37738,33.78430333,892,7/23/2017 0:14,, ,185.42,303.9533333,640.08,1120.666667,901.6666667,787,315,1234,1001,20.5,18.6
232.82,8.3,230717,7/22/2017 21:24,-84.37742833,33.78428333,893,7/23/2017 0:14,,,257.81,267.97,640.08,1043,1085.25,780,912,708,737,20.5,18.6
234.39,8.32,230717,7/22/2017 21:24,-84.377475,33.78427167,894,7/23/2017 0:14,,,322.58,320.8866667,640.08,1015.333333,1442.333333,779,781,821,828,20.7,18.7
236.32,8.95,230717,7/22/2017 21:24,-84.37752,33.78426333,895,7/23/2017 0:14,,,349.885,321.945,640.08,562.5,118.5,783,585,880,832,20.7,18.7
238.14,8.93,230717,7/22/2017 21:24,-84.37757333,33.78425167,896,7/23/2017 0:14,,,642.62,320.8866667,640.08,634.3333333,588.6666667,NA,NA,NA,NA,NA,NA
240.04,8.89,230717,7/22/2017 21:24,-84.37762833,33.78424167,897,7/23/2017 0:15,,,476.25,321.31,640.08,889.75,1,779,796,833,783,20.5,18.6
241.86,8.39,230717,7/22/2017 21:24,-84.37768333,33.78423167,898,7/23/2017 0:15,Person LS,Person RS,298.0266667,320.8866667,640.08,721,1,778,640,1056,1033,20.5,18.6
243.61,8.63,230717,7/22/2017 21:24,-84.37774167,33.78422333,899,7/23/2017 0:15,,,297.18,321.945,640.08,568,887.5,779,969,497,625,20.5,18.6
266.58,8.45,230717,7/22/2017 21:24,-84.377795,33.78421833,900,7/23/2017 0:15,,,342.9,322.58,381.635,529.25,418.25,779,807,764,756,20.7,18.7
273.27,7.58,230717,7/22/2017 21:24,-84.37785667,33.78421667,901,7/23/2017 0:15,,,182.88,322.58,320.04,490.5,1,782,420,1050,951,20.7,18.7
272.79,7.97,230717,7/22/2017 21:24,-84.377905,33.78422,902,7/23/2017 0:15,,,179.705,322.58,233.68,309.5,339.25,778,868,762,770,20.7,18.7
271.1,7.93,230717,7/22/2017 21:24,-84.37795333,33.78422,903,7/23/2017 0:15,,,191.3466667,220.98,239.6066667,409,1,NA,NA,NA,NA,NA,NA
276.31,8.09,230717,7/22/2017 21:24,-84.37800167,33.784225,904,7/23/2017 0:15,,,241.3,322.58,178.6466667,473.3333333,374.3333333,782,313,1331,1083,20.7,18.7
281.3,7.71,230717,7/22/2017 21:24,-84.37804833,33.78423333,905,7/23/2017 0:15,,,325.755,322.58,156.845,570.5,768.5,780,909,612,694,20.6,18.6
280.1,7.98,230717,7/22/2017 21:24,-84.378095,33.78423833,906,7/23/2017 0:15,Person LS,,219.71,331.47,241.3,535,1,779,760,816,779,20.4,18.5
282.37,7.92,230717,7/22/2017 21:24,-84.37813833,33.78424667,907,7/23/2017 0:15,,,225.425,412.75,249.555,387,1,784,447,1012,904,20.3,18.4
283.29,7.4,230717,7/22/2017 21:24,-84.37818,33.784255,908,7/23/2017 0:15,,,288.7133333,305.6466667,232.8333333,653.6666667,1,NA,NA,NA,NA,NA,NA
284.5,6.91,230717,7/22/2017 21:24,-84.37821833,33.78426333,909,7/23/2017 0:15,,,302.26,320.04,233.68,594.25,200.25,779,810,835,829,20.2,18.3
284.76,6.9,230717,7/22/2017 21:24,-84.378255,33.78427333,910,7/23/2017 0:15,,,293.37,320.04,266.065,1287.5,1,784,288,1395,1143,20.2,18.3
277.52,6.94,230717,7/22/2017 21:24,-84.378295,33.78427833,911,7/23/2017 0:15,,Tress LS,322.58,186.69,320.04,1,1,782,896,620,686,20.2,18.3
278.93,6.61,230717,7/22/2017 21:24,-84.37833333,33.78428167,912,7/23/2017 0:15,,,279.4,317.5,320.04,417.3333333,1,780,743,837,798,20.1,18.2
278.11,6.69,230717,7/22/2017 21:24,-84.37837167,33.78428167,913,7/23/2017 0:15,,,267.335,319.405,346.71,1494.25,793.25,785,467,989,888,20.1,18.2
274.99,6.74,230717,7/22/2017 21:24,-84.37841,33.78428333,914,7/23/2017 0:15,Tree LS,,268.3933333,320.04,310.7266667,1110.333333,1565,NA,NA,NA,NA,NA,NA
