course,speed,day,time,lon,lat,seq,video_time,RS Classifier,LS Classifier,USRight,USLeft,USRear,LidarRight,LidarLeft,CO,SO,O3,NO,P10,P25
286.58,0.73,230717,7/22/2017 21:09,-84.38879833,33.77725,1,7/23/2017 0:00,,,400.685,76.2,207.01,436,1,790,560,902,837,22.5,20.1
296.99,0.73,230717,7/22/2017 21:09,-84.38880167,33.77725333,2,7/23/2017 0:00,,,398.78,75.35333333,293.7933333,428.6666667,1,787,820,828,817,22.5,20.1
301.07,0.61,230717,7/22/2017 21:09,-84.38880833,33.77725,3,7/23/2017 0:00,,,400.4733333,68.58,330.2,1007.666667,1122,NA,NA,NA,NA,NA,NA
301.07,0.47,230717,7/22/2017 21:09,-84.38881,33.77724667,4,7/23/2017 0:00,,,401.32,71.84571429,259.4428571,294.2857143,725.7142857,791.5,647,991.5,901,22.65,20
301.07,0.32,230717,7/22/2017 21:09,-84.38881667,33.777245,5,7/23/2017 0:00,,,400.4733333,75.35333333,370.84,403.3333333,569,791,709,909,860,22.7,20
301.07,0.41,230717,7/22/2017 21:09,-84.38882167,33.77724167,6,7/23/2017 0:00,,,400.685,75.565,202.565,867.5,844.5,790,467,977,866,22.7,20
301.07,0.45,230717,7/22/2017 21:09,-84.388825,33.77724167,7,7/23/2017 0:00,,,398.78,74.50666667,258.2333333,407,1,784,872,760,778,22.7,20
301.07,0.42,230717,7/22/2017 21:09,-84.38882833,33.77724667,8,7/23/2017 0:00,,,400.685,69.85,303.53,308.75,846.25,783,665,922,871,22.7,20
301.07,0.37,230717,7/22/2017 21:09,-84.38882833,33.77724833,9,7/23/2017 0:00,,,401.32,74.50666667,579.12,135.6666667,1124.166667,784,1090,470,609,22.6,19.9
301.07,0.36,230717,7/22/2017 21:09,-84.38883,33.77725333,10,7/23/2017 0:00,,,405.13,66.04,331.47,203.5,850.25,784,789,805,763,22.5,19.9
301.07,0.51,230717,7/22/2017 21:09,-84.38883333,33.777255,11,7/23/2017 0:00,,,438.5733333,71.96666667,282.7866667,1,2.333333333,793,272,1252,1036,22.4,20
301.07,0.51,230717,7/22/2017 21:09,-84.38883667,33.777255,12,7/23/2017 0:00,,,399.415,63.5,358.775,640,1,785,823,799,767,22.5,20
301.07,0.49,230717,7/22/2017 21:09,-84.38884,33.77725833,13,7/23/2017 0:00,,,397.51,78.74,167.64,614,1,NA,NA,NA,NA,NA,NA
0.76,0.64,230717,7/22/2017 21:09,-84.38883667,33.777265,14,7/23/2017 0:00,,,518.16,310.6057143,334.9171429,988.2857143,482.5714286,785,850.5,751,807,22.55,20.05
7.17,0.51,230717,7/22/2017 21:09,-84.38883833,33.77727333,15,7/23/2017 0:00,,,642.112,348.488,320.04,2099.8,339.6,786,666,932,855,22.4,19.9
42.91,0.63,230717,7/22/2017 21:09,-84.38883833,33.77727667,16,7/23/2017 0:00,,,641.7733333,342.0533333,426.72,2617,1,789,282,1237,1045,22.2,19.8
42.91,0.45,230717,7/22/2017 21:09,-84.38883833,33.77728,17,7/23/2017 0:00,,,642.62,356.4466667,640.08,2632.333333,1,787,830,764,765,22.3,19.8
42.91,0.2,230717,7/22/2017 21:09,-84.388845,33.77727667,18,7/23/2017 0:00,,,641.7733333,358.14,640.9266667,1762,1,784,722,851,836,22.3,19.8
42.91,0.17,230717,7/22/2017 21:09,-84.38884667,33.77727667,19,7/23/2017 0:00,,,641.8942857,344.7142857,640.08,1879.428571,1,784,1039,471,602,22.3,19.9
42.91,0.34,230717,7/22/2017 21:09,-84.38885667,33.77727,20,7/23/2017 0:00,,,642.62,377.6133333,640.08,1769.666667,1,784,698,918,863,22.3,19.8
42.91,0.14,230717,7/22/2017 21:09,-84.38885667,33.77727,21,7/23/2017 0:00,,,642.62,296.3333333,640.9266667,872.6666667,1,787,332,1156,989,22.3,19.8
42.91,0.1,230717,7/22/2017 21:09,-84.38886167,33.77727,22,7/23/2017 0:00,,,642.62,293.7933333,640.08,1774.333333,1,783,802,833,797,22.2,19.8
42.91,0.16,230717,7/22/2017 21:09,-84.388865,33.777275,23,7/23/2017 0:00,,,641.985,328.295,640.08,1963.5,1,786,480,1207,1075,22,19.7
42.91,0.31,230717,7/22/2017 21:09,-84.388875,33.77728333,24,7/23/2017 0:00,,,641.8942857,357.4142857,640.4428571,1506.285714,1,783,1015,511,618,22,19.7
42.91,0.3,230717,7/22/2017 21:09,-84.38888,33.777285,25,7/23/2017 0:00,,,642.62,339.5133333,640.08,877,1,784,691,928,851,22.1,19.7
42.91,0.24,230717,7/22/2017 21:09,-84.38887833,33.77728667,26,7/23/2017 0:00,,,642.62,236.22,640.08,2637.333333,1,784,419,1119,971,22.1,19.7
42.91,0.2,230717,7/22/2017 21:09,-84.38887833,33.77728833,27,7/23/2017 0:00,,,641.985,241.3,640.715,1965.75,1,782,783,867,833,22.1,19.7
42.91,0.21,230717,7/22/2017 21:09,-84.38888333,33.77729,28,7/23/2017 0:00,,,641.7733333,265.8533333,640.08,1769.666667,1,785,401,1263,1082,22,19.7
42.91,0.27,230717,7/22/2017 21:09,-84.38888833,33.77729333,29,7/23/2017 0:00,,,615.0428571,336.3685714,640.8057143,1514.428571,1,780,1008,550,631,22.1,19.8
42.91,0.32,230717,7/22/2017 21:09,-84.38890167,33.777295,30,7/23/2017 0:00,,,447.04,396.24,640.08,1,956,784,700,916,872,22.3,19.9
42.91,0.35,230717,7/22/2017 21:09,-84.38890333,33.777295,31,7/23/2017 0:00,,,564.7266667,642.62,640.9266667,236,1379.666667,788,398,1041,911,22.4,20
42.91,0.17,230717,7/22/2017 21:09,-84.38889667,33.77729333,32,7/23/2017 0:00,,,643.255,641.35,641.35,467,1392.25,786,772,874,843,22.3,20
42.91,0.16,230717,7/22/2017 21:09,-84.38889667,33.77729333,33,7/23/2017 0:00,,,642.62,640.08,640.08,1,1368,791,398,1256,1079,22.3,20
42.91,0.1,230717,7/22/2017 21:09,-84.38889167,33.77729,34,7/23/2017 0:00,,,368.7233333,386.5033333,640.5033333,55.66666667,491.1666667,784,1001,589,687,22.3,20
42.91,0.1,230717,7/22/2017 21:09,-84.38888667,33.77729,35,7/23/2017 0:00,,,323.85,269.24,640.08,2026.5,963,782,739,822,787,22.3,20
42.91,0.14,230717,7/22/2017 21:09,-84.38888167,33.77729167,36,7/23/2017 0:00,,,338.6666667,277.7066667,640.08,777.6666667,1778.333333,789,467,984,878,22.4,20.1
42.91,0.56,230717,7/22/2017 21:09,-84.38885333,33.7773,37,7/23/2017 0:00,,,321.31,237.49,640.715,464,810,785,766,874,843,22.4,20.1
76.82,0.64,230717,7/22/2017 21:09,-84.38883833,33.77730167,38,7/23/2017 0:00,,,321.7333333,204.0466667,640.9266667,1398.666667,799.3333333,787,372,1318,1120,22.4,20.1
85.06,0.7,230717,7/22/2017 21:09,-84.38882833,33.7773,39,7/23/2017 0:00,,,325.9666667,94.82666667,556.6833333,959.6666667,150.3333333,782,1008,573,665,22.3,20
96.07,0.84,230717,7/22/2017 21:09,-84.38881,33.77729667,40,7/23/2017 0:00,,,342.9,126.1533333,369.1466667,618.3333333,1,782,704,900,827,22.3,20
102.7,0.9,230717,7/22/2017 21:09,-84.38880167,33.777295,41,7/23/2017 0:00,,,307.975,247.015,311.15,668.5,435.75,788,422,1098,981,22.2,19.9
123.49,0.96,230717,7/22/2017 21:09,-84.3888,33.77728667,42,7/23/2017 0:00,,,315.8066667,288.7133333,209.9733333,128.3333333,1,785,782,843,806,22.2,19.9
126.56,1.03,230717,7/22/2017 21:09,-84.38879667,33.777285,43,7/23/2017 0:00,,,273.685,120.015,313.055,988,158.75,789,354,1345,1124,22.2,19.9
132.6,1.03,230717,7/22/2017 21:09,-84.3888,33.77728333,44,7/23/2017 0:00,,,303.1066667,56.30333333,242.1466667,1386,561.5,788,902,730,723,22.2,19.9
137.03,0.87,230717,7/22/2017 21:09,-84.38879333,33.77728,45,7/23/2017 0:00,,,323.85,62.865,330.2,1799.5,1415.5,790,688,895,833,22.1,19.8
138.52,0.87,230717,7/22/2017 21:09,-84.38879,33.77727667,46,7/23/2017 0:00,,,331.47,68.58,436.88,517,1184,791,615,852,815,22,19.8
137.26,0.89,230717,7/22/2017 21:09,-84.38877833,33.77727833,47,7/23/2017 0:00,,,334.645,64.77,519.43,543.5,1192.25,789,791,834,825,22,19.8
141.79,0.89,230717,7/22/2017 21:09,-84.38877833,33.777275,48,7/23/2017 0:00,,,326.8133333,67.73333333,252.3066667,672.6666667,867.3333333,NA,NA,NA,NA,NA,NA
150.84,0.88,230717,7/22/2017 21:10,-84.38878333,33.77726833,49,7/23/2017 0:00,,,309.88,68.94285714,337.4571429,805.7142857,1196.142857,792.5,640,947.5,854.5,21.95,19.75
162.12,1.07,230717,7/22/2017 21:10,-84.38878667,33.77725167,50,7/23/2017 0:00,,,518.16,71.12,393.7,526.25,1647.5,795,712,870,807,22.1,19.9
166.01,1.14,230717,7/22/2017 21:10,-84.38879,33.77724,51,7/23/2017 0:00,,,393.7,66.04,303.1066667,532.6666667,2332.333333,800,516,961,906,22.1,19.9
164.16,1.18,230717,7/22/2017 21:10,-84.38878167,33.777235,52,7/23/2017 0:00,,,325.9666667,69.42666667,178.6466667,1439.666667,778.3333333,793,819,756,747,22.2,20
157.8,1.2,230717,7/22/2017 21:10,-84.38877167,33.77723,53,7/23/2017 0:00,,,335.28,79.58666667,209.1266667,780.6666667,1560,NA,NA,NA,NA,NA,NA
154.43,1.21,230717,7/22/2017 21:10,-84.388765,33.77722667,54,7/23/2017 0:00,,,348.7057143,64.58857143,424.9057143,963.4285714,1665.714286,792.5,712,952.5,911.5,22.25,20.1
150.63,1.22,230717,7/22/2017 21:10,-84.38875,33.77722167,55,7/23/2017 0:00,,,331.0466667,61.80666667,458.8933333,1126,2325,789,708,885,831,22.4,20.2
147.81,1.2,230717,7/22/2017 21:10,-84.38874333,33.77722,56,7/23/2017 0:00,,,257.175,76.835,323.215,135.5,1767.75,787,616,871,805,22.5,20.3
160.25,1.21,230717,7/22/2017 21:10,-84.38874667,33.77721,57,7/23/2017 0:01,,,255.6933333,85.51333333,520.7,1410.666667,671,789,760,832,786,22.6,20.4
162.66,1.22,230717,7/22/2017 21:10,-84.38874833,33.77720333,58,7/23/2017 0:01,,,335.28,93.98,407.2466667,631.3333333,815.3333333,NA,NA,NA,NA,NA,NA
167.77,1.24,230717,7/22/2017 21:10,-84.38875167,33.777195,59,7/23/2017 0:01,,,575.4914286,95.79428571,279.4,920,176.7142857,786.5,633,974.5,880,22.6,20.4
166.38,1.49,230717,7/22/2017 21:10,-84.388745,33.77717333,60,7/23/2017 0:01,,,426.72,87.20666667,385.2333333,768.6666667,1848.666667,788,731,853,820,22.6,20.4
164.4,1.49,230717,7/22/2017 21:10,-84.38874167,33.777165,61,7/23/2017 0:01,,,361.95,91.44,454.025,839.25,1311,790,530,946,837,22.6,20.4
166.02,1.49,230717,7/22/2017 21:10,-84.388745,33.77715833,62,7/23/2017 0:01,,,443.6533333,95.67333333,328.5066667,620.3333333,96,785,796,848,805,22.7,20.5
166.56,1.52,230717,7/22/2017 21:10,-84.38875333,33.77714333,63,7/23/2017 0:01,,,372.5333333,97.36666667,287.02,1148.333333,349,NA,NA,NA,NA,NA,NA
173.93,1.53,230717,7/22/2017 21:10,-84.38875833,33.777135,64,7/23/2017 0:01,,,439.7828571,144.0542857,244.9285714,1222.571429,926,789,626,985,881.5,22.8,20.6
182.27,1.55,230717,7/22/2017 21:10,-84.38878,33.77711167,65,7/23/2017 0:01,,,535.94,106.68,313.2666667,1,1135.666667,783,696,883,831,22.8,20.6
181.17,1.54,230717,7/22/2017 21:10,-84.388785,33.77710167,66,7/23/2017 0:01,,,594.36,90.805,235.585,1,297.25,780,553,928,856,22.9,20.7
179.64,1.5,230717,7/22/2017 21:10,-84.388785,33.77709333,67,7/23/2017 0:01,,,512.2333333,101.6,321.7333333,1,140,778,818,825,801,22.8,20.6
173.91,1.52,230717,7/22/2017 21:10,-84.38877333,33.777075,68,7/23/2017 0:01,,,438.15,97.79,227.965,1,77,779,707,899,854,22.6,20.5
175.91,1.53,230717,7/22/2017 21:10,-84.388775,33.77706667,69,7/23/2017 0:01,,,322.9428571,133.5314286,428.5342857,454.1428571,631.7142857,780,983,590,653,22.6,20.5
177.69,1.57,230717,7/22/2017 21:10,-84.38877333,33.77705,70,7/23/2017 0:01,,,322.58,214.2066667,454.66,1,2133,784,700,866,793,22.6,20.5
177.86,1.55,230717,7/22/2017 21:10,-84.38877333,33.777045,71,7/23/2017 0:01,,,322.58,154.0933333,627.38,1310,2137.333333,789,390,1086,945,22.7,20.6
177.77,1.37,230717,7/22/2017 21:10,-84.38877667,33.77703667,72,7/23/2017 0:01,,,322.58,160.655,612.775,1,2142.75,780,763,874,835,22.6,20.5
177.82,1.36,230717,7/22/2017 21:10,-84.38877833,33.77702833,73,7/23/2017 0:01,,,322.58,164.2533333,334.4333333,2120,2122.333333,785,754,842,817,22.5,20.4
169.25,1.2,230717,7/22/2017 21:10,-84.38877,33.777025,74,7/23/2017 0:01,,,322.58,153.2466667,284.9033333,3181.833333,2124.666667,784,966,650,723,22.5,20.4
169.25,0.49,230717,7/22/2017 21:10,-84.38952833,33.77694,75,7/23/2017 0:01,,,322.58,147.32,314.96,3152.5,1,787,764,826,801,22.6,20.5
169.25,0.31,230717,7/22/2017 21:10,-84.38952833,33.776935,76,7/23/2017 0:01,,,323.215,132.08,393.065,1,646.25,790,486,994,874,22.6,20.5
169.25,0.25,230717,7/22/2017 21:10,-84.38953,33.776935,77,7/23/2017 0:01,,,322.58,134.62,303.9533333,1,850.3333333,NA,NA,NA,NA,NA,NA
169.25,0.22,230717,7/22/2017 21:10,-84.38953167,33.77693667,78,7/23/2017 0:01,,,322.58,144.78,341.2066667,1,1226,785,688,936,829,22.5,20.4
169.25,0.23,230717,7/22/2017 21:10,-84.38953167,33.77693667,79,7/23/2017 0:01,,,322.58,146.685,612.775,1,912.75,790,178,1423,1115,22.5,20.4
169.25,0.23,230717,7/22/2017 21:10,-84.38953333,33.77693667,80,7/23/2017 0:01,,,322.58,153.2466667,640.08,340.6666667,1021,786,911,720,727,22.4,20.3
169.25,0.18,230717,7/22/2017 21:10,-84.389535,33.77693667,81,7/23/2017 0:01,,,322.58,176.1066667,640.08,1161,463,783,787,781,776,22.3,20.2
169.25,0.19,230717,7/22/2017 21:10,-84.389535,33.77693667,82,7/23/2017 0:01,,,322.58,364.0666667,641.7733333,179.3333333,192.6666667,NA,NA,NA,NA,NA,NA
169.25,0.1,230717,7/22/2017 21:10,-84.38953667,33.77693667,83,7/23/2017 0:01,,,391.795,369.57,640.715,669.25,180,784,762,632,610,22.2,20.1
169.25,0.21,230717,7/22/2017 21:10,-84.38953667,33.77693833,84,7/23/2017 0:01,,,640.9266667,215.0533333,640.08,886.6666667,64,783,718,888,840,22.2,20.1
169.25,0.33,230717,7/22/2017 21:10,-84.389535,33.77693833,85,7/23/2017 0:01,,,642.62,203.2,640.08,1,1,788,351,1124,944,22.2,20.1
169.25,0.41,230717,7/22/2017 21:10,-84.38953333,33.77693833,86,7/23/2017 0:01,,,107.315,94.615,640.715,1988.25,1,784,886,799,791,22.2,20.1
162.53,0.71,230717,7/22/2017 21:10,-84.38953,33.77693833,87,7/23/2017 0:01,,,327.66,66.04,613.8333333,1755.333333,1035.666667,785,790,814,806,22.2,20.1
99.55,0.78,230717,7/22/2017 21:10,-84.38951833,33.77693333,88,7/23/2017 0:01,,,302.26,82.12666667,490.22,1048,86.33333333,NA,NA,NA,NA,NA,NA
100.06,1.15,230717,7/22/2017 21:10,-84.38949833,33.776925,89,7/23/2017 0:01,,,164.465,90.17,304.8,353,114.75,789,734,701,651,22.1,20
100.87,1.17,230717,7/22/2017 21:10,-84.38948833,33.77692167,90,7/23/2017 0:01,,,192.1933333,125.3066667,252.3066667,151,677.6666667,786,740,922,864,22,19.9
108.3,1.17,230717,7/22/2017 21:10,-84.38948,33.77691833,91,7/23/2017 0:01,,,255.27,254.635,309.88,309.5,458.75,793,383,1135,945,22,19.9
106.66,1.18,230717,7/22/2017 21:10,-84.38947167,33.77691667,92,7/23/2017 0:01,,,117.6866667,310.7266667,311.5733333,863,1167.666667,795,884,720,742,22,19.9
106.09,1.2,230717,7/22/2017 21:10,-84.38945833,33.77691167,93,7/23/2017 0:01,,,133.7733333,640.9266667,640.08,359,260.6666667,795,688,869,816,22,19.9
95.05,1.18,230717,7/22/2017 21:10,-84.38945167,33.77691167,94,7/23/2017 0:01,,,221.615,338.455,567.69,169,320.75,795,596,922,861,22,19.9
94.44,1.19,230717,7/22/2017 21:10,-84.38944333,33.77691167,95,7/23/2017 0:01,,,199.8133333,151.5533333,383.54,575.3333333,440.6666667,NA,NA,NA,NA,NA,NA
92.03,1.21,230717,7/22/2017 21:10,-84.389435,33.77691167,96,7/23/2017 0:01,,,203.2,111.76,228.6,973.3333333,463.3333333,797,802,847,831,21.7,19.7
88.07,1.24,230717,7/22/2017 21:10,-84.38942667,33.77691333,97,7/23/2017 0:01,,,490.855,99.695,318.77,1877.25,1113.75,808,338,1208,987,21.6,19.6
87.49,1.51,230717,7/22/2017 21:10,-84.38941167,33.776915,98,7/23/2017 0:01,,,641.7733333,95.67333333,304.8,1,208.3333333,798,889,732,747,21.6,19.6
88.87,1.67,230717,7/22/2017 21:10,-84.389395,33.776915,99,7/23/2017 0:01,,,437.515,189.23,396.875,457.5,517.75,795,818,772,759,21.8,19.7
90.42,1.85,230717,7/22/2017 21:10,-84.38937833,33.776915,100,7/23/2017 0:01,,,288.7133333,111.76,207.4333333,369,173.3333333,797,532,954,891,21.8,19.7
87.82,2.07,230717,7/22/2017 21:10,-84.38935833,33.77691833,101,7/23/2017 0:01,,,303.9533333,72.81333333,319.1933333,119.6666667,281.6666667,NA,NA,NA,NA,NA,NA
86.61,2.1,230717,7/22/2017 21:10,-84.38934167,33.77692167,102,7/23/2017 0:01,,,228.6,115.1466667,350.52,712.3333333,167.3333333,797,710,916,846,21.8,19.7
86.42,2.11,230717,7/22/2017 21:11,-84.38933,33.77692167,103,7/23/2017 0:01,,,426.72,95.67333333,368.3,521.6666667,155,798,387,1133,952,21.8,19.6
84.49,2.31,230717,7/22/2017 21:11,-84.38931,33.77692667,104,7/23/2017 0:01,,,264.16,138.43,334.01,1311.25,267,795,771,850,778,21.8,19.6
82.32,2.34,230717,7/22/2017 21:11,-84.38929667,33.77693,105,7/23/2017 0:01,,,322.58,38.94666667,254,1752,448.3333333,793,719,917,863,21.8,19.6
81.1,2.35,230717,7/22/2017 21:11,-84.38928333,33.77693333,106,7/23/2017 0:01,,,322.58,129.54,255.6933333,1279,348.3333333,NA,NA,NA,NA,NA,NA
78.57,2.64,230717,7/22/2017 21:11,-84.389255,33.77694333,107,7/23/2017 0:01,,,200.025,196.215,294.64,1643.75,332,799,583,844,725,21.8,19.6
76.3,2.71,230717,7/22/2017 21:11,-84.38923,33.77695167,108,7/23/2017 0:01,,,322.58,182.0333333,292.9466667,2388,376,791,682,973,898,21.8,19.6
75.99,2.78,230717,7/22/2017 21:11,-84.38920833,33.77695,109,7/23/2017 0:01,,,137.16,86.36,301.625,1787.75,677.5,796,339,1388,1149,21.8,19.6
76.38,2.83,230717,7/22/2017 21:11,-84.38918833,33.77695,110,7/23/2017 0:01,,,322.58,88.9,225.2133333,1690,465.3333333,790,970,639,693,21.7,19.5
77.16,2.99,230717,7/22/2017 21:11,-84.389165,33.77695333,111,7/23/2017 0:01,,,194.945,262.89,619.76,1417.25,346.75,793,668,916,829,21.6,19.4
78.95,2.97,230717,7/22/2017 21:11,-84.389145,33.77695333,112,7/23/2017 0:01,,,243.84,192.1933333,277.7066667,998.6666667,695,793,629,844,809,21.5,19.3
80.42,2.97,230717,7/22/2017 21:11,-84.38912667,33.77695333,113,7/23/2017 0:01,,,91.44,206.5866667,435.1866667,967.6666667,405.3333333,NA,NA,NA,NA,NA,NA
82.31,2.93,230717,7/22/2017 21:11,-84.38910833,33.77695167,114,7/23/2017 0:01,,,302.26,307.34,641.985,1461,443.75,788,749,908,857,21.5,19.3
89.55,2.64,230717,7/22/2017 21:11,-84.38911333,33.77693833,115,7/23/2017 0:01,,,104.14,424.18,524.9333333,1465.333333,887.6666667,792,329,1297,1061,21.4,19.2
95.88,2.46,230717,7/22/2017 21:11,-84.3891,33.77692833,116,7/23/2017 0:01,,,322.58,131.2333333,519.0066667,1520.333333,841.3333333,788,982,604,665,21.4,19.2
96.93,2.49,230717,7/22/2017 21:11,-84.38908,33.77692,117,7/23/2017 0:02,,,322.58,156.845,549.275,767.75,394,786,822,766,782,21.3,19.1
94.7,2.49,230717,7/22/2017 21:11,-84.38906,33.77692,118,7/23/2017 0:02,,,322.58,193.04,612.14,2186.333333,667,787,560,892,820,21.2,19
95.42,2.52,230717,7/22/2017 21:11,-84.38902667,33.77690833,119,7/23/2017 0:02,,,212.725,157.48,333.375,1327.5,1003.5,787,743,922,860,21,18.9
96.76,2.76,230717,7/22/2017 21:11,-84.38898333,33.776895,120,7/23/2017 0:02,,,179.4933333,138.8533333,497.84,2444.333333,124.6666667,NA,NA,NA,NA,NA,NA
104.49,2.7,230717,7/22/2017 21:11,-84.38895667,33.77688333,121,7/23/2017 0:02,,,322.58,59.26666667,640.9266667,816,107,791,321,1340,1092,20.9,18.8
111.04,2.99,230717,7/22/2017 21:11,-84.38892,33.77686333,122,7/23/2017 0:02,,,322.58,87.20666667,506.3066667,1685,169.6666667,787,930,620,693,20.8,18.7
111.18,2.25,230717,7/22/2017 21:11,-84.38890333,33.77686333,123,7/23/2017 0:02,,,322.58,97.36666667,320.04,1699,76,788,785,802,765,20.8,18.7
110.42,0.66,230717,7/22/2017 21:11,-84.388895,33.776865,124,7/23/2017 0:02,,,322.58,54.61,320.04,2553.5,85.5,792,582,908,775,20.8,18.7
109.26,0.66,230717,7/22/2017 21:11,-84.38888,33.77686,125,7/23/2017 0:02,,,322.58,48.26,358.14,2546,71.66666667,NA,NA,NA,NA,NA,NA
95.16,0.6,230717,7/22/2017 21:11,-84.388875,33.77686,126,7/23/2017 0:02,,,442.8066667,51.64666667,357.2933333,2544,86.33333333,789,703,962,886,21,18.8
108.19,1.01,230717,7/22/2017 21:11,-84.38886833,33.77685833,127,7/23/2017 0:02,,,640.9266667,60.11333333,368.3,2545,110.6666667,791,405,1135,970,21.1,18.9
124.17,1.03,230717,7/22/2017 21:11,-84.38886833,33.77686,128,7/23/2017 0:02,,,641.35,71.12,417.83,2539.5,110.5,788,903,683,690,21.1,18.9
122.98,1,230717,7/22/2017 21:11,-84.38886333,33.77686333,129,7/23/2017 0:02,,,642.62,75.35333333,298.8733333,2550.666667,75.33333333,786,737,846,791,21.1,18.9
122.27,1.28,230717,7/22/2017 21:11,-84.38885333,33.77686333,130,7/23/2017 0:02,,,640.9266667,74.50666667,325.9666667,2551.333333,85.33333333,NA,NA,NA,NA,NA,NA
119.81,0.83,230717,7/22/2017 21:11,-84.38884167,33.77686167,131,7/23/2017 0:02,,,641.35,120.015,257.81,2544.5,1,791,476,1026,910,21.1,18.9
119.81,0.5,230717,7/22/2017 21:11,-84.38883,33.77686,132,7/23/2017 0:02,,,641.7733333,320.04,585.8933333,2545.333333,1,787,700,949,904,21.2,19
119.81,0.29,230717,7/22/2017 21:11,-84.388835,33.77685667,133,7/23/2017 0:02,,,641.7733333,569.8066667,396.24,1639.666667,356.6666667,791,270,1264,1030,21.2,19
119.09,0.33,230717,7/22/2017 21:11,-84.38883167,33.77685667,134,7/23/2017 0:02,,,641.35,630.555,286.385,1830.25,665.5,786,896,697,701,21.1,18.9
119.75,0.59,230717,7/22/2017 21:11,-84.38883,33.77685667,135,7/23/2017 0:02,,,640.9266667,340.36,566.42,2447,719,784,769,813,800,20.9,18.7
102.44,0.65,230717,7/22/2017 21:11,-84.38881,33.77685,136,7/23/2017 0:02,,,641.7733333,321.7333333,295.4866667,2441.666667,716,NA,NA,NA,NA,NA,NA
130.73,0.65,230717,7/22/2017 21:11,-84.388805,33.77685,137,7/23/2017 0:02,,,640.9266667,261.62,320.8866667,1,363.3333333,787,502,917,746,20.8,18.6
130.73,0.08,230717,7/22/2017 21:11,-84.38880667,33.77685167,138,7/23/2017 0:02,,,320.675,497.84,435.61,1255.5,1,783,754,836,789,20.8,18.6
90.66,0.93,230717,7/22/2017 21:11,-84.38880167,33.77685333,139,7/23/2017 0:02,,,322.58,640.9266667,325.12,427.3333333,1,787,306,1237,1017,20.8,18.6
90.66,0.5,230717,7/22/2017 21:11,-84.38880333,33.77685333,140,7/23/2017 0:02,,,322.58,613.8333333,319.1933333,1611.333333,1,781,876,759,778,20.8,18.6
90.66,0.54,230717,7/22/2017 21:11,-84.38880167,33.77685333,141,7/23/2017 0:02,,,322.58,391.795,405.765,1849.5,1,781,743,844,789,20.8,18.6
90.66,0.27,230717,7/22/2017 21:11,-84.38879167,33.77685333,142,7/23/2017 0:02,,,314.1133333,182.88,123.6133333,1696,541,NA,NA,NA,NA,NA,NA
107.26,0.59,230717,7/22/2017 21:11,-84.38879167,33.77685333,143,7/23/2017 0:02,,,322.58,101.6,142.875,1319.25,92.75,786,659,740,648,20.7,18.5
131.25,0.61,230717,7/22/2017 21:11,-84.38878333,33.77685,144,7/23/2017 0:02,,,322.58,164.2533333,147.32,1,91.66666667,780,737,913,872,20.7,18.5
131.25,0.38,230717,7/22/2017 21:11,-84.38877833,33.77684833,145,7/23/2017 0:02,,,322.58,204.8933333,144.78,1,91.66666667,784,331,1207,992,20.7,18.5
131.25,0.16,230717,7/22/2017 21:11,-84.38877167,33.77684667,146,7/23/2017 0:02,,,322.58,207.645,144.78,1,95.25,781,982,619,704,20.7,18.5
131.25,0.35,230717,7/22/2017 21:11,-84.388765,33.77684,147,7/23/2017 0:02,,,322.58,192.1933333,143.9333333,1,91,780,765,821,794,20.7,18.5
131.25,0.31,230717,7/22/2017 21:11,-84.38876833,33.77683833,148,7/23/2017 0:02,,,322.58,160.02,127,1751,94,NA,NA,NA,NA,NA,NA
129.24,1.65,230717,7/22/2017 21:11,-84.38876667,33.77683667,149,7/23/2017 0:02,,,322.58,95.885,137.795,2630,97.75,784,507,991,886,20.7,18.5
122.68,1.99,230717,7/22/2017 21:11,-84.38876,33.77683167,150,7/23/2017 0:02,,,322.58,70.27333333,108.3733333,2637,84,780,753,863,825,20.8,18.5
122.67,1.7,230717,7/22/2017 21:11,-84.38875333,33.77682833,151,7/23/2017 0:02,,,322.58,62.865,130.175,2627.5,86,784,289,1332,1061,21,18.6
124.2,1.5,230717,7/22/2017 21:11,-84.38874167,33.77681,152,7/23/2017 0:02,,,322.58,67.73333333,110.0666667,1710.333333,86.33333333,782,991,568,671,21,18.5
127.06,0.99,230717,7/22/2017 21:11,-84.38873167,33.7768,153,7/23/2017 0:02,,,322.58,63.5,147.32,2550.333333,86,786,765,829,803,20.9,18.4
185.79,0.94,230717,7/22/2017 21:11,-84.388725,33.77679167,154,7/23/2017 0:02,,,322.58,64.77,97.79,1281.25,87.5,788,522,955,888,20.9,18.4
221.93,1.48,230717,7/22/2017 21:11,-84.388725,33.776785,155,7/23/2017 0:02,,,322.58,70.27333333,124.46,856.6666667,63.66666667,NA,NA,NA,NA,NA,NA
233.89,1.04,230717,7/22/2017 21:11,-84.38872833,33.77677833,156,7/23/2017 0:02,,,530.86,115.1466667,168.4866667,1,853.6666667,784,758,862,820,21.6,18.6
231.48,1.25,230717,7/22/2017 21:11,-84.388735,33.776775,157,7/23/2017 0:02,Car LS,,312.42,255.905,208.915,1,493.25,789,252,1442,1149,22,18.7
230.95,1.28,230717,7/22/2017 21:11,-84.38874167,33.77677333,158,7/23/2017 0:02,,,294.64,368.3,284.48,1,1,785,959,550,644,21.9,18.6
