"","LidarLeft","LidarRight","USLeft","USRear","USRight","CO","P25","O3","P10","NO","SO","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"1",1,1,71.12,642.62,332.74,NA,NA,NA,NA,NA,NA,230717010810.094,"proximity","230717","010810",2017-07-23 01:08:10,1
"2",1653,1,71.12,640.08,401.32,NA,NA,NA,NA,NA,NA,230717010811.094,"proximity","230717","010811",2017-07-23 01:08:11,2
"3",1,1,71.12,96.52,401.32,NA,NA,NA,NA,NA,NA,230717010811.094,"proximity","230717","010811",2017-07-23 01:08:11,3
"4",1,1,71.12,203.2,401.32,796,17,843,19.1,803,730,230717010811.094,"proximity","230717","010811",2017-07-23 01:08:11,4
"5",1,1,71.12,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010811.094,"proximity","230717","010811",2017-07-23 01:08:11,5
"6",1,1,71.12,287.02,398.78,NA,NA,NA,NA,NA,NA,230717010812.088,"proximity","230717","010812",2017-07-23 01:08:12,6
"7",1690,1,71.12,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010812.088,"proximity","230717","010812",2017-07-23 01:08:12,7
"8",1684,1,68.58,586.74,401.32,801,17.1,984,19.2,912,499,230717010812.088,"proximity","230717","010812",2017-07-23 01:08:12,8
"9",1,1,68.58,299.72,398.78,NA,NA,NA,NA,NA,NA,230717010812.088,"proximity","230717","010812",2017-07-23 01:08:12,9
"10",1,1,53.34,617.22,289.56,NA,NA,NA,NA,NA,NA,230717010813.309,"proximity","230717","010813",2017-07-23 01:08:13,10
"11",1,1,66.04,642.62,396.24,NA,NA,NA,NA,NA,NA,230717010813.309,"proximity","230717","010813",2017-07-23 01:08:13,11
"12",1,1,243.84,505.46,401.32,791,17.2,731,19.3,725,797,230717010813.309,"proximity","230717","010813",2017-07-23 01:08:13,12
"13",1,1,127,251.46,370.84,NA,NA,NA,NA,NA,NA,230717010814.309,"proximity","230717","010814",2017-07-23 01:08:14,13
"14",1,1385,53.34,320.04,414.02,NA,NA,NA,NA,NA,NA,230717010814.309,"proximity","230717","010814",2017-07-23 01:08:14,14
"15",1,1378,322.58,320.04,411.48,NA,NA,NA,NA,NA,NA,230717010814.309,"proximity","230717","010814",2017-07-23 01:08:14,15
"16",1,1382,381,320.04,642.62,795,17.4,1350,19.5,1125,292,230717010815.309,"proximity","230717","010815",2017-07-23 01:08:15,16
"17",1,1,312.42,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010815.309,"proximity","230717","010815",2017-07-23 01:08:15,17
"18",1,1,378.46,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010815.309,"proximity","230717","010815",2017-07-23 01:08:15,18
"19",1,1,322.58,320.04,645.16,NA,NA,NA,NA,NA,NA,230717010815.309,"proximity","230717","010815",2017-07-23 01:08:15,19
"20",1,1,381,320.04,642.62,790,17.5,805,19.6,807,831,230717010816.309,"proximity","230717","010816",2017-07-23 01:08:16,20
"21",1,1,381,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010816.309,"proximity","230717","010816",2017-07-23 01:08:16,21
"22",1,2623,55.88,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010818.309,"proximity","230717","010818",2017-07-23 01:08:18,22
"23",1,2633,53.34,441.96,642.62,NA,NA,NA,NA,NA,NA,230717010818.309,"proximity","230717","010818",2017-07-23 01:08:18,23
"24",1,2642,35.56,154.94,642.62,793,18,462,20.2,562,952,230717010818.309,"proximity","230717","010818",2017-07-23 01:08:18,24
"25",1,1,55.88,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010819.309,"proximity","230717","010819",2017-07-23 01:08:19,25
"26",1,1,33.02,147.32,642.62,NA,NA,NA,NA,NA,NA,230717010819.309,"proximity","230717","010819",2017-07-23 01:08:19,26
"27",1,2658,55.88,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010819.309,"proximity","230717","010819",2017-07-23 01:08:19,27
"28",71,1,55.88,48.26,642.62,791,18.2,855,20.4,858,759,230717010820.309,"proximity","230717","010820",2017-07-23 01:08:20,28
"29",73,1,53.34,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010820.309,"proximity","230717","010820",2017-07-23 01:08:20,29
"30",1,2640,53.34,127,642.62,NA,NA,NA,NA,NA,NA,230717010820.309,"proximity","230717","010820",2017-07-23 01:08:20,30
"31",1,2650,53.34,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010820.309,"proximity","230717","010820",2017-07-23 01:08:20,31
"32",1,1,53.34,406.4,642.62,797,18.4,1248,20.6,1034,279,230717010821.309,"proximity","230717","010821",2017-07-23 01:08:21,32
"33",1,2646,53.34,88.9,642.62,NA,NA,NA,NA,NA,NA,230717010821.309,"proximity","230717","010821",2017-07-23 01:08:21,33
"34",1,1,45.72,431.8,642.62,NA,NA,NA,NA,NA,NA,230717010821.309,"proximity","230717","010821",2017-07-23 01:08:21,34
"35",1,1,53.34,127,642.62,NA,NA,NA,NA,NA,NA,230717010822.309,"proximity","230717","010822",2017-07-23 01:08:22,35
"36",1,1,50.8,320.04,642.62,794,18.5,812,20.7,775,819,230717010822.309,"proximity","230717","010822",2017-07-23 01:08:22,36
"37",1,1,53.34,424.18,645.16,NA,NA,NA,NA,NA,NA,230717010822.309,"proximity","230717","010822",2017-07-23 01:08:22,37
"38",1,2642,381,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010822.309,"proximity","230717","010822",2017-07-23 01:08:22,38
"39",1,2681,50.8,472.44,642.62,NA,NA,NA,NA,NA,NA,230717010823.309,"proximity","230717","010823",2017-07-23 01:08:23,39
"40",1,2697,38.1,160.02,292.1,793,18.5,737,20.7,742,792,230717010823.309,"proximity","230717","010823",2017-07-23 01:08:23,40
"41",1,1,50.8,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010824.103,"proximity","230717","010824",2017-07-23 01:08:24,41
"42",1,1,50.8,187.96,401.32,NA,NA,NA,NA,NA,NA,230717010824.103,"proximity","230717","010824",2017-07-23 01:08:24,42
"43",1,1,50.8,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010824.103,"proximity","230717","010824",2017-07-23 01:08:24,43
"44",1,1,50.8,520.7,401.32,792,18.6,479,20.8,550,915,230717010824.103,"proximity","230717","010824",2017-07-23 01:08:24,44
"45",1683,1,50.8,256.54,396.24,NA,NA,NA,NA,NA,NA,230717010825.103,"proximity","230717","010825",2017-07-23 01:08:25,45
"46",1,1,48.26,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010825.103,"proximity","230717","010825",2017-07-23 01:08:25,46
"47",1,1,45.72,353.06,406.4,NA,NA,NA,NA,NA,NA,230717010825.103,"proximity","230717","010825",2017-07-23 01:08:25,47
"48",1,1,27.94,96.52,640.08,790,18.6,870,20.8,854,770,230717010826.103,"proximity","230717","010826",2017-07-23 01:08:26,48
"49",1,1,45.72,502.92,459.74,NA,NA,NA,NA,NA,NA,230717010826.103,"proximity","230717","010826",2017-07-23 01:08:26,49
"50",1,1,45.72,223.52,350.52,NA,NA,NA,NA,NA,NA,230717010826.103,"proximity","230717","010826",2017-07-23 01:08:26,50
"51",1707,399,45.72,320.04,523.24,NA,NA,NA,NA,NA,NA,230717010827.103,"proximity","230717","010827",2017-07-23 01:08:27,51
"52",1695,1,45.72,114.3,401.32,793,18.7,1087,20.9,939,367,230717010827.103,"proximity","230717","010827",2017-07-23 01:08:27,52
"53",1,1,45.72,492.76,353.06,NA,NA,NA,NA,NA,NA,230717010827.103,"proximity","230717","010827",2017-07-23 01:08:27,53
"54",1,1,45.72,88.9,454.66,NA,NA,NA,NA,NA,NA,230717010828.103,"proximity","230717","010828",2017-07-23 01:08:28,54
"55",1,1,43.18,231.14,363.22,NA,NA,NA,NA,NA,NA,230717010828.103,"proximity","230717","010828",2017-07-23 01:08:28,55
"56",1,1,43.18,320.04,401.32,789,18.8,798,21,783,841,230717010828.103,"proximity","230717","010828",2017-07-23 01:08:28,56
"57",1,1,43.18,419.1,454.66,NA,NA,NA,NA,NA,NA,230717010828.103,"proximity","230717","010828",2017-07-23 01:08:28,57
"58",1,1,43.18,55.88,457.2,NA,NA,NA,NA,NA,NA,230717010829.103,"proximity","230717","010829",2017-07-23 01:08:29,58
"59",1,1,43.18,551.18,401.32,NA,NA,NA,NA,NA,NA,230717010829.103,"proximity","230717","010829",2017-07-23 01:08:29,59
"60",1716,1,43.18,299.72,401.32,793,18.9,887,21.2,845,705,230717010829.103,"proximity","230717","010829",2017-07-23 01:08:29,60
"61",1685,1,40.64,111.76,246.38,NA,NA,NA,NA,NA,NA,230717010830.097,"proximity","230717","010830",2017-07-23 01:08:30,61
"62",1687,1,45.72,368.3,401.32,NA,NA,NA,NA,NA,NA,230717010830.097,"proximity","230717","010830",2017-07-23 01:08:30,62
"63",1,1,20.32,129.54,403.86,NA,NA,NA,NA,NA,NA,230717010830.097,"proximity","230717","010830",2017-07-23 01:08:30,63
"64",1697,1,45.72,203.2,393.7,792,19.2,591,21.5,677,972,230717010831.097,"proximity","230717","010831",2017-07-23 01:08:31,64
"65",1,1,45.72,320.04,403.86,NA,NA,NA,NA,NA,NA,230717010831.097,"proximity","230717","010831",2017-07-23 01:08:31,65
"66",1,1,45.72,314.96,401.32,NA,NA,NA,NA,NA,NA,230717010831.097,"proximity","230717","010831",2017-07-23 01:08:31,66
"67",1,1,45.72,68.58,401.32,NA,NA,NA,NA,NA,NA,230717010831.097,"proximity","230717","010831",2017-07-23 01:08:31,67
"68",51,1,45.72,320.04,375.92,792,19.3,945,21.6,876,685,230717010832.097,"proximity","230717","010832",2017-07-23 01:08:32,68
"69",61,1,43.18,388.62,459.74,NA,NA,NA,NA,NA,NA,230717010832.097,"proximity","230717","010832",2017-07-23 01:08:32,69
"70",62,1,43.18,640.08,416.56,NA,NA,NA,NA,NA,NA,230717010832.097,"proximity","230717","010832",2017-07-23 01:08:32,70
"71",54,1,43.18,508,254,NA,NA,NA,NA,NA,NA,230717010833.097,"proximity","230717","010833",2017-07-23 01:08:33,71
"72",51,1,43.18,640.08,426.72,792,19.4,968,21.7,863,487,230717010833.097,"proximity","230717","010833",2017-07-23 01:08:33,72
"73",53,1,40.64,525.78,459.74,NA,NA,NA,NA,NA,NA,230717010833.097,"proximity","230717","010833",2017-07-23 01:08:33,73
"74",55,2142,25.4,132.08,642.62,NA,NA,NA,NA,NA,NA,230717010834.097,"proximity","230717","010834",2017-07-23 01:08:34,74
"75",54,2148,40.64,320.04,459.74,NA,NA,NA,NA,NA,NA,230717010834.097,"proximity","230717","010834",2017-07-23 01:08:34,75
"76",55,1,40.64,612.14,347.98,790,19.4,801,21.7,779,840,230717010834.097,"proximity","230717","010834",2017-07-23 01:08:34,76
"77",47,2159,38.1,411.48,462.28,NA,NA,NA,NA,NA,NA,230717010834.097,"proximity","230717","010834",2017-07-23 01:08:34,77
"78",49,2158,38.1,25.4,462.28,NA,NA,NA,NA,NA,NA,230717010835.097,"proximity","230717","010835",2017-07-23 01:08:35,78
"79",49,2157,38.1,320.04,360.68,NA,NA,NA,NA,NA,NA,230717010835.097,"proximity","230717","010835",2017-07-23 01:08:35,79
"80",53,2152,38.1,320.04,459.74,786,19.4,785,21.7,821,780,230717010835.097,"proximity","230717","010835",2017-07-23 01:08:35,80
"81",51,1,38.1,571.5,462.28,NA,NA,NA,NA,NA,NA,230717010836.097,"proximity","230717","010836",2017-07-23 01:08:36,81
"82",53,2191,38.1,566.42,464.82,NA,NA,NA,NA,NA,NA,230717010836.097,"proximity","230717","010836",2017-07-23 01:08:36,82
"83",55,2161,38.1,198.12,332.74,NA,NA,NA,NA,NA,NA,230717010836.097,"proximity","230717","010836",2017-07-23 01:08:36,83
"84",47,2152,38.1,320.04,464.82,787,19.4,413,21.7,550,1073,230717010836.097,"proximity","230717","010836",2017-07-23 01:08:36,84
"85",42,2161,38.1,612.14,345.44,NA,NA,NA,NA,NA,NA,230717010837.097,"proximity","230717","010837",2017-07-23 01:08:37,85
"86",52,2152,27.94,104.14,462.28,NA,NA,NA,NA,NA,NA,230717010837.097,"proximity","230717","010837",2017-07-23 01:08:37,86
"87",50,2170,38.1,320.04,419.1,NA,NA,NA,NA,NA,NA,230717010837.097,"proximity","230717","010837",2017-07-23 01:08:37,87
"88",48,2164,38.1,408.94,419.1,789,19.4,899,21.7,863,714,230717010838.097,"proximity","230717","010838",2017-07-23 01:08:38,88
"89",55,2187,38.1,121.92,419.1,NA,NA,NA,NA,NA,NA,230717010838.097,"proximity","230717","010838",2017-07-23 01:08:38,89
"90",43,2156,38.1,513.08,419.1,NA,NA,NA,NA,NA,NA,230717010838.097,"proximity","230717","010838",2017-07-23 01:08:38,90
"91",53,2174,38.1,228.6,464.82,NA,NA,NA,NA,NA,NA,230717010838.097,"proximity","230717","010838",2017-07-23 01:08:38,91
"92",52,2196,38.1,320.04,459.74,789,19.4,1249,21.7,1039,322,230717010839.097,"proximity","230717","010839",2017-07-23 01:08:39,92
"93",52,2219,38.1,568.96,302.26,NA,NA,NA,NA,NA,NA,230717010839.097,"proximity","230717","010839",2017-07-23 01:08:39,93
"94",55,2216,35.56,50.8,462.28,NA,NA,NA,NA,NA,NA,230717010839.097,"proximity","230717","010839",2017-07-23 01:08:39,94
"95",57,2181,35.56,271.78,462.28,NA,NA,NA,NA,NA,NA,230717010840.097,"proximity","230717","010840",2017-07-23 01:08:40,95
"96",1,2181,38.1,320.04,462.28,784,19.5,788,21.8,758,816,230717010840.097,"proximity","230717","010840",2017-07-23 01:08:40,96
"97",1713,2158,38.1,508,462.28,NA,NA,NA,NA,NA,NA,230717010840.097,"proximity","230717","010840",2017-07-23 01:08:40,97
"98",1,2149,38.1,640.08,416.56,NA,NA,NA,NA,NA,NA,230717010841.097,"proximity","230717","010841",2017-07-23 01:08:41,98
"99",1,2127,38.1,642.62,464.82,NA,NA,NA,NA,NA,NA,230717010841.097,"proximity","230717","010841",2017-07-23 01:08:41,99
"100",1726,1,38.1,119.38,254,785,19.5,830,21.8,808,755,230717010841.097,"proximity","230717","010841",2017-07-23 01:08:41,100
"101",1,406,40.64,320.04,406.4,NA,NA,NA,NA,NA,NA,230717010841.097,"proximity","230717","010841",2017-07-23 01:08:41,101
"102",1669,1,40.64,162.56,304.8,NA,NA,NA,NA,NA,NA,230717010842.097,"proximity","230717","010842",2017-07-23 01:08:42,102
"103",1724,413,43.18,320.04,416.56,NA,NA,NA,NA,NA,NA,230717010842.097,"proximity","230717","010842",2017-07-23 01:08:42,103
"104",1,416,43.18,320.04,457.2,782,19.5,411,21.8,567,1053,230717010842.097,"proximity","230717","010842",2017-07-23 01:08:42,104
"105",1,449,43.18,632.46,355.6,NA,NA,NA,NA,NA,NA,230717010843.097,"proximity","230717","010843",2017-07-23 01:08:43,105
"106",1,469,43.18,208.28,342.9,NA,NA,NA,NA,NA,NA,230717010843.097,"proximity","230717","010843",2017-07-23 01:08:43,106
"107",1,455,43.18,200.66,452.12,NA,NA,NA,NA,NA,NA,230717010843.097,"proximity","230717","010843",2017-07-23 01:08:43,107
"108",1,415,40.64,320.04,414.02,783,19.6,884,21.9,852,745,230717010844.097,"proximity","230717","010844",2017-07-23 01:08:44,108
"109",1,408,40.64,497.84,452.12,NA,NA,NA,NA,NA,NA,230717010844.097,"proximity","230717","010844",2017-07-23 01:08:44,109
"110",1703,427,38.1,86.36,454.66,NA,NA,NA,NA,NA,NA,230717010844.097,"proximity","230717","010844",2017-07-23 01:08:44,110
"111",1710,1,53.34,320.04,383.54,NA,NA,NA,NA,NA,NA,230717010844.097,"proximity","230717","010844",2017-07-23 01:08:44,111
"112",1,2154,38.1,335.28,467.36,789,19.6,1070,22,910,408,230717010845.097,"proximity","230717","010845",2017-07-23 01:08:45,112
"113",1,2153,35.56,477.52,469.9,NA,NA,NA,NA,NA,NA,230717010845.097,"proximity","230717","010845",2017-07-23 01:08:45,113
"114",1,2166,35.56,353.06,642.62,NA,NA,NA,NA,NA,NA,230717010845.097,"proximity","230717","010845",2017-07-23 01:08:45,114
"115",1,2190,38.1,182.88,642.62,NA,NA,NA,NA,NA,NA,230717010846.097,"proximity","230717","010846",2017-07-23 01:08:46,115
"116",1,2178,38.1,518.16,642.62,789,19.6,814,22,772,802,230717010846.097,"proximity","230717","010846",2017-07-23 01:08:46,116
"117",1,2167,35.56,238.76,642.62,NA,NA,NA,NA,NA,NA,230717010846.097,"proximity","230717","010846",2017-07-23 01:08:46,117
"118",1,2150,35.56,515.62,642.62,NA,NA,NA,NA,NA,NA,230717010847.097,"proximity","230717","010847",2017-07-23 01:08:47,118
"119",1,2166,35.56,220.98,642.62,NA,NA,NA,NA,NA,NA,230717010847.097,"proximity","230717","010847",2017-07-23 01:08:47,119
"120",1,2181,35.56,320.04,457.2,787,19.6,848,22,818,742,230717010847.097,"proximity","230717","010847",2017-07-23 01:08:47,120
"121",1,2171,35.56,83.82,459.74,NA,NA,NA,NA,NA,NA,230717010848.097,"proximity","230717","010848",2017-07-23 01:08:48,121
"122",1,2170,35.56,233.68,640.08,NA,NA,NA,NA,NA,NA,230717010848.097,"proximity","230717","010848",2017-07-23 01:08:48,122
"123",1,2175,35.56,449.58,571.5,NA,NA,NA,NA,NA,NA,230717010848.097,"proximity","230717","010848",2017-07-23 01:08:48,123
"124",1,2190,35.56,165.1,292.1,788,19.7,477,22.1,594,1013,230717010849.097,"proximity","230717","010849",2017-07-23 01:08:49,124
"125",1,2186,35.56,320.04,322.58,NA,NA,NA,NA,NA,NA,230717010849.097,"proximity","230717","010849",2017-07-23 01:08:49,125
"126",1,2180,35.56,172.72,304.8,NA,NA,NA,NA,NA,NA,230717010849.097,"proximity","230717","010849",2017-07-23 01:08:49,126
"127",1,2193,30.48,320.04,322.58,NA,NA,NA,NA,NA,NA,230717010849.097,"proximity","230717","010849",2017-07-23 01:08:49,127
"128",1,2192,35.56,355.6,322.58,786,19.8,956,22.2,874,668,230717010850.097,"proximity","230717","010850",2017-07-23 01:08:50,128
"129",1,2186,35.56,487.68,322.58,NA,NA,NA,NA,NA,NA,230717010850.097,"proximity","230717","010850",2017-07-23 01:08:50,129
"130",1,2194,35.56,271.78,322.58,NA,NA,NA,NA,NA,NA,230717010850.097,"proximity","230717","010850",2017-07-23 01:08:50,130
"131",1,2177,35.56,523.24,322.58,NA,NA,NA,NA,NA,NA,230717010851.097,"proximity","230717","010851",2017-07-23 01:08:51,131
"132",1,2175,35.56,233.68,373.38,792,19.9,1045,22.3,908,414,230717010851.097,"proximity","230717","010851",2017-07-23 01:08:51,132
"133",1,1,35.56,246.38,454.66,NA,NA,NA,NA,NA,NA,230717010851.097,"proximity","230717","010851",2017-07-23 01:08:51,133
"134",1,2181,35.56,238.76,370.84,NA,NA,NA,NA,NA,NA,230717010852.097,"proximity","230717","010852",2017-07-23 01:08:52,134
"135",1,2183,35.56,297.18,640.08,NA,NA,NA,NA,NA,NA,230717010852.097,"proximity","230717","010852",2017-07-23 01:08:52,135
"136",1,2164,33.02,114.3,642.62,790,19.9,815,22.3,792,804,230717010852.097,"proximity","230717","010852",2017-07-23 01:08:52,136
"137",1,2190,35.56,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010853.097,"proximity","230717","010853",2017-07-23 01:08:53,137
"138",1,1,35.56,167.64,297.18,NA,NA,NA,NA,NA,NA,230717010853.097,"proximity","230717","010853",2017-07-23 01:08:53,138
"139",1,2182,38.1,241.3,322.58,NA,NA,NA,NA,NA,NA,230717010853.097,"proximity","230717","010853",2017-07-23 01:08:53,139
"140",1,2162,38.1,472.44,322.58,789,20,1029,22.4,972,653,230717010853.097,"proximity","230717","010853",2017-07-23 01:08:53,140
"141",1,2181,50.8,167.64,322.58,NA,NA,NA,NA,NA,NA,230717010854.092,"proximity","230717","010854",2017-07-23 01:08:54,141
"142",1,2195,73.66,477.52,322.58,NA,NA,NA,NA,NA,NA,230717010854.092,"proximity","230717","010854",2017-07-23 01:08:54,142
"143",1,2184,38.1,162.56,294.64,NA,NA,NA,NA,NA,NA,230717010854.092,"proximity","230717","010854",2017-07-23 01:08:54,143
"144",1,2169,35.56,254,457.2,788,20,685,22.4,722,934,230717010855.092,"proximity","230717","010855",2017-07-23 01:08:55,144
"145",1,2168,35.56,320.04,457.2,NA,NA,NA,NA,NA,NA,230717010855.092,"proximity","230717","010855",2017-07-23 01:08:55,145
"146",1,2153,38.1,309.88,416.56,NA,NA,NA,NA,NA,NA,230717010855.092,"proximity","230717","010855",2017-07-23 01:08:55,146
"147",1,2140,40.64,320.04,414.02,NA,NA,NA,NA,NA,NA,230717010856.092,"proximity","230717","010856",2017-07-23 01:08:56,147
"148",1712,1,40.64,561.34,297.18,789,20,916,22.4,846,685,230717010856.092,"proximity","230717","010856",2017-07-23 01:08:56,148
"149",1,445,40.64,254,381,NA,NA,NA,NA,NA,NA,230717010856.092,"proximity","230717","010856",2017-07-23 01:08:56,149
"150",1,637,43.18,320.04,411.48,NA,NA,NA,NA,NA,NA,230717010857.092,"proximity","230717","010857",2017-07-23 01:08:57,150
"151",1713,554,50.8,474.98,398.78,NA,NA,NA,NA,NA,NA,230717010857.092,"proximity","230717","010857",2017-07-23 01:08:57,151
"152",1,559,50.8,297.18,398.78,790,20,1013,22.4,913,471,230717010857.092,"proximity","230717","010857",2017-07-23 01:08:57,152
"153",1,410,358.14,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010857.092,"proximity","230717","010857",2017-07-23 01:08:57,153
"154",1,399,271.78,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010858.092,"proximity","230717","010858",2017-07-23 01:08:58,154
"155",1,415,307.34,320.04,457.2,NA,NA,NA,NA,NA,NA,230717010858.092,"proximity","230717","010858",2017-07-23 01:08:58,155
"156",1,632,208.28,320.04,454.66,786,20,810,22.4,774,823,230717010858.092,"proximity","230717","010858",2017-07-23 01:08:58,156
"157",1680,556,391.16,642.62,398.78,NA,NA,NA,NA,NA,NA,230717010859.092,"proximity","230717","010859",2017-07-23 01:08:59,157
"158",1712,580,388.62,513.08,398.78,NA,NA,NA,NA,NA,NA,230717010859.092,"proximity","230717","010859",2017-07-23 01:08:59,158
"159",1680,602,142.24,264.16,398.78,NA,NA,NA,NA,NA,NA,230717010859.092,"proximity","230717","010859",2017-07-23 01:08:59,159
"160",1,583,342.9,320.04,396.24,786,20.1,869,22.5,829,737,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,160
"161",2945,616,256.54,487.68,398.78,NA,NA,NA,NA,NA,NA,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,161
"162",1,8768,76.2,640.08,398.78,NA,NA,NA,NA,NA,NA,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,162
"163",1,639,78.74,497.84,398.78,NA,NA,NA,NA,NA,NA,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,163
"164",1,642,78.74,640.08,398.78,785,20.1,546,22.5,635,1029,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,164
"165",1,8772,76.2,553.72,398.78,NA,NA,NA,NA,NA,NA,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,165
"166",1,456,78.74,368.3,454.66,NA,NA,NA,NA,NA,NA,230717010900.085,"proximity","230717","010900",2017-07-23 01:09:00,166
"167",1,443,76.2,640.08,398.78,NA,NA,NA,NA,NA,NA,230717010902,"proximity","230717","010902",2017-07-23 01:09:02,167
"168",1,436,76.2,640.08,401.32,786,20.1,868,22.5,822,728,230717010902,"proximity","230717","010902",2017-07-23 01:09:02,168
"169",1,429,76.2,464.82,403.86,NA,NA,NA,NA,NA,NA,230717010902,"proximity","230717","010902",2017-07-23 01:09:02,169
"170",1,442,76.2,60.96,403.86,NA,NA,NA,NA,NA,NA,230717010903,"proximity","230717","010903",2017-07-23 01:09:03,170
"171",1,431,76.2,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010903,"proximity","230717","010903",2017-07-23 01:09:03,171
"172",1,437,76.2,127,398.78,790,20.1,902,22.5,837,560,230717010903,"proximity","230717","010903",2017-07-23 01:09:03,172
"173",1,434,76.2,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010903,"proximity","230717","010903",2017-07-23 01:09:03,173
"174",1,431,78.74,370.84,398.78,NA,NA,NA,NA,NA,NA,230717010904,"proximity","230717","010904",2017-07-23 01:09:04,174
"175",1,432,71.12,190.5,398.78,NA,NA,NA,NA,NA,NA,230717010904,"proximity","230717","010904",2017-07-23 01:09:04,175
"176",1,423,76.2,320.04,398.78,787,20.1,828,22.5,817,820,230717010904,"proximity","230717","010904",2017-07-23 01:09:04,176
"177",1,407,76.2,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010905,"proximity","230717","010905",2017-07-23 01:09:05,177
"178",1687,2615,76.2,261.62,401.32,NA,NA,NA,NA,NA,NA,230717010905,"proximity","230717","010905",2017-07-23 01:09:05,178
"179",1678,1,53.34,408.94,401.32,NA,NA,NA,NA,NA,NA,230717010905,"proximity","230717","010905",2017-07-23 01:09:05,179
"180",1702,1,73.66,73.66,401.32,793,20,1397,22.6,1135,297,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,180
"181",1,415,73.66,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,181
"182",1,399,58.42,180.34,401.32,NA,NA,NA,NA,NA,NA,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,182
"183",1691,423,73.66,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,183
"184",1683,1,73.66,426.72,401.32,790,20,586,22.7,667,997,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,184
"185",1,416,73.66,83.82,401.32,NA,NA,NA,NA,NA,NA,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,185
"186",1,405,76.2,411.48,401.32,NA,NA,NA,NA,NA,NA,230717010906,"proximity","230717","010906",2017-07-23 01:09:06,186
"187",1,398,76.2,246.38,398.78,NA,NA,NA,NA,NA,NA,230717010908,"proximity","230717","010908",2017-07-23 01:09:08,187
"188",1705,404,76.2,320.04,401.32,791,20,909,22.7,860,709,230717010908,"proximity","230717","010908",2017-07-23 01:09:08,188
"189",1,408,73.66,546.1,401.32,NA,NA,NA,NA,NA,NA,230717010908,"proximity","230717","010908",2017-07-23 01:09:08,189
"190",1,410,76.2,68.58,401.32,NA,NA,NA,NA,NA,NA,230717010909,"proximity","230717","010909",2017-07-23 01:09:09,190
"191",1,412,76.2,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010909,"proximity","230717","010909",2017-07-23 01:09:09,191
"192",1687,1,76.2,101.6,401.32,790,20,977,22.7,866,467,230717010909,"proximity","230717","010909",2017-07-23 01:09:09,192
"193",1689,2647,73.66,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010909,"proximity","230717","010909",2017-07-23 01:09:09,193
"194",1,406,73.66,99.06,398.78,NA,NA,NA,NA,NA,NA,230717010910,"proximity","230717","010910",2017-07-23 01:09:10,194
"195",1,402,73.66,320.04,396.24,NA,NA,NA,NA,NA,NA,230717010910,"proximity","230717","010910",2017-07-23 01:09:10,195
"196",1,413,76.2,355.6,401.32,784,20,760,22.7,778,872,230717010910,"proximity","230717","010910",2017-07-23 01:09:10,196
"197",1,412,53.34,172.72,398.78,NA,NA,NA,NA,NA,NA,230717010911,"proximity","230717","010911",2017-07-23 01:09:11,197
"198",1689,412,73.66,495.3,401.32,NA,NA,NA,NA,NA,NA,230717010911,"proximity","230717","010911",2017-07-23 01:09:11,198
"199",1,410,76.2,226.06,401.32,NA,NA,NA,NA,NA,NA,230717010911,"proximity","230717","010911",2017-07-23 01:09:11,199
"200",1694,1,76.2,320.04,401.32,783,20,922,22.7,871,665,230717010911,"proximity","230717","010911",2017-07-23 01:09:11,200
