"","LidarLeft","LidarRight","USLeft","USRear","USRight","CO","P25","O3","P10","NO","SO","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"4353",1,1106,635,642.62,182.88,NA,NA,NA,NA,NA,NA,230717012955,"proximity","230717","012955",2017-07-23 01:29:55,4353
"4354",1171,536,480.06,640.08,185.42,NA,NA,NA,NA,NA,NA,230717012956,"proximity","230717","012956",2017-07-23 01:29:56,4354
"4355",1,543,635,642.62,195.58,NA,NA,NA,NA,NA,NA,230717012956,"proximity","230717","012956",2017-07-23 01:29:56,4355
"4356",1,570,635,640.08,198.12,784,16.9,813,18.8,693,547,230717012956,"proximity","230717","012956",2017-07-23 01:29:56,4356
"4357",1,526,645.16,640.08,203.2,NA,NA,NA,NA,NA,NA,230717012956,"proximity","230717","012956",2017-07-23 01:29:56,4357
"4358",1,568,538.48,642.62,198.12,NA,NA,NA,NA,NA,NA,230717012957,"proximity","230717","012957",2017-07-23 01:29:57,4358
"4359",1,533,627.38,640.08,203.2,NA,NA,NA,NA,NA,NA,230717012957,"proximity","230717","012957",2017-07-23 01:29:57,4359
"4360",2217,536,596.9,642.62,472.44,780,17,821,18.9,822,803,230717012957,"proximity","230717","012957",2017-07-23 01:29:57,4360
"4361",1,1221,193.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012958,"proximity","230717","012958",2017-07-23 01:29:58,4361
"4362",1702,1,322.58,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012958,"proximity","230717","012958",2017-07-23 01:29:58,4362
"4363",1701,1,487.68,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012958,"proximity","230717","012958",2017-07-23 01:29:58,4363
"4364",1,623,640.08,642.62,642.62,781,17.1,1322,19,1141,355,230717012958,"proximity","230717","012958",2017-07-23 01:29:58,4364
"4365",1,635,637.54,640.08,187.96,NA,NA,NA,NA,NA,NA,230717012959,"proximity","230717","012959",2017-07-23 01:29:59,4365
"4366",1,732,637.54,640.08,190.5,NA,NA,NA,NA,NA,NA,230717012959,"proximity","230717","012959",2017-07-23 01:29:59,4366
"4367",1,684,632.46,642.62,322.58,NA,NA,NA,NA,NA,NA,230717012959,"proximity","230717","012959",2017-07-23 01:29:59,4367
"4368",1674,717,632.46,640.08,185.42,781,17.1,676,19,720,901,230717013000,"proximity","230717","013000",2017-07-23 01:30:00,4368
"4369",1,246,261.62,640.08,185.42,NA,NA,NA,NA,NA,NA,230717013000,"proximity","230717","013000",2017-07-23 01:30:00,4369
"4370",1,629,259.08,640.08,210.82,NA,NA,NA,NA,NA,NA,230717013000,"proximity","230717","013000",2017-07-23 01:30:00,4370
"4371",253,692,220.98,640.08,193.04,NA,NA,NA,NA,NA,NA,230717013001,"proximity","230717","013001",2017-07-23 01:30:01,4371
"4372",1709,710,218.44,640.08,195.58,779,17.1,874,19,838,738,230717013001,"proximity","230717","013001",2017-07-23 01:30:01,4372
"4373",1741,685,233.68,640.08,195.58,NA,NA,NA,NA,NA,NA,230717013001,"proximity","230717","013001",2017-07-23 01:30:01,4373
"4374",1598,646,314.96,640.08,195.58,NA,NA,NA,NA,NA,NA,230717013001,"proximity","230717","013001",2017-07-23 01:30:01,4374
"4375",1590,643,317.5,640.08,200.66,NA,NA,NA,NA,NA,NA,230717013002,"proximity","230717","013002",2017-07-23 01:30:02,4375
"4376",1704,820,320.04,642.62,203.2,782,17.2,834,19.1,800,622,230717013002,"proximity","230717","013002",2017-07-23 01:30:02,4376
"4377",1712,718,320.04,640.08,203.2,NA,NA,NA,NA,NA,NA,230717013002,"proximity","230717","013002",2017-07-23 01:30:02,4377
"4378",1701,658,320.04,640.08,200.66,NA,NA,NA,NA,NA,NA,230717013003,"proximity","230717","013003",2017-07-23 01:30:03,4378
"4379",1677,701,317.5,640.08,198.12,NA,NA,NA,NA,NA,NA,230717013003,"proximity","230717","013003",2017-07-23 01:30:03,4379
"4380",1692,735,317.5,640.08,200.66,781,17.2,854,19.1,821,772,230717013003,"proximity","230717","013003",2017-07-23 01:30:03,4380
"4381",1,715,314.96,642.62,203.2,NA,NA,NA,NA,NA,NA,230717013004,"proximity","230717","013004",2017-07-23 01:30:04,4381
"4382",1669,807,317.5,640.08,200.66,NA,NA,NA,NA,NA,NA,230717013004,"proximity","230717","013004",2017-07-23 01:30:04,4382
"4383",1621,667,314.96,640.08,195.58,NA,NA,NA,NA,NA,NA,230717013004,"proximity","230717","013004",2017-07-23 01:30:04,4383
"4384",1,646,314.96,640.08,193.04,781,17.2,1027,19.1,1006,663,230717013004,"proximity","230717","013004",2017-07-23 01:30:04,4384
"4385",1,648,312.42,640.08,193.04,NA,NA,NA,NA,NA,NA,230717013005,"proximity","230717","013005",2017-07-23 01:30:05,4385
"4386",1,687,480.06,640.08,190.5,NA,NA,NA,NA,NA,NA,230717013005,"proximity","230717","013005",2017-07-23 01:30:05,4386
"4387",1714,681,637.54,642.62,185.42,NA,NA,NA,NA,NA,NA,230717013005,"proximity","230717","013005",2017-07-23 01:30:05,4387
"4388",1,677,637.54,642.62,322.58,781,17.2,634,19.1,703,924,230717013006,"proximity","230717","013006",2017-07-23 01:30:06,4388
"4389",1727,672,635,640.08,614.68,NA,NA,NA,NA,NA,NA,230717013006,"proximity","230717","013006",2017-07-23 01:30:06,4389
"4390",1714,632,635,640.08,220.98,NA,NA,NA,NA,NA,NA,230717013006,"proximity","230717","013006",2017-07-23 01:30:06,4390
"4391",1711,633,635,642.62,177.8,NA,NA,NA,NA,NA,NA,230717013006,"proximity","230717","013006",2017-07-23 01:30:06,4391
"4392",242,689,223.52,642.62,322.58,779,17.3,780,19.2,796,812,230717013007,"proximity","230717","013007",2017-07-23 01:30:07,4392
"4393",249,780,205.74,640.08,182.88,NA,NA,NA,NA,NA,NA,230717013007,"proximity","230717","013007",2017-07-23 01:30:07,4393
"4394",228,365,208.28,642.62,177.8,NA,NA,NA,NA,NA,NA,230717013007,"proximity","230717","013007",2017-07-23 01:30:07,4394
"4395",1,691,210.82,640.08,172.72,NA,NA,NA,NA,NA,NA,230717013008,"proximity","230717","013008",2017-07-23 01:30:08,4395
"4396",1,532,241.3,642.62,167.64,782,17.4,890,19.3,818,565,230717013008,"proximity","230717","013008",2017-07-23 01:30:08,4396
"4397",1,291,320.04,642.62,294.64,NA,NA,NA,NA,NA,NA,230717013008,"proximity","230717","013008",2017-07-23 01:30:08,4397
"4398",1,524,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013009,"proximity","230717","013009",2017-07-23 01:30:09,4398
"4399",1,656,320.04,640.08,297.18,NA,NA,NA,NA,NA,NA,230717013009,"proximity","230717","013009",2017-07-23 01:30:09,4399
"4400",1,704,320.04,640.08,335.28,780,17.4,800,19.3,784,813,230717013009,"proximity","230717","013009",2017-07-23 01:30:09,4400
"4401",1,679,203.2,640.08,172.72,NA,NA,NA,NA,NA,NA,230717013009,"proximity","230717","013009",2017-07-23 01:30:09,4401
"4402",1715,672,320.04,642.62,180.34,NA,NA,NA,NA,NA,NA,230717013010,"proximity","230717","013010",2017-07-23 01:30:10,4402
"4403",1710,661,193.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013010,"proximity","230717","013010",2017-07-23 01:30:10,4403
"4404",1674,247,190.5,640.08,182.88,783,17.4,1306,19.3,1087,372,230717013010,"proximity","230717","013010",2017-07-23 01:30:10,4404
"4405",1,638,198.12,642.62,185.42,NA,NA,NA,NA,NA,NA,230717013011,"proximity","230717","013011",2017-07-23 01:30:11,4405
"4406",1,642,320.04,640.08,185.42,NA,NA,NA,NA,NA,NA,230717013011,"proximity","230717","013011",2017-07-23 01:30:11,4406
"4407",1,714,320.04,642.62,193.04,NA,NA,NA,NA,NA,NA,230717013011,"proximity","230717","013011",2017-07-23 01:30:11,4407
"4408",1,766,320.04,642.62,322.58,781,17.3,562,19.2,654,933,230717013011,"proximity","230717","013011",2017-07-23 01:30:11,4408
"4409",1,226,320.04,640.08,617.22,NA,NA,NA,NA,NA,NA,230717013012,"proximity","230717","013012",2017-07-23 01:30:12,4409
"4410",226,639,195.58,642.62,203.2,NA,NA,NA,NA,NA,NA,230717013012,"proximity","230717","013012",2017-07-23 01:30:12,4410
"4411",259,631,190.5,48.26,218.44,NA,NA,NA,NA,NA,NA,230717013012,"proximity","230717","013012",2017-07-23 01:30:12,4411
"4412",208,231,185.42,96.52,187.96,781,17.2,817,19.1,790,791,230717013013,"proximity","230717","013013",2017-07-23 01:30:13,4412
"4413",225,239,190.5,378.46,187.96,NA,NA,NA,NA,NA,NA,230717013013,"proximity","230717","013013",2017-07-23 01:30:13,4413
"4414",1,534,190.5,576.58,213.36,NA,NA,NA,NA,NA,NA,230717013013,"proximity","230717","013013",2017-07-23 01:30:13,4414
"4415",1,666,195.58,480.06,322.58,NA,NA,NA,NA,NA,NA,230717013014,"proximity","230717","013014",2017-07-23 01:30:14,4415
"4416",1,668,208.28,375.92,180.34,783,17.2,979,19.1,870,483,230717013014,"proximity","230717","013014",2017-07-23 01:30:14,4416
"4417",1,662,215.9,421.64,114.3,NA,NA,NA,NA,NA,NA,230717013014,"proximity","230717","013014",2017-07-23 01:30:14,4417
"4418",1,672,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013015,"proximity","230717","013015",2017-07-23 01:30:15,4418
"4419",1,670,320.04,640.08,297.18,NA,NA,NA,NA,NA,NA,230717013015,"proximity","230717","013015",2017-07-23 01:30:15,4419
"4420",1,670,320.04,640.08,81.28,779,17.1,762,19,748,828,230717013015,"proximity","230717","013015",2017-07-23 01:30:15,4420
"4421",1,674,320.04,640.08,78.74,NA,NA,NA,NA,NA,NA,230717013015,"proximity","230717","013015",2017-07-23 01:30:15,4421
"4422",1,672,320.04,640.08,78.74,NA,NA,NA,NA,NA,NA,230717013016,"proximity","230717","013016",2017-07-23 01:30:16,4422
"4423",1,671,320.04,640.08,86.36,NA,NA,NA,NA,NA,NA,230717013016,"proximity","230717","013016",2017-07-23 01:30:16,4423
"4424",1,668,320.04,642.62,88.9,779,17.1,875,18.9,822,696,230717013016,"proximity","230717","013016",2017-07-23 01:30:16,4424
"4425",1,670,320.04,640.08,99.06,NA,NA,NA,NA,NA,NA,230717013016,"proximity","230717","013016",2017-07-23 01:30:16,4425
"4426",1,666,320.04,640.08,101.6,NA,NA,NA,NA,NA,NA,230717013017,"proximity","230717","013017",2017-07-23 01:30:17,4426
"4427",1352,671,320.04,640.08,104.14,NA,NA,NA,NA,NA,NA,230717013017,"proximity","230717","013017",2017-07-23 01:30:17,4427
"4428",1,668,320.04,640.08,104.14,781,17,625,18.8,631,767,230717013017,"proximity","230717","013017",2017-07-23 01:30:17,4428
"4429",1,675,320.04,640.08,101.6,NA,NA,NA,NA,NA,NA,230717013018,"proximity","230717","013018",2017-07-23 01:30:18,4429
"4430",1,672,320.04,642.62,104.14,NA,NA,NA,NA,NA,NA,230717013018,"proximity","230717","013018",2017-07-23 01:30:18,4430
"4431",1,671,320.04,640.08,104.14,NA,NA,NA,NA,NA,NA,230717013018,"proximity","230717","013018",2017-07-23 01:30:18,4431
"4432",1,677,320.04,640.08,119.38,779,17,816,18.8,781,774,230717013019,"proximity","230717","013019",2017-07-23 01:30:19,4432
"4433",1,657,320.04,640.08,129.54,NA,NA,NA,NA,NA,NA,230717013019,"proximity","230717","013019",2017-07-23 01:30:19,4433
"4434",1,537,320.04,640.08,513.08,NA,NA,NA,NA,NA,NA,230717013019,"proximity","230717","013019",2017-07-23 01:30:19,4434
"4435",1,622,314.96,642.62,317.5,NA,NA,NA,NA,NA,NA,230717013019,"proximity","230717","013019",2017-07-23 01:30:19,4435
"4436",1,623,317.5,640.08,177.8,783,16.9,1282,18.7,1056,284,230717013020,"proximity","230717","013020",2017-07-23 01:30:20,4436
"4437",1,625,320.04,642.62,165.1,NA,NA,NA,NA,NA,NA,230717013020,"proximity","230717","013020",2017-07-23 01:30:20,4437
"4438",1,556,317.5,640.08,177.8,NA,NA,NA,NA,NA,NA,230717013020,"proximity","230717","013020",2017-07-23 01:30:20,4438
"4439",1,642,320.04,525.78,180.34,NA,NA,NA,NA,NA,NA,230717013021,"proximity","230717","013021",2017-07-23 01:30:21,4439
"4440",1,645,312.42,497.84,149.86,779,16.9,700,18.7,729,898,230717013021,"proximity","230717","013021",2017-07-23 01:30:21,4440
"4441",1,892,317.5,637.54,152.4,NA,NA,NA,NA,NA,NA,230717013021,"proximity","230717","013021",2017-07-23 01:30:21,4441
"4442",1,1,330.2,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013021,"proximity","230717","013021",2017-07-23 01:30:21,4442
"4443",1,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013022,"proximity","230717","013022",2017-07-23 01:30:22,4443
"4444",1,1,320.04,640.08,640.08,781,16.8,836,18.7,810,715,230717013022,"proximity","230717","013022",2017-07-23 01:30:22,4444
"4445",1,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013022,"proximity","230717","013022",2017-07-23 01:30:22,4445
"4446",1,1102,241.3,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013023,"proximity","230717","013023",2017-07-23 01:30:23,4446
"4447",1,1090,213.36,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013023,"proximity","230717","013023",2017-07-23 01:30:23,4447
"4448",1,1043,200.66,640.08,640.08,785,16.7,857,18.6,736,539,230717013023,"proximity","230717","013023",2017-07-23 01:30:23,4448
"4449",234,789,187.96,640.08,642.62,NA,NA,NA,NA,NA,NA,230717013024,"proximity","230717","013024",2017-07-23 01:30:24,4449
"4450",335,563,170.18,640.08,642.62,NA,NA,NA,NA,NA,NA,230717013024,"proximity","230717","013024",2017-07-23 01:30:24,4450
"4451",207,300,175.26,642.62,642.62,NA,NA,NA,NA,NA,NA,230717013024,"proximity","230717","013024",2017-07-23 01:30:24,4451
"4452",212,946,180.34,640.08,281.94,779,16.6,833,18.5,836,801,230717013024,"proximity","230717","013024",2017-07-23 01:30:24,4452
"4453",1145,700,187.96,513.08,307.34,NA,NA,NA,NA,NA,NA,230717013025,"proximity","230717","013025",2017-07-23 01:30:25,4453
"4454",1,536,200.66,640.08,215.9,NA,NA,NA,NA,NA,NA,230717013025,"proximity","230717","013025",2017-07-23 01:30:25,4454
"4455",1161,487,320.04,642.62,190.5,NA,NA,NA,NA,NA,NA,230717013025,"proximity","230717","013025",2017-07-23 01:30:25,4455
"4456",560,495,320.04,640.08,251.46,783,16.5,1349,18.4,1082,245,230717013026,"proximity","230717","013026",2017-07-23 01:30:26,4456
"4457",1,632,320.04,640.08,185.42,NA,NA,NA,NA,NA,NA,230717013026,"proximity","230717","013026",2017-07-23 01:30:26,4457
"4458",1,257,320.04,640.08,193.04,NA,NA,NA,NA,NA,NA,230717013026,"proximity","230717","013026",2017-07-23 01:30:26,4458
"4459",1,558,320.04,640.08,233.68,NA,NA,NA,NA,NA,NA,230717013026,"proximity","230717","013026",2017-07-23 01:30:26,4459
"4460",1,593,320.04,640.08,259.08,779,16.5,705,18.4,738,872,230717013027,"proximity","230717","013027",2017-07-23 01:30:27,4460
"4461",1,508,320.04,640.08,198.12,NA,NA,NA,NA,NA,NA,230717013027,"proximity","230717","013027",2017-07-23 01:30:27,4461
"4462",1,613,320.04,640.08,193.04,NA,NA,NA,NA,NA,NA,230717013027,"proximity","230717","013027",2017-07-23 01:30:27,4462
"4463",1,798,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013028,"proximity","230717","013028",2017-07-23 01:30:28,4463
"4464",1,821,320.04,287.02,198.12,780,16.5,816,18.4,825,773,230717013028,"proximity","230717","013028",2017-07-23 01:30:28,4464
"4465",1352,984,523.24,320.04,195.58,NA,NA,NA,NA,NA,NA,230717013028,"proximity","230717","013028",2017-07-23 01:30:28,4465
"4466",1281,1282,640.08,320.04,200.66,NA,NA,NA,NA,NA,NA,230717013029,"proximity","230717","013029",2017-07-23 01:30:29,4466
"4467",1,805,640.08,320.04,205.74,NA,NA,NA,NA,NA,NA,230717013029,"proximity","230717","013029",2017-07-23 01:30:29,4467
"4468",1,539,640.08,320.04,210.82,783,16.5,880,18.4,825,564,230717013029,"proximity","230717","013029",2017-07-23 01:30:29,4468
"4469",1,567,640.08,449.58,210.82,NA,NA,NA,NA,NA,NA,230717013029,"proximity","230717","013029",2017-07-23 01:30:29,4469
"4470",1,805,640.08,320.04,208.28,NA,NA,NA,NA,NA,NA,230717013030,"proximity","230717","013030",2017-07-23 01:30:30,4470
"4471",1,814,640.08,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013030,"proximity","230717","013030",2017-07-23 01:30:30,4471
"4472",2983,267,640.08,320.04,203.2,780,16.4,808,18.3,794,794,230717013030,"proximity","230717","013030",2017-07-23 01:30:30,4472
"4473",1,800,642.62,320.04,254,NA,NA,NA,NA,NA,NA,230717013031,"proximity","230717","013031",2017-07-23 01:30:31,4473
"4474",1,797,642.62,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013031,"proximity","230717","013031",2017-07-23 01:30:31,4474
"4475",1,776,642.62,320.04,248.92,NA,NA,NA,NA,NA,NA,230717013031,"proximity","230717","013031",2017-07-23 01:30:31,4475
"4476",1,799,645.16,642.62,187.96,780,16.3,1078,18.2,1043,593,230717013031,"proximity","230717","013031",2017-07-23 01:30:31,4476
"4477",1,753,642.62,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013032,"proximity","230717","013032",2017-07-23 01:30:32,4477
"4478",1,788,642.62,642.62,322.58,NA,NA,NA,NA,NA,NA,230717013032,"proximity","230717","013032",2017-07-23 01:30:32,4478
"4479",1,1,642.62,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013032,"proximity","230717","013032",2017-07-23 01:30:32,4479
"4480",1,1,642.62,640.08,322.58,781,16.3,669,18.3,735,915,230717013033,"proximity","230717","013033",2017-07-23 01:30:33,4480
"4481",1,777,642.62,640.08,325.12,NA,NA,NA,NA,NA,NA,230717013033,"proximity","230717","013033",2017-07-23 01:30:33,4481
"4482",1683,546,645.16,642.62,182.88,NA,NA,NA,NA,NA,NA,230717013033,"proximity","230717","013033",2017-07-23 01:30:33,4482
"4483",1161,480,645.16,642.62,185.42,NA,NA,NA,NA,NA,NA,230717013034,"proximity","230717","013034",2017-07-23 01:30:34,4483
"4484",1685,459,238.76,642.62,185.42,780,16.3,826,18.3,786,770,230717013034,"proximity","230717","013034",2017-07-23 01:30:34,4484
"4485",1571,496,246.38,642.62,182.88,NA,NA,NA,NA,NA,NA,230717013034,"proximity","230717","013034",2017-07-23 01:30:34,4485
"4486",1,528,226.06,640.08,500.38,NA,NA,NA,NA,NA,NA,230717013034,"proximity","230717","013034",2017-07-23 01:30:34,4486
"4487",301,1056,226.06,640.08,261.62,NA,NA,NA,NA,NA,NA,230717013035,"proximity","230717","013035",2017-07-23 01:30:35,4487
"4488",1,300,231.14,642.62,231.14,783,16.3,1071,18.3,922,398,230717013035,"proximity","230717","013035",2017-07-23 01:30:35,4488
"4489",1,455,231.14,640.08,238.76,NA,NA,NA,NA,NA,NA,230717013035,"proximity","230717","013035",2017-07-23 01:30:35,4489
"4490",1712,540,238.76,640.08,256.54,NA,NA,NA,NA,NA,NA,230717013036,"proximity","230717","013036",2017-07-23 01:30:36,4490
"4491",1723,254,281.94,81.28,322.58,NA,NA,NA,NA,NA,NA,230717013036,"proximity","230717","013036",2017-07-23 01:30:36,4491
"4492",1,502,327.66,320.04,167.64,780,16.3,795,18.2,800,842,230717013036,"proximity","230717","013036",2017-07-23 01:30:36,4492
"4493",1,456,327.66,320.04,167.64,NA,NA,NA,NA,NA,NA,230717013036,"proximity","230717","013036",2017-07-23 01:30:36,4493
"4494",1,482,327.66,15.24,322.58,NA,NA,NA,NA,NA,NA,230717013036,"proximity","230717","013036",2017-07-23 01:30:36,4494
"4495",1,622,330.2,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013037,"proximity","230717","013037",2017-07-23 01:30:37,4495
"4496",1,570,327.66,320.04,213.36,782,16.1,866,18,899,716,230717013037,"proximity","230717","013037",2017-07-23 01:30:37,4496
"4497",1,801,535.94,320.04,165.1,NA,NA,NA,NA,NA,NA,230717013038,"proximity","230717","013038",2017-07-23 01:30:38,4497
"4498",1,811,15.24,320.04,167.64,NA,NA,NA,NA,NA,NA,230717013038,"proximity","230717","013038",2017-07-23 01:30:38,4498
"4499",1,811,320.04,320.04,175.26,NA,NA,NA,NA,NA,NA,230717013038,"proximity","230717","013038",2017-07-23 01:30:38,4499
"4500",1,807,320.04,320.04,177.8,780,16.2,460,18.1,576,966,230717013039,"proximity","230717","013039",2017-07-23 01:30:39,4500
"4501",1,809,320.04,320.04,175.26,NA,NA,NA,NA,NA,NA,230717013039,"proximity","230717","013039",2017-07-23 01:30:39,4501
"4502",1,811,320.04,320.04,320.04,NA,NA,NA,NA,NA,NA,230717013039,"proximity","230717","013039",2017-07-23 01:30:39,4502
"4503",1,808,320.04,320.04,182.88,NA,NA,NA,NA,NA,NA,230717013039,"proximity","230717","013039",2017-07-23 01:30:39,4503
"4504",1,821,320.04,320.04,322.58,778,16.2,865,18.1,852,745,230717013040,"proximity","230717","013040",2017-07-23 01:30:40,4504
"4505",1,696,320.04,12.7,322.58,NA,NA,NA,NA,NA,NA,230717013040,"proximity","230717","013040",2017-07-23 01:30:40,4505
"4506",1,717,96.52,320.04,180.34,NA,NA,NA,NA,NA,NA,230717013040,"proximity","230717","013040",2017-07-23 01:30:40,4506
"4507",1,901,327.66,12.7,180.34,NA,NA,NA,NA,NA,NA,230717013041,"proximity","230717","013041",2017-07-23 01:30:41,4507
"4508",1,1498,325.12,320.04,322.58,783,16.2,1182,18.2,978,339,230717013041,"proximity","230717","013041",2017-07-23 01:30:41,4508
"4509",1201,700,327.66,441.96,241.3,NA,NA,NA,NA,NA,NA,230717013041,"proximity","230717","013041",2017-07-23 01:30:41,4509
"4510",1,862,322.58,320.04,177.8,NA,NA,NA,NA,NA,NA,230717013041,"proximity","230717","013041",2017-07-23 01:30:41,4510
"4511",1,837,330.2,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013042,"proximity","230717","013042",2017-07-23 01:30:42,4511
"4512",1,821,332.74,320.04,322.58,781,16.2,795,18.2,779,796,230717013042,"proximity","230717","013042",2017-07-23 01:30:42,4512
"4513",1,787,332.74,320.04,325.12,NA,NA,NA,NA,NA,NA,230717013042,"proximity","230717","013042",2017-07-23 01:30:42,4513
"4514",1,805,330.2,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013043,"proximity","230717","013043",2017-07-23 01:30:43,4514
"4515",1,815,350.52,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013043,"proximity","230717","013043",2017-07-23 01:30:43,4515
"4516",1960,809,350.52,320.04,210.82,781,16.1,817,18.1,783,760,230717013043,"proximity","230717","013043",2017-07-23 01:30:43,4516
"4517",1,711,337.82,320.04,160.02,NA,NA,NA,NA,NA,NA,230717013043,"proximity","230717","013043",2017-07-23 01:30:43,4517
"4518",1,830,370.84,320.04,322.58,NA,NA,NA,NA,NA,NA,230717013044,"proximity","230717","013044",2017-07-23 01:30:44,4518
"4519",1210,780,330.2,320.04,220.98,NA,NA,NA,NA,NA,NA,230717013044,"proximity","230717","013044",2017-07-23 01:30:44,4519
"4520",1122,777,279.4,320.04,322.58,784,16.1,915,18.1,867,569,230717013044,"proximity","230717","013044",2017-07-23 01:30:44,4520
"4521",1228,801,322.58,15.24,157.48,NA,NA,NA,NA,NA,NA,230717013045,"proximity","230717","013045",2017-07-23 01:30:45,4521
"4522",1,1129,322.58,320.04,208.28,NA,NA,NA,NA,NA,NA,230717013045,"proximity","230717","013045",2017-07-23 01:30:45,4522
"4523",1,955,322.58,320.04,223.52,NA,NA,NA,NA,NA,NA,230717013045,"proximity","230717","013045",2017-07-23 01:30:45,4523
"4524",1,1,320.04,320.04,210.82,781,16.1,881,18.1,820,725,230717013045,"proximity","230717","013045",2017-07-23 01:30:45,4524
"4525",1,1,320.04,441.96,210.82,NA,NA,NA,NA,NA,NA,230717013046,"proximity","230717","013046",2017-07-23 01:30:46,4525
"4526",1,3585,322.58,609.6,322.58,NA,NA,NA,NA,NA,NA,230717013046,"proximity","230717","013046",2017-07-23 01:30:46,4526
"4527",1,1782,322.58,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013046,"proximity","230717","013046",2017-07-23 01:30:46,4527
"4528",1,1,322.58,640.08,322.58,783,16.1,1281,18.1,1041,265,230717013046,"proximity","230717","013046",2017-07-23 01:30:46,4528
"4529",1,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013047,"proximity","230717","013047",2017-07-23 01:30:47,4529
"4530",1,1,218.44,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013047,"proximity","230717","013047",2017-07-23 01:30:47,4530
"4531",1,1,325.12,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013048,"proximity","230717","013048",2017-07-23 01:30:48,4531
"4532",1,1,325.12,640.08,322.58,778,16.1,724,18.1,736,864,230717013048,"proximity","230717","013048",2017-07-23 01:30:48,4532
"4533",1,1,274.32,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013048,"proximity","230717","013048",2017-07-23 01:30:48,4533
"4534",1,1,33.02,640.08,640.08,NA,NA,NA,NA,NA,NA,230717013048,"proximity","230717","013048",2017-07-23 01:30:48,4534
"4535",1184,262,320.04,640.08,642.62,NA,NA,NA,NA,NA,NA,230717013049,"proximity","230717","013049",2017-07-23 01:30:49,4535
"4536",1,2478,320.04,640.08,187.96,781,16.2,835,18.2,797,730,230717013049,"proximity","230717","013049",2017-07-23 01:30:49,4536
"4537",277,1,254,640.08,170.18,NA,NA,NA,NA,NA,NA,230717013049,"proximity","230717","013049",2017-07-23 01:30:49,4537
"4538",265,1,243.84,640.08,203.2,NA,NA,NA,NA,NA,NA,230717013050,"proximity","230717","013050",2017-07-23 01:30:50,4538
"4539",1,1600,241.3,640.08,167.64,NA,NA,NA,NA,NA,NA,230717013050,"proximity","230717","013050",2017-07-23 01:30:50,4539
"4540",1,1419,320.04,640.08,167.64,785,16.3,991,18.3,902,494,230717013050,"proximity","230717","013050",2017-07-23 01:30:50,4540
"4541",1,1239,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013051,"proximity","230717","013051",2017-07-23 01:30:51,4541
"4542",1,1,320.04,640.08,170.18,NA,NA,NA,NA,NA,NA,230717013051,"proximity","230717","013051",2017-07-23 01:30:51,4542
"4543",1,1,320.04,640.08,172.72,NA,NA,NA,NA,NA,NA,230717013051,"proximity","230717","013051",2017-07-23 01:30:51,4543
"4544",1193,1,320.04,640.08,167.64,781,16.3,831,18.5,786,760,230717013051,"proximity","230717","013051",2017-07-23 01:30:51,4544
"4545",1226,1572,320.04,640.08,170.18,NA,NA,NA,NA,NA,NA,230717013052,"proximity","230717","013052",2017-07-23 01:30:52,4545
"4546",1897,1,320.04,505.46,170.18,NA,NA,NA,NA,NA,NA,230717013052,"proximity","230717","013052",2017-07-23 01:30:52,4546
"4547",1886,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013052,"proximity","230717","013052",2017-07-23 01:30:52,4547
"4548",1,348,320.04,640.08,322.58,786,16.4,1340,18.6,1085,249,230717013053,"proximity","230717","013053",2017-07-23 01:30:53,4548
"4549",1921,934,320.04,640.08,172.72,NA,NA,NA,NA,NA,NA,230717013053,"proximity","230717","013053",2017-07-23 01:30:53,4549
"4550",1912,1054,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013053,"proximity","230717","013053",2017-07-23 01:30:53,4550
"4551",1922,1058,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717013054,"proximity","230717","013054",2017-07-23 01:30:54,4551
