course,speed,day,time,lon,lat,seq,way,video_time,Signature,USRight,USLeft,USRear,LidarRight,LidarLeft,CO,SO,O3,NO,P10,P25
267.33,0,210717,7/20/2017 21:09,-84.39900167,33.781425,271,go,7/21/2017 0:02,2 Trees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,210717,7/20/2017 21:09,-84.39900167,33.781425,272,go,7/21/2017 0:02,2 Trees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,210717,7/20/2017 21:09,-84.39900167,33.781425,273,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.03,210717,7/20/2017 21:09,-84.39900167,33.781425,274,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.05,210717,7/20/2017 21:09,-84.399,33.78142667,275,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.31,210717,7/20/2017 21:09,-84.399,33.78142833,276,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.35,210717,7/20/2017 21:09,-84.39899833,33.78143,277,go,7/21/2017 0:02,Bad Noise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.66,210717,7/20/2017 21:09,-84.399,33.78142833,278,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,1.18,210717,7/20/2017 21:09,-84.39900333,33.78142667,279,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.94,3.04,210717,7/20/2017 21:09,-84.39900833,33.78143,280,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282.23,4.48,210717,7/20/2017 21:09,-84.399015,33.78145333,281,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289.14,6.05,210717,7/20/2017 21:09,-84.39902,33.781485,282,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294.98,6.77,210717,7/20/2017 21:09,-84.39902667,33.78151833,283,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.54,8.32,210717,7/20/2017 21:09,-84.39903167,33.781555,284,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306.61,8.48,210717,7/20/2017 21:09,-84.39903667,33.781595,285,go,7/21/2017 0:02,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.24,9.32,210717,7/20/2017 21:09,-84.39903667,33.78164167,286,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42,9.92,210717,7/20/2017 21:09,-84.39903833,33.78169,287,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29,10.12,210717,7/20/2017 21:09,-84.39903833,33.78174333,288,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.14,9.73,210717,7/20/2017 21:09,-84.39903833,33.78179833,289,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.79,9.74,210717,7/20/2017 21:09,-84.399035,33.78185,290,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.16,9.55,210717,7/20/2017 21:09,-84.39903333,33.781905,291,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.86,9.15,210717,7/20/2017 21:09,-84.39903333,33.781955,292,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.34,8.79,210717,7/20/2017 21:09,-84.39903333,33.782,293,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.72,9.54,210717,7/20/2017 21:09,-84.39902833,33.78204833,294,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.46,9.48,210717,7/20/2017 21:09,-84.39902333,33.782095,295,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.9,9.45,210717,7/20/2017 21:09,-84.39901833,33.78214333,296,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.43,8.95,210717,7/20/2017 21:09,-84.399015,33.78218833,297,go,7/21/2017 0:02,Person RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.41,9.38,210717,7/20/2017 21:09,-84.39901167,33.78223333,298,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.35,9.01,210717,7/20/2017 21:09,-84.39901,33.78227667,299,go,7/21/2017 0:02,Person LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.85,8.79,210717,7/20/2017 21:09,-84.39900833,33.78231833,300,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.46,9.13,210717,7/20/2017 21:09,-84.39900667,33.78236167,301,go,7/21/2017 0:02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23,8.74,210717,7/20/2017 21:09,-84.39900667,33.78240167,302,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.68,9.42,210717,7/20/2017 21:09,-84.399005,33.782445,303,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.63,8.89,210717,7/20/2017 21:09,-84.39900167,33.78248667,304,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.38,8.29,210717,7/20/2017 21:09,-84.39900333,33.782525,305,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.16,8.8,210717,7/20/2017 21:09,-84.399005,33.782565,306,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16,9.77,210717,7/20/2017 21:09,-84.399005,33.78261,307,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.86,10.41,210717,7/20/2017 21:09,-84.399,33.78265833,308,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.06,9.7,210717,7/20/2017 21:09,-84.39899833,33.78270333,309,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352.66,8.5,210717,7/20/2017 21:09,-84.39900333,33.78274,310,go,7/21/2017 0:02,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342.07,8.67,210717,7/20/2017 21:09,-84.39902167,33.78278,311,go,7/21/2017 0:03,"Small Bushes, Tree LS, Tree RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329.35,9.3,210717,7/20/2017 21:09,-84.39905167,33.78281833,312,go,7/21/2017 0:03,Tree LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315.35,9.74,210717,7/20/2017 21:09,-84.39909833,33.78284667,313,go,7/21/2017 0:03,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.05,10.19,210717,7/20/2017 21:09,-84.399155,33.78286333,314,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286.18,10.61,210717,7/20/2017 21:09,-84.39921667,33.78286833,315,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.1,10.56,210717,7/20/2017 21:09,-84.39927833,33.78285833,316,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.83,10.56,210717,7/20/2017 21:09,-84.399335,33.782855,317,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.5,9.99,210717,7/20/2017 21:09,-84.39939667,33.78286,318,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.27,9.32,210717,7/20/2017 21:09,-84.39945,33.78286,319,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.96,9.33,210717,7/20/2017 21:09,-84.399505,33.78286167,320,go,7/21/2017 0:03,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.02,8.7,210717,7/20/2017 21:09,-84.39956,33.78286333,321,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.59,8.18,210717,7/20/2017 21:09,-84.39961167,33.782865,322,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.96,8.23,210717,7/20/2017 21:09,-84.39966,33.782865,323,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.62,7.95,210717,7/20/2017 21:09,-84.39971,33.78286667,324,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.95,7.71,210717,7/20/2017 21:09,-84.39975333,33.78286833,325,go,7/21/2017 0:03,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.47,8.08,210717,7/20/2017 21:09,-84.399805,33.78287,326,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.75,8.39,210717,7/20/2017 21:09,-84.39985667,33.78287,327,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.91,7.95,210717,7/20/2017 21:09,-84.39990833,33.78286833,328,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.21,7.89,210717,7/20/2017 21:09,-84.39996,33.78286667,329,go,7/21/2017 0:03,Car RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.3,8.13,210717,7/20/2017 21:10,-84.40001167,33.78286667,330,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.15,8.2,210717,7/20/2017 21:10,-84.40005833,33.782865,331,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.16,8.14,210717,7/20/2017 21:10,-84.40010833,33.78286167,332,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.02,7.75,210717,7/20/2017 21:10,-84.400155,33.782865,333,go,7/21/2017 0:03,Tree RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.67,7.82,210717,7/20/2017 21:10,-84.40019667,33.78287667,334,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.27,8.4,210717,7/20/2017 21:10,-84.40024167,33.782895,335,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.38,7.78,210717,7/20/2017 21:10,-84.40027833,33.78290667,336,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290.23,6.47,210717,7/20/2017 21:10,-84.40031,33.78290833,337,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.14,5.65,210717,7/20/2017 21:10,-84.40033333,33.782895,338,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.99,6.11,210717,7/20/2017 21:10,-84.40035667,33.78288667,339,go,7/21/2017 0:03,2 Trees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.46,7.24,210717,7/20/2017 21:10,-84.40039167,33.78289,340,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.95,7.62,210717,7/20/2017 21:10,-84.40043667,33.78288333,341,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.31,7.99,210717,7/20/2017 21:10,-84.400475,33.78288333,342,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.55,7.77,210717,7/20/2017 21:10,-84.400545,33.782875,343,go,7/21/2017 0:03,Tree LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.65,8.33,210717,7/20/2017 21:10,-84.40059333,33.78287167,344,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.34,8.72,210717,7/20/2017 21:10,-84.40066,33.782865,345,go,7/21/2017 0:03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.99,8.71,210717,7/20/2017 21:10,-84.40071167,33.78286667,346,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.71,8.1,210717,7/20/2017 21:10,-84.40076,33.78286667,347,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.1,7.38,210717,7/20/2017 21:10,-84.40080333,33.78286333,348,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.86,7.11,210717,7/20/2017 21:10,-84.40084667,33.78286,349,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.75,7.16,210717,7/20/2017 21:10,-84.40089,33.78285333,350,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.28,6.78,210717,7/20/2017 21:10,-84.40093,33.78285167,351,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.24,6.42,210717,7/20/2017 21:10,-84.40096833,33.78285,352,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.88,6.36,210717,7/20/2017 21:10,-84.40100667,33.78285333,353,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.32,7.26,210717,7/20/2017 21:10,-84.40105167,33.78285667,354,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.94,7.44,210717,7/20/2017 21:10,-84.40109667,33.78285833,355,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.91,7.68,210717,7/20/2017 21:10,-84.401155,33.78285667,356,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.05,7.34,210717,7/20/2017 21:10,-84.40119833,33.782855,357,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.6,7.57,210717,7/20/2017 21:10,-84.401245,33.78285833,358,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.81,7.54,210717,7/20/2017 21:10,-84.40129667,33.78286167,359,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.04,7.84,210717,7/20/2017 21:10,-84.401345,33.78286167,360,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.89,8.14,210717,7/20/2017 21:10,-84.40139667,33.78286,361,go,7/21/2017 0:03,Bike RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.55,8.14,210717,7/20/2017 21:10,-84.40144667,33.78286,362,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.27,8.97,210717,7/20/2017 21:10,-84.40150667,33.78285667,363,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.14,9.48,210717,7/20/2017 21:10,-84.40157,33.78286167,364,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.4,8.85,210717,7/20/2017 21:10,-84.40162333,33.78286333,365,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.25,9.5,210717,7/20/2017 21:10,-84.40167833,33.782865,366,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.3,9.82,210717,7/20/2017 21:10,-84.40173833,33.78286833,367,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.07,10.11,210717,7/20/2017 21:10,-84.40179,33.78286833,368,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.2,9.7,210717,7/20/2017 21:10,-84.40185333,33.78287,369,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.29,9.75,210717,7/20/2017 21:10,-84.40191,33.78287,370,go,7/21/2017 0:03,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.34,9.48,210717,7/20/2017 21:10,-84.40196667,33.78287333,371,go,7/21/2017 0:04,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.4,9.25,210717,7/20/2017 21:10,-84.40202167,33.78287167,372,go,7/21/2017 0:04,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.8,8.8,210717,7/20/2017 21:10,-84.402075,33.78287,373,go,7/21/2017 0:04,Red Light,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.14,9.03,210717,7/20/2017 21:10,-84.40212667,33.78287167,374,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.42,8.15,210717,7/20/2017 21:10,-84.402175,33.78287333,375,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.66,8.17,210717,7/20/2017 21:10,-84.40222167,33.78287667,376,go,7/21/2017 0:04,Car LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.63,7.91,210717,7/20/2017 21:10,-84.40227,33.78288,377,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.87,8.16,210717,7/20/2017 21:10,-84.40231667,33.78288333,378,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.98,7.76,210717,7/20/2017 21:10,-84.402365,33.78288333,379,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.08,7.73,210717,7/20/2017 21:10,-84.40241,33.78288333,380,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.22,7.51,210717,7/20/2017 21:10,-84.40246833,33.782885,381,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.64,7.28,210717,7/20/2017 21:10,-84.40251833,33.78288667,382,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.8,6.33,210717,7/20/2017 21:10,-84.40256167,33.78289167,383,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287.68,6.51,210717,7/20/2017 21:10,-84.40260667,33.7829,384,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286.8,5.89,210717,7/20/2017 21:10,-84.40265,33.78290667,385,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284.99,6.75,210717,7/20/2017 21:10,-84.40268667,33.78291,386,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282.96,7.15,210717,7/20/2017 21:10,-84.402725,33.78290667,387,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.84,7.81,210717,7/20/2017 21:10,-84.40276833,33.78290333,388,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278.72,8.04,210717,7/20/2017 21:10,-84.40281333,33.78289667,389,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.79,8.09,210717,7/20/2017 21:11,-84.40285833,33.78289,390,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.13,8.45,210717,7/20/2017 21:11,-84.40291167,33.78288667,391,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.99,8.63,210717,7/20/2017 21:11,-84.40296167,33.78289,392,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.65,8.66,210717,7/20/2017 21:11,-84.40301333,33.78289667,393,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.23,8.7,210717,7/20/2017 21:11,-84.40306167,33.78289833,394,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.36,8.11,210717,7/20/2017 21:11,-84.40310833,33.7829,395,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284.14,7.54,210717,7/20/2017 21:11,-84.40314667,33.78290833,396,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303.15,7.17,210717,7/20/2017 21:11,-84.40317833,33.78292833,397,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321.82,6.99,210717,7/20/2017 21:11,-84.40320333,33.782955,398,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345.43,7.33,210717,7/20/2017 21:11,-84.40322,33.78298833,399,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348.69,7.3,210717,7/20/2017 21:11,-84.40323,33.78302667,400,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346.64,7.36,210717,7/20/2017 21:11,-84.40324,33.783065,401,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349.19,8.36,210717,7/20/2017 21:11,-84.40324833,33.78310833,402,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355.35,9.08,210717,7/20/2017 21:11,-84.403255,33.78314833,403,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,9.1,210717,7/20/2017 21:11,-84.40325167,33.78319,404,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.12,9.09,210717,7/20/2017 21:11,-84.40324833,33.78323,405,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.68,9.01,210717,7/20/2017 21:11,-84.40325,33.78327,406,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.85,9.27,210717,7/20/2017 21:11,-84.40325333,33.783315,407,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.8,8.31,210717,7/20/2017 21:11,-84.403255,33.78335167,408,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.84,7.4,210717,7/20/2017 21:11,-84.40325667,33.783385,409,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.5,6.39,210717,7/20/2017 21:11,-84.403255,33.78341333,410,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.43,6.6,210717,7/20/2017 21:11,-84.403255,33.78344,411,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.77,6.25,210717,7/20/2017 21:11,-84.40325167,33.78346667,412,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.93,7.15,210717,7/20/2017 21:11,-84.40324833,33.78349833,413,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.34,6.88,210717,7/20/2017 21:11,-84.40324833,33.78352833,414,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354.45,8.11,210717,7/20/2017 21:11,-84.403255,33.783565,415,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354.52,8.78,210717,7/20/2017 21:11,-84.40325833,33.78360667,416,go,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,417,come,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,418,come,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,419,come,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,420,come,7/21/2017 0:04,,160.02,259.08,241.3,308,296,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,421,come,7/21/2017 0:04,,213.36,259.08,280.2466667,311,297.3333333,0,1025,718,544,43.7,36.7
0,0,210717,7/21/2017 10:07,0,0,422,come,7/21/2017 0:04,,198.12,259.08,255.905,310.5,296.5,0,1135,0,708,44.4,37.3
0,0,210717,7/21/2017 10:07,0,0,423,come,7/21/2017 0:04,,236.22,259.9266667,283.6333333,308.3333333,296.3333333,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,424,come,7/21/2017 0:04,,238.76,255.27,272.415,310.25,271.75,0,179,0,895,45,37.9
0,0,210717,7/21/2017 10:07,0,0,425,come,7/21/2017 0:04,,238.76,257.3866667,260.7733333,310.3333333,289.6666667,0,748,0,823,45.6,38.5
0,0,210717,7/21/2017 10:07,0,0,426,come,7/21/2017 0:04,,221.615,256.54,250.825,311.5,293.75,0,1414,0,859,46.2,39.1
0,0,210717,7/21/2017 10:07,0,0,427,come,7/21/2017 0:04,,238.76,259.08,241.3,311,297,0,1289,0,523,47.6,40.3
0,0,210717,7/21/2017 10:07,0,0,428,come,7/21/2017 0:04,,217.805,257.81,259.08,310.75,291.5,0,837,0,803,48.4,41.1
0,0,210717,7/21/2017 10:07,0,0,429,come,7/21/2017 0:04,,238.76,256.54,304.8,310,288,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,430,come,7/21/2017 0:04,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,210717,7/21/2017 10:07,0,0,431,come,7/21/2017 0:05,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
