"course","speed","day","time","lon","lat","seq","way","video_time","USRight","USLeft","USRear","LidarRight","LidarLeft","CO","SO","O3","NO","P10","P25"
234.61,1.5,"210717",2017-07-20 21:07:16,0,0,167,"go",2017-07-21 00:00:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234.01,1.09,"210717",2017-07-20 21:07:17,0,0,168,"go",2017-07-21 00:00:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234.79,1.07,"210717",2017-07-20 21:07:18,0,0,169,"go",2017-07-21 00:00:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233.71,1.44,"210717",2017-07-20 21:07:19,0,0,170,"go",2017-07-21 00:00:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234.28,2.06,"210717",2017-07-20 21:07:20,0,0,171,"go",2017-07-21 00:00:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232.48,2.49,"210717",2017-07-20 21:07:21,0,0,172,"go",2017-07-21 00:00:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235.09,3.79,"210717",2017-07-20 21:07:22,0,0,173,"go",2017-07-21 00:00:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233.07,2.11,"210717",2017-07-20 21:07:23,0,0,174,"go",2017-07-21 00:00:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233.07,0.33,"210717",2017-07-20 21:07:24,0,0,175,"go",2017-07-21 00:00:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.06,"210717",2017-07-20 21:07:25,0,0,176,"go",2017-07-21 00:00:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.86,1.07,"210717",2017-07-20 21:07:26,0,0,177,"go",2017-07-21 00:00:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42.56,1.05,"210717",2017-07-20 21:07:27,0,0,178,"go",2017-07-21 00:00:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42.07,1.56,"210717",2017-07-20 21:07:28,0,0,179,"go",2017-07-21 00:00:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45.23,2.38,"210717",2017-07-20 21:07:29,0,0,180,"go",2017-07-21 00:00:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.33,1.08,"210717",2017-07-20 21:07:30,0,0,181,"go",2017-07-21 00:00:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.57,1.68,"210717",2017-07-20 21:07:31,0,0,182,"go",2017-07-21 00:00:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.42,1.99,"210717",2017-07-20 21:07:32,0,0,183,"go",2017-07-21 00:00:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.76,2.39,"210717",2017-07-20 21:07:33,0,0,184,"go",2017-07-21 00:00:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.38,2.79,"210717",2017-07-20 21:07:34,0,0,185,"go",2017-07-21 00:00:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.09,4.25,"210717",2017-07-20 21:07:35,0,0,186,"go",2017-07-21 00:00:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.79,4.83,"210717",2017-07-20 21:07:36,0,0,187,"go",2017-07-21 00:00:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.57,3.29,"210717",2017-07-20 21:07:37,0,0,188,"go",2017-07-21 00:00:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.14,2.95,"210717",2017-07-20 21:07:38,0,0,189,"go",2017-07-21 00:00:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.39,6.45,"210717",2017-07-20 21:07:39,0,0,190,"go",2017-07-21 00:00:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.17,6.32,"210717",2017-07-20 21:07:40,0,0,191,"go",2017-07-21 00:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.16,5.61,"210717",2017-07-20 21:07:41,0,0,192,"go",2017-07-21 00:01:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.31,5.26,"210717",2017-07-20 21:07:42,0,0,193,"go",2017-07-21 00:01:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.24,6.24,"210717",2017-07-20 21:07:43,0,0,194,"go",2017-07-21 00:01:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.28,5.94,"210717",2017-07-20 21:07:44,0,0,195,"go",2017-07-21 00:01:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.16,5.98,"210717",2017-07-20 21:07:45,0,0,196,"go",2017-07-21 00:01:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.8,5.17,"210717",2017-07-20 21:07:46,0,0,197,"go",2017-07-21 00:01:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.17,4.95,"210717",2017-07-20 21:07:47,0,0,198,"go",2017-07-21 00:01:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.63,5.92,"210717",2017-07-20 21:07:48,0,0,199,"go",2017-07-21 00:01:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.82,18.37,"210717",2017-07-20 21:07:49,0,0,200,"go",2017-07-21 00:01:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359.84,17.35,"210717",2017-07-20 21:07:51,-84.397715,33.78051,201,"go",2017-07-21 00:01:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.93,16.96,"210717",2017-07-20 21:07:52,-84.3977066666667,33.7805683333333,202,"go",2017-07-21 00:01:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.55,16.56,"210717",2017-07-20 21:07:53,-84.3977133333333,33.7806416666667,203,"go",2017-07-21 00:01:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.85,16.33,"210717",2017-07-20 21:07:54,-84.3977166666667,33.7807166666667,204,"go",2017-07-21 00:01:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,16.08,"210717",2017-07-20 21:07:55,-84.3977183333333,33.78079,205,"go",2017-07-21 00:01:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.68,15.88,"210717",2017-07-20 21:07:56,-84.3977216666667,33.7808616666667,206,"go",2017-07-21 00:01:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.65,15.66,"210717",2017-07-20 21:07:57,-84.3977266666667,33.7809283333333,207,"go",2017-07-21 00:01:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.89,15.17,"210717",2017-07-20 21:07:58,-84.39772,33.7809916666667,208,"go",2017-07-21 00:01:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359.08,14.53,"210717",2017-07-20 21:07:59,-84.397715,33.7810533333333,209,"go",2017-07-21 00:01:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.91,14.07,"210717",2017-07-20 21:08:00,-84.39771,33.78111,210,"go",2017-07-21 00:01:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357.66,12.95,"210717",2017-07-20 21:08:01,-84.3977066666667,33.7811683333333,211,"go",2017-07-21 00:01:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356.94,12.6,"210717",2017-07-20 21:08:02,-84.3977083333333,33.7812266666667,212,"go",2017-07-21 00:01:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354.15,11.03,"210717",2017-07-20 21:08:03,-84.3977083333333,33.78127,213,"go",2017-07-21 00:01:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357.92,9.88,"210717",2017-07-20 21:08:04,-84.3976933333333,33.781305,214,"go",2017-07-21 00:01:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.07,8.83,"210717",2017-07-20 21:08:05,-84.397675,33.781335,215,"go",2017-07-21 00:01:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05,8.55,"210717",2017-07-20 21:08:06,-84.3976733333333,33.781375,216,"go",2017-07-21 00:01:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351.61,7.35,"210717",2017-07-20 21:08:07,-84.3976783333333,33.7814083333333,217,"go",2017-07-21 00:01:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332.66,6.2,"210717",2017-07-20 21:08:08,-84.3977,33.7814366666667,218,"go",2017-07-21 00:01:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299.57,5.7,"210717",2017-07-20 21:08:09,-84.3977333333333,33.7814516666667,219,"go",2017-07-21 00:01:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.25,6.56,"210717",2017-07-20 21:08:10,-84.3977733333333,33.7814616666667,220,"go",2017-07-21 00:01:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.93,7.79,"210717",2017-07-20 21:08:11,-84.3978283333333,33.78147,221,"go",2017-07-21 00:01:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275.82,8.18,"210717",2017-07-20 21:08:12,-84.3978833333333,33.7814733333333,222,"go",2017-07-21 00:01:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.3,8.76,"210717",2017-07-20 21:08:13,-84.3979466666667,33.7814816666667,223,"go",2017-07-21 00:01:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.26,7.88,"210717",2017-07-20 21:08:14,-84.397985,33.7814816666667,224,"go",2017-07-21 00:01:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.35,7.91,"210717",2017-07-20 21:08:15,-84.3980316666667,33.7814883333333,225,"go",2017-07-21 00:01:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277.95,8.21,"210717",2017-07-20 21:08:16,-84.3980783333333,33.781495,226,"go",2017-07-21 00:01:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.25,8.01,"210717",2017-07-20 21:08:17,-84.3981183333333,33.781495,227,"go",2017-07-21 00:01:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.96,8.16,"210717",2017-07-20 21:08:18,-84.3981666666667,33.7814966666667,228,"go",2017-07-21 00:01:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,8.42,"210717",2017-07-20 21:08:19,-84.3982216666667,33.7815016666667,229,"go",2017-07-21 00:01:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.99,8.37,"210717",2017-07-20 21:08:20,-84.3982683333333,33.7815016666667,230,"go",2017-07-21 00:01:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.93,7.81,"210717",2017-07-20 21:08:21,-84.3983066666667,33.7814966666667,231,"go",2017-07-21 00:01:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.87,7.58,"210717",2017-07-20 21:08:22,-84.3983483333333,33.781495,232,"go",2017-07-21 00:01:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.79,7.58,"210717",2017-07-20 21:08:23,-84.3983933333333,33.7814966666667,233,"go",2017-07-21 00:01:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,7.86,"210717",2017-07-20 21:08:24,-84.39844,33.7814983333333,234,"go",2017-07-21 00:01:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.21,7.65,"210717",2017-07-20 21:08:25,-84.3984816666667,33.7815,235,"go",2017-07-21 00:01:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,7.63,"210717",2017-07-20 21:08:26,-84.3985216666667,33.781495,236,"go",2017-07-21 00:01:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.64,7.58,"210717",2017-07-20 21:08:27,-84.3985583333333,33.7814866666667,237,"go",2017-07-21 00:01:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.53,6.84,"210717",2017-07-20 21:08:28,-84.3985833333333,33.7814766666667,238,"go",2017-07-21 00:01:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.28,6.62,"210717",2017-07-20 21:08:29,-84.3986133333333,33.7814733333333,239,"go",2017-07-21 00:01:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.76,6.64,"210717",2017-07-20 21:08:30,-84.3986533333333,33.7814633333333,240,"go",2017-07-21 00:01:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261.91,7.11,"210717",2017-07-20 21:08:31,-84.3986933333333,33.781455,241,"go",2017-07-21 00:01:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.07,7.42,"210717",2017-07-20 21:08:32,-84.3987333333333,33.7814416666667,242,"go",2017-07-21 00:01:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265.65,6.85,"210717",2017-07-20 21:08:33,-84.3987716666667,33.7814366666667,243,"go",2017-07-21 00:01:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.24,6.34,"210717",2017-07-20 21:08:34,-84.3988033333333,33.7814316666667,244,"go",2017-07-21 00:01:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.08,5.47,"210717",2017-07-20 21:08:35,-84.3988333333333,33.7814316666667,245,"go",2017-07-21 00:01:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.24,4.65,"210717",2017-07-20 21:08:36,-84.3988533333333,33.78143,246,"go",2017-07-21 00:01:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261.49,5.06,"210717",2017-07-20 21:08:37,-84.3988816666667,33.7814266666667,247,"go",2017-07-21 00:01:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261.99,5.31,"210717",2017-07-20 21:08:38,-84.3989183333333,33.7814233333333,248,"go",2017-07-21 00:01:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263.21,4.44,"210717",2017-07-20 21:08:39,-84.3989416666667,33.7814183333333,249,"go",2017-07-21 00:01:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.37,3.71,"210717",2017-07-20 21:08:40,-84.3989533333333,33.7814183333333,250,"go",2017-07-21 00:01:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.37,0.19,"210717",2017-07-20 21:08:41,-84.3989533333333,33.781415,251,"go",2017-07-21 00:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.37,0.09,"210717",2017-07-20 21:08:42,-84.3989633333333,33.78142,252,"go",2017-07-21 00:02:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.35,0.06,"210717",2017-07-20 21:08:43,-84.3989766666667,33.781425,253,"go",2017-07-21 00:02:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.49,0.04,"210717",2017-07-20 21:08:44,-84.39899,33.7814283333333,254,"go",2017-07-21 00:02:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.06,"210717",2017-07-20 21:08:45,-84.3989933333333,33.7814283333333,255,"go",2017-07-21 00:02:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:46,-84.3989966666667,33.7814283333333,256,"go",2017-07-21 00:02:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:47,-84.3989966666667,33.7814283333333,257,"go",2017-07-21 00:02:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:48,-84.3989966666667,33.7814283333333,258,"go",2017-07-21 00:02:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:49,-84.3989966666667,33.7814283333333,259,"go",2017-07-21 00:02:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:50,-84.3989966666667,33.7814283333333,260,"go",2017-07-21 00:02:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:51,-84.3989966666667,33.7814283333333,261,"go",2017-07-21 00:02:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:52,-84.3989966666667,33.7814283333333,262,"go",2017-07-21 00:02:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:53,-84.3989966666667,33.7814283333333,263,"go",2017-07-21 00:02:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:54,-84.3989966666667,33.7814283333333,264,"go",2017-07-21 00:02:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:55,-84.3989966666667,33.7814283333333,265,"go",2017-07-21 00:02:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.04,"210717",2017-07-20 21:08:56,-84.3989983333333,33.7814266666667,266,"go",2017-07-21 00:02:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:57,-84.399,33.7814266666667,267,"go",2017-07-21 00:02:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:58,-84.399,33.7814266666667,268,"go",2017-07-21 00:02:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:08:59,-84.399,33.7814266666667,269,"go",2017-07-21 00:02:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:09:00,-84.3990016666667,33.781425,270,"go",2017-07-21 00:02:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:09:01,-84.3990016666667,33.781425,271,"go",2017-07-21 00:02:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:09:02,-84.3990016666667,33.781425,272,"go",2017-07-21 00:02:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0,"210717",2017-07-20 21:09:03,-84.3990016666667,33.781425,273,"go",2017-07-21 00:02:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.03,"210717",2017-07-20 21:09:04,-84.3990016666667,33.781425,274,"go",2017-07-21 00:02:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.05,"210717",2017-07-20 21:09:05,-84.399,33.7814266666667,275,"go",2017-07-21 00:02:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.31,"210717",2017-07-20 21:09:06,-84.399,33.7814283333333,276,"go",2017-07-21 00:02:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.35,"210717",2017-07-20 21:09:07,-84.3989983333333,33.78143,277,"go",2017-07-21 00:02:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,0.66,"210717",2017-07-20 21:09:08,-84.399,33.7814283333333,278,"go",2017-07-21 00:02:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.33,1.18,"210717",2017-07-20 21:09:09,-84.3990033333333,33.7814266666667,279,"go",2017-07-21 00:02:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274.94,3.04,"210717",2017-07-20 21:09:10,-84.3990083333333,33.78143,280,"go",2017-07-21 00:02:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282.23,4.48,"210717",2017-07-20 21:09:11,-84.399015,33.7814533333333,281,"go",2017-07-21 00:02:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289.14,6.05,"210717",2017-07-20 21:09:12,-84.39902,33.781485,282,"go",2017-07-21 00:02:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294.98,6.77,"210717",2017-07-20 21:09:13,-84.3990266666667,33.7815183333333,283,"go",2017-07-21 00:02:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.54,8.32,"210717",2017-07-20 21:09:14,-84.3990316666667,33.781555,284,"go",2017-07-21 00:02:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306.61,8.48,"210717",2017-07-20 21:09:15,-84.3990366666667,33.781595,285,"go",2017-07-21 00:02:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.24,9.32,"210717",2017-07-20 21:09:16,-84.3990366666667,33.7816416666667,286,"go",2017-07-21 00:02:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42,9.92,"210717",2017-07-20 21:09:17,-84.3990383333333,33.78169,287,"go",2017-07-21 00:02:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29,10.12,"210717",2017-07-20 21:09:18,-84.3990383333333,33.7817433333333,288,"go",2017-07-21 00:02:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.14,9.73,"210717",2017-07-20 21:09:19,-84.3990383333333,33.7817983333333,289,"go",2017-07-21 00:02:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.79,9.74,"210717",2017-07-20 21:09:20,-84.399035,33.78185,290,"go",2017-07-21 00:02:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.16,9.55,"210717",2017-07-20 21:09:21,-84.3990333333333,33.781905,291,"go",2017-07-21 00:02:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.86,9.15,"210717",2017-07-20 21:09:22,-84.3990333333333,33.781955,292,"go",2017-07-21 00:02:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.34,8.79,"210717",2017-07-20 21:09:23,-84.3990333333333,33.782,293,"go",2017-07-21 00:02:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.72,9.54,"210717",2017-07-20 21:09:24,-84.3990283333333,33.7820483333333,294,"go",2017-07-21 00:02:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.46,9.48,"210717",2017-07-20 21:09:25,-84.3990233333333,33.782095,295,"go",2017-07-21 00:02:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.9,9.45,"210717",2017-07-20 21:09:26,-84.3990183333333,33.7821433333333,296,"go",2017-07-21 00:02:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.43,8.95,"210717",2017-07-20 21:09:27,-84.399015,33.7821883333333,297,"go",2017-07-21 00:02:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.41,9.38,"210717",2017-07-20 21:09:28,-84.3990116666667,33.7822333333333,298,"go",2017-07-21 00:02:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.35,9.01,"210717",2017-07-20 21:09:29,-84.39901,33.7822766666667,299,"go",2017-07-21 00:02:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.85,8.79,"210717",2017-07-20 21:09:30,-84.3990083333333,33.7823183333333,300,"go",2017-07-21 00:02:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.46,9.13,"210717",2017-07-20 21:09:31,-84.3990066666667,33.7823616666667,301,"go",2017-07-21 00:02:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23,8.74,"210717",2017-07-20 21:09:32,-84.3990066666667,33.7824016666667,302,"go",2017-07-21 00:02:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.68,9.42,"210717",2017-07-20 21:09:33,-84.399005,33.782445,303,"go",2017-07-21 00:02:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.63,8.89,"210717",2017-07-20 21:09:34,-84.3990016666667,33.7824866666667,304,"go",2017-07-21 00:02:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.38,8.29,"210717",2017-07-20 21:09:35,-84.3990033333333,33.782525,305,"go",2017-07-21 00:02:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358.16,8.8,"210717",2017-07-20 21:09:36,-84.399005,33.782565,306,"go",2017-07-21 00:02:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16,9.77,"210717",2017-07-20 21:09:37,-84.399005,33.78261,307,"go",2017-07-21 00:02:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.86,10.41,"210717",2017-07-20 21:09:38,-84.399,33.7826583333333,308,"go",2017-07-21 00:02:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.06,9.7,"210717",2017-07-20 21:09:39,-84.3989983333333,33.7827033333333,309,"go",2017-07-21 00:02:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352.66,8.5,"210717",2017-07-20 21:09:40,-84.3990033333333,33.78274,310,"go",2017-07-21 00:02:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342.07,8.67,"210717",2017-07-20 21:09:41,-84.3990216666667,33.78278,311,"go",2017-07-21 00:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329.35,9.3,"210717",2017-07-20 21:09:42,-84.3990516666667,33.7828183333333,312,"go",2017-07-21 00:03:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315.35,9.74,"210717",2017-07-20 21:09:43,-84.3990983333333,33.7828466666667,313,"go",2017-07-21 00:03:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.05,10.19,"210717",2017-07-20 21:09:44,-84.399155,33.7828633333333,314,"go",2017-07-21 00:03:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286.18,10.61,"210717",2017-07-20 21:09:45,-84.3992166666667,33.7828683333333,315,"go",2017-07-21 00:03:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273.1,10.56,"210717",2017-07-20 21:09:46,-84.3992783333333,33.7828583333333,316,"go",2017-07-21 00:03:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.83,10.56,"210717",2017-07-20 21:09:47,-84.399335,33.782855,317,"go",2017-07-21 00:03:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.5,9.99,"210717",2017-07-20 21:09:48,-84.3993966666667,33.78286,318,"go",2017-07-21 00:03:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.27,9.32,"210717",2017-07-20 21:09:49,-84.39945,33.78286,319,"go",2017-07-21 00:03:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.96,9.33,"210717",2017-07-20 21:09:50,-84.399505,33.7828616666667,320,"go",2017-07-21 00:03:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271.02,8.7,"210717",2017-07-20 21:09:51,-84.39956,33.7828633333333,321,"go",2017-07-21 00:03:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270.59,8.18,"210717",2017-07-20 21:09:52,-84.3996116666667,33.782865,322,"go",2017-07-21 00:03:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269.96,8.23,"210717",2017-07-20 21:09:53,-84.39966,33.782865,323,"go",2017-07-21 00:03:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
