04-10-2017-17-58-53,261.62,0.00,596,1002
04-10-2017-17-58-54,269.24,0.00,1153,1162
04-10-2017-17-58-54,274.32,0.00,885,1179
04-10-2017-17-58-54,284.48,0.00,570,1189
04-10-2017-17-58-54,281.94,0.00,1,1184
04-10-2017-17-58-54,289.56,0.00,1156,1218
04-10-2017-17-58-55,114.30,0.00,399,1228
04-10-2017-17-58-55,93.98,0.00,112,1271
04-10-2017-17-58-55,83.82,0.00,133,1198
04-10-2017-17-58-55,83.82,0.00,103,1169
04-10-2017-17-58-55,83.82,0.00,102,1164
04-10-2017-17-58-56,78.74,0.00,100,1134
04-10-2017-17-58-56,78.74,0.00,98,1094
04-10-2017-17-58-56,73.66,0.00,118,1066
04-10-2017-17-58-56,73.66,0.00,134,1054
04-10-2017-17-58-57,129.54,0.00,1000,969
04-10-2017-17-58-57,312.42,0.00,1130,1101
04-10-2017-17-58-57,314.96,0.00,406,1
04-10-2017-17-58-57,71.12,0.00,85,968
04-10-2017-17-58-57,63.50,0.00,82,966
04-10-2017-17-58-58,66.04,0.00,84,1212
04-10-2017-17-58-58,66.04,0.00,84,1189
04-10-2017-17-58-58,63.50,0.00,84,1142
04-10-2017-17-58-58,66.04,0.00,88,995
04-10-2017-17-58-58,68.58,0.00,148,901
04-10-2017-17-58-59,317.50,0.00,1135,214
04-10-2017-17-58-59,88.90,0.00,107,239
04-10-2017-17-58-59,76.20,0.00,90,243
04-10-2017-17-58-59,71.12,0.00,90,208
04-10-2017-17-59-00,71.12,0.00,89,225
04-10-2017-17-59-00,66.04,0.00,88,946
04-10-2017-17-59-00,68.58,0.00,87,1
04-10-2017-17-59-00,71.12,0.00,112,1114
04-10-2017-17-59-00,93.98,0.00,549,1031
04-10-2017-17-59-01,317.50,0.00,1105,953
04-10-2017-17-59-01,317.50,0.00,971,929
04-10-2017-17-59-01,317.50,0.00,538,948
04-10-2017-17-59-01,220.98,0.00,383,940
04-10-2017-17-59-01,358.14,0.00,390,906
04-10-2017-17-59-02,208.28,0.00,392,928
04-10-2017-17-59-02,355.60,0.00,385,886
04-10-2017-17-59-02,347.98,0.00,374,902
04-10-2017-17-59-02,259.08,0.00,380,954
04-10-2017-17-59-03,347.98,0.00,375,990
04-10-2017-17-59-03,635.00,0.00,1269,1044
04-10-2017-17-59-03,637.54,0.00,1141,1132
04-10-2017-17-59-03,635.00,0.00,1111,1182
04-10-2017-17-59-03,635.00,0.00,775,1278
04-10-2017-17-59-04,279.40,0.00,1040,1484
04-10-2017-17-59-04,317.50,0.00,1038,1
04-10-2017-17-59-04,317.50,0.00,852,1
04-10-2017-17-59-04,317.50,0.00,661,1
04-10-2017-17-59-04,317.50,0.00,573,1946
04-10-2017-17-59-05,317.50,0.00,506,1331
04-10-2017-17-59-05,317.50,0.00,501,1312
04-10-2017-17-59-05,317.50,0.00,505,1
04-10-2017-17-59-05,317.50,0.00,503,291
04-10-2017-17-59-06,220.98,0.00,532,323
04-10-2017-17-59-06,317.50,0.00,1,364
04-10-2017-17-59-06,317.50,0.00,752,434
04-10-2017-17-59-06,200.66,0.00,700,1
04-10-2017-17-59-06,276.86,0.00,670,1
04-10-2017-17-59-07,236.22,0.00,569,1
04-10-2017-17-59-07,215.90,0.00,226,1
04-10-2017-17-59-07,187.96,0.00,203,1
04-10-2017-17-59-07,185.42,0.00,595,1
04-10-2017-17-59-07,170.18,0.00,682,1
04-10-2017-17-59-08,317.50,0.00,715,1
04-10-2017-17-59-08,317.50,0.00,694,1
04-10-2017-17-59-08,317.50,0.00,710,1
04-10-2017-17-59-08,127.00,0.00,688,1
04-10-2017-17-59-09,317.50,0.00,711,1
04-10-2017-17-59-09,317.50,0.00,756,1
04-10-2017-17-59-09,177.80,0.00,832,756
04-10-2017-17-59-09,317.50,0.00,860,1145
04-10-2017-17-59-09,203.20,0.00,881,1
04-10-2017-17-59-10,213.36,0.00,900,1
04-10-2017-17-59-10,226.06,0.00,288,1
04-10-2017-17-59-10,139.70,0.00,857,1
04-10-2017-17-59-10,121.92,0.00,171,624
04-10-2017-17-59-10,53.34,0.00,72,530
04-10-2017-17-59-11,55.88,0.00,108,476
04-10-2017-17-59-11,63.50,0.00,88,443
04-10-2017-17-59-11,68.58,0.00,1,430
04-10-2017-17-59-11,73.66,0.00,94,429
04-10-2017-17-59-12,76.20,0.00,104,431
04-10-2017-17-59-12,81.28,0.00,107,435
04-10-2017-17-59-12,93.98,0.00,992,439
04-10-2017-17-59-12,261.62,0.00,1030,447
04-10-2017-17-59-12,254.00,0.00,843,456
04-10-2017-17-59-13,248.92,0.00,661,464
04-10-2017-17-59-13,243.84,0.00,638,468
04-10-2017-17-59-13,238.76,0.00,647,477
04-10-2017-17-59-13,231.14,0.00,628,479
04-10-2017-17-59-13,287.02,0.00,623,484
04-10-2017-17-59-14,220.98,0.00,616,480
04-10-2017-17-59-14,317.50,0.00,611,481
04-10-2017-17-59-14,213.36,0.00,623,495
04-10-2017-17-59-14,210.82,0.00,640,491
04-10-2017-17-59-15,213.36,0.00,631,489
04-10-2017-17-59-15,215.90,0.00,645,486
04-10-2017-17-59-15,215.90,0.00,646,487
04-10-2017-17-59-15,215.90,0.00,648,490
04-10-2017-17-59-15,215.90,0.00,659,490
04-10-2017-17-59-16,215.90,0.00,623,489
04-10-2017-17-59-16,210.82,0.00,612,492
04-10-2017-17-59-16,210.82,0.00,617,495
04-10-2017-17-59-16,208.28,0.00,616,503
04-10-2017-17-59-16,203.20,0.00,619,521
04-10-2017-17-59-17,200.66,0.00,620,537
04-10-2017-17-59-17,193.04,0.00,623,559
04-10-2017-17-59-17,254.00,0.00,610,661
04-10-2017-17-59-17,317.50,0.00,601,667
04-10-2017-17-59-18,228.60,0.00,257,676
04-10-2017-17-59-18,317.50,0.00,573,688
04-10-2017-17-59-18,317.50,0.00,558,687
04-10-2017-17-59-18,317.50,0.00,550,694
04-10-2017-17-59-18,317.50,0.00,544,695
04-10-2017-17-59-19,635.00,0.00,540,708
04-10-2017-17-59-19,635.00,0.00,536,680
04-10-2017-17-59-19,635.00,0.00,535,671
04-10-2017-17-59-19,637.54,0.00,558,660
04-10-2017-17-59-19,635.00,0.00,583,711
04-10-2017-17-59-20,635.00,0.00,598,695
04-10-2017-17-59-20,635.00,0.00,883,710
04-10-2017-17-59-20,635.00,0.00,834,715
04-10-2017-17-59-20,132.08,0.00,791,711
04-10-2017-17-59-20,127.00,0.00,777,307
04-10-2017-17-59-21,119.38,0.00,740,322
04-10-2017-17-59-21,119.38,0.00,141,343
04-10-2017-17-59-21,121.92,0.00,668,329
04-10-2017-17-59-21,124.46,0.00,639,374
04-10-2017-17-59-22,127.00,0.00,600,319
04-10-2017-17-59-22,317.50,0.00,553,320
04-10-2017-17-59-22,317.50,0.00,529,707
04-10-2017-17-59-22,317.50,0.00,567,656
04-10-2017-17-59-22,317.50,0.00,608,651
04-10-2017-17-59-23,317.50,0.00,660,668
04-10-2017-17-59-23,320.04,0.00,635,765
04-10-2017-17-59-23,317.50,0.00,653,742
04-10-2017-17-59-23,320.04,0.00,637,717
04-10-2017-17-59-23,317.50,0.00,666,688
04-10-2017-17-59-24,317.50,0.00,664,658
04-10-2017-17-59-24,276.86,0.00,670,609
04-10-2017-17-59-24,317.50,0.00,293,723
04-10-2017-17-59-24,320.04,0.00,709,787
04-10-2017-17-59-25,213.36,0.00,716,863
04-10-2017-17-59-25,228.60,0.00,719,739
04-10-2017-17-59-25,243.84,0.00,714,835
04-10-2017-17-59-25,261.62,0.00,716,815
04-10-2017-17-59-25,271.78,0.00,723,792
04-10-2017-17-59-26,274.32,0.00,706,781
04-10-2017-17-59-26,91.44,0.00,730,760
04-10-2017-17-59-26,73.66,0.00,95,631
04-10-2017-17-59-26,66.04,0.00,84,545
04-10-2017-17-59-26,68.58,0.00,80,557
04-10-2017-17-59-27,68.58,0.00,91,564
04-10-2017-17-59-27,76.20,0.00,100,563
04-10-2017-17-59-27,76.20,0.00,114,595
04-10-2017-17-59-27,96.52,0.00,130,600
04-10-2017-17-59-28,111.76,0.00,1065,644
04-10-2017-17-59-28,317.50,0.00,881,700
04-10-2017-17-59-28,358.14,0.00,751,678
04-10-2017-17-59-28,195.58,0.00,521,661
04-10-2017-17-59-28,124.46,0.00,150,638
04-10-2017-17-59-29,142.24,0.00,169,629
04-10-2017-17-59-29,144.78,0.00,183,628
04-10-2017-17-59-29,147.32,0.00,162,624
04-10-2017-17-59-29,142.24,0.00,159,628
04-10-2017-17-59-29,137.16,0.00,154,621
04-10-2017-17-59-30,134.62,0.00,152,629
04-10-2017-17-59-30,127.00,0.00,150,635
04-10-2017-17-59-30,137.16,0.00,178,633
04-10-2017-17-59-30,185.42,0.00,833,629
04-10-2017-17-59-30,241.30,0.00,469,631
04-10-2017-17-59-31,368.30,0.00,452,614
04-10-2017-17-59-31,190.50,0.00,837,625
04-10-2017-17-59-31,106.68,0.00,123,636
04-10-2017-17-59-31,99.06,0.00,149,635
04-10-2017-17-59-32,99.06,0.00,119,632
04-10-2017-17-59-32,99.06,0.00,120,630
04-10-2017-17-59-32,99.06,0.00,119,637
04-10-2017-17-59-32,96.52,0.00,118,634
04-10-2017-17-59-32,96.52,0.00,128,638
04-10-2017-17-59-33,114.30,0.00,797,645
04-10-2017-17-59-33,317.50,0.00,779,651
04-10-2017-17-59-33,320.04,0.00,761,658
04-10-2017-17-59-33,312.42,0.00,787,292
04-10-2017-17-59-33,302.26,0.00,761,262
04-10-2017-17-59-34,294.64,0.00,734,265
04-10-2017-17-59-34,287.02,0.00,716,672
04-10-2017-17-59-34,279.40,0.00,709,670
04-10-2017-17-59-34,271.78,0.00,725,672
04-10-2017-17-59-35,271.78,0.00,791,675
04-10-2017-17-59-35,266.70,0.00,799,671
04-10-2017-17-59-35,264.16,0.00,833,671
04-10-2017-17-59-35,261.62,0.00,808,672
04-10-2017-17-59-35,264.16,0.00,811,668
04-10-2017-17-59-36,264.16,0.00,362,667
04-10-2017-17-59-36,264.16,0.00,801,661
04-10-2017-17-59-36,269.24,0.00,737,662
04-10-2017-17-59-36,264.16,0.00,777,659
04-10-2017-17-59-36,264.16,0.00,827,663
04-10-2017-17-59-37,264.16,0.00,806,659
04-10-2017-17-59-37,266.70,0.00,808,661
04-10-2017-17-59-37,317.50,0.00,856,649
04-10-2017-17-59-37,317.50,0.00,842,660
04-10-2017-17-59-38,271.78,0.00,353,659
04-10-2017-17-59-38,271.78,0.00,758,653
04-10-2017-17-59-38,269.24,0.00,736,651
04-10-2017-17-59-38,274.32,0.00,800,650
04-10-2017-17-59-38,276.86,0.00,800,656
04-10-2017-17-59-39,276.86,0.00,695,656
04-10-2017-17-59-39,276.86,0.00,703,657
04-10-2017-17-59-39,279.40,0.00,699,657
