133.25,7.5,190717,7/20/2017 18:00,-84.39178333,33.75740667,915,7/20/2017 0:11,12.7,17.78,93.98,801,529.6666667
134.29,7.52,190717,7/20/2017 18:00,-84.39175667,33.75738,916,7/20/2017 0:11,12.7,17.78,92.71,1191.5,602.25
135.21,7.1,190717,7/20/2017 18:00,-84.391735,33.75735667,917,7/20/2017 0:11,14.39333333,17.78,93.98,1,1
137.4,6.81,190717,7/20/2017 18:00,-84.39171167,33.757335,918,7/20/2017 0:11,13.716,18.288,94.996,469.2,561.8
138.92,6.53,190717,7/20/2017 18:00,-84.39168667,33.75731333,919,7/20/2017 0:11,15.24,19.05,96.52,592.5,356.5
141.12,6.27,190717,7/20/2017 18:00,-84.39166667,33.75729167,920,7/20/2017 0:11,12.7,17.78,92.71,300.5,520
142.36,5.77,190717,7/20/2017 18:00,-84.39164667,33.75727333,921,7/20/2017 0:11,13.335,17.78,93.345,991.75,764.25
152.94,5.76,190717,7/20/2017 18:00,-84.39163167,33.75725167,922,7/20/2017 0:11,13.54666667,17.78,94.82666667,910.3333333,452.3333333
152.14,5.72,190717,7/20/2017 18:00,-84.39161,33.75722667,923,7/20/2017 0:11,12.7,17.78,92.71,1100.25,207.75
151.63,7.23,190717,7/20/2017 18:00,-84.39157333,33.75717833,924,7/20/2017 0:11,12.7,18.62666667,94.82666667,1152.333333,280.6666667
150.01,5.76,190717,7/20/2017 18:00,-84.39154833,33.75715833,925,7/20/2017 0:11,12.7,17.78,91.44,1147.75,185.5
147.85,4.97,190717,7/20/2017 18:00,-84.39152333,33.75713833,926,7/20/2017 0:11,13.54666667,17.78,89.74666667,745,535.6666667
147.01,4.81,190717,7/20/2017 18:00,-84.391505,33.75712167,927,7/20/2017 0:11,12.7,17.78,91.44,1091.75,299.25
145.94,4.87,190717,7/20/2017 18:00,-84.39148833,33.75710833,928,7/20/2017 0:11,12.7,18.415,94.615,1077.5,267.25
145.55,5.31,190717,7/20/2017 18:00,-84.391475,33.75709167,929,7/20/2017 0:11,14.39333333,17.78,96.52,1079.333333,261.6666667
144.55,3.03,190717,7/20/2017 18:00,-84.39146333,33.75707,930,7/20/2017 0:11,13.54666667,18.62666667,93.98,1077,263.6666667
144.29,1.75,190717,7/20/2017 18:00,-84.39145333,33.75705,931,7/20/2017 0:11,12.7,18.415,91.44,1089.75,266
143.96,1.43,190717,7/20/2017 18:00,-84.39144,33.75703167,932,7/20/2017 0:11,12.7,19.05,92.075,1081.25,275.5
