185.43,10.3,190717,7/20/2017 17:55,-84.38896167,33.76915,579,7/20/2017 0:06,13.54666667,17.78,89.74666667,275.3333333,1
184.44,10.53,190717,7/20/2017 17:55,-84.388965,33.76910167,580,7/20/2017 0:06,12.7,18.62666667,92.28666667,1,235.6666667
183.71,10.78,190717,7/20/2017 17:55,-84.38897,33.76905167,581,7/20/2017 0:06,12.7,17.78,92.075,1,503.25
182.75,11.12,190717,7/20/2017 17:55,-84.38897167,33.76900167,582,7/20/2017 0:06,12.7,17.78,91.44,1,485.6666667
181.99,10.93,190717,7/20/2017 17:55,-84.388975,33.76895167,583,7/20/2017 0:06,12.7,17.78,89.535,360.75,360.5
182.37,10.43,190717,7/20/2017 17:55,-84.38898,33.768905,584,7/20/2017 0:06,14.39333333,17.78,89.74666667,154.6666667,1088.666667
182.92,10.61,190717,7/20/2017 17:55,-84.388985,33.768855,585,7/20/2017 0:06,13.335,17.78,93.345,1,223.75
182.93,10.68,190717,7/20/2017 17:55,-84.38898833,33.76880667,586,7/20/2017 0:06,13.97,18.415,94.615,183,203.5
182.13,11.32,190717,7/20/2017 17:55,-84.38898667,33.76875333,587,7/20/2017 0:06,13.54666667,17.78,90.59333333,398.6666667,1
181.49,11.72,190717,7/20/2017 17:55,-84.388985,33.76869833,588,7/20/2017 0:06,12.7,19.05,88.265,397,374.5
182.52,13.17,190717,7/20/2017 17:55,-84.38898833,33.76864,589,7/20/2017 0:06,13.54666667,17.78,91.44,415.6666667,1
184.22,13.58,190717,7/20/2017 17:55,-84.38899333,33.76857833,590,7/20/2017 0:06,12.7,18.415,90.17,418.75,246
186.29,13.56,190717,7/20/2017 17:55,-84.38900167,33.76851667,591,7/20/2017 0:06,13.54666667,17.78,95.67333333,423,588
186.92,13.29,190717,7/20/2017 17:55,-84.38900667,33.76845,592,7/20/2017 0:06,13.97,17.78,90.805,424.25,529.25
186.55,13.25,190717,7/20/2017 17:55,-84.38901333,33.76839,593,7/20/2017 0:06,13.335,17.78,90.17,428,235.75
185.46,12.65,190717,7/20/2017 17:55,-84.389015,33.76833,594,7/20/2017 0:06,12.7,17.78,93.13333333,442.6666667,585.6666667
