,USRight,USLeft,USRear,LidarRight,LidarLeft,SO,NO,P10,P25,O3,CO,timestamp,sensor,DateN,TimeN,sequenceTime
3722,15.24,17.78,88.9,794,746,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220236,3722
3723,15.24,17.78,91.44,796,735,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220236,3723
3724,12.7,17.78,91.44,794,720,4095,4095,12.3,9.5,4095,4095,1.90717E+11,proximity,190717,220237,3724
3725,12.7,17.78,88.9,798,733,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220237,3725
3726,12.7,17.78,93.98,797,710,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220237,3726
3727,12.7,20.32,96.52,794,698,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220237,3727
3728,12.7,17.78,96.52,800,694,4095,4095,12.3,9.6,4095,4095,1.90717E+11,proximity,190717,220238,3728
3729,15.24,17.78,91.44,794,707,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220238,3729
3730,12.7,20.32,91.44,800,692,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220238,3730
3731,12.7,17.78,96.52,800,704,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220239,3731
3732,12.7,20.32,88.9,791,701,4095,4095,12.3,9.6,4095,4095,1.90717E+11,proximity,190717,220239,3732
3733,15.24,17.78,91.44,797,689,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220239,3733
3734,15.24,17.78,88.9,798,680,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220239,3734
3735,12.7,17.78,91.44,802,686,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220240,3735
3736,12.7,17.78,91.44,799,690,4095,4095,11.1,9.6,4095,4095,1.90717E+11,proximity,190717,220240,3736
3737,12.7,20.32,91.44,791,702,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220240,3737
3738,12.7,20.32,93.98,798,722,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220241,3738
3739,15.24,17.78,96.52,799,732,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220241,3739
3740,15.24,17.78,91.44,795,714,4095,4095,10.8,9.7,4095,4095,1.90717E+11,proximity,190717,220241,3740
3741,12.7,17.78,96.52,798,726,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220241,3741
3742,12.7,17.78,88.9,800,719,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220242,3742
3743,12.7,17.78,93.98,798,714,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220242,3743
3744,12.7,17.78,96.52,798,733,4095,4095,10.7,9.6,4095,4095,1.90717E+11,proximity,190717,220242,3744
3745,12.7,17.78,91.44,504,1297,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220243,3745
3746,12.7,17.78,93.98,1,1288,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220243,3746
3747,15.24,20.32,88.9,794,1278,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220243,3747
3748,12.7,17.78,91.44,788,772,4095,4095,10.6,9.5,4095,4095,1.90717E+11,proximity,190717,220243,3748
3749,15.24,17.78,93.98,796,795,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220244,3749
3750,12.7,20.32,93.98,788,1297,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220244,3750
3751,15.24,20.32,91.44,785,1298,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220244,3751
3752,12.7,17.78,91.44,786,752,4095,4095,10.6,9.5,4095,4095,1.90717E+11,proximity,190717,220244,3752
3753,12.7,20.32,88.9,240,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220245,3753
3754,15.24,17.78,93.98,321,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220245,3754
3755,12.7,17.78,91.44,636,1186,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220245,3755
3756,12.7,17.78,88.9,1,954,4095,4095,10.6,9.5,4095,4095,1.90717E+11,proximity,190717,220246,3756
3757,15.24,20.32,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220246,3757
3758,12.7,17.78,91.44,879,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220246,3758
3759,12.7,17.78,91.44,1493,1618,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220247,3759
3760,12.7,17.78,91.44,1487,1,4095,4095,10.5,9.4,4095,4095,1.90717E+11,proximity,190717,220247,3760
3761,12.7,17.78,91.44,1508,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220247,3761
3762,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220247,3762
3763,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220248,3763
3764,12.7,20.32,99.06,1,1111,4095,4095,10.4,9.4,4095,4095,1.90717E+11,proximity,190717,220248,3764
3765,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220248,3765
3766,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220249,3766
3767,15.24,17.78,93.98,1953,1378,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220249,3767
3768,12.7,20.32,91.44,1,1,4095,4095,10.3,9.3,4095,4095,1.90717E+11,proximity,190717,220249,3768
3769,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220249,3769
3770,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220249,3770
3771,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220250,3771
3772,15.24,20.32,99.06,1048,765,4095,4095,10.2,9.2,4095,4095,1.90717E+11,proximity,190717,220250,3772
3773,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220251,3773
3774,12.7,17.78,88.9,3152,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220251,3774
3775,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220251,3775
3776,12.7,17.78,91.44,1,1,4095,4095,10.2,9.2,4095,4095,1.90717E+11,proximity,190717,220251,3776
3777,15.24,20.32,99.06,1,903,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220252,3777
3778,12.7,17.78,88.9,1,836,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220252,3778
3779,15.24,17.78,91.44,1,805,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220252,3779
3780,12.7,17.78,96.52,1,1,4095,4095,10.2,9.2,4095,4095,1.90717E+11,proximity,190717,220253,3780
3781,12.7,17.78,99.06,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220253,3781
3782,15.24,17.78,96.52,1,527,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220253,3782
3783,12.7,17.78,93.98,1,443,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220253,3783
3784,12.7,17.78,99.06,1,372,4095,4095,10.2,9.2,4095,4095,1.90717E+11,proximity,190717,220254,3784
3785,12.7,17.78,93.98,1,359,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220254,3785
3786,12.7,17.78,93.98,1,431,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220254,3786
3787,12.7,17.78,93.98,1101,515,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220254,3787
3788,12.7,17.78,91.44,1,509,4095,4095,10.2,9.2,4095,4095,1.90717E+11,proximity,190717,220255,3788
3789,12.7,17.78,99.06,1,488,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220255,3789
3790,12.7,17.78,91.44,1027,504,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220255,3790
3791,12.7,17.78,96.52,1008,533,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220256,3791
3792,12.7,17.78,99.06,1053,587,4095,4095,10.2,9.1,4095,4095,1.90717E+11,proximity,190717,220256,3792
3793,12.7,17.78,96.52,221,620,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220256,3793
3794,12.7,17.78,96.52,188,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220257,3794
3795,15.24,17.78,91.44,1,773,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220257,3795
3796,12.7,17.78,88.9,993,697,4095,4095,10.1,8.9,4095,4095,1.90717E+11,proximity,190717,220257,3796
3797,12.7,17.78,88.9,1,743,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220257,3797
3798,12.7,20.32,88.9,892,616,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220258,3798
3799,12.7,17.78,91.44,924,587,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220258,3799
3800,12.7,17.78,88.9,794,609,4095,4095,9.9,8.6,4095,4095,1.90717E+11,proximity,190717,220258,3800
3801,12.7,17.78,91.44,1,587,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220259,3801
3802,12.7,17.78,91.44,779,458,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220259,3802
3803,12.7,17.78,91.44,1,433,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220259,3803
3804,15.24,17.78,91.44,700,443,4095,4095,9.8,8.4,4095,4095,1.90717E+11,proximity,190717,220259,3804
3805,12.7,17.78,96.52,719,458,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220259,3805
3806,15.24,17.78,96.52,736,603,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220300,3806
3807,12.7,17.78,96.52,311,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220300,3807
3808,12.7,17.78,93.98,318,1,4095,4095,9.7,8.4,4095,4095,1.90717E+11,proximity,190717,220301,3808
3809,12.7,17.78,99.06,751,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220301,3809
3810,12.7,17.78,96.52,737,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220301,3810
3811,15.24,17.78,91.44,730,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220301,3811
3812,12.7,17.78,93.98,725,1483,4095,4095,9.6,8.3,4095,4095,1.90717E+11,proximity,190717,220302,3812
3813,12.7,17.78,93.98,715,1480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220302,3813
3814,15.24,17.78,91.44,708,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220302,3814
3815,12.7,20.32,91.44,685,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220302,3815
3816,15.24,17.78,88.9,1,684,4095,4095,9.5,8.3,4095,4095,1.90717E+11,proximity,190717,220303,3816
3817,15.24,20.32,91.44,659,665,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220303,3817
3818,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220303,3818
3819,12.7,17.78,96.52,311,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220304,3819
3820,12.7,17.78,93.98,459,1,4095,4095,9.4,8.3,4095,4095,1.90717E+11,proximity,190717,220304,3820
3821,15.24,20.32,88.9,655,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220304,3821
3822,12.7,17.78,91.44,657,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220304,3822
3823,12.7,17.78,91.44,648,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220304,3823
3824,12.7,20.32,96.52,1,1409,4095,4095,9.4,8.2,4095,4095,1.90717E+11,proximity,190717,220305,3824
3825,12.7,20.32,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220305,3825
3826,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220306,3826
3827,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220306,3827
3828,12.7,17.78,101.6,1,1,4095,4095,9.4,8.1,4095,4095,1.90717E+11,proximity,190717,220306,3828
3829,15.24,20.32,91.44,682,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220306,3829
3830,12.7,17.78,96.52,673,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220307,3830
3831,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220307,3831
3832,12.7,17.78,91.44,1,1,4095,4095,9.5,8.1,4095,4095,1.90717E+11,proximity,190717,220307,3832
3833,12.7,20.32,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220308,3833
3834,12.7,17.78,93.98,530,628,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220308,3834
3835,15.24,17.78,91.44,506,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220308,3835
3836,12.7,17.78,91.44,498,806,4095,4095,9.5,8.1,4095,4095,1.90717E+11,proximity,190717,220308,3836
3837,12.7,17.78,93.98,503,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220309,3837
3838,12.7,17.78,93.98,495,4127,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220309,3838
3839,12.7,17.78,91.44,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220309,3839
3840,15.24,20.32,93.98,481,1,4095,4095,9.5,8,4095,4095,1.90717E+11,proximity,190717,220309,3840
3841,12.7,17.78,91.44,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220310,3841
3842,12.7,17.78,88.9,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220310,3842
3843,15.24,20.32,93.98,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220310,3843
3844,12.7,20.32,91.44,479,1,4095,4095,9.4,8,4095,4095,1.90717E+11,proximity,190717,220311,3844
3845,12.7,20.32,93.98,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220311,3845
3846,12.7,17.78,91.44,477,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220311,3846
3847,12.7,17.78,91.44,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220311,3847
3848,15.24,17.78,91.44,482,1,4095,4095,9.3,8,4095,4095,1.90717E+11,proximity,190717,220312,3848
3849,12.7,20.32,91.44,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220312,3849
3850,12.7,17.78,91.44,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220312,3850
3851,12.7,20.32,91.44,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220313,3851
3852,12.7,17.78,91.44,481,1459,4095,4095,9.3,8,4095,4095,1.90717E+11,proximity,190717,220313,3852
3853,15.24,20.32,101.6,477,1452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220313,3853
3854,15.24,20.32,91.44,413,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220313,3854
3855,12.7,20.32,93.98,258,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220314,3855
3856,12.7,17.78,88.9,489,1,4095,4095,9.3,8.1,4095,4095,1.90717E+11,proximity,190717,220314,3856
3857,12.7,20.32,91.44,325,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220314,3857
3858,12.7,20.32,91.44,323,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220314,3858
3859,12.7,20.32,91.44,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220315,3859
3860,15.24,20.32,91.44,487,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,220315,3860
3861,15.24,17.78,96.52,492,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220315,3861
3862,15.24,17.78,99.06,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220316,3862
3863,12.7,20.32,101.6,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220316,3863
3864,12.7,17.78,99.06,483,1,4095,4095,9.1,8.1,4095,4095,1.90717E+11,proximity,190717,220316,3864
3865,15.24,20.32,91.44,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220316,3865
3866,12.7,20.32,93.98,480,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220317,3866
3867,15.24,17.78,96.52,491,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220317,3867
3868,12.7,17.78,96.52,484,1,4095,4095,9.1,8,4095,4095,1.90717E+11,proximity,190717,220317,3868
3869,12.7,17.78,91.44,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220318,3869
3870,12.7,20.32,91.44,477,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220318,3870
3871,12.7,20.32,93.98,489,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220318,3871
3872,12.7,17.78,91.44,481,1,4095,4095,9.1,8.1,4095,4095,1.90717E+11,proximity,190717,220318,3872
3873,12.7,20.32,93.98,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220319,3873
3874,15.24,17.78,93.98,483,1570,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220319,3874
3875,12.7,17.78,88.9,480,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220319,3875
3876,15.24,17.78,93.98,488,1579,4095,4095,9.1,8.1,4095,4095,1.90717E+11,proximity,190717,220319,3876
3877,15.24,17.78,93.98,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220320,3877
3878,12.7,20.32,91.44,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220320,3878
3879,12.7,17.78,91.44,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220320,3879
3880,12.7,20.32,93.98,485,1,4095,4095,9.1,8.1,4095,4095,1.90717E+11,proximity,190717,220321,3880
3881,12.7,20.32,91.44,479,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220321,3881
3882,12.7,20.32,91.44,480,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220321,3882
3883,12.7,17.78,88.9,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220321,3883
3884,12.7,20.32,91.44,484,1,4095,4095,9,8,4095,4095,1.90717E+11,proximity,190717,220322,3884
3885,12.7,17.78,91.44,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220322,3885
3886,15.24,20.32,91.44,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220322,3886
3887,12.7,20.32,93.98,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220323,3887
3888,15.24,20.32,91.44,490,1,4095,4095,8.9,8,4095,4095,1.90717E+11,proximity,190717,220323,3888
3889,12.7,17.78,99.06,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220323,3889
3890,12.7,20.32,91.44,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220323,3890
3891,12.7,17.78,88.9,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220324,3891
3892,12.7,17.78,88.9,485,1,4095,4095,8.9,8,4095,4095,1.90717E+11,proximity,190717,220324,3892
3893,12.7,20.32,91.44,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220324,3893
3894,15.24,17.78,91.44,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220324,3894
3895,12.7,17.78,91.44,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220325,3895
3896,12.7,17.78,88.9,486,1,4095,4095,8.9,7.9,4095,4095,1.90717E+11,proximity,190717,220325,3896
3897,15.24,20.32,91.44,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220325,3897
3898,15.24,17.78,91.44,483,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220326,3898
3899,12.7,17.78,93.98,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220326,3899
3900,12.7,20.32,88.9,480,1,4095,4095,8.8,7.9,4095,4095,1.90717E+11,proximity,190717,220326,3900
3901,12.7,17.78,88.9,482,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220326,3901
3902,12.7,17.78,88.9,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220327,3902
3903,15.24,17.78,88.9,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220327,3903
3904,12.7,17.78,88.9,481,1,4095,4095,8.7,7.8,4095,4095,1.90717E+11,proximity,190717,220327,3904
3905,12.7,17.78,88.9,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220328,3905
3906,12.7,17.78,91.44,479,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220328,3906
3907,12.7,17.78,88.9,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220328,3907
3908,15.24,17.78,88.9,484,1,4095,4095,8.7,7.8,4095,4095,1.90717E+11,proximity,190717,220329,3908
3909,12.7,17.78,93.98,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220329,3909
3910,15.24,17.78,88.9,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220329,3910
3911,12.7,17.78,88.9,478,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220329,3911
3912,12.7,17.78,88.9,487,1,4095,4095,8.6,7.7,4095,4095,1.90717E+11,proximity,190717,220329,3912
3913,12.7,20.32,88.9,482,1558,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220330,3913
3914,12.7,17.78,88.9,486,1508,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220330,3914
3915,12.7,17.78,93.98,477,1523,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220330,3915
3916,12.7,17.78,88.9,485,1,4095,4095,8.6,7.7,4095,4095,1.90717E+11,proximity,190717,220331,3916
3917,12.7,20.32,91.44,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220331,3917
3918,12.7,17.78,91.44,482,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220331,3918
3919,12.7,17.78,88.9,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220331,3919
3920,12.7,17.78,91.44,484,1,4095,4095,8.5,7.6,4095,4095,1.90717E+11,proximity,190717,220332,3920
3921,12.7,17.78,93.98,482,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220332,3921
3922,12.7,17.78,91.44,482,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220332,3922
3923,12.7,17.78,88.9,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220333,3923
3924,12.7,17.78,88.9,480,1,4095,4095,8.5,7.6,4095,4095,1.90717E+11,proximity,190717,220333,3924
3925,12.7,20.32,99.06,479,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220333,3925
3926,12.7,17.78,91.44,487,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220333,3926
3927,15.24,17.78,91.44,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220334,3927
3928,12.7,17.78,88.9,491,1,4095,4095,8.5,7.6,4095,4095,1.90717E+11,proximity,190717,220334,3928
3929,12.7,17.78,93.98,492,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220334,3929
3930,12.7,17.78,91.44,491,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220334,3930
3931,12.7,17.78,88.9,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220335,3931
3932,12.7,17.78,88.9,490,1,4095,4095,8.6,7.7,4095,4095,1.90717E+11,proximity,190717,220335,3932
3933,12.7,20.32,93.98,492,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220335,3933
3934,12.7,17.78,88.9,493,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220336,3934
3935,15.24,17.78,91.44,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220336,3935
3936,12.7,17.78,88.9,491,1,4095,4095,8.8,7.7,4095,4095,1.90717E+11,proximity,190717,220336,3936
3937,12.7,20.32,88.9,490,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220337,3937
3938,12.7,17.78,91.44,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220337,3938
3939,12.7,17.78,91.44,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220337,3939
3940,12.7,17.78,91.44,487,1,4095,4095,8.8,7.8,4095,4095,1.90717E+11,proximity,190717,220337,3940
3941,15.24,20.32,91.44,491,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220338,3941
3942,12.7,17.78,96.52,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220338,3942
3943,15.24,17.78,88.9,492,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220338,3943
3944,12.7,17.78,88.9,489,1,4095,4095,8.8,7.8,4095,4095,1.90717E+11,proximity,190717,220339,3944
3945,12.7,20.32,93.98,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220339,3945
3946,12.7,17.78,88.9,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220339,3946
3947,15.24,17.78,91.44,489,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220339,3947
3948,12.7,17.78,91.44,490,1,4095,4095,8.7,7.8,4095,4095,1.90717E+11,proximity,190717,220339,3948
3949,12.7,17.78,91.44,485,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220340,3949
3950,12.7,17.78,93.98,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220340,3950
3951,12.7,17.78,91.44,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220340,3951
3952,12.7,17.78,91.44,485,1,4095,4095,8.6,7.7,4095,4095,1.90717E+11,proximity,190717,220341,3952
3953,12.7,17.78,93.98,486,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220341,3953
3954,12.7,17.78,88.9,488,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220341,3954
3955,15.24,17.78,96.52,481,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220342,3955
3956,12.7,17.78,88.9,484,1,4095,4095,8.6,7.6,4095,4095,1.90717E+11,proximity,190717,220342,3956
3957,15.24,17.78,93.98,495,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220342,3957
3958,12.7,17.78,99.06,484,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,220342,3958
