oms_risk,uv_index,altitude,temperature,pressure,humidity,timestamp,sensor,DateN,TimeN,sequenceTime,Time
Low,0.540829957,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215406,487,2017-07-19 21:54:06
Low,1.732262373,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215408,488,2017-07-19 21:54:08
Low,0.760374844,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215409,489,2017-07-19 21:54:09
NA,NA,261.5,47.8125,98220.75,NA,1.90717E+11,pressure_temperature,190717,215410,490,2017-07-19 21:54:10
NA,NA,NA,NA,NA,34.02363205,1.90717E+11,humidity,190717,215410,491,2017-07-19 21:54:10
Low,0.718875468,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215412,492,2017-07-19 21:54:12
Low,0.684069633,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215414,493,2017-07-19 21:54:14
NA,NA,261.9375,47.8125,98219,NA,1.90717E+11,pressure_temperature,190717,215414,494,2017-07-19 21:54:14
NA,NA,NA,NA,NA,31.1862812,1.90717E+11,humidity,190717,215415,495,2017-07-19 21:54:15
Low,0.666666687,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215416,496,2017-07-19 21:54:16
Low,0.670682728,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215418,497,2017-07-19 21:54:18
Low,1.618473887,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215419,498,2017-07-19 21:54:19
NA,NA,258.9375,47.9375,98246,NA,1.90717E+11,pressure_temperature,190717,215420,499,2017-07-19 21:54:20
NA,NA,NA,NA,NA,38.98166656,1.90717E+11,humidity,190717,215420,500,2017-07-19 21:54:20
Low,1.59973228,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215422,501,2017-07-19 21:54:22
Low,0.60107094,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215424,502,2017-07-19 21:54:24
NA,NA,262.25,48.125,98213.75,NA,1.90717E+11,pressure_temperature,190717,215425,503,2017-07-19 21:54:25
NA,NA,NA,NA,NA,30.92041016,1.90717E+11,humidity,190717,215425,504,2017-07-19 21:54:25
Low,0.70147258,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215426,505,2017-07-19 21:54:26
Low,1.614457846,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215428,506,2017-07-19 21:54:28
Low,1.547523379,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215429,507,2017-07-19 21:54:29
NA,NA,260.4375,48.375,98233.25,NA,1.90717E+11,pressure_temperature,190717,215430,508,2017-07-19 21:54:30
NA,NA,NA,NA,NA,39.77858353,1.90717E+11,humidity,190717,215430,509,2017-07-19 21:54:30
Low,1.484605074,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215432,510,2017-07-19 21:54:32
Low,1.547523379,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215434,511,2017-07-19 21:54:34
NA,NA,261.8125,48.625,98222,NA,1.90717E+11,pressure_temperature,190717,215435,512,2017-07-19 21:54:35
NA,NA,NA,NA,NA,35.71376038,1.90717E+11,humidity,190717,215435,513,2017-07-19 21:54:35
Low,1.601070881,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215436,514,2017-07-19 21:54:36
Low,1.597054839,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215438,515,2017-07-19 21:54:38
Low,1.570281148,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215439,516,2017-07-19 21:54:39
NA,NA,261.375,48.8125,98227.5,NA,1.90717E+11,pressure_temperature,190717,215439,517,2017-07-19 21:54:39
NA,NA,NA,NA,NA,35.94962311,1.90717E+11,humidity,190717,215440,518,2017-07-19 21:54:40
Low,1.484605074,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215442,519,2017-07-19 21:54:42
Low,1.64926374,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215444,520,2017-07-19 21:54:44
NA,NA,259.9375,49,98239.5,NA,1.90717E+11,pressure_temperature,190717,215444,521,2017-07-19 21:54:44
NA,NA,NA,NA,NA,42.16862869,1.90717E+11,humidity,190717,215445,522,2017-07-19 21:54:45
Low,1.662650585,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215446,523,2017-07-19 21:54:46
Low,1.409638524,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215448,524,2017-07-19 21:54:48
Low,1.602409601,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215449,525,2017-07-19 21:54:49
NA,NA,260.1875,49.1875,98227.25,NA,1.90717E+11,pressure_temperature,190717,215449,526,2017-07-19 21:54:49
NA,NA,NA,NA,NA,37.2636261,1.90717E+11,humidity,190717,215450,527,2017-07-19 21:54:50
Low,1.243641257,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215452,528,2017-07-19 21:54:52
Low,1.544846058,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215454,529,2017-07-19 21:54:54
NA,NA,262,49.375,98221.25,NA,1.90717E+11,pressure_temperature,190717,215454,530,2017-07-19 21:54:54
NA,NA,NA,NA,NA,37.84770584,1.90717E+11,humidity,190717,215455,531,2017-07-19 21:54:55
Low,0.614457846,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215456,532,2017-07-19 21:54:56
Low,0.476572961,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215458,533,2017-07-19 21:54:58
Low,0.510040164,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215459,534,2017-07-19 21:54:59
NA,NA,264.75,49.25,98191.5,NA,1.90717E+11,pressure_temperature,190717,215459,535,2017-07-19 21:54:59
NA,NA,NA,NA,NA,30.15629387,1.90717E+11,humidity,190717,215500,536,2017-07-19 21:55:00
Low,0.453815252,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215502,537,2017-07-19 21:55:02
Low,0.440428376,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215504,538,2017-07-19 21:55:04
NA,NA,264.4375,49.1875,98182,NA,1.90717E+11,pressure_temperature,190717,215505,539,2017-07-19 21:55:05
NA,NA,NA,NA,NA,30.22328377,1.90717E+11,humidity,190717,215505,540,2017-07-19 21:55:05
Low,0.688085675,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215506,541,2017-07-19 21:55:06
Low,0.511378825,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215508,542,2017-07-19 21:55:08
Low,1.576974511,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215509,543,2017-07-19 21:55:09
NA,NA,263.375,49.3125,98209.25,NA,1.90717E+11,pressure_temperature,190717,215509,544,2017-07-19 21:55:09
NA,NA,NA,NA,NA,38.36758423,1.90717E+11,humidity,190717,215510,545,2017-07-19 21:55:10
Low,1.663989305,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215512,546,2017-07-19 21:55:12
Low,1.658634543,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215514,547,2017-07-19 21:55:14
NA,NA,264.1875,49.6875,98196.5,NA,1.90717E+11,pressure_temperature,190717,215514,548,2017-07-19 21:55:14
NA,NA,NA,NA,NA,36.82678986,1.90717E+11,humidity,190717,215515,549,2017-07-19 21:55:15
Low,1.610441804,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215516,550,2017-07-19 21:55:16
Low,1.538152575,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215518,551,2017-07-19 21:55:18
Low,1.611780405,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215519,552,2017-07-19 21:55:19
NA,NA,265.5,49.875,98192,NA,1.90717E+11,pressure_temperature,190717,215519,553,2017-07-19 21:55:19
NA,NA,NA,NA,NA,36.74165344,1.90717E+11,humidity,190717,215520,554,2017-07-19 21:55:20
Low,1.59973228,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215522,555,2017-07-19 21:55:22
Low,1.737617135,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215524,556,2017-07-19 21:55:24
NA,NA,263.5625,50.0625,98194.75,NA,1.90717E+11,pressure_temperature,190717,215525,557,2017-07-19 21:55:25
NA,NA,NA,NA,NA,43.16511917,1.90717E+11,humidity,190717,215525,558,2017-07-19 21:55:25
Low,1.566265106,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215526,559,2017-07-19 21:55:26
Low,1.729585052,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215528,560,2017-07-19 21:55:28
Low,1.615796447,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215529,561,2017-07-19 21:55:29
NA,NA,262.1875,50.25,98220.75,NA,1.90717E+11,pressure_temperature,190717,215529,562,2017-07-19 21:55:29
NA,NA,NA,NA,NA,43.46169662,1.90717E+11,humidity,190717,215530,563,2017-07-19 21:55:30
Low,1.732262373,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215532,564,2017-07-19 21:55:32
Low,1.714859366,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215534,565,2017-07-19 21:55:34
NA,NA,259.9375,50.375,98244.5,NA,1.90717E+11,pressure_temperature,190717,215534,566,2017-07-19 21:55:34
NA,NA,NA,NA,NA,40.9216156,1.90717E+11,humidity,190717,215535,567,2017-07-19 21:55:35
Low,0.911646605,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215536,568,2017-07-19 21:55:36
Low,0.539491296,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215538,569,2017-07-19 21:55:38
Low,1.697456479,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215539,570,2017-07-19 21:55:39
NA,NA,257.375,50.25,98278,NA,1.90717E+11,pressure_temperature,190717,215539,571,2017-07-19 21:55:39
NA,NA,NA,NA,NA,40.55386353,1.90717E+11,humidity,190717,215540,572,2017-07-19 21:55:40
Low,1.729585052,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215542,573,2017-07-19 21:55:42
Low,1.493975878,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215544,574,2017-07-19 21:55:44
NA,NA,253.5,50.1875,98317,NA,1.90717E+11,pressure_temperature,190717,215544,575,2017-07-19 21:55:44
NA,NA,NA,NA,NA,37.98727036,1.90717E+11,humidity,190717,215545,576,2017-07-19 21:55:45
Low,0.058902275,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215546,577,2017-07-19 21:55:46
Low,0.033467203,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215548,578,2017-07-19 21:55:48
Low,0.002677376,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215549,579,2017-07-19 21:55:49
NA,NA,244.9375,49.875,98423.5,NA,1.90717E+11,pressure_temperature,190717,215550,580,2017-07-19 21:55:50
NA,NA,NA,NA,NA,73.46810913,1.90717E+11,humidity,190717,215550,581,2017-07-19 21:55:50
Low,0.06827309,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215552,582,2017-07-19 21:55:52
Low,0.161981255,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215554,583,2017-07-19 21:55:54
NA,NA,246.125,49.6875,98403.75,NA,1.90717E+11,pressure_temperature,190717,215555,584,2017-07-19 21:55:55
NA,NA,NA,NA,NA,74.47994995,1.90717E+11,humidity,190717,215555,585,2017-07-19 21:55:55
Low,0.112449795,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215556,586,2017-07-19 21:55:56
Low,0.002677376,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215558,587,2017-07-19 21:55:58
Low,0.004016064,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215559,588,2017-07-19 21:55:59
NA,NA,244.1875,49.5,98418.5,NA,1.90717E+11,pressure_temperature,190717,215600,589,2017-07-19 21:56:00
NA,NA,NA,NA,NA,73.28527832,1.90717E+11,humidity,190717,215600,590,2017-07-19 21:56:00
Low,0.028112449,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215602,591,2017-07-19 21:56:02
Low,0.821954489,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215604,592,2017-07-19 21:56:04
NA,NA,253.4375,49.5,98315.25,NA,1.90717E+11,pressure_temperature,190717,215604,593,2017-07-19 21:56:04
NA,NA,NA,NA,NA,40.93976212,1.90717E+11,humidity,190717,215605,594,2017-07-19 21:56:05
Low,0.871485949,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215606,595,2017-07-19 21:56:06
Low,0.696117818,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215608,596,2017-07-19 21:56:08
Low,1.084337354,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215609,597,2017-07-19 21:56:09
NA,NA,256.125,49.5625,98288.25,NA,1.90717E+11,pressure_temperature,190717,215610,598,2017-07-19 21:56:10
NA,NA,NA,NA,NA,37.69906998,1.90717E+11,humidity,190717,215610,599,2017-07-19 21:56:10
Low,1.184738994,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215612,600,2017-07-19 21:56:12
Low,0.756358743,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215614,601,2017-07-19 21:56:14
NA,NA,256.3125,49.6875,98283,NA,1.90717E+11,pressure_temperature,190717,215615,602,2017-07-19 21:56:15
NA,NA,NA,NA,NA,38.92793655,1.90717E+11,humidity,190717,215615,603,2017-07-19 21:56:15
Low,1.317269087,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215616,604,2017-07-19 21:56:16
Low,0.973226249,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215618,605,2017-07-19 21:56:18
Low,0.757697463,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215619,606,2017-07-19 21:56:19
NA,NA,258,49.8125,98272,NA,1.90717E+11,pressure_temperature,190717,215619,607,2017-07-19 21:56:19
NA,NA,NA,NA,NA,32.22045517,1.90717E+11,humidity,190717,215620,608,2017-07-19 21:56:20
Low,1.459169984,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215622,609,2017-07-19 21:56:22
Low,1.516733646,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215624,610,2017-07-19 21:56:24
NA,NA,256.9375,50,98273.5,NA,1.90717E+11,pressure_temperature,190717,215625,611,2017-07-19 21:56:25
NA,NA,NA,NA,NA,31.59450722,1.90717E+11,humidity,190717,215625,612,2017-07-19 21:56:25
Low,0.728246331,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215626,613,2017-07-19 21:56:26
Low,0.370816588,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215628,614,2017-07-19 21:56:28
Low,0.358768404,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215629,615,2017-07-19 21:56:29
NA,NA,259.5625,49.875,98248.75,NA,1.90717E+11,pressure_temperature,190717,215630,616,2017-07-19 21:56:30
NA,NA,NA,NA,NA,30.5694046,1.90717E+11,humidity,190717,215630,617,2017-07-19 21:56:30
Low,0.338688076,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215632,618,2017-07-19 21:56:32
Low,0.471218199,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215634,619,2017-07-19 21:56:34
NA,NA,259.5625,49.8125,98243.25,NA,1.90717E+11,pressure_temperature,190717,215635,620,2017-07-19 21:56:35
NA,NA,NA,NA,NA,30.77247238,1.90717E+11,humidity,190717,215635,621,2017-07-19 21:56:35
Low,0.489959836,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215636,622,2017-07-19 21:56:36
Low,0.495314598,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215638,623,2017-07-19 21:56:38
Low,0.487282455,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215639,624,2017-07-19 21:56:39
NA,NA,260.4375,49.6875,98234,NA,1.90717E+11,pressure_temperature,190717,215640,625,2017-07-19 21:56:40
NA,NA,NA,NA,NA,31.41028214,1.90717E+11,humidity,190717,215640,626,2017-07-19 21:56:40
Low,0.330655962,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215642,627,2017-07-19 21:56:42
Low,1.356091022,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215644,628,2017-07-19 21:56:44
NA,NA,259.5,49.8125,98250,NA,1.90717E+11,pressure_temperature,190717,215645,629,2017-07-19 21:56:45
NA,NA,NA,NA,NA,37.60067368,1.90717E+11,humidity,190717,215645,630,2017-07-19 21:56:45
Low,0.3493976,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215646,631,2017-07-19 21:56:46
Low,0.448460519,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215648,632,2017-07-19 21:56:48
Low,1.436412334,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215649,633,2017-07-19 21:56:49
NA,NA,260.125,49.8125,98245.25,NA,1.90717E+11,pressure_temperature,190717,215649,634,2017-07-19 21:56:49
NA,NA,NA,NA,NA,39.00539398,1.90717E+11,humidity,190717,215650,635,2017-07-19 21:56:50
Low,0.361445785,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215652,636,2017-07-19 21:56:52
Low,0.352074951,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215654,637,2017-07-19 21:56:54
NA,NA,262.125,49.75,98221.25,NA,1.90717E+11,pressure_temperature,190717,215655,638,2017-07-19 21:56:55
NA,NA,NA,NA,NA,30.28818321,1.90717E+11,humidity,190717,215655,639,2017-07-19 21:56:55
Low,0.338688076,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215656,640,2017-07-19 21:56:56
Low,0.336010695,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215658,641,2017-07-19 21:56:58
Low,0.321285129,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215659,642,2017-07-19 21:56:59
NA,NA,261.4375,49.6875,98224,NA,1.90717E+11,pressure_temperature,190717,215700,643,2017-07-19 21:57:00
NA,NA,NA,NA,NA,30.10186386,1.90717E+11,humidity,190717,215700,644,2017-07-19 21:57:00
Low,1.441767097,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215702,645,2017-07-19 21:57:02
Low,1.47657299,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215704,646,2017-07-19 21:57:04
NA,NA,259.125,50,98251.75,NA,1.90717E+11,pressure_temperature,190717,215705,647,2017-07-19 21:57:05
NA,NA,NA,NA,NA,42.28865433,1.90717E+11,humidity,190717,215705,648,2017-07-19 21:57:05
Low,1.515394926,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215706,649,2017-07-19 21:57:06
Low,1.540830016,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215708,650,2017-07-19 21:57:08
Low,1.477911592,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215710,651,2017-07-19 21:57:10
NA,NA,259.75,50.1875,98242.75,NA,1.90717E+11,pressure_temperature,190717,215710,652,2017-07-19 21:57:10
NA,NA,NA,NA,NA,39.35570145,1.90717E+11,humidity,190717,215710,653,2017-07-19 21:57:10
Low,1.519410968,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215712,654,2017-07-19 21:57:12
Low,1.49933064,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215714,655,2017-07-19 21:57:14
NA,NA,260,50.3125,98245.75,NA,1.90717E+11,pressure_temperature,190717,215715,656,2017-07-19 21:57:15
NA,NA,NA,NA,NA,38.89234543,1.90717E+11,humidity,190717,215715,657,2017-07-19 21:57:15
Low,1.488621116,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215716,658,2017-07-19 21:57:16
Low,1.547523379,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215718,659,2017-07-19 21:57:18
Low,1.515394926,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215720,660,2017-07-19 21:57:20
NA,NA,259.4375,50.4375,98246,NA,1.90717E+11,pressure_temperature,190717,215720,661,2017-07-19 21:57:20
NA,NA,NA,NA,NA,38.73254395,1.90717E+11,humidity,190717,215720,662,2017-07-19 21:57:20
Low,1.515394926,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215722,663,2017-07-19 21:57:22
Low,1.559571624,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215724,664,2017-07-19 21:57:24
NA,NA,259,50.625,98251.75,NA,1.90717E+11,pressure_temperature,190717,215725,665,2017-07-19 21:57:25
NA,NA,NA,NA,NA,39.15263367,1.90717E+11,humidity,190717,215725,666,2017-07-19 21:57:25
Low,1.510040164,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215726,667,2017-07-19 21:57:26
Low,1.49933064,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215728,668,2017-07-19 21:57:28
Low,1.507362723,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215729,669,2017-07-19 21:57:29
NA,NA,259.375,50.75,98249.5,NA,1.90717E+11,pressure_temperature,190717,215730,670,2017-07-19 21:57:30
NA,NA,NA,NA,NA,39.31801987,1.90717E+11,humidity,190717,215730,671,2017-07-19 21:57:30
Low,1.496653318,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215732,672,2017-07-19 21:57:32
Low,1.484605074,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215734,673,2017-07-19 21:57:34
NA,NA,259.75,50.9375,98241.75,NA,1.90717E+11,pressure_temperature,190717,215735,674,2017-07-19 21:57:35
NA,NA,NA,NA,NA,39.55039597,1.90717E+11,humidity,190717,215735,675,2017-07-19 21:57:35
Low,1.489959836,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215736,676,2017-07-19 21:57:36
Low,1.481927752,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215738,677,2017-07-19 21:57:38
Low,1.481927752,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215739,678,2017-07-19 21:57:39
NA,NA,259.4375,51.0625,98240.5,NA,1.90717E+11,pressure_temperature,190717,215740,679,2017-07-19 21:57:40
NA,NA,NA,NA,NA,38.74440765,1.90717E+11,humidity,190717,215740,680,2017-07-19 21:57:40
Low,1.489959836,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215742,681,2017-07-19 21:57:42
Low,1.484605074,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215744,682,2017-07-19 21:57:44
NA,NA,259.3125,51.1875,98247.75,NA,1.90717E+11,pressure_temperature,190717,215745,683,2017-07-19 21:57:45
NA,NA,NA,NA,NA,38.70882034,1.90717E+11,humidity,190717,215745,684,2017-07-19 21:57:45
Low,1.483266354,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215746,685,2017-07-19 21:57:46
Low,1.444444418,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215748,686,2017-07-19 21:57:48
Low,1.35073626,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215749,687,2017-07-19 21:57:49
NA,NA,260.6875,51.25,98235.25,NA,1.90717E+11,pressure_temperature,190717,215749,688,2017-07-19 21:57:49
NA,NA,NA,NA,NA,37.78420258,1.90717E+11,humidity,190717,215750,689,2017-07-19 21:57:50
Low,1.647925019,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215752,690,2017-07-19 21:57:52
Low,1.570281148,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215754,691,2017-07-19 21:57:54
NA,NA,259.6875,51.4375,98230,NA,1.90717E+11,pressure_temperature,190717,215755,692,2017-07-19 21:57:55
NA,NA,NA,NA,NA,39.83929443,1.90717E+11,humidity,190717,215755,693,2017-07-19 21:57:55
Low,1.52610445,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215756,694,2017-07-19 21:57:56
Low,1.404283762,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215758,695,2017-07-19 21:57:58
Low,0.23694779,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215759,696,2017-07-19 21:57:59
NA,NA,262.375,51.375,98208.25,NA,1.90717E+11,pressure_temperature,190717,215800,697,2017-07-19 21:58:00
NA,NA,NA,NA,NA,31.3942318,1.90717E+11,humidity,190717,215800,698,2017-07-19 21:58:00
Low,0.730923712,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215802,699,2017-07-19 21:58:02
Low,0.388219535,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215804,700,2017-07-19 21:58:04
NA,NA,264.5,51.1875,98199.25,NA,1.90717E+11,pressure_temperature,190717,215805,701,2017-07-19 21:58:05
NA,NA,NA,NA,NA,30.75153732,1.90717E+11,humidity,190717,215805,702,2017-07-19 21:58:05
Low,0.321285129,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215806,703,2017-07-19 21:58:06
Low,0.338688076,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215808,704,2017-07-19 21:58:08
Low,0.303882182,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215809,705,2017-07-19 21:58:09
NA,NA,265.4375,51.0625,98173,NA,1.90717E+11,pressure_temperature,190717,215809,706,2017-07-19 21:58:09
NA,NA,NA,NA,NA,29.45288658,1.90717E+11,humidity,190717,215810,707,2017-07-19 21:58:10
Low,0.302543491,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215812,708,2017-07-19 21:58:12
Low,0.311914325,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215814,709,2017-07-19 21:58:14
NA,NA,266.6875,51,98153.75,NA,1.90717E+11,pressure_temperature,190717,215814,710,2017-07-19 21:58:14
NA,NA,NA,NA,NA,35.79680252,1.90717E+11,humidity,190717,215815,711,2017-07-19 21:58:15
Low,0.348058909,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215816,712,2017-07-19 21:58:16
Low,0.423025429,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215818,713,2017-07-19 21:58:18
Low,0.914323926,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215819,714,2017-07-19 21:58:19
NA,NA,266.625,50.9375,98145.5,NA,1.90717E+11,pressure_temperature,190717,215820,715,2017-07-19 21:58:20
NA,NA,NA,NA,NA,30.67058945,1.90717E+11,humidity,190717,215820,716,2017-07-19 21:58:20
Low,0.305220872,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215822,717,2017-07-19 21:58:22
Low,0.313253015,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215824,718,2017-07-19 21:58:24
NA,NA,269.75,50.8125,98127.75,NA,1.90717E+11,pressure_temperature,190717,215824,719,2017-07-19 21:58:24
NA,NA,NA,NA,NA,29.68107605,1.90717E+11,humidity,190717,215825,720,2017-07-19 21:58:25
Low,0.243641227,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215826,721,2017-07-19 21:58:26
Low,1.195448399,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215828,722,2017-07-19 21:58:28
Low,0.459170014,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215829,723,2017-07-19 21:58:29
NA,NA,270.75,50.8125,98110,NA,1.90717E+11,pressure_temperature,190717,215829,724,2017-07-19 21:58:29
NA,NA,NA,NA,NA,29.77946854,1.90717E+11,humidity,190717,215830,725,2017-07-19 21:58:30
Low,0.306559563,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215832,726,2017-07-19 21:58:32
Low,0.319946438,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215834,727,2017-07-19 21:58:34
NA,NA,271.625,50.75,98101,NA,1.90717E+11,pressure_temperature,190717,215835,728,2017-07-19 21:58:35
NA,NA,NA,NA,NA,29.84436607,1.90717E+11,humidity,190717,215835,729,2017-07-19 21:58:35
Low,1.111111045,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215836,730,2017-07-19 21:58:36
Low,0.321285129,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,215838,731,2017-07-19 21:58:38
