oms_risk,uv_index,altitude,temperature,pressure,humidity,timestamp,sensor,DateN,TimeN,sequenceTime,Time
NA,NA,NA,NA,NA,29.30355263,1.90717E+11,humidity,190717,220620,1148,2017-07-19 22:06:20
Low,0.298527449,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220622,1149,2017-07-19 22:06:22
Low,0.291833997,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220624,1150,2017-07-19 22:06:24
NA,NA,273.5625,49.0625,98078.5,NA,1.90717E+11,pressure_temperature,190717,220625,1151,2017-07-19 22:06:25
NA,NA,NA,NA,NA,30.4417038,1.90717E+11,humidity,190717,220625,1152,2017-07-19 22:06:25
Low,1.029451132,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220626,1153,2017-07-19 22:06:26
Low,0.223560914,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220628,1154,2017-07-19 22:06:28
Low,0.222222224,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220629,1155,2017-07-19 22:06:29
NA,NA,271.75,49.0625,98114.25,NA,1.90717E+11,pressure_temperature,190717,220630,1156,2017-07-19 22:06:30
NA,NA,NA,NA,NA,74.64603424,1.90717E+11,humidity,190717,220630,1157,2017-07-19 22:06:30
Low,0.629183412,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220632,1158,2017-07-19 22:06:32
Low,0.465863436,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220634,1159,2017-07-19 22:06:34
NA,NA,273.3125,49.0625,98092,NA,1.90717E+11,pressure_temperature,190717,220635,1160,2017-07-19 22:06:35
NA,NA,NA,NA,NA,29.63013458,1.90717E+11,humidity,190717,220635,1161,2017-07-19 22:06:35
Low,0.485943764,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220636,1162,2017-07-19 22:06:36
Low,0.797858119,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220638,1163,2017-07-19 22:06:38
Low,0.744310558,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220639,1164,2017-07-19 22:06:39
NA,NA,273.5625,49,98084.5,NA,1.90717E+11,pressure_temperature,190717,220640,1165,2017-07-19 22:06:40
NA,NA,NA,NA,NA,32.38514328,1.90717E+11,humidity,190717,220640,1166,2017-07-19 22:06:40
Low,0.344042838,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220642,1167,2017-07-19 22:06:42
Low,0.270414978,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220644,1168,2017-07-19 22:06:44
NA,NA,272.4375,48.9375,98089,NA,1.90717E+11,pressure_temperature,190717,220645,1169,2017-07-19 22:06:45
NA,NA,NA,NA,NA,29.27564049,1.90717E+11,humidity,190717,220645,1170,2017-07-19 22:06:45
Low,0.322623819,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220646,1171,2017-07-19 22:06:46
Low,1.302543521,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220648,1172,2017-07-19 22:06:48
Low,1.285140514,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220649,1173,2017-07-19 22:06:49
NA,NA,271.5,48.9375,98108.25,NA,1.90717E+11,pressure_temperature,190717,220649,1174,2017-07-19 22:06:49
NA,NA,NA,NA,NA,36.94821167,1.90717E+11,humidity,190717,220650,1175,2017-07-19 22:06:50
Low,0.357429713,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220652,1176,2017-07-19 22:06:52
Low,0.309236944,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220654,1177,2017-07-19 22:06:54
NA,NA,269.5625,48.875,98125,NA,1.90717E+11,pressure_temperature,190717,220655,1178,2017-07-19 22:06:55
NA,NA,NA,NA,NA,29.02791214,1.90717E+11,humidity,190717,220655,1179,2017-07-19 22:06:55
Low,1.058902264,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220656,1180,2017-07-19 22:06:56
Low,0.436412305,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220658,1181,2017-07-19 22:06:58
Low,0.27443105,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220700,1182,2017-07-19 22:07:00
NA,NA,268,48.8125,98131.5,NA,1.90717E+11,pressure_temperature,190717,220700,1183,2017-07-19 22:07:00
NA,NA,NA,NA,NA,29.43614006,1.90717E+11,humidity,190717,220700,1184,2017-07-19 22:07:00
Low,0.234270409,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220702,1185,2017-07-19 22:07:02
Low,0.290495306,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220704,1186,2017-07-19 22:07:04
NA,NA,270.6875,48.6875,98115.75,NA,1.90717E+11,pressure_temperature,190717,220704,1187,2017-07-19 22:07:04
NA,NA,NA,NA,NA,29.96229935,1.90717E+11,humidity,190717,220705,1188,2017-07-19 22:07:05
Low,0.333333343,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220706,1189,2017-07-19 22:07:06
Low,0.368139207,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220708,1190,2017-07-19 22:07:08
Low,0.354752332,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220710,1191,2017-07-19 22:07:10
NA,NA,270.3125,48.625,98119.75,NA,1.90717E+11,pressure_temperature,190717,220710,1192,2017-07-19 22:07:10
NA,NA,NA,NA,NA,29.06559563,1.90717E+11,humidity,190717,220710,1193,2017-07-19 22:07:10
Low,0.326639891,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220712,1194,2017-07-19 22:07:12
Low,0.305220872,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220714,1195,2017-07-19 22:07:14
NA,NA,269,48.5625,98140,NA,1.90717E+11,pressure_temperature,190717,220714,1196,2017-07-19 22:07:14
NA,NA,NA,NA,NA,74.2817688,1.90717E+11,humidity,190717,220715,1197,2017-07-19 22:07:15
Low,0.282463193,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220716,1198,2017-07-19 22:07:16
Low,0.27443105,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220718,1199,2017-07-19 22:07:18
Low,0.314591706,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220719,1200,2017-07-19 22:07:19
NA,NA,268.625,48.5625,98138.25,NA,1.90717E+11,pressure_temperature,190717,220720,1201,2017-07-19 22:07:20
NA,NA,NA,NA,NA,74.26850891,1.90717E+11,humidity,190717,220720,1202,2017-07-19 22:07:20
Low,0.356091022,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220722,1203,2017-07-19 22:07:22
Low,0.373493969,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220724,1204,2017-07-19 22:07:24
NA,NA,268.5,48.5625,98150,NA,1.90717E+11,pressure_temperature,190717,220725,1205,2017-07-19 22:07:25
NA,NA,NA,NA,NA,73.89587402,1.90717E+11,humidity,190717,220725,1206,2017-07-19 22:07:25
Low,0.246318609,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220726,1207,2017-07-19 22:07:26
Low,0.179384202,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220728,1208,2017-07-19 22:07:28
Low,0.255689412,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220729,1209,2017-07-19 22:07:29
NA,NA,267.0625,48.5,98154.5,NA,1.90717E+11,pressure_temperature,190717,220729,1210,2017-07-19 22:07:29
NA,NA,NA,NA,NA,73.81911469,1.90717E+11,humidity,190717,220730,1211,2017-07-19 22:07:30
Low,0.293172687,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220732,1212,2017-07-19 22:07:32
Low,0.290495306,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220734,1213,2017-07-19 22:07:34
NA,NA,268.125,48.4375,98143.5,NA,1.90717E+11,pressure_temperature,190717,220734,1214,2017-07-19 22:07:34
NA,NA,NA,NA,NA,73.93774414,1.90717E+11,humidity,190717,220735,1215,2017-07-19 22:07:35
Low,0.315930396,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220736,1216,2017-07-19 22:07:36
Low,0.298527449,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220738,1217,2017-07-19 22:07:38
Low,0.212851405,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220739,1218,2017-07-19 22:07:39
NA,NA,266.6875,48.4375,98165.75,NA,1.90717E+11,pressure_temperature,190717,220740,1219,2017-07-19 22:07:40
NA,NA,NA,NA,NA,73.57417297,1.90717E+11,humidity,190717,220740,1220,2017-07-19 22:07:40
Low,0.253012031,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220742,1221,2017-07-19 22:07:42
Low,0.220883533,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220744,1222,2017-07-19 22:07:44
NA,NA,265.3125,48.375,98183.75,NA,1.90717E+11,pressure_temperature,190717,220745,1223,2017-07-19 22:07:45
NA,NA,NA,NA,NA,73.55254364,1.90717E+11,humidity,190717,220745,1224,2017-07-19 22:07:45
Low,0.164658636,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220746,1225,2017-07-19 22:07:46
Low,0.155287817,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220748,1226,2017-07-19 22:07:48
Low,0.35073629,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220750,1227,2017-07-19 22:07:50
NA,NA,263.8125,48.25,98153.25,NA,1.90717E+11,pressure_temperature,190717,220750,1228,2017-07-19 22:07:50
NA,NA,NA,NA,NA,74.04381561,1.90717E+11,humidity,190717,220750,1229,2017-07-19 22:07:50
Low,0.504685402,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220752,1230,2017-07-19 22:07:52
Low,0.270414978,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220754,1231,2017-07-19 22:07:54
NA,NA,264.3125,48.25,98197.25,NA,1.90717E+11,pressure_temperature,190717,220755,1232,2017-07-19 22:07:55
NA,NA,NA,NA,NA,73.91680908,1.90717E+11,humidity,190717,220755,1233,2017-07-19 22:07:55
Low,0.214190096,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220756,1234,2017-07-19 22:07:56
Low,0.223560914,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220758,1235,2017-07-19 22:07:58
Low,0.314591706,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220800,1236,2017-07-19 22:08:00
NA,NA,267.625,48.1875,98136.75,NA,1.90717E+11,pressure_temperature,190717,220800,1237,2017-07-19 22:08:00
NA,NA,NA,NA,NA,74.5504303,1.90717E+11,humidity,190717,220800,1238,2017-07-19 22:08:00
Low,0.448460519,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220802,1239,2017-07-19 22:08:02
Low,0.605086982,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220804,1240,2017-07-19 22:08:04
NA,NA,270.375,48.3125,98119.5,NA,1.90717E+11,pressure_temperature,190717,220805,1241,2017-07-19 22:08:05
NA,NA,NA,NA,NA,34.14435577,1.90717E+11,humidity,190717,220805,1242,2017-07-19 22:08:05
Low,0.435073614,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220806,1243,2017-07-19 22:08:06
Low,0.559571624,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220808,1244,2017-07-19 22:08:08
Low,0.547523439,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220809,1245,2017-07-19 22:08:09
NA,NA,271.25,48.4375,98107,NA,1.90717E+11,pressure_temperature,190717,220810,1246,2017-07-19 22:08:10
NA,NA,NA,NA,NA,32.47934723,1.90717E+11,humidity,190717,220810,1247,2017-07-19 22:08:10
Low,0.629183412,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220812,1248,2017-07-19 22:08:12
Low,0.733601093,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220814,1249,2017-07-19 22:08:14
NA,NA,271.125,48.625,98108.75,NA,1.90717E+11,pressure_temperature,190717,220814,1250,2017-07-19 22:08:14
NA,NA,NA,NA,NA,38.97050095,1.90717E+11,humidity,190717,220815,1251,2017-07-19 22:08:15
Low,0.714859426,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220816,1252,2017-07-19 22:08:16
Low,0.682730913,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220818,1253,2017-07-19 22:08:18
Low,0.654618442,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220819,1254,2017-07-19 22:08:19
NA,NA,270.625,48.8125,98115.75,NA,1.90717E+11,pressure_temperature,190717,220819,1255,2017-07-19 22:08:19
NA,NA,NA,NA,NA,32.80871964,1.90717E+11,humidity,190717,220820,1256,2017-07-19 22:08:20
Low,0.669344008,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220822,1257,2017-07-19 22:08:22
Low,0.670682728,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220824,1258,2017-07-19 22:08:24
NA,NA,270.5625,48.9375,98118.75,NA,1.90717E+11,pressure_temperature,190717,220825,1259,2017-07-19 22:08:25
NA,NA,NA,NA,NA,33.33488083,1.90717E+11,humidity,190717,220825,1260,2017-07-19 22:08:25
Low,0.681392252,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220826,1261,2017-07-19 22:08:26
Low,0.67603749,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220828,1262,2017-07-19 22:08:28
Low,0.678714871,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220830,1263,2017-07-19 22:08:30
NA,NA,270.125,49.0625,98122.25,NA,1.90717E+11,pressure_temperature,190717,220830,1264,2017-07-19 22:08:30
NA,NA,NA,NA,NA,33.89453506,1.90717E+11,humidity,190717,220830,1265,2017-07-19 22:08:30
Low,0.681392252,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220832,1266,2017-07-19 22:08:32
Low,0.678714871,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220834,1267,2017-07-19 22:08:34
NA,NA,269.75,49.1875,98127.25,NA,1.90717E+11,pressure_temperature,190717,220835,1268,2017-07-19 22:08:35
NA,NA,NA,NA,NA,34.17436218,1.90717E+11,humidity,190717,220835,1269,2017-07-19 22:08:35
Low,0.67603749,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220836,1270,2017-07-19 22:08:36
Low,0.659973204,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220838,1271,2017-07-19 22:08:38
Low,0.598393559,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220839,1272,2017-07-19 22:08:39
NA,NA,270.0625,49.3125,98126.75,NA,1.90717E+11,pressure_temperature,190717,220839,1273,2017-07-19 22:08:39
NA,NA,NA,NA,NA,31.80315781,1.90717E+11,humidity,190717,220840,1274,2017-07-19 22:08:40
Low,0.589022756,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220842,1275,2017-07-19 22:08:42
Low,0.502008021,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220844,1276,2017-07-19 22:08:44
NA,NA,270.3125,49.4375,98128.5,NA,1.90717E+11,pressure_temperature,190717,220845,1277,2017-07-19 22:08:45
NA,NA,NA,NA,NA,74.3913269,1.90717E+11,humidity,190717,220845,1278,2017-07-19 22:08:45
Low,0.341365457,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220846,1279,2017-07-19 22:08:46
Low,0.265060246,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220848,1280,2017-07-19 22:08:48
Low,0.227576971,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220850,1281,2017-07-19 22:08:50
NA,NA,267.4375,49.375,98151.25,NA,1.90717E+11,pressure_temperature,190717,220850,1282,2017-07-19 22:08:50
NA,NA,NA,NA,NA,73.67327118,1.90717E+11,humidity,190717,220850,1283,2017-07-19 22:08:50
Low,0.412315935,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220852,1284,2017-07-19 22:08:52
Low,0.240963846,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220854,1285,2017-07-19 22:08:54
NA,NA,270.8125,49.3125,98149.5,NA,1.90717E+11,pressure_temperature,190717,220854,1286,2017-07-19 22:08:54
NA,NA,NA,NA,NA,73.80306244,1.90717E+11,humidity,190717,220855,1287,2017-07-19 22:08:55
Low,0.244979918,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220856,1288,2017-07-19 22:08:56
Low,0.153949127,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220858,1289,2017-07-19 22:08:58
Low,0.160642564,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220900,1290,2017-07-19 22:09:00
NA,NA,267.5,49.1875,98144.5,NA,1.90717E+11,pressure_temperature,190717,220900,1291,2017-07-19 22:09:00
NA,NA,NA,NA,NA,29.1221199,1.90717E+11,humidity,190717,220900,1292,2017-07-19 22:09:00
Low,0.627844691,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220902,1293,2017-07-19 22:09:02
Low,0.661311924,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220904,1294,2017-07-19 22:09:04
NA,NA,272.5,49.3125,98096.25,NA,1.90717E+11,pressure_temperature,190717,220905,1295,2017-07-19 22:09:05
NA,NA,NA,NA,NA,32.63496399,1.90717E+11,humidity,190717,220905,1296,2017-07-19 22:09:05
Low,0.673360109,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220906,1297,2017-07-19 22:09:06
Low,0.684069633,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220908,1298,2017-07-19 22:09:08
Low,0.677376151,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220910,1299,2017-07-19 22:09:10
NA,NA,273.3125,49.4375,98082.75,NA,1.90717E+11,pressure_temperature,190717,220910,1300,2017-07-19 22:09:10
NA,NA,NA,NA,NA,34.59724426,1.90717E+11,humidity,190717,220910,1301,2017-07-19 22:09:10
Low,0.684069633,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220912,1302,2017-07-19 22:09:12
Low,0.694779098,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220914,1303,2017-07-19 22:09:14
NA,NA,274.625,49.5,98064.25,NA,1.90717E+11,pressure_temperature,190717,220914,1304,2017-07-19 22:09:14
NA,NA,NA,NA,NA,30.86737633,1.90717E+11,humidity,190717,220915,1305,2017-07-19 22:09:15
Low,0.651941121,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,220916,1306,2017-07-19 22:09:16
Low,1.443105698,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222225,1307,2017-07-19 22:22:25
Low,0.47523427,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222227,1308,2017-07-19 22:22:27
NA,NA,NA,NA,NA,45.80149841,1.90717E+11,humidity,190717,222228,1309,2017-07-19 22:22:28
NA,NA,277.25,38.625,98041.25,NA,1.90717E+11,pressure_temperature,190717,222228,1310,2017-07-19 22:22:28
Low,0.484605074,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222229,1311,2017-07-19 22:22:29
Low,0.564926386,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222230,1312,2017-07-19 22:22:30
Low,0.511378825,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222233,1313,2017-07-19 22:22:33
NA,NA,NA,NA,NA,45.14973068,1.90717E+11,humidity,190717,222233,1314,2017-07-19 22:22:33
NA,NA,276.125,38.8125,98048.75,NA,1.90717E+11,pressure_temperature,190717,222233,1315,2017-07-19 22:22:33
Low,0.502008021,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222235,1316,2017-07-19 22:22:35
Low,1.136546135,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222236,1317,2017-07-19 22:22:36
NA,NA,NA,NA,NA,45.07087708,1.90717E+11,humidity,190717,222238,1318,2017-07-19 22:22:38
NA,NA,274.6875,39.0625,98081.25,NA,1.90717E+11,pressure_temperature,190717,222238,1319,2017-07-19 22:22:38
Low,1.253012061,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222239,1320,2017-07-19 22:22:39
Low,1.314591646,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222241,1321,2017-07-19 22:22:41
Low,1.303882241,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222242,1322,2017-07-19 22:22:42
NA,NA,NA,NA,NA,45.38140869,1.90717E+11,humidity,190717,222242,1323,2017-07-19 22:22:42
NA,NA,273.8125,39.375,98080.25,NA,1.90717E+11,pressure_temperature,190717,222242,1324,2017-07-19 22:22:42
Low,1.115127206,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222245,1325,2017-07-19 22:22:45
Low,0.538152635,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222247,1326,2017-07-19 22:22:47
NA,NA,NA,NA,NA,46.18390656,1.90717E+11,humidity,190717,222248,1327,2017-07-19 22:22:48
NA,NA,274.0625,39.625,98080.75,NA,1.90717E+11,pressure_temperature,190717,222248,1328,2017-07-19 22:22:48
Low,0.433734924,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222248,1329,2017-07-19 22:22:48
Low,1.216867447,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222251,1330,2017-07-19 22:22:51
Low,0.215528786,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222253,1331,2017-07-19 22:22:53
NA,NA,NA,NA,NA,73.78282928,1.90717E+11,humidity,190717,222253,1332,2017-07-19 22:22:53
NA,NA,272.9375,39.6875,98088,NA,1.90717E+11,pressure_temperature,190717,222253,1333,2017-07-19 22:22:53
Low,0.208835334,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222255,1334,2017-07-19 22:22:55
Low,0.208835334,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222257,1335,2017-07-19 22:22:57
NA,NA,NA,NA,NA,73.70606232,1.90717E+11,humidity,190717,222258,1336,2017-07-19 22:22:58
NA,NA,272.875,39.6875,98084.25,NA,1.90717E+11,pressure_temperature,190717,222258,1337,2017-07-19 22:22:58
Low,0.215528786,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222259,1338,2017-07-19 22:22:59
Low,1.32530117,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222301,1339,2017-07-19 22:23:01
Low,1.285140514,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222303,1340,2017-07-19 22:23:03
NA,NA,NA,NA,NA,46.43372726,1.90717E+11,humidity,190717,222303,1341,2017-07-19 22:23:03
NA,NA,274,40,98070.75,NA,1.90717E+11,pressure_temperature,190717,222303,1342,2017-07-19 22:23:03
Low,1.254350781,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222305,1343,2017-07-19 22:23:05
Low,1.244979858,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222307,1344,2017-07-19 22:23:07
NA,NA,NA,NA,NA,44.2690773,1.90717E+11,humidity,190717,222308,1345,2017-07-19 22:23:08
NA,NA,274.125,40.375,98080.5,NA,1.90717E+11,pressure_temperature,190717,222308,1346,2017-07-19 22:23:08
Low,1.460508704,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222309,1347,2017-07-19 22:23:09
Low,1.405622482,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222311,1348,2017-07-19 22:23:11
Low,1.496653318,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222313,1349,2017-07-19 22:23:13
NA,NA,NA,NA,NA,47.85798264,1.90717E+11,humidity,190717,222313,1350,2017-07-19 22:23:13
NA,NA,274,40.6875,98071.75,NA,1.90717E+11,pressure_temperature,190717,222313,1351,2017-07-19 22:23:13
Low,0.99866128,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222315,1352,2017-07-19 22:23:15
Low,1.697456479,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222317,1353,2017-07-19 22:23:17
NA,NA,NA,NA,NA,49.33457947,1.90717E+11,humidity,190717,222318,1354,2017-07-19 22:23:18
NA,NA,274.4375,41,98070.75,NA,1.90717E+11,pressure_temperature,190717,222318,1355,2017-07-19 22:23:18
Low,0.360107094,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222319,1356,2017-07-19 22:23:19
Low,0.467202127,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222321,1357,2017-07-19 22:23:21
Low,0.432396263,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222323,1358,2017-07-19 22:23:23
NA,NA,NA,NA,NA,74.02497101,1.90717E+11,humidity,190717,222323,1359,2017-07-19 22:23:23
NA,NA,276.25,41,98050,NA,1.90717E+11,pressure_temperature,190717,222323,1360,2017-07-19 22:23:23
Low,0.457831323,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222325,1361,2017-07-19 22:23:25
Low,0.419009358,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222327,1362,2017-07-19 22:23:27
NA,NA,NA,NA,NA,73.96007538,1.90717E+11,humidity,190717,222328,1363,2017-07-19 22:23:28
NA,NA,275.75,41.0625,98055.25,NA,1.90717E+11,pressure_temperature,190717,222328,1364,2017-07-19 22:23:28
Low,0.409638554,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222329,1365,2017-07-19 22:23:29
Low,0.408299863,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222331,1366,2017-07-19 22:23:31
Low,0.431057572,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222333,1367,2017-07-19 22:23:33
NA,NA,NA,NA,NA,74.02427673,1.90717E+11,humidity,190717,222333,1368,2017-07-19 22:23:33
NA,NA,275.9375,41.1875,98050.25,NA,1.90717E+11,pressure_temperature,190717,222333,1369,2017-07-19 22:23:33
Low,0.414993316,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222335,1370,2017-07-19 22:23:35
Low,0.42570281,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222337,1371,2017-07-19 22:23:37
NA,NA,NA,NA,NA,73.90773773,1.90717E+11,humidity,190717,222338,1372,2017-07-19 22:23:38
NA,NA,276.375,41.25,98044.5,NA,1.90717E+11,pressure_temperature,190717,222338,1373,2017-07-19 22:23:38
Low,0.414993316,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222339,1374,2017-07-19 22:23:39
Low,0.445783138,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222341,1375,2017-07-19 22:23:41
Low,0.451137871,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222343,1376,2017-07-19 22:23:43
NA,NA,NA,NA,NA,73.99984741,1.90717E+11,humidity,190717,222343,1377,2017-07-19 22:23:43
NA,NA,277.125,41.3125,98041.25,NA,1.90717E+11,pressure_temperature,190717,222343,1378,2017-07-19 22:23:43
Low,0.463186085,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222345,1379,2017-07-19 22:23:45
Low,0.42436412,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222347,1380,2017-07-19 22:23:47
NA,NA,NA,NA,NA,74.16662598,1.90717E+11,humidity,190717,222348,1381,2017-07-19 22:23:48
NA,NA,277.125,41.4375,98044.75,NA,1.90717E+11,pressure_temperature,190717,222348,1382,2017-07-19 22:23:48
Low,0.481927693,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222349,1383,2017-07-19 22:23:49
Low,0.476572961,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222351,1384,2017-07-19 22:23:51
Low,0.481927693,NA,NA,NA,NA,1.90717E+11,ultraviolet,190717,222353,1385,2017-07-19 22:23:53
NA,NA,NA,NA,NA,74.21477509,1.90717E+11,humidity,190717,222353,1386,2017-07-19 22:23:53
NA,NA,276.9375,41.5625,98046.75,NA,1.90717E+11,pressure_temperature,190717,222353,1387,2017-07-19 22:23:53
