,long,course,lat,speed,day,utc_time
372,8423.3334,171.63,3346.4015,5.52,190717,215132
373,8423.3334,172.72,3346.3997,6.29,190717,215133
374,8423.3331,173.88,3346.3977,7.17,190717,215134
375,8423.3336,174.79,3346.396,7.87,190717,215135
376,8423.334,175.62,3346.3942,7.69,190717,215136
377,8423.3337,171.63,3346.3926,6.31,190717,215137
378,8423.3341,171.99,3346.3914,3.68,190717,215138
379,8423.3343,171.99,3346.3906,2.14,190717,215139
380,8423.3346,171.99,3346.3896,2.89,190717,215140
381,8423.3347,180.8,3346.3887,3.96,190717,215141
382,8423.3344,181.88,3346.3872,5.64,190717,215142
383,8423.3344,181.55,3346.3863,6.22,190717,215143
384,8423.3344,180.78,3346.3846,6.5,190717,215144
385,8423.3344,178.52,3346.3829,6.43,190717,215145
386,8423.3343,178.29,3346.3811,6.23,190717,215146
387,8423.3345,187.66,3346.3793,6.53,190717,215147
388,8423.3344,186.98,3346.3772,7.33,190717,215148
389,8423.3343,186.3,3346.3751,8.61,190717,215149
390,8423.3343,185.75,3346.3729,8.41,190717,215150
391,8423.3342,184.92,3346.3708,7.73,190717,215151
392,8423.3342,184.08,3346.3689,6.77,190717,215152
393,8423.3342,182.57,3346.3673,6.82,190717,215153
394,8423.3344,188.42,3346.366,6.58,190717,215154
395,8423.3345,188.34,3346.3645,6.34,190717,215155
396,8423.3343,187.39,3346.363,5.57,190717,215156
397,8423.3345,186.12,3346.3615,4.83,190717,215157
398,8423.3342,184.97,3346.36,4.33,190717,215158
399,8423.3339,183.96,3346.3585,4.17,190717,215159
400,8423.3336,183.12,3346.357,5.03,190717,215200
401,8423.3333,182.36,3346.3555,6.26,190717,215201
402,8423.3334,182.32,3346.3539,6.03,190717,215202
403,8423.3335,182.3,3346.3529,4.71,190717,215203
404,8423.3337,183.87,3346.3525,3.43,190717,215204
405,8423.3334,184.22,3346.3533,0.11,190717,215205
406,8423.3333,184.6,3346.3533,0.07,190717,215206
407,8423.3332,184.76,3346.3531,0.06,190717,215207
408,8423.3331,184.76,3346.3528,0.12,190717,215208
409,8423.3331,184.76,3346.3525,0.09,190717,215209
410,8423.333,184.76,3346.3522,0.1,190717,215210
411,8423.3332,184.76,3346.352,0.15,190717,215211
412,8423.3337,184.76,3346.3519,0.15,190717,215212
413,8423.3342,184.76,3346.3517,0.08,190717,215213
414,8423.3344,184.76,3346.3518,0.17,190717,215214
415,8423.3343,184.76,3346.3523,1.85,190717,215215
416,8423.3343,184.76,3346.3528,1.08,190717,215216
417,8423.3344,184.76,3346.3531,0.66,190717,215217
418,8423.3346,184.76,3346.3532,0.61,190717,215218
419,8423.3348,184.76,3346.3532,0.6,190717,215219
420,8423.335,184.76,3346.3531,0.37,190717,215220
421,8423.3351,184.76,3346.3531,0.35,190717,215221
422,8423.3352,184.76,3346.353,0.38,190717,215222
423,8423.3353,184.76,3346.353,0.97,190717,215223
424,8423.3356,184.76,3346.3529,0.7,190717,215224
425,8423.3358,184.76,3346.3528,0.18,190717,215225
426,8423.336,184.76,3346.3529,0.31,190717,215227
427,8423.3359,184.76,3346.3528,0.45,190717,215228
428,8423.3357,184.76,3346.3528,0.08,190717,215229
429,8423.3357,184.76,3346.3528,0.14,190717,215230
430,8423.3358,184.76,3346.3528,0.2,190717,215231
431,8423.3358,184.76,3346.3528,0.43,190717,215232
432,8423.3358,184.76,3346.3529,0.33,190717,215233
433,8423.3359,184.76,3346.353,0.47,190717,215234
434,8423.336,184.76,3346.3531,0.42,190717,215235
435,8423.336,184.76,3346.3532,0.17,190717,215236
436,8423.336,184.76,3346.3532,0.07,190717,215237
437,8423.336,184.76,3346.3532,0.26,190717,215238
438,8423.336,184.76,3346.3532,0.17,190717,215239
439,8423.336,184.76,3346.3532,0.4,190717,215240
440,8423.3359,184.76,3346.3531,0.55,190717,215241
441,8423.3357,184.76,3346.353,0.23,190717,215242
442,8423.3357,184.76,3346.353,0.45,190717,215243
443,8423.3356,184.76,3346.3529,0.46,190717,215244
444,8423.3355,184.76,3346.3528,0.84,190717,215245
445,8423.3353,184.76,3346.3526,0.57,190717,215246
446,8423.3352,184.76,3346.3524,0.31,190717,215247
447,8423.3351,184.76,3346.3524,0.15,190717,215248
448,8423.335,184.76,3346.3524,0.36,190717,215249
449,8423.335,184.76,3346.3523,1.14,190717,215250
450,8423.3348,184.76,3346.352,1.49,190717,215251
451,8423.3347,184.76,3346.3516,1.92,190717,215252
452,8423.3348,184.76,3346.3511,2.43,190717,215253
453,8423.3353,210.88,3346.3504,2.08,190717,215254
454,8423.3354,209.99,3346.349,3.32,190717,215255
455,8423.3358,209.31,3346.3477,4.73,190717,215256
456,8423.3356,207.52,3346.3457,5.64,190717,215257
457,8423.3356,204.82,3346.344,5.69,190717,215258
458,8423.3358,202.87,3346.3424,5.92,190717,215259
459,8423.336,201.27,3346.3411,4.59,190717,215300
460,8423.3364,199.62,3346.3398,4.85,190717,215301
461,8423.3367,198.44,3346.3387,5.32,190717,215302
462,8423.3364,183.33,3346.337,5.6,190717,215303
463,8423.3363,178.91,3346.3352,5.99,190717,215304
464,8423.336,155.17,3346.3346,3.11,190717,215305
465,8423.3357,156.27,3346.3336,3.04,190717,215306
466,8423.3354,157.61,3346.332,4.34,190717,215307
467,8423.3352,159.21,3346.3305,4.69,190717,215308
468,8423.3353,161.01,3346.3288,5.05,190717,215309
469,8423.3362,188.35,3346.3272,5.5,190717,215310
470,8423.3364,189.87,3346.325,6.83,190717,215311
471,8423.3368,186.79,3346.3231,6.88,190717,215312
472,8423.3375,190.79,3346.3212,7.71,190717,215313
473,8423.3374,195.27,3346.3195,8.02,190717,215314
474,8423.3369,194.59,3346.3167,8.04,190717,215315
475,8423.3375,193.64,3346.3151,7.15,190717,215316
476,8423.3376,192.75,3346.3134,6.91,190717,215317
477,8423.3376,191.74,3346.3113,6.71,190717,215318
478,8423.3378,190.76,3346.3092,6,190717,215319
479,8423.3378,189.93,3346.3075,5.95,190717,215320
480,8423.3378,188.9,3346.3056,5.73,190717,215321
481,8423.3376,187.76,3346.3042,6.26,190717,215322
482,8423.3373,186.67,3346.3025,6.03,190717,215323
483,8423.3373,184.24,3346.3012,5.42,190717,215324
484,8423.3374,185.99,3346.2995,5.97,190717,215325
485,8423.3374,185.76,3346.2977,6.52,190717,215326
486,8423.3376,186.43,3346.2958,6.69,190717,215327
487,8423.3379,187.2,3346.2937,6.65,190717,215328
488,8423.3381,186.16,3346.2918,6.61,190717,215329
489,8423.3381,187.57,3346.2897,7.64,190717,215330
490,8423.3385,194.85,3346.2879,6.98,190717,215331
491,8423.339,194.06,3346.2861,6.46,190717,215332
492,8423.3393,193.19,3346.2851,4.3,190717,215333
493,8423.3396,192.26,3346.284,3.83,190717,215334
494,8423.3389,190.81,3346.2818,6.14,190717,215335
495,8423.3384,189.12,3346.2789,8.71,190717,215336
496,8423.3381,187.87,3346.2762,9.19,190717,215337
497,8423.3375,186.18,3346.2736,9.23,190717,215338
498,8423.3368,184.56,3346.2711,9.01,190717,215339
499,8423.3357,163.34,3346.2685,8.45,190717,215340
500,8423.3349,163.87,3346.2661,8.52,190717,215341
501,8423.3344,165.19,3346.2637,7.7,190717,215342
502,8423.3348,166.91,3346.2623,5.95,190717,215343
503,8423.3345,167.93,3346.2605,4.42,190717,215344
504,8423.3342,168.55,3346.2592,3.86,190717,215345
505,8423.3335,169.51,3346.2575,2.94,190717,215346
506,8423.333,169.87,3346.256,2.24,190717,215347
507,8423.3328,181.64,3346.2551,3.53,190717,215348
508,8423.3328,186.61,3346.254,4.83,190717,215349
509,8423.3329,188.19,3346.2523,6.11,190717,215350
510,8423.3328,186.26,3346.2501,5.83,190717,215351
511,8423.3328,180.34,3346.2483,6.32,190717,215352
512,8423.3328,179.27,3346.2465,6.54,190717,215353
