"","long","course","lat","speed","day","utc_time","DateN","TimeN","Time","sequenceTime"
"199","08423.2497","134.25","3346.6079","8.84","200717",626,"626","",NA,199
"200","08423.2481","146.77","3346.6063","6.90","200717",627,"627","",NA,200
"201","08423.2485","178.25","3346.6047","7.95","200717",628,"628","",NA,201
"202","08423.2487","183.66","3346.6025","8.72","200717",629,"629","",NA,202
"203","08423.2485","181.68","3346.6003","7.82","200717",630,"630","",NA,203
"204","08423.2478","179.67","3346.5982","7.66","200717",631,"631","",NA,204
"205","08423.2469","176.42","3346.5962","7.68","200717",632,"632","",NA,205
"206","08423.2461","174.36","3346.5943","7.22","200717",633,"633","",NA,206
"207","08423.2457","170.86","3346.5921","7.44","200717",634,"634","",NA,207
"208","08423.2470","167.55","3346.5894","6.88","200717",635,"635","",NA,208
"209","08423.2483","164.74","3346.5870","4.84","200717",636,"636","",NA,209
"210","08423.2496","162.88","3346.5850","5.19","200717",637,"637","",NA,210
"211","08423.2496","162.50","3346.5837","5.61","200717",638,"638","",NA,211
"212","08423.2493","160.81","3346.5819","7.60","200717",639,"639","",NA,212
"213","08423.2481","159.71","3346.5801","7.54","200717",640,"640","",NA,213
"214","08423.2465","157.41","3346.5788","5.80","200717",641,"641","",NA,214
"215","08423.2451","154.23","3346.5781","4.13","200717",642,"642","",NA,215
"216","08423.2440","152.77","3346.5777","2.51","200717",643,"643","",NA,216
"217","08423.2435","152.13","3346.5776","2.25","200717",644,"644","",NA,217
"218","08423.2432","151.36","3346.5774","0.10","200717",645,"645","",NA,218
"219","08423.2431","151.36","3346.5772","0.13","200717",646,"646","",NA,219
"220","08423.2429","151.36","3346.5770","0.11","200717",647,"647","",NA,220
"221","08423.2426","151.36","3346.5767","0.20","200717",648,"648","",NA,221
"222","08423.2420","151.36","3346.5763","0.21","200717",649,"649","",NA,222
"223","08423.2417","151.36","3346.5761","0.15","200717",650,"650","",NA,223
"224","08423.2414","151.36","3346.5759","0.13","200717",651,"651","",NA,224
"225","08423.2413","151.36","3346.5760","0.09","200717",652,"652","",NA,225
"226","08423.2416","151.36","3346.5764","0.06","200717",653,"653","",NA,226
"227","08423.2418","151.36","3346.5764","0.04","200717",654,"654","",NA,227
"228","08423.2419","151.36","3346.5765","0.00","200717",655,"655","",NA,228
"229","08423.2419","151.36","3346.5765","0.02","200717",656,"656","",NA,229
"230","08423.2419","151.36","3346.5764","1.16","200717",657,"657","",NA,230
"231","08423.2417","151.36","3346.5761","1.99","200717",658,"658","",NA,231
"232","08423.2419","141.61","3346.5762","2.02","200717",659,"659","",NA,232
"233","08423.2421","136.96","3346.5763","0.87","200717",700,"700","",NA,233
"234","08423.2420","24.92","3346.5767","0.86","200717",701,"701","",NA,234
"235","08423.2422","332.56","3346.5769","1.58","200717",702,"702","",NA,235
"236","08423.2425","335.29","3346.5773","0.84","200717",703,"703","",NA,236
"237","08423.2427","335.29","3346.5774","0.20","200717",704,"704","",NA,237
"238","08423.2428","335.29","3346.5777","0.50","200717",705,"705","",NA,238
"239","08423.2429","355.81","3346.5781","1.26","200717",706,"706","",NA,239
"240","08423.2426","83.25","3346.5784","1.61","200717",707,"707","",NA,240
"241","08423.2415","100.47","3346.5784","3.49","200717",708,"708","",NA,241
"242","08423.2403","110.93","3346.5785","7.05","200717",709,"709","",NA,242
"243","08423.2382","109.62","3346.5782","6.33","200717",710,"710","",NA,243
"244","08423.2363","107.42","3346.5782","6.07","200717",711,"711","",NA,244
"245","08423.2341","105.21","3346.5782","6.24","200717",712,"712","",NA,245
"246","08423.2316","103.03","3346.5783","7.51","200717",713,"713","",NA,246
"247","08423.2289","101.11","3346.5782","7.79","200717",714,"714","",NA,247
"248","08423.2263","91.12","3346.5780","7.56","200717",715,"715","",NA,248
"249","08423.2237","93.89","3346.5780","7.61","200717",716,"716","",NA,249
"250","08423.2209","95.80","3346.5778","8.01","200717",717,"717","",NA,250
"251","08423.2182","95.88","3346.5776","8.08","200717",718,"718","",NA,251
"252","08423.2153","96.93","3346.5776","8.15","200717",719,"719","",NA,252
"253","08423.2126","96.65","3346.5772","8.12","200717",720,"720","",NA,253
"254","08423.2099","97.12","3346.5768","8.45","200717",721,"721","",NA,254
"255","08423.2070","95.56","3346.5765","8.75","200717",722,"722","",NA,255
"256","08423.2043","93.34","3346.5762","8.42","200717",723,"723","",NA,256
"257","08423.2015","89.93","3346.5760","8.47","200717",724,"724","",NA,257
"258","08423.1986","94.59","3346.5757","8.45","200717",725,"725","",NA,258
"259","08423.1958","93.63","3346.5756","8.53","200717",726,"726","",NA,259
"260","08423.1929","96.18","3346.5754","8.48","200717",727,"727","",NA,260
"261","08423.1900","95.20","3346.5751","8.88","200717",728,"728","",NA,261
"262","08423.1870","95.59","3346.5748","8.19","200717",729,"729","",NA,262
"263","08423.1842","94.40","3346.5745","8.46","200717",730,"730","",NA,263
"264","08423.1812","95.94","3346.5754","7.44","200717",731,"731","",NA,264
"265","08423.1781","95.54","3346.5761","8.36","200717",732,"732","",NA,265
"266","08423.1750","95.30","3346.5761","8.05","200717",733,"733","",NA,266
"267","08423.1724","95.03","3346.5759","8.61","200717",734,"734","",NA,267
"268","08423.1696","94.88","3346.5756","8.30","200717",735,"735","",NA,268
"269","08423.1670","95.78","3346.5753","8.60","200717",736,"736","",NA,269
"270","08423.1642","95.64","3346.5750","8.11","200717",737,"737","",NA,270
"271","08423.1616","95.90","3346.5747","8.12","200717",738,"738","",NA,271
"272","08423.1590","94.41","3346.5745","7.52","200717",739,"739","",NA,272
"273","08423.1565","93.02","3346.5744","7.76","200717",740,"740","",NA,273
"274","08423.1539","92.62","3346.5742","7.97","200717",741,"741","",NA,274
"275","08423.1514","92.88","3346.5741","7.65","200717",742,"742","",NA,275
"276","08423.1489","93.64","3346.5738","7.70","200717",743,"743","",NA,276
"277","08423.1463","95.50","3346.5734","8.53","200717",744,"744","",NA,277
"278","08423.1436","96.78","3346.5730","8.04","200717",745,"745","",NA,278
"279","08423.1409","97.07","3346.5727","8.04","200717",746,"746","",NA,279
"280","08423.1384","96.84","3346.5724","8.03","200717",747,"747","",NA,280
"281","08423.1359","95.64","3346.5721","7.63","200717",748,"748","",NA,281
"282","08423.1335","95.72","3346.5717","7.59","200717",749,"749","",NA,282
"283","08423.1309","96.50","3346.5714","7.57","200717",750,"750","",NA,283
"284","08423.1285","98.38","3346.5710","6.98","200717",751,"751","",NA,284
"285","08423.1260","99.52","3346.5705","7.45","200717",752,"752","",NA,285
"286","08423.1235","100.57","3346.5698","7.69","200717",753,"753","",NA,286
"287","08423.1210","102.64","3346.5692","7.68","200717",754,"754","",NA,287
"288","08423.1186","103.84","3346.5684","7.75","200717",755,"755","",NA,288
"289","08423.1160","104.91","3346.5677","7.99","200717",756,"756","",NA,289
"290","08423.1135","106.62","3346.5668","8.06","200717",757,"757","",NA,290
"291","08423.1111","108.64","3346.5659","8.12","200717",758,"758","",NA,291
"292","08423.1085","109.33","3346.5651","8.17","200717",759,"759","",NA,292
"293","08423.1059","108.94","3346.5644","7.83","200717",800,"800","",NA,293
"294","08423.1035","108.60","3346.5637","7.17","200717",801,"801","",NA,294
"295","08423.1012","108.22","3346.5639","6.61","200717",802,"802","",NA,295
"296","08423.0994","101.40","3346.5646","4.69","200717",803,"803","",NA,296
"297","08423.0972","98.48","3346.5651","5.56","200717",804,"804","",NA,297
"298","08423.0949","98.18","3346.5649","7.13","200717",805,"805","",NA,298
"299","08423.0923","101.10","3346.5643","8.90","200717",806,"806","",NA,299
"300","08423.0899","100.91","3346.5639","6.75","200717",807,"807","",NA,300
"301","08423.0876","93.27","3346.5640","5.19","200717",808,"808","",NA,301
"302","08423.0859","96.25","3346.5642","3.39","200717",809,"809","",NA,302
"303","08423.0844","99.36","3346.5644","3.64","200717",810,"810","",NA,303
"304","08423.0822","101.82","3346.5661","4.13","200717",811,"811","",NA,304
"305","08423.0803","91.24","3346.5668","3.04","200717",812,"812","",NA,305
"306","08423.0794","91.24","3346.5671","0.10","200717",813,"813","",NA,306
"307","08423.0791","91.24","3346.5673","0.03","200717",814,"814","",NA,307
"308","08423.0789","91.24","3346.5676","0.01","200717",815,"815","",NA,308
"309","08423.0794","91.24","3346.5678","0.07","200717",816,"816","",NA,309
"310","08423.0792","91.24","3346.5678","0.02","200717",817,"817","",NA,310
"311","08423.0792","91.24","3346.5677","0.09","200717",818,"818","",NA,311
"312","08423.0795","91.24","3346.5677","0.05","200717",819,"819","",NA,312
"313","08423.0796","91.24","3346.5677","0.01","200717",820,"820","",NA,313
"314","08423.0797","91.24","3346.5677","0.00","200717",821,"821","",NA,314
"315","08423.0797","91.24","3346.5677","0.01","200717",822,"822","",NA,315
"316","08423.0797","91.24","3346.5677","0.00","200717",823,"823","",NA,316
"317","08423.0797","91.24","3346.5677","0.00","200717",824,"824","",NA,317
"318","08423.0797","91.24","3346.5677","0.01","200717",825,"825","",NA,318
"319","08423.0796","91.24","3346.5677","0.00","200717",826,"826","",NA,319
"320","08423.0796","91.24","3346.5677","0.01","200717",827,"827","",NA,320
"321","08423.0797","91.24","3346.5677","0.01","200717",828,"828","",NA,321
"322","08423.0796","91.24","3346.5677","0.00","200717",829,"829","",NA,322
"323","08423.0796","91.24","3346.5677","0.00","200717",830,"830","",NA,323
"324","08423.0796","91.24","3346.5677","0.00","200717",831,"831","",NA,324
"325","08423.0796","91.24","3346.5677","0.01","200717",832,"832","",NA,325
"326","08423.0796","91.24","3346.5677","0.00","200717",833,"833","",NA,326
"327","08423.0796","91.24","3346.5677","0.00","200717",834,"834","",NA,327
"328","08423.0796","91.24","3346.5677","0.01","200717",835,"835","",NA,328
"329","08423.0796","91.24","3346.5677","0.00","200717",836,"836","",NA,329
"330","08423.0796","91.24","3346.5677","0.00","200717",837,"837","",NA,330
"331","08423.0796","91.24","3346.5677","0.05","200717",838,"838","",NA,331
"332","08423.0796","91.24","3346.5677","0.10","200717",839,"839","",NA,332
"333","08423.0796","91.24","3346.5677","0.02","200717",840,"840","",NA,333
"334","08423.0796","91.24","3346.5677","0.04","200717",841,"841","",NA,334
"335","08423.0796","91.24","3346.5677","0.06","200717",842,"842","",NA,335
"336","08423.0796","91.24","3346.5677","0.02","200717",843,"843","",NA,336
"337","08423.0796","91.24","3346.5677","0.01","200717",844,"844","",NA,337
"338","08423.0796","91.24","3346.5677","0.08","200717",845,"845","",NA,338
"339","08423.0796","91.24","3346.5677","0.56","200717",846,"846","",NA,339
"340","08423.0794","91.24","3346.5676","2.82","200717",847,"847","",NA,340
"341","08423.0785","141.94","3346.5671","3.79","200717",848,"848","",NA,341
"342","08423.0780","170.66","3346.5660","4.59","200717",849,"849","",NA,342
"343","08423.0778","178.24","3346.5648","4.53","200717",850,"850","",NA,343
"344","08423.0776","177.26","3346.5634","5.13","200717",851,"851","",NA,344
"345","08423.0777","177.83","3346.5616","6.35","200717",852,"852","",NA,345
"346","08423.0777","177.19","3346.5598","6.75","200717",853,"853","",NA,346
"347","08423.0775","174.64","3346.5576","7.80","200717",854,"854","",NA,347
"348","08423.0773","174.86","3346.5553","8.45","200717",855,"855","",NA,348
"349","08423.0772","175.49","3346.5529","8.51","200717",856,"856","",NA,349
"350","08423.0774","175.71","3346.5505","9.08","200717",857,"857","",NA,350
"351","08423.0774","176.63","3346.5480","9.67","200717",858,"858","",NA,351
"352","08423.0774","177.53","3346.5454","9.49","200717",859,"859","",NA,352
"353","08423.0775","178.71","3346.5429","8.95","200717",900,"900","",NA,353
"354","08423.0779","179.33","3346.5406","8.93","200717",901,"901","",NA,354
"355","08423.0784","179.68","3346.5384","8.76","200717",902,"902","",NA,355
"356","08423.0784","180.24","3346.5360","8.10","200717",903,"903","",NA,356
"357","08423.0785","180.38","3346.5339","7.52","200717",904,"904","",NA,357
"358","08423.0786","181.70","3346.5320","6.56","200717",905,"905","",NA,358
"359","08423.0790","191.25","3346.5302","6.18","200717",906,"906","",NA,359
"360","08423.0778","190.71","3346.5270","6.24","200717",907,"907","",NA,360
"361","08423.0785","190.07","3346.5254","7.63","200717",908,"908","",NA,361
"362","08423.0790","187.31","3346.5235","7.58","200717",909,"909","",NA,362
"363","08423.0794","185.38","3346.5215","7.99","200717",910,"910","",NA,363
"364","08423.0798","194.16","3346.5193","7.96","200717",911,"911","",NA,364
"365","08423.0802","193.05","3346.5170","8.76","200717",912,"912","",NA,365
"366","08423.0803","191.79","3346.5145","9.35","200717",913,"913","",NA,366
"367","08423.0802","189.90","3346.5118","10.55","200717",914,"914","",NA,367
"368","08423.0801","187.84","3346.5090","12.51","200717",915,"915","",NA,368
"369","08423.0796","186.50","3346.5058","11.21","200717",916,"916","",NA,369
"370","08423.0797","184.88","3346.5031","9.58","200717",917,"917","",NA,370
"371","08423.0801","184.73","3346.5005","8.96","200717",918,"918","",NA,371
"372","08423.0810","184.74","3346.4986","7.74","200717",919,"919","",NA,372
"373","08423.0814","185.96","3346.4962","8.03","200717",920,"920","",NA,373
"374","08423.0818","185.40","3346.4940","8.87","200717",921,"921","",NA,374
"375","08423.0823","184.88","3346.4918","9.09","200717",922,"922","",NA,375
"376","08423.0826","183.88","3346.4896","9.50","200717",923,"923","",NA,376
"377","08423.0829","184.15","3346.4872","9.87","200717",924,"924","",NA,377
"378","08423.0832","183.64","3346.4846","9.49","200717",925,"925","",NA,378
"379","08423.0834","183.39","3346.4820","9.02","200717",926,"926","",NA,379
"380","08423.0837","183.36","3346.4795","8.34","200717",927,"927","",NA,380
"381","08423.0839","182.01","3346.4770","8.40","200717",928,"928","",NA,381
"382","08423.0840","181.59","3346.4746","8.69","200717",929,"929","",NA,382
"383","08423.0843","182.73","3346.4721","9.27","200717",930,"930","",NA,383
"384","08423.0847","183.55","3346.4696","9.43","200717",931,"931","",NA,384
"385","08423.0849","182.72","3346.4669","10.38","200717",932,"932","",NA,385
"386","08423.0849","181.83","3346.4640","10.58","200717",933,"933","",NA,386
"387","08423.0851","181.42","3346.4613","10.00","200717",934,"934","",NA,387
"388","08423.0852","181.14","3346.4586","9.29","200717",935,"935","",NA,388
"389","08423.0857","182.35","3346.4564","9.28","200717",936,"936","",NA,389
"390","08423.0862","192.62","3346.4541","8.66","200717",937,"937","",NA,390
"391","08423.0872","199.88","3346.4516","10.83","200717",938,"938","",NA,391
"392","08423.0881","199.14","3346.4491","8.35","200717",939,"939","",NA,392
"393","08423.0884","197.68","3346.4469","7.02","200717",940,"940","",NA,393
"394","08423.0881","194.69","3346.4450","6.57","200717",941,"941","",NA,394
"395","08423.0879","193.69","3346.4434","6.09","200717",942,"942","",NA,395
"396","08423.0880","192.52","3346.4419","5.60","200717",943,"943","",NA,396
"397","08423.0883","188.58","3346.4408","3.29","200717",944,"944","",NA,397
"398","08423.0878","187.36","3346.4403","2.39","200717",945,"945","",NA,398
"399","08423.0877","186.52","3346.4401","0.13","200717",946,"946","",NA,399
"400","08423.0879","185.73","3346.4400","0.04","200717",947,"947","",NA,400
"401","08423.0879","185.73","3346.4400","0.07","200717",948,"948","",NA,401
"402","08423.0880","185.73","3346.4397","0.06","200717",949,"949","",NA,402
"403","08423.0878","185.73","3346.4398","0.02","200717",950,"950","",NA,403
"404","08423.0878","185.73","3346.4398","0.11","200717",951,"951","",NA,404
"405","08423.0881","185.73","3346.4397","0.06","200717",952,"952","",NA,405
"406","08423.0883","185.73","3346.4397","0.00","200717",953,"953","",NA,406
"407","08423.0883","185.73","3346.4397","0.00","200717",954,"954","",NA,407
"408","08423.0885","185.73","3346.4397","0.19","200717",955,"955","",NA,408
"409","08423.0889","185.73","3346.4392","0.29","200717",956,"956","",NA,409
"410","08423.0902","186.05","3346.4374","4.98","200717",957,"957","",NA,410
"411","08423.0903","191.10","3346.4357","6.95","200717",958,"958","",NA,411
"412","08423.0899","190.87","3346.4339","8.42","200717",959,"959","",NA,412
"413","08423.0912","190.27","3346.4313","8.37","200717",1000,"1000","",NA,413
"414","08423.0915","189.37","3346.4288","8.91","200717",1001,"1001","",NA,414
"415","08423.0919","186.70","3346.4263","9.85","200717",1002,"1002","",NA,415
"416","08423.0920","186.93","3346.4236","10.46","200717",1003,"1003","",NA,416
"417","08423.0923","186.13","3346.4208","10.71","200717",1004,"1004","",NA,417
"418","08423.0926","184.77","3346.4179","10.69","200717",1005,"1005","",NA,418
"419","08423.0928","184.29","3346.4150","10.69","200717",1006,"1006","",NA,419
"420","08423.0928","183.36","3346.4121","10.27","200717",1007,"1007","",NA,420
"421","08423.0931","182.54","3346.4093","9.38","200717",1008,"1008","",NA,421
"422","08423.0931","181.09","3346.4066","9.41","200717",1009,"1009","",NA,422
"423","08423.0928","181.38","3346.4040","9.94","200717",1010,"1010","",NA,423
"424","08423.0932","191.44","3346.4011","10.44","200717",1011,"1011","",NA,424
"425","08423.0937","188.77","3346.3983","9.87","200717",1012,"1012","",NA,425
"426","08423.0939","185.27","3346.3955","9.84","200717",1013,"1013","",NA,426
"427","08423.0942","184.50","3346.3928","9.83","200717",1014,"1014","",NA,427
"428","08423.0943","186.23","3346.3901","10.23","200717",1015,"1015","",NA,428
"429","08423.0946","187.65","3346.3872","10.66","200717",1016,"1016","",NA,429
"430","08423.0946","185.89","3346.3844","10.11","200717",1017,"1017","",NA,430
"431","08423.0947","184.68","3346.3817","9.50","200717",1018,"1018","",NA,431
"432","08423.0949","184.31","3346.3790","10.69","200717",1019,"1019","",NA,432
"433","08423.0951","192.97","3346.3765","11.59","200717",1020,"1020","",NA,433
"434","08423.0954","192.24","3346.3735","10.78","200717",1021,"1021","",NA,434
"435","08423.0956","191.14","3346.3705","10.38","200717",1022,"1022","",NA,435
"436","08423.0957","192.68","3346.3676","12.34","200717",1023,"1023","",NA,436
"437","08423.0957","190.33","3346.3646","12.31","200717",1024,"1024","",NA,437
"438","08423.0963","190.65","3346.3616","10.58","200717",1025,"1025","",NA,438
"439","08423.0970","196.11","3346.3589","9.37","200717",1026,"1026","",NA,439
"440","08423.0977","194.51","3346.3563","10.02","200717",1027,"1027","",NA,440
"441","08423.0974","193.22","3346.3531","11.20","200717",1028,"1028","",NA,441
"442","08423.0973","192.23","3346.3499","11.01","200717",1029,"1029","",NA,442
"443","08423.0973","191.10","3346.3472","8.04","200717",1030,"1030","",NA,443
"444","08423.0976","170.62","3346.3451","5.31","200717",1031,"1031","",NA,444
"445","08423.0970","153.63","3346.3437","4.01","200717",1032,"1032","",NA,445
"446","08423.0965","153.63","3346.3428","2.81","200717",1033,"1033","",NA,446
"447","08423.0961","153.63","3346.3423","1.79","200717",1034,"1034","",NA,447
"448","08423.0956","153.63","3346.3420","1.62","200717",1035,"1035","",NA,448
"449","08423.0952","153.63","3346.3416","2.66","200717",1036,"1036","",NA,449
"450","08423.0949","153.63","3346.3412","0.06","200717",1037,"1037","",NA,450
"451","08423.0948","153.63","3346.3412","0.05","200717",1038,"1038","",NA,451
"452","08423.0947","153.63","3346.3411","0.03","200717",1039,"1039","",NA,452
"453","08423.0949","153.63","3346.3413","0.03","200717",1040,"1040","",NA,453
"454","08423.0949","153.63","3346.3412","0.07","200717",1041,"1041","",NA,454
"455","08423.0950","153.63","3346.3410","0.08","200717",1042,"1042","",NA,455
"456","08423.0951","153.63","3346.3408","0.08","200717",1043,"1043","",NA,456
"457","08423.0952","153.63","3346.3406","0.00","200717",1044,"1044","",NA,457
"458","08423.0952","153.63","3346.3406","0.00","200717",1045,"1045","",NA,458
"459","08423.0952","153.63","3346.3407","0.04","200717",1046,"1046","",NA,459
"460","08423.0951","153.63","3346.3408","0.03","200717",1047,"1047","",NA,460
"461","08423.0951","153.63","3346.3408","0.01","200717",1048,"1048","",NA,461
"462","08423.0950","153.63","3346.3408","0.01","200717",1049,"1049","",NA,462
"463","08423.0950","153.63","3346.3409","0.01","200717",1050,"1050","",NA,463
"464","08423.0950","153.63","3346.3409","0.03","200717",1051,"1051","",NA,464
"465","08423.0951","153.63","3346.3409","0.02","200717",1052,"1052","",NA,465
"466","08423.0952","153.63","3346.3410","0.01","200717",1053,"1053","",NA,466
"467","08423.0952","153.63","3346.3410","0.02","200717",1054,"1054","",NA,467
"468","08423.0951","153.63","3346.3410","0.01","200717",1055,"1055","",NA,468
"469","08423.0951","153.63","3346.3410","0.02","200717",1056,"1056","",NA,469
"470","08423.0952","153.63","3346.3409","0.03","200717",1057,"1057","",NA,470
"471","08423.0952","153.63","3346.3409","0.03","200717",1058,"1058","",NA,471
"472","08423.0952","153.63","3346.3408","0.01","200717",1059,"1059","",NA,472
"473","08423.0952","153.63","3346.3407","0.03","200717",1100,"1100","",NA,473
"474","08423.0952","153.63","3346.3407","0.05","200717",1101,"1101","",NA,474
"475","08423.0951","153.63","3346.3407","0.07","200717",1102,"1102","",NA,475
"476","08423.0951","153.63","3346.3407","0.04","200717",1103,"1103","",NA,476
"477","08423.0952","153.63","3346.3407","0.01","200717",1104,"1104","",NA,477
"478","08423.0952","153.63","3346.3407","0.08","200717",1105,"1105","",NA,478
"479","08423.0952","153.63","3346.3407","0.02","200717",1106,"1106","",NA,479
"480","08423.0952","153.63","3346.3407","0.02","200717",1107,"1107","",NA,480
"481","08423.0951","153.63","3346.3408","0.04","200717",1108,"1108","",NA,481
"482","08423.0951","153.63","3346.3408","0.04","200717",1109,"1109","",NA,482
"483","08423.0952","153.63","3346.3409","0.03","200717",1110,"1110","",NA,483
"484","08423.0952","153.63","3346.3409","0.05","200717",1111,"1111","",NA,484
"485","08423.0952","153.63","3346.3409","0.04","200717",1112,"1112","",NA,485
"486","08423.0951","153.63","3346.3410","0.03","200717",1113,"1113","",NA,486
"487","08423.0952","153.63","3346.3410","0.03","200717",1114,"1114","",NA,487
"488","08423.0953","153.63","3346.3410","0.02","200717",1115,"1115","",NA,488
"489","08423.0953","153.63","3346.3410","0.02","200717",1116,"1116","",NA,489
"490","08423.0953","153.63","3346.3410","0.03","200717",1117,"1117","",NA,490
"491","08423.0953","153.63","3346.3410","0.03","200717",1118,"1118","",NA,491
"492","08423.0953","153.63","3346.3411","0.05","200717",1119,"1119","",NA,492
"493","08423.0954","153.63","3346.3412","0.09","200717",1120,"1120","",NA,493
"494","08423.0954","144.08","3346.3412","2.49","200717",1121,"1121","",NA,494
"495","08423.0952","144.08","3346.3410","0.07","200717",1122,"1122","",NA,495
"496","08423.0952","188.43","3346.3410","0.82","200717",1123,"1123","",NA,496
"497","08423.0954","189.80","3346.3403","3.96","200717",1124,"1124","",NA,497
"498","08423.0954","188.93","3346.3391","5.23","200717",1125,"1125","",NA,498
"499","08423.0955","188.26","3346.3376","5.25","200717",1126,"1126","",NA,499
"500","08423.0954","187.19","3346.3360","5.63","200717",1127,"1127","",NA,500
"501","08423.0955","184.87","3346.3342","7.05","200717",1128,"1128","",NA,501
"502","08423.0959","189.94","3346.3322","8.20","200717",1129,"1129","",NA,502
"503","08423.0965","194.51","3346.3298","9.39","200717",1130,"1130","",NA,503
"504","08423.0966","193.63","3346.3274","8.55","200717",1131,"1131","",NA,504
"505","08423.0967","191.82","3346.3252","7.55","200717",1132,"1132","",NA,505
"506","08423.0965","190.10","3346.3234","5.74","200717",1133,"1133","",NA,506
"507","08423.0963","187.40","3346.3221","4.58","200717",1134,"1134","",NA,507
"508","08423.0960","184.22","3346.3208","3.99","200717",1135,"1135","",NA,508
"509","08423.0957","181.92","3346.3198","3.12","200717",1136,"1136","",NA,509
"510","08423.0953","178.49","3346.3191","2.12","200717",1137,"1137","",NA,510
"511","08423.0953","166.67","3346.3187","0.96","200717",1138,"1138","",NA,511
"512","08423.0954","166.67","3346.3186","0.12","200717",1139,"1139","",NA,512
"513","08423.0956","166.67","3346.3186","0.42","200717",1140,"1140","",NA,513
"514","08423.0956","166.67","3346.3187","0.43","200717",1141,"1141","",NA,514
"515","08423.0949","68.73","3346.3187","0.94","200717",1142,"1142","",NA,515
"516","08423.0942","66.85","3346.3190","0.94","200717",1143,"1143","",NA,516
"517","08423.0937","66.33","3346.3192","0.91","200717",1144,"1144","",NA,517
"518","08423.0933","65.77","3346.3192","1.58","200717",1145,"1145","",NA,518
"519","08423.0937","65.03","3346.3191","1.10","200717",1146,"1146","",NA,519
"520","08423.0939","33.38","3346.3191","0.61","200717",1147,"1147","",NA,520
"521","08423.0938","181.72","3346.3176","3.38","200717",1148,"1148","",NA,521
"522","08423.0940","184.81","3346.3163","4.93","200717",1149,"1149","",NA,522
"523","08423.0942","184.03","3346.3149","4.88","200717",1150,"1150","",NA,523
"524","08423.0951","183.80","3346.3133","5.33","200717",1151,"1151","",NA,524
"525","08423.0959","183.89","3346.3117","5.32","200717",1152,"1152","",NA,525
"526","08423.0987","182.57","3346.3095","5.27","200717",1153,"1153","",NA,526
"527","08423.0989","183.40","3346.3081","4.99","200717",1154,"1154","",NA,527
"528","08423.0991","183.74","3346.3068","4.39","200717",1155,"1155","",NA,528
"529","08423.0991","184.61","3346.3058","4.01","200717",1156,"1156","",NA,529
"530","08423.0991","184.34","3346.3051","3.20","200717",1157,"1157","",NA,530
"531","08423.0992","184.97","3346.3042","3.25","200717",1158,"1158","",NA,531
"532","08423.0994","186.28","3346.3033","3.64","200717",1159,"1159","",NA,532
"533","08423.0996","188.30","3346.3022","3.97","200717",1200,"1200","",NA,533
"534","08423.0996","182.62","3346.3010","4.64","200717",1201,"1201","",NA,534
"535","08423.0996","177.26","3346.2997","4.98","200717",1202,"1202","",NA,535
"536","08423.0996","180.53","3346.2982","5.27","200717",1203,"1203","",NA,536
"537","08423.0997","178.99","3346.2967","5.20","200717",1204,"1204","",NA,537
"538","08423.0996","176.86","3346.2956","3.36","200717",1205,"1205","",NA,538
"539","08423.0995","175.28","3346.2947","2.71","200717",1206,"1206","",NA,539
"540","08423.0994","166.99","3346.2939","2.72","200717",1207,"1207","",NA,540
"541","08423.0992","161.52","3346.2930","3.00","200717",1208,"1208","",NA,541
"542","08423.0990","161.71","3346.2922","2.58","200717",1209,"1209","",NA,542
"543","08423.0989","163.39","3346.2914","2.97","200717",1210,"1210","",NA,543
"544","08423.0990","166.39","3346.2905","3.39","200717",1211,"1211","",NA,544
"545","08423.0994","168.53","3346.2893","4.72","200717",1212,"1212","",NA,545
"546","08423.0996","169.88","3346.2881","4.75","200717",1213,"1213","",NA,546
"547","08423.0995","171.75","3346.2866","5.70","200717",1214,"1214","",NA,547
"548","08423.0993","173.27","3346.2847","7.40","200717",1215,"1215","",NA,548
"549","08423.0991","174.44","3346.2820","8.70","200717",1216,"1216","",NA,549
"550","08423.0990","175.55","3346.2791","8.68","200717",1217,"1217","",NA,550
"551","08423.0994","176.78","3346.2763","8.93","200717",1218,"1218","",NA,551
"552","08423.1000","177.78","3346.2737","10.02","200717",1219,"1219","",NA,552
"553","08423.1015","178.55","3346.2699","10.81","200717",1220,"1220","",NA,553
"554","08423.1024","179.29","3346.2664","11.49","200717",1221,"1221","",NA,554
"555","08423.1023","181.01","3346.2634","11.76","200717",1222,"1222","",NA,555
"556","08423.1021","181.54","3346.2602","12.34","200717",1223,"1223","",NA,556
"557","08423.1022","181.60","3346.2568","14.10","200717",1224,"1224","",NA,557
"558","08423.1028","186.17","3346.2537","13.52","200717",1225,"1225","",NA,558
"559","08423.1029","185.35","3346.2502","13.57","200717",1226,"1226","",NA,559
"560","08423.1032","184.70","3346.2468","13.61","200717",1227,"1227","",NA,560
"561","08423.1039","182.27","3346.2435","13.13","200717",1228,"1228","",NA,561
"562","08423.1044","179.40","3346.2401","12.64","200717",1229,"1229","",NA,562
"563","08423.1048","181.38","3346.2369","11.54","200717",1230,"1230","",NA,563
"564","08423.1055","181.25","3346.2337","12.23","200717",1231,"1231","",NA,564
"565","08423.1058","181.68","3346.2303","12.60","200717",1232,"1232","",NA,565
"566","08423.1057","182.37","3346.2268","12.27","200717",1233,"1233","",NA,566
