"","USRear","LidarRight","LidarLeft","USRight","USLeft","SO","CO","O3","P10","NO","P25","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"1","670.56","37.00","160.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000307.094,"proximity","200717","000307",2017-07-21 00:03:07,1
"2","675.64","35.00","159.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000308.094,"proximity","200717","000308",2017-07-21 00:03:08,2
"3","668.02","39.00","160.00","17.78","116.84",NA,NA,NA,NA,NA,NA,200717000308.094,"proximity","200717","000308",2017-07-21 00:03:08,3
"4","673.10","37.00","159.00","17.78","139.70","4095.00","4095.00","4095.00","12.20","4095.00","11.00",200717000308.094,"proximity","200717","000308",2017-07-21 00:03:08,4
"5","668.02","38.00","161.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000309.094,"proximity","200717","000309",2017-07-21 00:03:09,5
"6","640.08","40.00","159.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000309.094,"proximity","200717","000309",2017-07-21 00:03:09,6
"7","660.40","38.00","160.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000309.094,"proximity","200717","000309",2017-07-21 00:03:09,7
"8","647.70","39.00","160.00","17.78","142.24","4095.00","4095.00","4095.00","12.20","4095.00","11.00",200717000309.094,"proximity","200717","000309",2017-07-21 00:03:09,8
"9","599.44","33.00","161.00","17.78","50.80",NA,NA,NA,NA,NA,NA,200717000310.094,"proximity","200717","000310",2017-07-21 00:03:10,9
"10","543.56","39.00","162.00","17.78","30.48",NA,NA,NA,NA,NA,NA,200717000310.094,"proximity","200717","000310",2017-07-21 00:03:10,10
"11","358.14","40.00","160.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000310.094,"proximity","200717","000310",2017-07-21 00:03:10,11
"12","635.00","40.00","160.00","17.78","139.70","4095.00","4095.00","4095.00","12.10","4095.00","10.90",200717000311.094,"proximity","200717","000311",2017-07-21 00:03:11,12
"13","325.12","42.00","159.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000311.094,"proximity","200717","000311",2017-07-21 00:03:11,13
"14","695.96","43.00","161.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000311.094,"proximity","200717","000311",2017-07-21 00:03:11,14
"15","690.88","43.00","163.00","17.78","167.64",NA,NA,NA,NA,NA,NA,200717000311.094,"proximity","200717","000311",2017-07-21 00:03:11,15
"16","561.34","42.00","161.00","15.24","142.24","4095.00","4095.00","4095.00","12.10","4095.00","10.90",200717000312.092,"proximity","200717","000312",2017-07-21 00:03:12,16
"17","642.62","45.00","161.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000312.092,"proximity","200717","000312",2017-07-21 00:03:12,17
"18","665.48","43.00","161.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000312.092,"proximity","200717","000312",2017-07-21 00:03:12,18
"19","680.72","47.00","159.00","15.24","30.48",NA,NA,NA,NA,NA,NA,200717000312.092,"proximity","200717","000312",2017-07-21 00:03:12,19
"20","685.80","35.00","159.00","15.24","139.70","4095.00","4095.00","4095.00","12.10","4095.00","10.90",200717000313.092,"proximity","200717","000313",2017-07-21 00:03:13,20
"21","665.48","39.00","156.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000313.092,"proximity","200717","000313",2017-07-21 00:03:13,21
"22","665.48","40.00","159.00","15.24","139.70",NA,NA,NA,NA,NA,NA,200717000313.092,"proximity","200717","000313",2017-07-21 00:03:13,22
"23","668.02","35.00","159.00","15.24","139.70",NA,NA,NA,NA,NA,NA,200717000314.092,"proximity","200717","000314",2017-07-21 00:03:14,23
"24","668.02","33.00","158.00","15.24","45.72","4095.00","4095.00","4095.00","12.10","4095.00","10.90",200717000314.092,"proximity","200717","000314",2017-07-21 00:03:14,24
"25","650.24","38.00","157.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000314.092,"proximity","200717","000314",2017-07-21 00:03:14,25
"26","635.00","44.00","157.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000314.092,"proximity","200717","000314",2017-07-21 00:03:14,26
"27","635.00","39.00","159.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000315.092,"proximity","200717","000315",2017-07-21 00:03:15,27
"28","632.46","43.00","158.00","17.78","142.24","4095.00","4095.00","4095.00","12.00","4095.00","10.80",200717000315.092,"proximity","200717","000315",2017-07-21 00:03:15,28
"29","622.30","44.00","158.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000316.092,"proximity","200717","000316",2017-07-21 00:03:16,29
"30","391.16","39.00","158.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000316.092,"proximity","200717","000316",2017-07-21 00:03:16,30
"31","596.90","39.00","158.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000316.092,"proximity","200717","000316",2017-07-21 00:03:16,31
"32","599.44","43.00","159.00","15.24","142.24","4095.00","4095.00","4095.00","12.00","4095.00","10.80",200717000317.092,"proximity","200717","000317",2017-07-21 00:03:17,32
"33","604.52","42.00","156.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000317.092,"proximity","200717","000317",2017-07-21 00:03:17,33
"34","591.82","33.00","157.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000317.092,"proximity","200717","000317",2017-07-21 00:03:17,34
"35","464.82","43.00","157.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000317.092,"proximity","200717","000317",2017-07-21 00:03:17,35
"36","381.00","43.00","157.00","17.78","142.24","4095.00","4095.00","4095.00","11.90","4095.00","10.70",200717000317.092,"proximity","200717","000317",2017-07-21 00:03:17,36
"37","574.04","38.00","156.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000318.085,"proximity","200717","000318",2017-07-21 00:03:18,37
"38","566.42","38.00","156.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000318.085,"proximity","200717","000318",2017-07-21 00:03:18,38
"39","561.34","37.00","158.00","15.24","139.70",NA,NA,NA,NA,NA,NA,200717000318.085,"proximity","200717","000318",2017-07-21 00:03:18,39
"40","360.68","39.00","160.00","15.24","139.70","4095.00","4095.00","4095.00","11.90","4095.00","10.70",200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,40
"41","553.72","40.00","158.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,41
"42","546.10","44.00","160.00","17.78","86.36",NA,NA,NA,NA,NA,NA,200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,42
"43","535.94","40.00","159.00","20.32","142.24",NA,NA,NA,NA,NA,NA,200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,43
"44","530.86","33.00","157.00","15.24","142.24","4095.00","4095.00","4095.00","11.90","4095.00","10.70",200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,44
"45","530.86","37.00","159.00","15.24","139.70",NA,NA,NA,NA,NA,NA,200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,45
"46","515.62","56.00","157.00","12.70","142.24",NA,NA,NA,NA,NA,NA,200717000319.085,"proximity","200717","000319",2017-07-21 00:03:19,46
"47","505.46","50.00","155.00","25.40","104.14",NA,NA,NA,NA,NA,NA,200717000321,"proximity","200717","000321",2017-07-21 00:03:21,47
"48","502.92","51.00","155.00","25.40","142.24","4095.00","4095.00","4095.00","11.80","4095.00","10.60",200717000321,"proximity","200717","000321",2017-07-21 00:03:21,48
"49","495.30","53.00","160.00","25.40","139.70",NA,NA,NA,NA,NA,NA,200717000321,"proximity","200717","000321",2017-07-21 00:03:21,49
"50","480.06","13.00","133.00","15.24","93.98",NA,NA,NA,NA,NA,NA,200717000321,"proximity","200717","000321",2017-07-21 00:03:21,50
"51","487.68","55.00","150.00","20.32","139.70",NA,NA,NA,NA,NA,NA,200717000322,"proximity","200717","000322",2017-07-21 00:03:22,51
"52","482.60","56.00","162.00","17.78","127.00","4095.00","4095.00","4095.00","11.80","4095.00","10.60",200717000322,"proximity","200717","000322",2017-07-21 00:03:22,52
"53","330.20","30.00","160.00","12.70","27.94",NA,NA,NA,NA,NA,NA,200717000322,"proximity","200717","000322",2017-07-21 00:03:22,53
"54","350.52","33.00","157.00","15.24","142.24",NA,NA,NA,NA,NA,NA,200717000322,"proximity","200717","000322",2017-07-21 00:03:22,54
"55","469.90","34.00","158.00","15.24","142.24",NA,NA,NA,NA,NA,NA,200717000323,"proximity","200717","000323",2017-07-21 00:03:23,55
"56","190.50","39.00","158.00","15.24","142.24","4095.00","4095.00","4095.00","11.80","4095.00","10.60",200717000323,"proximity","200717","000323",2017-07-21 00:03:23,56
"57","228.60","29.00","158.00","12.70","142.24",NA,NA,NA,NA,NA,NA,200717000323,"proximity","200717","000323",2017-07-21 00:03:23,57
"58","248.92","33.00","159.00","12.70","139.70",NA,NA,NA,NA,NA,NA,200717000323,"proximity","200717","000323",2017-07-21 00:03:23,58
"59","236.22","24.00","158.00","12.70","142.24",NA,NA,NA,NA,NA,NA,200717000324,"proximity","200717","000324",2017-07-21 00:03:24,59
"60","309.88","27.00","159.00","15.24","142.24","4095.00","4095.00","4095.00","11.80","4095.00","10.60",200717000324,"proximity","200717","000324",2017-07-21 00:03:24,60
"61","426.72","23.00","158.00","12.70","139.70",NA,NA,NA,NA,NA,NA,200717000324,"proximity","200717","000324",2017-07-21 00:03:24,61
"62","391.16","27.00","160.00","12.70","139.70",NA,NA,NA,NA,NA,NA,200717000324,"proximity","200717","000324",2017-07-21 00:03:24,62
"63","424.18","22.00","161.00","12.70","139.70",NA,NA,NA,NA,NA,NA,200717000324,"proximity","200717","000324",2017-07-21 00:03:24,63
"64","299.72","24.00","161.00","17.78","142.24","4095.00","4095.00","4095.00","11.70","4095.00","10.50",200717000324,"proximity","200717","000324",2017-07-21 00:03:24,64
"65","408.94","25.00","158.00","22.86","142.24",NA,NA,NA,NA,NA,NA,200717000324,"proximity","200717","000324",2017-07-21 00:03:24,65
"66","401.32","20.00","158.00","12.70","33.02",NA,NA,NA,NA,NA,NA,200717000326,"proximity","200717","000326",2017-07-21 00:03:26,66
"67","393.70","20.00","158.00","12.70","142.24",NA,NA,NA,NA,NA,NA,200717000326,"proximity","200717","000326",2017-07-21 00:03:26,67
"68","393.70","23.00","159.00","12.70","142.24","4095.00","4095.00","4095.00","11.70","4095.00","10.50",200717000326,"proximity","200717","000326",2017-07-21 00:03:26,68
"69","383.54","22.00","159.00","20.32","142.24",NA,NA,NA,NA,NA,NA,200717000326,"proximity","200717","000326",2017-07-21 00:03:26,69
"70","388.62","18.00","161.00","22.86","139.70",NA,NA,NA,NA,NA,NA,200717000327,"proximity","200717","000327",2017-07-21 00:03:27,70
"71","373.38","24.00","160.00","12.70","109.22",NA,NA,NA,NA,NA,NA,200717000327,"proximity","200717","000327",2017-07-21 00:03:27,71
"72","375.92","24.00","160.00","22.86","142.24","4095.00","4095.00","4095.00","11.70","4095.00","10.50",200717000327,"proximity","200717","000327",2017-07-21 00:03:27,72
"73","307.34","25.00","161.00","12.70","137.16",NA,NA,NA,NA,NA,NA,200717000327,"proximity","200717","000327",2017-07-21 00:03:27,73
"74","360.68","9.00","161.00","20.32","142.24",NA,NA,NA,NA,NA,NA,200717000328,"proximity","200717","000328",2017-07-21 00:03:28,74
"75","355.60","12.00","161.00","27.94","142.24",NA,NA,NA,NA,NA,NA,200717000328,"proximity","200717","000328",2017-07-21 00:03:28,75
"76","350.52","19.00","161.00","25.40","142.24","4095.00","4095.00","4095.00","11.70","4095.00","10.50",200717000328,"proximity","200717","000328",2017-07-21 00:03:28,76
"77","256.54","20.00","159.00","25.40","33.02",NA,NA,NA,NA,NA,NA,200717000328,"proximity","200717","000328",2017-07-21 00:03:28,77
"78","299.72","17.00","161.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000329,"proximity","200717","000329",2017-07-21 00:03:29,78
"79","332.74","13.00","159.00","17.78","139.70",NA,NA,NA,NA,NA,NA,200717000329,"proximity","200717","000329",2017-07-21 00:03:29,79
"80","330.20","14.00","159.00","25.40","142.24","4095.00","4095.00","4095.00","11.60","4095.00","10.40",200717000329,"proximity","200717","000329",2017-07-21 00:03:29,80
"81","330.20","17.00","158.00","20.32","142.24",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,81
"82","325.12","24.00","159.00","12.70","142.24",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,82
"83","327.66","33.00","160.00","17.78","142.24",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,83
"84","276.86","40.00","162.00","22.86","144.78","4095.00","4095.00","4095.00","11.50","4095.00","10.30",200717000330,"proximity","200717","000330",2017-07-21 00:03:30,84
"85","325.12","38.00","160.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,85
"86","320.04","157.00","160.00","30.48","30.48",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,86
"87","312.42","63.00","161.00","27.94","142.24",NA,NA,NA,NA,NA,NA,200717000330,"proximity","200717","000330",2017-07-21 00:03:30,87
"88","215.90","99.00","159.00","27.94","142.24","4095.00","4095.00","4095.00","11.40","4095.00","10.30",200717000332,"proximity","200717","000332",2017-07-21 00:03:32,88
"89","297.18","151.00","159.00","27.94","142.24",NA,NA,NA,NA,NA,NA,200717000332,"proximity","200717","000332",2017-07-21 00:03:32,89
"90","294.64","143.00","160.00","30.48","50.80",NA,NA,NA,NA,NA,NA,200717000332,"proximity","200717","000332",2017-07-21 00:03:32,90
"91","292.10","139.00","160.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000332,"proximity","200717","000332",2017-07-21 00:03:32,91
"92","248.92","68.00","160.00","30.48","139.70","4095.00","4095.00","4095.00","11.30","4095.00","10.20",200717000333,"proximity","200717","000333",2017-07-21 00:03:33,92
"93","281.94","59.00","160.00","27.94","142.24",NA,NA,NA,NA,NA,NA,200717000333,"proximity","200717","000333",2017-07-21 00:03:33,93
"94","279.40","72.00","161.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000333,"proximity","200717","000333",2017-07-21 00:03:33,94
"95","271.78","73.00","160.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000333,"proximity","200717","000333",2017-07-21 00:03:33,95
"96","198.12","71.00","159.00","33.02","142.24","4095.00","4095.00","4095.00","11.30","4095.00","10.20",200717000334,"proximity","200717","000334",2017-07-21 00:03:34,96
"97","149.86","66.00","161.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000334,"proximity","200717","000334",2017-07-21 00:03:34,97
"98","157.48","70.00","161.00","35.56","132.08",NA,NA,NA,NA,NA,NA,200717000334,"proximity","200717","000334",2017-07-21 00:03:34,98
"99","254.00","73.00","160.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000334,"proximity","200717","000334",2017-07-21 00:03:34,99
"100","160.02","75.00","160.00","33.02","142.24","4095.00","4095.00","4095.00","11.30","4095.00","10.20",200717000335,"proximity","200717","000335",2017-07-21 00:03:35,100
"101","162.56","37.00","160.00","25.40","142.24",NA,NA,NA,NA,NA,NA,200717000335,"proximity","200717","000335",2017-07-21 00:03:35,101
"102","160.02","35.00","159.00","25.40","142.24",NA,NA,NA,NA,NA,NA,200717000335,"proximity","200717","000335",2017-07-21 00:03:35,102
"103","218.44","71.00","160.00","27.94","139.70",NA,NA,NA,NA,NA,NA,200717000335,"proximity","200717","000335",2017-07-21 00:03:35,103
"104","187.96","66.00","160.00","30.48","142.24","4095.00","4095.00","4095.00","11.30","4095.00","10.20",200717000336,"proximity","200717","000336",2017-07-21 00:03:36,104
"105","154.94","71.00","160.00","30.48","170.18",NA,NA,NA,NA,NA,NA,200717000336,"proximity","200717","000336",2017-07-21 00:03:36,105
"106","149.86","67.00","159.00","30.48","144.78",NA,NA,NA,NA,NA,NA,200717000336,"proximity","200717","000336",2017-07-21 00:03:36,106
"107","149.86","65.00","159.00","30.48","73.66",NA,NA,NA,NA,NA,NA,200717000337,"proximity","200717","000337",2017-07-21 00:03:37,107
"108","149.86","56.00","161.00","30.48","139.70","4095.00","4095.00","4095.00","11.40","4095.00","10.20",200717000337,"proximity","200717","000337",2017-07-21 00:03:37,108
"109","144.78","59.00","159.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000337,"proximity","200717","000337",2017-07-21 00:03:37,109
"110","177.80","62.00","159.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000337,"proximity","200717","000337",2017-07-21 00:03:37,110
"111","172.72","62.00","161.00","33.02","66.04",NA,NA,NA,NA,NA,NA,200717000338,"proximity","200717","000338",2017-07-21 00:03:38,111
"112","274.32","59.00","160.00","33.02","63.50","4095.00","4095.00","4095.00","11.30","4095.00","10.20",200717000338,"proximity","200717","000338",2017-07-21 00:03:38,112
"113","147.32","62.00","161.00","35.56","35.56",NA,NA,NA,NA,NA,NA,200717000338,"proximity","200717","000338",2017-07-21 00:03:38,113
"114","162.56","58.00","160.00","30.48","33.02",NA,NA,NA,NA,NA,NA,200717000338,"proximity","200717","000338",2017-07-21 00:03:38,114
"115","261.62","57.00","160.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000339,"proximity","200717","000339",2017-07-21 00:03:39,115
"116","144.78","57.00","159.00","30.48","142.24","4095.00","4095.00","4095.00","11.20","4095.00","10.10",200717000339,"proximity","200717","000339",2017-07-21 00:03:39,116
"117","147.32","59.00","160.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000339,"proximity","200717","000339",2017-07-21 00:03:39,117
"118","142.24","59.00","162.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000340,"proximity","200717","000340",2017-07-21 00:03:40,118
"119","154.94","59.00","161.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000340,"proximity","200717","000340",2017-07-21 00:03:40,119
"120","134.62","61.00","159.00","30.48","142.24","4095.00","4095.00","4095.00","11.20","4095.00","10.10",200717000340,"proximity","200717","000340",2017-07-21 00:03:40,120
"121","276.86","59.00","159.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000340,"proximity","200717","000340",2017-07-21 00:03:40,121
"122","406.40","59.00","160.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000341,"proximity","200717","000341",2017-07-21 00:03:41,122
"123","266.70","58.00","160.00","33.02","43.18",NA,NA,NA,NA,NA,NA,200717000341,"proximity","200717","000341",2017-07-21 00:03:41,123
"124","650.24","61.00","161.00","35.56","144.78","4095.00","4095.00","4095.00","11.10","4095.00","10.00",200717000341,"proximity","200717","000341",2017-07-21 00:03:41,124
"125","668.02","58.00","161.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000341,"proximity","200717","000341",2017-07-21 00:03:41,125
"126","154.94","56.00","159.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000342,"proximity","200717","000342",2017-07-21 00:03:42,126
"127","165.10","60.00","159.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000342,"proximity","200717","000342",2017-07-21 00:03:42,127
"128","152.40","56.00","159.00","33.02","142.24","4095.00","4095.00","4095.00","11.00","4095.00","9.90",200717000342,"proximity","200717","000342",2017-07-21 00:03:42,128
"129","154.94","58.00","159.00","33.02","104.14",NA,NA,NA,NA,NA,NA,200717000343,"proximity","200717","000343",2017-07-21 00:03:43,129
"130","154.94","58.00","160.00","30.48","106.68",NA,NA,NA,NA,NA,NA,200717000343,"proximity","200717","000343",2017-07-21 00:03:43,130
"131","152.40","61.00","161.00","30.48","142.24",NA,NA,NA,NA,NA,NA,200717000343,"proximity","200717","000343",2017-07-21 00:03:43,131
"132","154.94","56.00","160.00","35.56","142.24","4095.00","4095.00","4095.00","10.90","4095.00","9.80",200717000343,"proximity","200717","000343",2017-07-21 00:03:43,132
"133","294.64","52.00","161.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000344,"proximity","200717","000344",2017-07-21 00:03:44,133
"134","157.48","57.00","160.00","33.02","139.70",NA,NA,NA,NA,NA,NA,200717000344,"proximity","200717","000344",2017-07-21 00:03:44,134
"135","154.94","55.00","161.00","33.02","142.24",NA,NA,NA,NA,NA,NA,200717000344,"proximity","200717","000344",2017-07-21 00:03:44,135
"136","154.94","57.00","161.00","33.02","142.24","4095.00","4095.00","4095.00","10.90","4095.00","9.80",200717000345,"proximity","200717","000345",2017-07-21 00:03:45,136
"137","165.10","61.00","161.00","33.02","139.70",NA,NA,NA,NA,NA,NA,200717000345,"proximity","200717","000345",2017-07-21 00:03:45,137
"138","152.40","62.00","161.00","30.48","139.70",NA,NA,NA,NA,NA,NA,200717000345,"proximity","200717","000345",2017-07-21 00:03:45,138
"139","149.86","68.00","160.00","30.48","139.70",NA,NA,NA,NA,NA,NA,200717000345,"proximity","200717","000345",2017-07-21 00:03:45,139
"140","154.94","143.00","162.00","33.02","35.56","4095.00","4095.00","4095.00","10.90","4095.00","9.80",200717000346,"proximity","200717","000346",2017-07-21 00:03:46,140
"141","154.94","148.00","162.00","33.02","139.70",NA,NA,NA,NA,NA,NA,200717000346,"proximity","200717","000346",2017-07-21 00:03:46,141
"142","167.64","154.00","161.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000346,"proximity","200717","000346",2017-07-21 00:03:46,142
"143","149.86","154.00","160.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000346,"proximity","200717","000346",2017-07-21 00:03:46,143
"144","152.40","151.00","160.00","35.56","139.70","4095.00","4095.00","4095.00","10.80","4095.00","9.70",200717000347,"proximity","200717","000347",2017-07-21 00:03:47,144
"145","154.94","128.00","161.00","33.02","33.02",NA,NA,NA,NA,NA,NA,200717000347,"proximity","200717","000347",2017-07-21 00:03:47,145
"146","152.40","141.00","160.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000347,"proximity","200717","000347",2017-07-21 00:03:47,146
"147","165.10","148.00","159.00","35.56","170.18",NA,NA,NA,NA,NA,NA,200717000348,"proximity","200717","000348",2017-07-21 00:03:48,147
"148","149.86","151.00","160.00","35.56","142.24","4095.00","4095.00","4095.00","10.80","4095.00","9.70",200717000348,"proximity","200717","000348",2017-07-21 00:03:48,148
"149","154.94","153.00","161.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000348,"proximity","200717","000348",2017-07-21 00:03:48,149
"150","165.10","152.00","161.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000348,"proximity","200717","000348",2017-07-21 00:03:48,150
"151","162.56","154.00","162.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000349,"proximity","200717","000349",2017-07-21 00:03:49,151
"152","304.80","151.00","161.00","35.56","170.18","4095.00","4095.00","4095.00","10.80","4095.00","9.70",200717000349,"proximity","200717","000349",2017-07-21 00:03:49,152
"153","152.40","147.00","161.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000349,"proximity","200717","000349",2017-07-21 00:03:49,153
"154","154.94","147.00","161.00","35.56","167.64",NA,NA,NA,NA,NA,NA,200717000350,"proximity","200717","000350",2017-07-21 00:03:50,154
"155","152.40","150.00","162.00","35.56","137.16",NA,NA,NA,NA,NA,NA,200717000350,"proximity","200717","000350",2017-07-21 00:03:50,155
"156","180.34","150.00","160.00","35.56","139.70","4095.00","4095.00","4095.00","10.70","4095.00","9.60",200717000350,"proximity","200717","000350",2017-07-21 00:03:50,156
"157","162.56","150.00","161.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000350,"proximity","200717","000350",2017-07-21 00:03:50,157
"158","551.18","150.00","160.00","35.56","78.74",NA,NA,NA,NA,NA,NA,200717000351,"proximity","200717","000351",2017-07-21 00:03:51,158
"159","162.56","153.00","161.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000351,"proximity","200717","000351",2017-07-21 00:03:51,159
"160","543.56","157.00","160.00","35.56","139.70","4095.00","4095.00","4095.00","10.70","4095.00","9.60",200717000351,"proximity","200717","000351",2017-07-21 00:03:51,160
"161","154.94","150.00","160.00","38.10","142.24",NA,NA,NA,NA,NA,NA,200717000351,"proximity","200717","000351",2017-07-21 00:03:51,161
"162","162.56","156.00","160.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000352,"proximity","200717","000352",2017-07-21 00:03:52,162
"163","162.56","153.00","161.00","38.10","129.54",NA,NA,NA,NA,NA,NA,200717000352,"proximity","200717","000352",2017-07-21 00:03:52,163
"164","149.86","154.00","162.00","38.10","142.24","4095.00","4095.00","4095.00","10.70","4095.00","9.60",200717000352,"proximity","200717","000352",2017-07-21 00:03:52,164
"165","149.86","160.00","160.00","35.56","139.70",NA,NA,NA,NA,NA,NA,200717000353,"proximity","200717","000353",2017-07-21 00:03:53,165
"166","269.24","150.00","160.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000353,"proximity","200717","000353",2017-07-21 00:03:53,166
"167","601.98","148.00","160.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000353,"proximity","200717","000353",2017-07-21 00:03:53,167
"168","160.02","154.00","159.00","35.56","139.70","4095.00","4095.00","4095.00","10.70","4095.00","9.60",200717000353,"proximity","200717","000353",2017-07-21 00:03:53,168
"169","571.50","153.00","160.00","35.56","60.96",NA,NA,NA,NA,NA,NA,200717000353,"proximity","200717","000353",2017-07-21 00:03:53,169
"170","495.30","152.00","161.00","35.56","35.56",NA,NA,NA,NA,NA,NA,200717000354,"proximity","200717","000354",2017-07-21 00:03:54,170
"171","152.40","143.00","159.00","35.56","142.24",NA,NA,NA,NA,NA,NA,200717000354,"proximity","200717","000354",2017-07-21 00:03:54,171
"172","165.10","137.00","154.00","38.10","139.70","4095.00","4095.00","4095.00","10.60","4095.00","9.50",200717000354,"proximity","200717","000354",2017-07-21 00:03:54,172
"173","589.28","283.00","149.00","45.72","137.16",NA,NA,NA,NA,NA,NA,200717000355,"proximity","200717","000355",2017-07-21 00:03:55,173
"174","586.74","284.00","140.00","48.26","129.54",NA,NA,NA,NA,NA,NA,200717000355,"proximity","200717","000355",2017-07-21 00:03:55,174
"175","266.70","300.00","157.00","48.26","129.54",NA,NA,NA,NA,NA,NA,200717000355,"proximity","200717","000355",2017-07-21 00:03:55,175
"176","566.42","334.00","179.00","50.80","129.54","4095.00","4095.00","4095.00","10.60","4095.00","9.50",200717000356,"proximity","200717","000356",2017-07-21 00:03:56,176
"177","487.68","331.00","185.00","53.34","129.54",NA,NA,NA,NA,NA,NA,200717000356,"proximity","200717","000356",2017-07-21 00:03:56,177
"178","523.24","326.00","171.00","66.04","127.00",NA,NA,NA,NA,NA,NA,200717000356,"proximity","200717","000356",2017-07-21 00:03:56,178
"179","193.04","789.00","161.00","71.12","116.84",NA,NA,NA,NA,NA,NA,200717000356,"proximity","200717","000356",2017-07-21 00:03:56,179
"180","187.96","800.00","161.00","73.66","109.22","4095.00","4095.00","4095.00","11.10","4095.00","9.50",200717000357,"proximity","200717","000357",2017-07-21 00:03:57,180
"181","190.50","115.00","151.00","73.66","106.68",NA,NA,NA,NA,NA,NA,200717000357,"proximity","200717","000357",2017-07-21 00:03:57,181
"182","185.42","97.00","125.00","68.58","106.68",NA,NA,NA,NA,NA,NA,200717000357,"proximity","200717","000357",2017-07-21 00:03:57,182
"183","177.80","107.00","122.00","71.12","109.22",NA,NA,NA,NA,NA,NA,200717000357,"proximity","200717","000357",2017-07-21 00:03:57,183
"184","170.18","108.00","161.00","71.12","109.22","4095.00","4095.00","4095.00","11.60","4095.00","9.50",200717000358,"proximity","200717","000358",2017-07-21 00:03:58,184
"185","167.64","110.00","154.00","73.66","109.22",NA,NA,NA,NA,NA,NA,200717000358,"proximity","200717","000358",2017-07-21 00:03:58,185
