LidarLeft,CO,P25,USRear,USLeft,LidarRight,USRight,O3,SO,P10,NO,timestamp,sensor,DateN,TimeN,Time
1042,NA,NA,640.08,48.26,273,167.64,NA,NA,NA,NA,2.00717E+11,proximity,200717,195118,2017-07-20 19:51:18
1046,786,15.5,642.62,48.26,482,182.88,775,361,17.4,998,2.00717E+11,proximity,200717,195119,2017-07-20 19:51:19
1532,NA,NA,642.62,48.26,519,182.88,NA,NA,NA,NA,2.00717E+11,proximity,200717,195119,2017-07-20 19:51:19
1049,NA,NA,645.16,48.26,1,241.3,NA,NA,NA,NA,2.00717E+11,proximity,200717,195119,2017-07-20 19:51:19
1,NA,NA,645.16,48.26,269,271.78,NA,NA,NA,NA,2.00717E+11,proximity,200717,195119,2017-07-20 19:51:19
1199,782,15.4,640.08,48.26,264,190.5,776,799,17.3,805,2.00717E+11,proximity,200717,195120,2017-07-20 19:51:20
1,NA,NA,642.62,48.26,268,193.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195120,2017-07-20 19:51:20
1853,NA,NA,642.62,48.26,176,193.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195120,2017-07-20 19:51:20
1534,NA,NA,642.62,48.26,1016,241.3,NA,NA,NA,NA,2.00717E+11,proximity,200717,195121,2017-07-20 19:51:21
1556,784,15.4,640.08,48.26,349,254,776,665,17.3,862,2.00717E+11,proximity,200717,195121,2017-07-20 19:51:21
1537,NA,NA,642.62,48.26,200,185.42,NA,NA,NA,NA,2.00717E+11,proximity,200717,195121,2017-07-20 19:51:21
1558,NA,NA,642.62,48.26,752,185.42,NA,NA,NA,NA,2.00717E+11,proximity,200717,195122,2017-07-20 19:51:22
1,NA,NA,640.08,48.26,322,218.44,NA,NA,NA,NA,2.00717E+11,proximity,200717,195122,2017-07-20 19:51:22
1,787,15.3,642.62,48.26,288,215.9,776,819,17.1,588,2.00717E+11,proximity,200717,195122,2017-07-20 19:51:22
1,NA,NA,642.62,48.26,265,193.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195122,2017-07-20 19:51:22
1,NA,NA,642.62,48.26,423,172.72,NA,NA,NA,NA,2.00717E+11,proximity,200717,195123,2017-07-20 19:51:23
1564,NA,NA,642.62,48.26,659,182.88,NA,NA,NA,NA,2.00717E+11,proximity,200717,195123,2017-07-20 19:51:23
1163,787,15.2,640.08,48.26,631,355.6,776,772,17,760,2.00717E+11,proximity,200717,195123,2017-07-20 19:51:23
1,NA,NA,642.62,48.26,1430,345.44,NA,NA,NA,NA,2.00717E+11,proximity,200717,195124,2017-07-20 19:51:24
1,NA,NA,642.62,48.26,361,266.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,195124,2017-07-20 19:51:24
1724,NA,NA,640.08,48.26,1509,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195124,2017-07-20 19:51:24
1,793,15.2,642.62,48.26,571,350.52,774,370,17,1074,2.00717E+11,proximity,200717,195125,2017-07-20 19:51:25
1,NA,NA,642.62,48.26,596,284.48,NA,NA,NA,NA,2.00717E+11,proximity,200717,195125,2017-07-20 19:51:25
1,NA,NA,642.62,48.26,595,340.36,NA,NA,NA,NA,2.00717E+11,proximity,200717,195125,2017-07-20 19:51:25
1,NA,NA,642.62,48.26,442,347.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,195126,2017-07-20 19:51:26
2279,790,15.2,642.62,48.26,2160,642.62,776,785,17,835,2.00717E+11,proximity,200717,195126,2017-07-20 19:51:26
1,NA,NA,640.08,48.26,821,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195126,2017-07-20 19:51:26
1502,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195127,2017-07-20 19:51:27
885,NA,NA,640.08,48.26,1,617.22,NA,NA,NA,NA,2.00717E+11,proximity,200717,195127,2017-07-20 19:51:27
828,789,15.4,642.62,48.26,1,645.16,775,771,17.2,936,2.00717E+11,proximity,200717,195127,2017-07-20 19:51:27
816,NA,NA,642.62,48.26,1961,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195127,2017-07-20 19:51:27
801,NA,NA,642.62,48.26,691,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195128,2017-07-20 19:51:28
881,NA,NA,640.08,48.26,2924,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195128,2017-07-20 19:51:28
887,790,15.4,642.62,48.26,1,642.62,776,955,17.2,583,2.00717E+11,proximity,200717,195128,2017-07-20 19:51:28
1,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195129,2017-07-20 19:51:29
1,NA,NA,645.16,48.26,1343,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195129,2017-07-20 19:51:29
2133,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195129,2017-07-20 19:51:29
1,788,15.4,640.08,48.26,1,642.62,776,751,17.2,802,2.00717E+11,proximity,200717,195129,2017-07-20 19:51:29
1849,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195130,2017-07-20 19:51:30
1,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195130,2017-07-20 19:51:30
1,NA,NA,640.08,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195130,2017-07-20 19:51:30
1,793,15.4,640.08,48.26,1510,642.62,774,369,17.2,934,2.00717E+11,proximity,200717,195131,2017-07-20 19:51:31
1,NA,NA,642.62,48.26,2826,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195131,2017-07-20 19:51:31
335,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195131,2017-07-20 19:51:31
1866,NA,NA,640.08,48.26,2779,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195132,2017-07-20 19:51:32
3185,787,15.4,642.62,48.26,1,645.16,776,832,17.2,792,2.00717E+11,proximity,200717,195132,2017-07-20 19:51:32
1,NA,NA,640.08,48.26,1,596.9,NA,NA,NA,NA,2.00717E+11,proximity,200717,195132,2017-07-20 19:51:32
2900,NA,NA,645.16,48.26,1,449.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195132,2017-07-20 19:51:32
1,NA,NA,642.62,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195133,2017-07-20 19:51:33
389,783,15.4,218.44,48.26,584,607.06,776,759,17.3,803,2.00717E+11,proximity,200717,195133,2017-07-20 19:51:33
326,NA,NA,642.62,48.26,1,647.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,195133,2017-07-20 19:51:33
393,NA,NA,642.62,50.8,1,447.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195134,2017-07-20 19:51:34
634,NA,NA,642.62,48.26,1,403.86,NA,NA,NA,NA,2.00717E+11,proximity,200717,195134,2017-07-20 19:51:34
636,781,15.4,642.62,48.26,1,640.08,777,982,17.3,495,2.00717E+11,proximity,200717,195134,2017-07-20 19:51:34
615,NA,NA,642.62,48.26,1,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195135,2017-07-20 19:51:35
627,NA,NA,642.62,48.26,1,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195135,2017-07-20 19:51:35
666,NA,NA,645.16,48.26,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195135,2017-07-20 19:51:35
946,784,15.4,645.16,48.26,1,248.92,776,772,17.3,826,2.00717E+11,proximity,200717,195135,2017-07-20 19:51:35
958,NA,NA,642.62,50.8,1,292.1,NA,NA,NA,NA,2.00717E+11,proximity,200717,195136,2017-07-20 19:51:36
1,NA,NA,632.46,48.26,728,320.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195136,2017-07-20 19:51:36
721,NA,NA,642.62,50.8,423,309.88,NA,NA,NA,NA,2.00717E+11,proximity,200717,195136,2017-07-20 19:51:36
1,792,15.3,645.16,50.8,429,304.8,774,350,17.2,1022,2.00717E+11,proximity,200717,195137,2017-07-20 19:51:37
1,NA,NA,640.08,50.8,756,127,NA,NA,NA,NA,2.00717E+11,proximity,200717,195137,2017-07-20 19:51:37
1,NA,NA,642.62,50.8,1,378.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,195137,2017-07-20 19:51:37
551,NA,NA,642.62,50.8,1,111.76,NA,NA,NA,NA,2.00717E+11,proximity,200717,195137,2017-07-20 19:51:37
1,786,15.3,645.16,50.8,330,243.84,776,875,17.3,742,2.00717E+11,proximity,200717,195138,2017-07-20 19:51:38
547,NA,NA,642.62,50.8,356,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195138,2017-07-20 19:51:38
573,NA,NA,642.62,50.8,330,254,NA,NA,NA,NA,2.00717E+11,proximity,200717,195138,2017-07-20 19:51:38
585,NA,NA,642.62,50.8,331,251.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,195139,2017-07-20 19:51:39
577,790,15.3,645.16,50.8,333,254,776,749,17.5,874,2.00717E+11,proximity,200717,195139,2017-07-20 19:51:39
571,NA,NA,642.62,50.8,380,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195139,2017-07-20 19:51:39
2020,NA,NA,642.62,50.8,432,261.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195140,2017-07-20 19:51:40
2037,NA,NA,642.62,50.8,451,177.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,195140,2017-07-20 19:51:40
1,795,15.2,642.62,50.8,453,129.54,776,772,17.6,587,2.00717E+11,proximity,200717,195140,2017-07-20 19:51:40
1,NA,NA,642.62,50.8,444,127,NA,NA,NA,NA,2.00717E+11,proximity,200717,195140,2017-07-20 19:51:40
962,NA,NA,642.62,50.8,443,127,NA,NA,NA,NA,2.00717E+11,proximity,200717,195141,2017-07-20 19:51:41
961,NA,NA,642.62,50.8,474,261.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195141,2017-07-20 19:51:41
954,790,15.2,642.62,50.8,436,261.62,777,847,17.5,765,2.00717E+11,proximity,200717,195141,2017-07-20 19:51:41
969,NA,NA,642.62,50.8,428,127,NA,NA,NA,NA,2.00717E+11,proximity,200717,195142,2017-07-20 19:51:42
997,NA,NA,642.62,50.8,444,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195142,2017-07-20 19:51:42
966,NA,NA,642.62,50.8,445,259.08,NA,NA,NA,NA,2.00717E+11,proximity,200717,195142,2017-07-20 19:51:42
1,795,15.2,642.62,50.8,330,256.54,775,335,17.6,1047,2.00717E+11,proximity,200717,195142,2017-07-20 19:51:42
1,NA,NA,640.08,50.8,353,251.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,195143,2017-07-20 19:51:43
1224,NA,NA,645.16,50.8,332,248.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,195144,2017-07-20 19:51:44
1,NA,NA,317.5,50.8,397,424.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,195144,2017-07-20 19:51:44
1,778,15.1,243.84,50.8,481,228.6,777,786,18,810,2.00717E+11,proximity,200717,195144,2017-07-20 19:51:44
1,NA,NA,292.1,50.8,570,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195144,2017-07-20 19:51:44
1,NA,NA,332.74,50.8,675,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195146,2017-07-20 19:51:46
1,NA,NA,327.66,50.8,694,170.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,195146,2017-07-20 19:51:46
1,779,15.1,330.2,50.8,751,170.18,776,927,18,695,2.00717E+11,proximity,200717,195146,2017-07-20 19:51:46
1961,NA,NA,322.58,50.8,791,353.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,195147,2017-07-20 19:51:47
1,NA,NA,307.34,50.8,731,292.1,NA,NA,NA,NA,2.00717E+11,proximity,200717,195147,2017-07-20 19:51:47
1,NA,NA,299.72,50.8,757,157.48,NA,NA,NA,NA,2.00717E+11,proximity,200717,195147,2017-07-20 19:51:47
1,782,15.1,406.4,50.8,783,149.86,777,678,17.8,873,2.00717E+11,proximity,200717,195148,2017-07-20 19:51:48
1875,NA,NA,281.94,50.8,800,187.96,NA,NA,NA,NA,2.00717E+11,proximity,200717,195148,2017-07-20 19:51:48
1,NA,NA,292.1,50.8,830,332.74,NA,NA,NA,NA,2.00717E+11,proximity,200717,195148,2017-07-20 19:51:48
1646,NA,NA,215.9,50.8,776,375.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,195149,2017-07-20 19:51:49
1635,786,15.1,609.6,50.8,165,157.48,774,464,17.7,926,2.00717E+11,proximity,200717,195149,2017-07-20 19:51:49
1,NA,NA,246.38,50.8,253,152.4,NA,NA,NA,NA,2.00717E+11,proximity,200717,195149,2017-07-20 19:51:49
636,NA,NA,287.02,50.8,305,175.26,NA,NA,NA,NA,2.00717E+11,proximity,200717,195149,2017-07-20 19:51:49
1,NA,NA,200.66,50.8,221,152.4,NA,NA,NA,NA,2.00717E+11,proximity,200717,195150,2017-07-20 19:51:50
1496,782,15,619.76,50.8,141,106.68,777,792,17.7,800,2.00717E+11,proximity,200717,195150,2017-07-20 19:51:50
1857,NA,NA,198.12,50.8,291,213.36,NA,NA,NA,NA,2.00717E+11,proximity,200717,195150,2017-07-20 19:51:50
1,NA,NA,248.92,50.8,284,248.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,195151,2017-07-20 19:51:51
1424,NA,NA,271.78,50.8,337,251.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,195151,2017-07-20 19:51:51
1421,783,15,604.52,50.8,382,254,776,407,17.3,1155,2.00717E+11,proximity,200717,195151,2017-07-20 19:51:51
1826,NA,NA,627.38,50.8,427,177.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,195152,2017-07-20 19:51:52
714,NA,NA,619.76,50.8,153,175.26,NA,NA,NA,NA,2.00717E+11,proximity,200717,195152,2017-07-20 19:51:52
1445,NA,NA,642.62,50.8,419,180.34,NA,NA,NA,NA,2.00717E+11,proximity,200717,195152,2017-07-20 19:51:52
985,783,15.1,642.62,50.8,479,83.82,777,961,17.4,735,2.00717E+11,proximity,200717,195152,2017-07-20 19:51:52
1436,NA,NA,642.62,50.8,571,76.2,NA,NA,NA,NA,2.00717E+11,proximity,200717,195153,2017-07-20 19:51:53
1,NA,NA,642.62,50.8,126,60.96,NA,NA,NA,NA,2.00717E+11,proximity,200717,195153,2017-07-20 19:51:53
535,NA,NA,642.62,50.8,415,63.5,NA,NA,NA,NA,2.00717E+11,proximity,200717,195153,2017-07-20 19:51:53
1566,786,15.2,642.62,50.8,374,116.84,776,737,17.5,874,2.00717E+11,proximity,200717,195154,2017-07-20 19:51:54
1,NA,NA,642.62,50.8,385,160.02,NA,NA,NA,NA,2.00717E+11,proximity,200717,195154,2017-07-20 19:51:54
1,NA,NA,645.16,50.8,335,246.38,NA,NA,NA,NA,2.00717E+11,proximity,200717,195154,2017-07-20 19:51:54
1,NA,NA,642.62,50.8,346,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,195154,2017-07-20 19:51:54
1,789,15.2,640.08,50.8,365,381,773,357,17.6,1015,2.00717E+11,proximity,200717,195155,2017-07-20 19:51:55
1,NA,NA,642.62,50.8,357,198.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195155,2017-07-20 19:51:55
1,NA,NA,642.62,50.8,380,193.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195155,2017-07-20 19:51:55
1,NA,NA,642.62,50.8,400,195.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195156,2017-07-20 19:51:56
1,782,15.2,642.62,50.8,394,322.58,777,762,17.8,891,2.00717E+11,proximity,200717,195156,2017-07-20 19:51:56
1,NA,NA,640.08,50.8,391,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195156,2017-07-20 19:51:56
1,NA,NA,642.62,50.8,190,180.34,NA,NA,NA,NA,2.00717E+11,proximity,200717,195157,2017-07-20 19:51:57
1188,NA,NA,642.62,50.8,570,180.34,NA,NA,NA,NA,2.00717E+11,proximity,200717,195157,2017-07-20 19:51:57
1,785,15.3,642.62,50.8,579,414.02,776,699,18.3,847,2.00717E+11,proximity,200717,195157,2017-07-20 19:51:57
1,NA,NA,609.6,50.8,602,431.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,195157,2017-07-20 19:51:57
944,NA,NA,642.62,50.8,620,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195158,2017-07-20 19:51:58
1,NA,NA,642.62,50.8,630,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195158,2017-07-20 19:51:58
1,789,15.2,642.62,50.8,907,642.62,777,962,18,666,2.00717E+11,proximity,200717,195158,2017-07-20 19:51:58
2162,NA,NA,640.08,50.8,1137,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195159,2017-07-20 19:51:59
1,NA,NA,642.62,50.8,897,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195159,2017-07-20 19:51:59
2705,NA,NA,642.62,50.8,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195159,2017-07-20 19:51:59
685,785,15.1,640.08,50.8,2044,642.62,776,772,17.8,795,2.00717E+11,proximity,200717,195159,2017-07-20 19:51:59
1,NA,NA,642.62,50.8,1564,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195200,2017-07-20 19:52:00
1917,NA,NA,640.08,50.8,1547,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195200,2017-07-20 19:52:00
1211,NA,NA,642.62,50.8,2432,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195200,2017-07-20 19:52:00
1,785,15.1,642.62,50.8,2478,642.62,775,350,17.5,1017,2.00717E+11,proximity,200717,195200,2017-07-20 19:52:00
1,NA,NA,642.62,50.8,1,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195201,2017-07-20 19:52:01
1,NA,NA,642.62,50.8,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195201,2017-07-20 19:52:01
1,NA,NA,640.08,50.8,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195201,2017-07-20 19:52:01
1,785,15,642.62,50.8,1654,645.16,776,755,17.5,871,2.00717E+11,proximity,200717,195202,2017-07-20 19:52:02
1,NA,NA,645.16,50.8,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195202,2017-07-20 19:52:02
1,NA,NA,642.62,50.8,2452,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195202,2017-07-20 19:52:02
1,NA,NA,640.08,50.8,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195202,2017-07-20 19:52:02
1,784,14.9,642.62,50.8,1,642.62,776,654,17.6,820,2.00717E+11,proximity,200717,195203,2017-07-20 19:52:03
1,NA,NA,642.62,50.8,2462,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195203,2017-07-20 19:52:03
930,NA,NA,640.08,50.8,2450,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195203,2017-07-20 19:52:03
2209,NA,NA,642.62,50.8,2455,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195204,2017-07-20 19:52:04
516,786,15,642.62,50.8,1,642.62,777,925,17.4,530,2.00717E+11,proximity,200717,195204,2017-07-20 19:52:04
2279,NA,NA,642.62,53.34,1,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195204,2017-07-20 19:52:04
1,NA,NA,642.62,53.34,1,302.26,NA,NA,NA,NA,2.00717E+11,proximity,200717,195205,2017-07-20 19:52:05
1484,NA,NA,642.62,53.34,1885,408.94,NA,NA,NA,NA,2.00717E+11,proximity,200717,195205,2017-07-20 19:52:05
1,781,15,642.62,53.34,1,325.12,777,745,17.2,837,2.00717E+11,proximity,200717,195205,2017-07-20 19:52:05
1,NA,NA,642.62,53.34,1877,447.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,195206,2017-07-20 19:52:06
1323,NA,NA,642.62,53.34,1,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195206,2017-07-20 19:52:06
2262,NA,NA,642.62,53.34,1046,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195206,2017-07-20 19:52:06
2267,785,15,642.62,53.34,1014,645.16,775,404,17,927,2.00717E+11,proximity,200717,195206,2017-07-20 19:52:06
1,NA,NA,640.08,53.34,1150,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195207,2017-07-20 19:52:07
1320,NA,NA,642.62,53.34,1135,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195207,2017-07-20 19:52:07
1232,NA,NA,642.62,53.34,1060,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195207,2017-07-20 19:52:07
1096,782,15,640.08,53.34,1046,642.62,776,838,17,769,2.00717E+11,proximity,200717,195207,2017-07-20 19:52:07
1,NA,NA,642.62,53.34,1148,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195208,2017-07-20 19:52:08
1524,NA,NA,642.62,53.34,1137,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195208,2017-07-20 19:52:08
1,NA,NA,642.62,53.34,1128,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195208,2017-07-20 19:52:08
1,783,15,642.62,53.34,1585,645.16,777,726,17,793,2.00717E+11,proximity,200717,195209,2017-07-20 19:52:09
1817,NA,NA,645.16,53.34,1455,647.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,195209,2017-07-20 19:52:09
667,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195209,2017-07-20 19:52:09
615,NA,NA,640.08,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195210,2017-07-20 19:52:10
1,783,15.1,642.62,53.34,1,645.16,777,966,17.1,507,2.00717E+11,proximity,200717,195210,2017-07-20 19:52:10
1,NA,NA,645.16,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195210,2017-07-20 19:52:10
1,NA,NA,640.08,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195211,2017-07-20 19:52:11
1,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195211,2017-07-20 19:52:11
934,783,15.2,642.62,53.34,1,645.16,777,741,17.2,848,2.00717E+11,proximity,200717,195211,2017-07-20 19:52:11
1,NA,NA,642.62,53.34,1287,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195212,2017-07-20 19:52:12
746,NA,NA,640.08,53.34,1371,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195212,2017-07-20 19:52:12
1,NA,NA,645.16,53.34,1178,647.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,195212,2017-07-20 19:52:12
446,788,15.3,642.62,53.34,827,642.62,775,362,17.2,964,2.00717E+11,proximity,200717,195213,2017-07-20 19:52:13
1,NA,NA,642.62,53.34,1,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195213,2017-07-20 19:52:13
2168,NA,NA,642.62,53.34,2586,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195213,2017-07-20 19:52:13
1721,NA,NA,642.62,53.34,1,292.1,NA,NA,NA,NA,2.00717E+11,proximity,200717,195213,2017-07-20 19:52:13
2092,783,15.3,645.16,53.34,1,325.12,775,693,17.3,903,2.00717E+11,proximity,200717,195214,2017-07-20 19:52:14
2035,NA,NA,642.62,53.34,1,436.88,NA,NA,NA,NA,2.00717E+11,proximity,200717,195214,2017-07-20 19:52:14
1028,NA,NA,642.62,53.34,2929,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195214,2017-07-20 19:52:14
1964,NA,NA,642.62,53.34,1,355.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,195215,2017-07-20 19:52:15
1,785,15.4,642.62,53.34,2940,416.56,777,806,17.5,747,2.00717E+11,proximity,200717,195215,2017-07-20 19:52:15
126,NA,NA,642.62,53.34,2938,408.94,NA,NA,NA,NA,2.00717E+11,proximity,200717,195215,2017-07-20 19:52:15
1,NA,NA,642.62,53.34,1,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195216,2017-07-20 19:52:16
1974,NA,NA,640.08,53.34,1,421.64,NA,NA,NA,NA,2.00717E+11,proximity,200717,195216,2017-07-20 19:52:16
1976,788,15.4,642.62,53.34,1,325.12,777,958,17.3,518,2.00717E+11,proximity,200717,195216,2017-07-20 19:52:16
1973,NA,NA,640.08,53.34,1,431.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,195216,2017-07-20 19:52:16
1961,NA,NA,642.62,53.34,2943,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195217,2017-07-20 19:52:17
1,NA,NA,645.16,53.34,1,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,195217,2017-07-20 19:52:17
1,789,15.3,642.62,53.34,680,391.16,776,783,17.2,778,2.00717E+11,proximity,200717,195217,2017-07-20 19:52:17
1964,NA,NA,640.08,53.34,1,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,195218,2017-07-20 19:52:18
1960,NA,NA,642.62,53.34,2899,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195218,2017-07-20 19:52:18
1,NA,NA,642.62,53.34,2894,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195218,2017-07-20 19:52:18
1977,792,15.3,640.08,53.34,1800,642.62,774,387,17.2,991,2.00717E+11,proximity,200717,195219,2017-07-20 19:52:19
1,NA,NA,642.62,53.34,1814,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195219,2017-07-20 19:52:19
860,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195219,2017-07-20 19:52:19
845,NA,NA,642.62,53.34,2913,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195220,2017-07-20 19:52:20
842,788,15.4,642.62,53.34,2571,645.16,777,788,17.4,805,2.00717E+11,proximity,200717,195220,2017-07-20 19:52:20
1885,NA,NA,642.62,53.34,2595,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195220,2017-07-20 19:52:20
561,NA,NA,642.62,53.34,2584,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195220,2017-07-20 19:52:20
530,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195221,2017-07-20 19:52:21
755,791,15.5,642.62,53.34,1,645.16,775,698,18.2,845,2.00717E+11,proximity,200717,195221,2017-07-20 19:52:21
498,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195221,2017-07-20 19:52:21
512,NA,NA,642.62,53.34,2817,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195222,2017-07-20 19:52:22
97,NA,NA,642.62,53.34,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195222,2017-07-20 19:52:22
368,785,15.5,642.62,53.34,1282,642.62,776,1085,18.2,609,2.00717E+11,proximity,200717,195222,2017-07-20 19:52:22
768,NA,NA,642.62,53.34,1291,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195223,2017-07-20 19:52:23
915,NA,NA,241.3,53.34,1213,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,195223,2017-07-20 19:52:23
1737,NA,NA,533.4,53.34,1300,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,195223,2017-07-20 19:52:23
1,788,15.5,568.96,53.34,1319,645.16,777,720,18.2,833,2.00717E+11,proximity,200717,195223,2017-07-20 19:52:23
