long,course,lat,speed,day,utc_time,Time
NA,269.46,NA,0.09,200717,184118.088,2017-07-20 18:41:18
NA,269.46,NA,0.16,200717,184119.088,2017-07-20 18:41:19
NA,269.46,NA,0.02,200717,184120.088,2017-07-20 18:41:20
NA,269.46,NA,0.05,200717,184121.088,2017-07-20 18:41:21
NA,269.46,NA,0.07,200717,184122.088,2017-07-20 18:41:22
NA,269.46,NA,0.09,200717,184123.088,2017-07-20 18:41:23
NA,269.46,NA,0.07,200717,184124.088,2017-07-20 18:41:24
NA,269.46,NA,0.47,200717,184125.308,2017-07-20 18:41:25
NA,269.46,NA,0.47,200717,184126.308,2017-07-20 18:41:26
NA,269.46,NA,0.34,200717,184127.308,2017-07-20 18:41:27
NA,86.29,NA,1.46,200717,184128.308,2017-07-20 18:41:28
NA,86.29,NA,0.47,200717,184129.308,2017-07-20 18:41:29
NA,86.29,NA,0.31,200717,184130.083,2017-07-20 18:41:30
NA,86.29,NA,0.57,200717,184131.303,2017-07-20 18:41:31
NA,86.29,NA,0.42,200717,184132.303,2017-07-20 18:41:32
NA,87.47,NA,0.83,200717,184133.303,2017-07-20 18:41:33
NA,94.21,NA,5.3,200717,184134.303,2017-07-20 18:41:34
NA,94.8,NA,6.94,200717,184135.303,2017-07-20 18:41:35
NA,94.35,NA,6.06,200717,184136.083,2017-07-20 18:41:36
NA,94.55,NA,4.54,200717,184137.303,2017-07-20 18:41:37
NA,93.92,NA,4.15,200717,184138.303,2017-07-20 18:41:38
NA,90.94,NA,5.91,200717,184139.303,2017-07-20 18:41:39
NA,90.22,NA,5.35,200717,184140.303,2017-07-20 18:41:40
NA,90.04,NA,5.54,200717,184141.303,2017-07-20 18:41:41
NA,91.08,NA,5.54,200717,184142.079,2017-07-20 18:41:42
NA,88.43,NA,3.81,200717,184143.299,2017-07-20 18:41:43
NA,87.27,NA,4.51,200717,184144.299,2017-07-20 18:41:44
NA,90.12,NA,6.11,200717,184145.299,2017-07-20 18:41:45
NA,89.17,NA,6.69,200717,184146.299,2017-07-20 18:41:46
NA,90.47,NA,7.23,200717,184147.299,2017-07-20 18:41:47
NA,90.72,NA,7.91,200717,184148.094,2017-07-20 18:41:48
NA,90.61,NA,7.35,200717,184149.094,2017-07-20 18:41:49
NA,92.62,NA,8.11,200717,184150.094,2017-07-20 18:41:50
NA,91.19,NA,8.15,200717,184151.094,2017-07-20 18:41:51
NA,91.55,NA,8.74,200717,184152.094,2017-07-20 18:41:52
NA,92.12,NA,8.46,200717,184153.094,2017-07-20 18:41:53
NA,94.31,NA,8.08,200717,184154.094,2017-07-20 18:41:54
NA,94.26,NA,8.55,200717,184155.094,2017-07-20 18:41:55
NA,92.45,NA,7.25,200717,184156.094,2017-07-20 18:41:56
NA,93.18,NA,7.03,200717,184157.094,2017-07-20 18:41:57
NA,90.53,NA,3.17,200717,184158.094,2017-07-20 18:41:58
NA,88.89,NA,3.41,200717,184159.094,2017-07-20 18:41:59
NA,90.47,NA,8.54,200717,184200.092,2017-07-20 18:42:00
NA,93.08,NA,7.88,200717,184201.092,2017-07-20 18:42:01
NA,93.12,NA,8.82,200717,184202.092,2017-07-20 18:42:02
NA,92.49,NA,4.26,200717,184203.092,2017-07-20 18:42:03
NA,89.29,NA,4.33,200717,184204.092,2017-07-20 18:42:04
NA,87.15,NA,6.08,200717,184205.092,2017-07-20 18:42:05
NA,87.15,NA,0.01,200717,184206.086,2017-07-20 18:42:06
NA,87.15,NA,0,200717,184207.306,2017-07-20 18:42:07
NA,87.15,NA,0,200717,184208.306,2017-07-20 18:42:08
NA,87.15,NA,0,200717,184209.306,2017-07-20 18:42:09
NA,87.15,NA,0,200717,184210.306,2017-07-20 18:42:10
NA,87.15,NA,0,200717,184211.306,2017-07-20 18:42:11
NA,87.15,NA,0,200717,184212.086,2017-07-20 18:42:12
NA,87.15,NA,0,200717,184213.306,2017-07-20 18:42:13
NA,87.15,NA,0,200717,184214.306,2017-07-20 18:42:14
NA,87.15,NA,0,200717,184215.306,2017-07-20 18:42:15
NA,87.15,NA,0,200717,184216.306,2017-07-20 18:42:16
NA,87.15,NA,0,200717,184217.306,2017-07-20 18:42:17
NA,87.15,NA,0,200717,184218.086,2017-07-20 18:42:18
NA,87.15,NA,0,200717,184219.306,2017-07-20 18:42:19
NA,87.15,NA,0,200717,184220.306,2017-07-20 18:42:20
NA,87.15,NA,0,200717,184221.306,2017-07-20 18:42:21
NA,87.15,NA,0,200717,184222.306,2017-07-20 18:42:22
NA,87.15,NA,0,200717,184223.306,2017-07-20 18:42:23
NA,87.15,NA,0,200717,184224.082,2017-07-20 18:42:24
NA,87.15,NA,0,200717,184225.302,2017-07-20 18:42:25
NA,87.15,NA,0,200717,184226.302,2017-07-20 18:42:26
NA,87.15,NA,0,200717,184227.302,2017-07-20 18:42:27
NA,87.15,NA,0,200717,184228.302,2017-07-20 18:42:28
NA,87.15,NA,0,200717,184229.302,2017-07-20 18:42:29
NA,87.15,NA,0,200717,184230.088,2017-07-20 18:42:30
NA,87.15,NA,0,200717,184231.088,2017-07-20 18:42:31
NA,87.15,NA,0,200717,184232.088,2017-07-20 18:42:32
NA,87.15,NA,0,200717,184233.088,2017-07-20 18:42:33
NA,87.15,NA,0,200717,184234.088,2017-07-20 18:42:34
NA,87.15,NA,0,200717,184235.088,2017-07-20 18:42:35
NA,87.15,NA,0,200717,184236.088,2017-07-20 18:42:36
NA,87.15,NA,0,200717,184237.088,2017-07-20 18:42:37
NA,87.15,NA,0,200717,184238.088,2017-07-20 18:42:38
NA,87.15,NA,0,200717,184239.088,2017-07-20 18:42:39
NA,87.15,NA,0,200717,184240.088,2017-07-20 18:42:40
NA,87.15,NA,0,200717,184241.088,2017-07-20 18:42:41
NA,87.15,NA,0,200717,184242.088,2017-07-20 18:42:42
NA,87.15,NA,0,200717,184243.088,2017-07-20 18:42:43
NA,87.15,NA,0,200717,184244.088,2017-07-20 18:42:44
NA,87.15,NA,0,200717,184245.088,2017-07-20 18:42:45
NA,87.15,NA,0,200717,184246.088,2017-07-20 18:42:46
NA,87.15,NA,0,200717,184247.088,2017-07-20 18:42:47
NA,87.15,NA,0,200717,184248.088,2017-07-20 18:42:48
NA,87.15,NA,0,200717,184249.088,2017-07-20 18:42:49
NA,87.15,NA,0,200717,184250.088,2017-07-20 18:42:50
NA,87.15,NA,0,200717,184251.088,2017-07-20 18:42:51
NA,87.15,NA,0,200717,184252.088,2017-07-20 18:42:52
NA,87.15,NA,0,200717,184253.088,2017-07-20 18:42:53
NA,87.15,NA,0,200717,184254.088,2017-07-20 18:42:54
NA,87.15,NA,0,200717,184255.088,2017-07-20 18:42:55
NA,87.15,NA,0,200717,184256.088,2017-07-20 18:42:56
NA,87.15,NA,0,200717,184257.088,2017-07-20 18:42:57
NA,87.15,NA,0,200717,184258.088,2017-07-20 18:42:58
NA,87.15,NA,0,200717,184259.088,2017-07-20 18:42:59
NA,87.15,NA,0,200717,184300.088,2017-07-20 18:43:00
NA,87.15,NA,0,200717,184301.088,2017-07-20 18:43:01
NA,87.15,NA,0,200717,184302.088,2017-07-20 18:43:02
NA,87.15,NA,0,200717,184303.088,2017-07-20 18:43:03
NA,87.15,NA,0,200717,184304.088,2017-07-20 18:43:04
NA,87.15,NA,0,200717,184305.088,2017-07-20 18:43:05
NA,87.15,NA,0,200717,184306.088,2017-07-20 18:43:06
NA,87.15,NA,0,200717,184307.088,2017-07-20 18:43:07
NA,87.15,NA,0,200717,184308.088,2017-07-20 18:43:08
NA,87.15,NA,0,200717,184309.088,2017-07-20 18:43:09
NA,87.15,NA,0,200717,184310.088,2017-07-20 18:43:10
NA,87.15,NA,0,200717,184311.088,2017-07-20 18:43:11
NA,87.15,NA,0,200717,184312.088,2017-07-20 18:43:12
NA,87.15,NA,0,200717,184313.088,2017-07-20 18:43:13
NA,87.15,NA,0,200717,184314.088,2017-07-20 18:43:14
NA,87.15,NA,0,200717,184315.088,2017-07-20 18:43:15
NA,87.15,NA,0,200717,184316.088,2017-07-20 18:43:16
NA,87.15,NA,0,200717,184317.088,2017-07-20 18:43:17
NA,87.15,NA,0,200717,184318.088,2017-07-20 18:43:18
NA,87.15,NA,0,200717,184319.088,2017-07-20 18:43:19
NA,87.15,NA,0,200717,184320.088,2017-07-20 18:43:20
NA,87.15,NA,0,200717,184321.088,2017-07-20 18:43:21
NA,87.15,NA,0,200717,184322.088,2017-07-20 18:43:22
NA,87.15,NA,0,200717,184323.088,2017-07-20 18:43:23
NA,120.65,NA,6.92,200717,184324.085,2017-07-20 18:43:24
NA,119.2,NA,0.17,200717,184325.305,2017-07-20 18:43:25
NA,83.68,NA,14.78,200717,184326.305,2017-07-20 18:43:26
NA,83.28,NA,14.96,200717,184327.305,2017-07-20 18:43:27
8423.8367,85.68,3346.8883,15.02,200717,184329,2017-07-20 18:43:29
8423.8305,92.43,3346.8881,15.55,200717,184330,2017-07-20 18:43:30
8423.8242,89,3346.8882,15.76,200717,184331,2017-07-20 18:43:31
8423.8194,84.96,3346.8884,15.55,200717,184332,2017-07-20 18:43:32
8423.814,83.06,3346.8886,15.88,200717,184333,2017-07-20 18:43:33
8423.8087,86.95,3346.8875,15.12,200717,184334,2017-07-20 18:43:34
8423.8034,91.68,3346.8871,14.8,200717,184335,2017-07-20 18:43:35
8423.7981,89.99,3346.8868,15.25,200717,184336,2017-07-20 18:43:36
8423.7934,83.85,3346.8873,15.29,200717,184337,2017-07-20 18:43:37
8423.7885,86.31,3346.8878,14.92,200717,184338,2017-07-20 18:43:38
8423.7835,89.87,3346.8881,14.2,200717,184339,2017-07-20 18:43:39
8423.7781,110.32,3346.8875,15.4,200717,184340,2017-07-20 18:43:40
8423.7731,113.02,3346.8864,16.2,200717,184341,2017-07-20 18:43:41
8423.7677,100.44,3346.8856,17.71,200717,184342,2017-07-20 18:43:42
8423.7624,99.21,3346.8851,15.58,200717,184343,2017-07-20 18:43:43
8423.7574,97.74,3346.8849,15.72,200717,184344,2017-07-20 18:43:44
8423.7526,94.22,3346.8851,15.48,200717,184345,2017-07-20 18:43:45
8423.7474,92.25,3346.885,15.52,200717,184346,2017-07-20 18:43:46
8423.7427,82.1,3346.8854,15.69,200717,184347,2017-07-20 18:43:47
8423.7373,81.2,3346.8858,15.76,200717,184348,2017-07-20 18:43:48
8423.7322,85.57,3346.8861,15.34,200717,184349,2017-07-20 18:43:49
8423.7267,90.05,3346.8866,16.36,200717,184350,2017-07-20 18:43:50
8423.721,92.25,3346.8865,17.39,200717,184351,2017-07-20 18:43:51
8423.7151,94.69,3346.8857,18.38,200717,184352,2017-07-20 18:43:52
8423.7087,91.96,3346.8858,19.06,200717,184353,2017-07-20 18:43:53
8423.7025,88.24,3346.8871,19.53,200717,184354,2017-07-20 18:43:54
8423.6963,86.08,3346.8879,18.59,200717,184355,2017-07-20 18:43:55
8423.6905,80.07,3346.8884,17.22,200717,184356,2017-07-20 18:43:56
8423.685,78.16,3346.8893,16.86,200717,184357,2017-07-20 18:43:57
8423.6794,79.5,3346.8896,15.41,200717,184358,2017-07-20 18:43:58
8423.6741,81.52,3346.8891,15.66,200717,184359,2017-07-20 18:43:59
8423.6689,82.85,3346.8885,15.5,200717,184400,2017-07-20 18:44:00
8423.6637,84.02,3346.8883,14.93,200717,184401,2017-07-20 18:44:01
8423.6586,84.9,3346.8879,14.98,200717,184402,2017-07-20 18:44:02
8423.6535,86.78,3346.8877,14.95,200717,184403,2017-07-20 18:44:03
8423.6483,82.79,3346.8877,15.82,200717,184404,2017-07-20 18:44:04
8423.6431,83.01,3346.8879,15.25,200717,184405,2017-07-20 18:44:05
8423.6385,86.07,3346.888,13.43,200717,184406,2017-07-20 18:44:06
8423.6341,88.28,3346.888,12.8,200717,184407,2017-07-20 18:44:07
8423.63,88.81,3346.8883,12.06,200717,184408,2017-07-20 18:44:08
8423.6268,103.34,3346.8873,12.07,200717,184409,2017-07-20 18:44:09
8423.6234,118.8,3346.8856,12.88,200717,184410,2017-07-20 18:44:10
8423.6213,153.09,3346.8826,11.93,200717,184411,2017-07-20 18:44:11
8423.6204,169.28,3346.879,11.61,200717,184412,2017-07-20 18:44:12
8423.6203,177.86,3346.8758,10.81,200717,184413,2017-07-20 18:44:13
8423.6203,178.58,3346.8726,10.58,200717,184414,2017-07-20 18:44:14
8423.6204,182.3,3346.8697,10.06,200717,184415,2017-07-20 18:44:15
8423.6207,181.56,3346.867,9.58,200717,184416,2017-07-20 18:44:16
8423.6209,181.73,3346.8642,10.18,200717,184417,2017-07-20 18:44:17
8423.6211,184.31,3346.8613,10.17,200717,184418,2017-07-20 18:44:18
8423.6215,185.02,3346.8585,9.65,200717,184419,2017-07-20 18:44:19
8423.6216,182.29,3346.8558,9.46,200717,184420,2017-07-20 18:44:20
8423.6216,182.98,3346.8533,8.83,200717,184421,2017-07-20 18:44:21
8423.6216,186.8,3346.851,7.74,200717,184422,2017-07-20 18:44:22
8423.6217,184.27,3346.8486,8.94,200717,184423,2017-07-20 18:44:23
8423.6218,183.46,3346.846,9.3,200717,184424,2017-07-20 18:44:24
8423.6218,183.01,3346.8435,9.06,200717,184425,2017-07-20 18:44:25
8423.6218,181.5,3346.841,9.02,200717,184426,2017-07-20 18:44:26
8423.6218,182.23,3346.8386,9.04,200717,184427,2017-07-20 18:44:27
8423.622,182.85,3346.8361,9.09,200717,184428,2017-07-20 18:44:28
8423.6222,183.81,3346.8338,8.05,200717,184429,2017-07-20 18:44:29
8423.6222,183.77,3346.8316,8.28,200717,184430,2017-07-20 18:44:30
8423.6223,185.06,3346.8293,8.92,200717,184431,2017-07-20 18:44:31
8423.6227,185.52,3346.8269,8.5,200717,184432,2017-07-20 18:44:32
8423.6229,186.04,3346.8246,8.53,200717,184433,2017-07-20 18:44:33
8423.623,181.74,3346.8222,8.12,200717,184434,2017-07-20 18:44:34
8423.623,181.31,3346.82,8.05,200717,184435,2017-07-20 18:44:35
8423.623,181.31,3346.8178,7.81,200717,184436,2017-07-20 18:44:36
8423.623,187,3346.8156,7.82,200717,184437,2017-07-20 18:44:37
8423.6232,185.25,3346.8131,9.83,200717,184438,2017-07-20 18:44:38
8423.6233,184.48,3346.8105,8.74,200717,184439,2017-07-20 18:44:39
8423.6232,182.93,3346.808,8.79,200717,184440,2017-07-20 18:44:40
8423.6233,185.74,3346.8056,8.32,200717,184441,2017-07-20 18:44:41
8423.6236,185.41,3346.8033,8.49,200717,184442,2017-07-20 18:44:42
8423.6236,184.52,3346.801,8.42,200717,184443,2017-07-20 18:44:43
8423.6236,183.4,3346.7986,9.2,200717,184444,2017-07-20 18:44:44
8423.6234,182.21,3346.7962,8.38,200717,184445,2017-07-20 18:44:45
8423.6233,180.2,3346.794,8.32,200717,184446,2017-07-20 18:44:46
8423.6236,190.5,3346.7918,8.51,200717,184447,2017-07-20 18:44:47
8423.6234,189.24,3346.7894,8.94,200717,184448,2017-07-20 18:44:48
8423.6234,188.01,3346.7869,8.32,200717,184449,2017-07-20 18:44:49
8423.6236,185.26,3346.7847,7.73,200717,184450,2017-07-20 18:44:50
8423.6236,183.51,3346.7826,7.53,200717,184451,2017-07-20 18:44:51
8423.6235,182.15,3346.7805,7.6,200717,184452,2017-07-20 18:44:52
8423.6235,179.89,3346.7783,7.91,200717,184453,2017-07-20 18:44:53
8423.6233,177.99,3346.7761,8.28,200717,184454,2017-07-20 18:44:54
8423.6233,178.01,3346.7738,8.28,200717,184455,2017-07-20 18:44:55
8423.6234,187.2,3346.7714,8.87,200717,184456,2017-07-20 18:44:56
8423.623,186.08,3346.7688,10.18,200717,184457,2017-07-20 18:44:57
8423.6223,184.46,3346.7662,10.4,200717,184458,2017-07-20 18:44:58
8423.6217,182.9,3346.7635,10.46,200717,184459,2017-07-20 18:44:59
8423.6209,182.26,3346.7607,10.5,200717,184500,2017-07-20 18:45:00
8423.6217,197.79,3346.7577,12.53,200717,184501,2017-07-20 18:45:01
8423.6232,206.57,3346.7544,13.72,200717,184502,2017-07-20 18:45:02
8423.6247,205.62,3346.7507,14.2,200717,184503,2017-07-20 18:45:03
8423.6259,205.03,3346.7476,12.4,200717,184504,2017-07-20 18:45:04
8423.6265,204.04,3346.7445,12.36,200717,184505,2017-07-20 18:45:05
8423.627,202.77,3346.7414,11.75,200717,184506,2017-07-20 18:45:06
8423.6272,184.84,3346.7381,14.08,200717,184507,2017-07-20 18:45:07
8423.6276,186.82,3346.7343,14.42,200717,184508,2017-07-20 18:45:08
8423.6278,185.71,3346.7306,13.98,200717,184509,2017-07-20 18:45:09
8423.6284,188.88,3346.727,13.13,200717,184510,2017-07-20 18:45:10
8423.628,183.28,3346.7234,12.55,200717,184511,2017-07-20 18:45:11
8423.6282,185.09,3346.7199,12.18,200717,184512,2017-07-20 18:45:12
8423.6281,184.11,3346.7165,12.36,200717,184513,2017-07-20 18:45:13
8423.6278,182.19,3346.7129,13.66,200717,184514,2017-07-20 18:45:14
8423.6279,181.7,3346.7082,14.9,200717,184515,2017-07-20 18:45:15
8423.627,183.18,3346.6954,14.46,200717,184518,2017-07-20 18:45:18
8423.627,186.26,3346.6913,13.64,200717,184519,2017-07-20 18:45:19
8423.6272,185.73,3346.6874,13.87,200717,184520,2017-07-20 18:45:20
8423.6272,183.93,3346.6834,14.16,200717,184521,2017-07-20 18:45:21
8423.6272,183.61,3346.6794,13.99,200717,184522,2017-07-20 18:45:22
8423.6273,182.08,3346.6757,12.74,200717,184523,2017-07-20 18:45:23
8423.6274,183.06,3346.6719,13.4,200717,184524,2017-07-20 18:45:24
8423.6276,181.78,3346.668,13.44,200717,184525,2017-07-20 18:45:25
8423.6275,182.64,3346.6644,12.03,200717,184526,2017-07-20 18:45:26
8423.6274,182.24,3346.6608,12.55,200717,184527,2017-07-20 18:45:27
8423.6276,188.36,3346.6573,12.53,200717,184528,2017-07-20 18:45:28
8423.6283,187.77,3346.6532,12.14,200717,184529,2017-07-20 18:45:29
8423.6286,186.94,3346.6493,11.91,200717,184530,2017-07-20 18:45:30
8423.6279,185.72,3346.6455,11.5,200717,184531,2017-07-20 18:45:31
8423.6274,184.92,3346.6424,10.71,200717,184532,2017-07-20 18:45:32
8423.6276,181.85,3346.6393,10.66,200717,184533,2017-07-20 18:45:33
8423.6278,186.2,3346.6362,10.59,200717,184534,2017-07-20 18:45:34
8423.6284,186.77,3346.6336,9.25,200717,184535,2017-07-20 18:45:35
8423.6281,185.73,3346.6308,9.25,200717,184536,2017-07-20 18:45:36
8423.6277,184.2,3346.6282,9.47,200717,184537,2017-07-20 18:45:37
8423.6274,182.08,3346.6256,8.82,200717,184538,2017-07-20 18:45:38
8423.6273,181.13,3346.6237,5.43,200717,184539,2017-07-20 18:45:39
8423.6271,179.72,3346.6224,3.89,200717,184540,2017-07-20 18:45:40
8423.627,178.92,3346.6217,0.18,200717,184541,2017-07-20 18:45:41
8423.6269,178.47,3346.6215,0.03,200717,184542,2017-07-20 18:45:42
8423.6265,178.24,3346.6214,0.06,200717,184543,2017-07-20 18:45:43
8423.6263,178.24,3346.6214,0.06,200717,184544,2017-07-20 18:45:44
8423.6262,178.24,3346.6214,0.05,200717,184545,2017-07-20 18:45:45
8423.626,178.24,3346.621,0.08,200717,184546,2017-07-20 18:45:46
8423.625,178.24,3346.6205,0.16,200717,184547,2017-07-20 18:45:47
8423.6243,178.24,3346.6204,0.19,200717,184548,2017-07-20 18:45:48
8423.6232,178.24,3346.6204,0.21,200717,184549,2017-07-20 18:45:49
8423.6223,178.24,3346.6208,0.19,200717,184550,2017-07-20 18:45:50
8423.6211,178.24,3346.6208,0.21,200717,184551,2017-07-20 18:45:51
8423.6195,174.63,3346.6207,3.42,200717,184552,2017-07-20 18:45:52
8423.6173,171.23,3346.6203,4.63,200717,184553,2017-07-20 18:45:53
8423.6155,166.81,3346.6198,4.11,200717,184554,2017-07-20 18:45:54
8423.613,161.01,3346.6196,5.61,200717,184555,2017-07-20 18:45:55
8423.61,154.8,3346.6198,7.5,200717,184556,2017-07-20 18:45:56
8423.6068,148.96,3346.6201,7.9,200717,184557,2017-07-20 18:45:57
8423.6037,142.55,3346.6203,8.6,200717,184558,2017-07-20 18:45:58
8423.6003,91.73,3346.6205,8.41,200717,184559,2017-07-20 18:45:59
8423.5973,94.74,3346.6204,7.45,200717,184600,2017-07-20 18:46:00
8423.5949,95.12,3346.62,6.54,200717,184601,2017-07-20 18:46:01
8423.5927,86.62,3346.6198,8.39,200717,184602,2017-07-20 18:46:02
8423.5897,87.7,3346.6198,8.94,200717,184603,2017-07-20 18:46:03
8423.5872,89.46,3346.6196,7.87,200717,184604,2017-07-20 18:46:04
8423.5846,84.53,3346.6196,6.61,200717,184605,2017-07-20 18:46:05
8423.5821,86.6,3346.6197,7.38,200717,184606,2017-07-20 18:46:06
8423.5796,86.5,3346.6197,7.38,200717,184607,2017-07-20 18:46:07
8423.5769,87.5,3346.6198,7.39,200717,184608,2017-07-20 18:46:08
8423.5743,90.83,3346.6197,7.56,200717,184609,2017-07-20 18:46:09
8423.5715,91.67,3346.6196,7.51,200717,184610,2017-07-20 18:46:10
8423.5688,90.93,3346.6196,6.93,200717,184611,2017-07-20 18:46:11
8423.5662,96.58,3346.6196,6.06,200717,184612,2017-07-20 18:46:12
8423.5628,98.26,3346.6195,7.45,200717,184613,2017-07-20 18:46:13
8423.5598,97.71,3346.6192,7.68,200717,184614,2017-07-20 18:46:14
8423.5563,95.25,3346.6185,7.73,200717,184615,2017-07-20 18:46:15
8423.5533,92.71,3346.6184,7.57,200717,184616,2017-07-20 18:46:16
8423.5502,85.27,3346.6189,8.35,200717,184617,2017-07-20 18:46:17
8423.5474,85.88,3346.6191,6.78,200717,184618,2017-07-20 18:46:18
8423.5449,89.2,3346.6192,6.94,200717,184619,2017-07-20 18:46:19
8423.5425,87.61,3346.6194,6.76,200717,184620,2017-07-20 18:46:20
8423.5405,87.26,3346.6196,5.31,200717,184621,2017-07-20 18:46:21
8423.5392,86.18,3346.6195,3.74,200717,184622,2017-07-20 18:46:22
8423.5384,85.71,3346.6195,3.22,200717,184623,2017-07-20 18:46:23
8423.5372,72.92,3346.6194,4.98,200717,184624,2017-07-20 18:46:24
8423.5347,74.57,3346.619,7.3,200717,184625,2017-07-20 18:46:25
8423.5319,76.22,3346.6189,7.48,200717,184626,2017-07-20 18:46:26
8423.5287,77.44,3346.6189,7.66,200717,184627,2017-07-20 18:46:27
8423.5257,78.7,3346.6189,8.78,200717,184628,2017-07-20 18:46:28
8423.5225,79.84,3346.619,8.41,200717,184629,2017-07-20 18:46:29
8423.5194,81.19,3346.619,8.17,200717,184630,2017-07-20 18:46:30
8423.5163,82.43,3346.6189,7.84,200717,184631,2017-07-20 18:46:31
8423.5136,83.45,3346.6188,7.65,200717,184632,2017-07-20 18:46:32
8423.5113,82.25,3346.619,7.65,200717,184633,2017-07-20 18:46:33
8423.509,78.26,3346.6193,7.47,200717,184634,2017-07-20 18:46:34
8423.507,70.5,3346.6196,5.52,200717,184635,2017-07-20 18:46:35
8423.5055,71.78,3346.6196,3.16,200717,184636,2017-07-20 18:46:36
8423.5027,72.97,3346.62,4.33,200717,184637,2017-07-20 18:46:37
8423.5007,74.41,3346.6202,6.19,200717,184638,2017-07-20 18:46:38
8423.4987,97.62,3346.6199,6.54,200717,184639,2017-07-20 18:46:39
8423.4957,95.06,3346.6199,7.2,200717,184640,2017-07-20 18:46:40
8423.4933,94.52,3346.6196,7.37,200717,184641,2017-07-20 18:46:41
8423.4909,78.2,3346.6198,7.38,200717,184642,2017-07-20 18:46:42
8423.4883,78.97,3346.62,6.75,200717,184643,2017-07-20 18:46:43
8423.4861,80.37,3346.62,6.05,200717,184644,2017-07-20 18:46:44
8423.4838,80.98,3346.6199,7.21,200717,184645,2017-07-20 18:46:45
8423.4813,84.07,3346.6197,7.25,200717,184646,2017-07-20 18:46:46
8423.4803,84.29,3346.6193,6.93,200717,184647,2017-07-20 18:46:47
8423.4764,85.58,3346.6199,6.97,200717,184648,2017-07-20 18:46:48
8423.4736,87,3346.6201,6.99,200717,184649,2017-07-20 18:46:49
8423.471,89.21,3346.6201,6.69,200717,184650,2017-07-20 18:46:50
8423.4682,90.42,3346.6201,6.88,200717,184651,2017-07-20 18:46:51
8423.4657,91.42,3346.6201,7.19,200717,184652,2017-07-20 18:46:52
8423.4629,90.81,3346.6202,7.57,200717,184653,2017-07-20 18:46:53
8423.4601,89.09,3346.6204,7.54,200717,184654,2017-07-20 18:46:54
8423.4574,87.72,3346.6205,7.96,200717,184655,2017-07-20 18:46:55
8423.4546,86.4,3346.6206,8.27,200717,184656,2017-07-20 18:46:56
8423.4518,86.83,3346.6208,7.95,200717,184657,2017-07-20 18:46:57
8423.4491,87.17,3346.6208,7.49,200717,184658,2017-07-20 18:46:58
8423.4465,87.72,3346.6207,7.53,200717,184659,2017-07-20 18:46:59
8423.444,89.42,3346.6206,8.42,200717,184700,2017-07-20 18:47:00
8423.4414,90.34,3346.6205,8.42,200717,184701,2017-07-20 18:47:01
8423.4386,91.94,3346.6204,8.12,200717,184702,2017-07-20 18:47:02
8423.4359,93.02,3346.6203,7.91,200717,184703,2017-07-20 18:47:03
8423.4334,92.47,3346.6204,6.88,200717,184704,2017-07-20 18:47:04
8423.4314,97.36,3346.6204,4.6,200717,184705,2017-07-20 18:47:05
8423.4302,106.81,3346.6201,3.82,200717,184706,2017-07-20 18:47:06
8423.4288,119.22,3346.6196,5.05,200717,184707,2017-07-20 18:47:07
8423.4263,116.74,3346.6191,7.81,200717,184708,2017-07-20 18:47:08
8423.4249,113.59,3346.6188,5.76,200717,184709,2017-07-20 18:47:09
8423.4236,108.85,3346.6189,3.56,200717,184710,2017-07-20 18:47:10
8423.4221,107.13,3346.6191,4.58,200717,184711,2017-07-20 18:47:11
8423.4208,104.84,3346.6191,3.4,200717,184712,2017-07-20 18:47:12
8423.4199,103.08,3346.6192,2.61,200717,184713,2017-07-20 18:47:13
8423.4183,100.67,3346.6194,3.1,200717,184714,2017-07-20 18:47:14
8423.4171,99.31,3346.6193,3.41,200717,184715,2017-07-20 18:47:15
8423.4151,98.74,3346.6188,4.25,200717,184716,2017-07-20 18:47:16
8423.4131,98.41,3346.6183,5.14,200717,184717,2017-07-20 18:47:17
8423.4107,97.09,3346.6178,6.94,200717,184718,2017-07-20 18:47:18
8423.4089,96.41,3346.6165,7.61,200717,184719,2017-07-20 18:47:19
8423.4068,94.94,3346.6159,6.16,200717,184720,2017-07-20 18:47:20
8423.4049,99.19,3346.6151,5.67,200717,184721,2017-07-20 18:47:21
8423.4036,98.53,3346.6135,6.63,200717,184722,2017-07-20 18:47:22
8423.4016,95.35,3346.6129,6.4,200717,184723,2017-07-20 18:47:23
8423.3993,94.73,3346.6127,6.06,200717,184724,2017-07-20 18:47:24
8423.3973,100.64,3346.6119,5.24,200717,184725,2017-07-20 18:47:25
8423.3955,99.33,3346.6116,4.12,200717,184726,2017-07-20 18:47:26
8423.393,98.67,3346.6115,6.56,200717,184727,2017-07-20 18:47:27
8423.3909,96.69,3346.6113,5.55,200717,184728,2017-07-20 18:47:28
8423.3883,95.94,3346.612,6.6,200717,184729,2017-07-20 18:47:29
8423.3865,91.88,3346.6133,5.78,200717,184730,2017-07-20 18:47:30
8423.3849,88.33,3346.6152,6.15,200717,184731,2017-07-20 18:47:31
8423.3831,82.88,3346.6177,6.16,200717,184732,2017-07-20 18:47:32
8423.382,76.47,3346.6203,7.05,200717,184733,2017-07-20 18:47:33
8423.3815,349.68,3346.6229,7.03,200717,184734,2017-07-20 18:47:34
8423.3812,349.32,3346.6248,4.48,200717,184735,2017-07-20 18:47:35
8423.38,26.51,3346.6266,3.71,200717,184736,2017-07-20 18:47:36
8423.3788,28.74,3346.6277,4.53,200717,184737,2017-07-20 18:47:37
