LidarLeft,CO,P25,USRear,USLeft,LidarRight,USRight,O3,SO,P10,NO,timestamp,sensor,DateN,TimeN,Time
1988,784,9.4,642.62,50.8,624,93.98,778,1106,10.4,540,2.00717E+11,proximity,200717,13718,2017-07-20 1:37:18
1993,NA,NA,642.62,50.8,623,104.14,NA,NA,NA,NA,2.00717E+11,proximity,200717,13718,2017-07-20 1:37:18
1999,NA,NA,645.16,50.8,626,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13719,2017-07-20 1:37:19
1987,NA,NA,642.62,50.8,625,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13719,2017-07-20 1:37:19
1995,784,9.5,642.62,50.8,647,121.92,779,823,10.5,825,2.00717E+11,proximity,200717,13719,2017-07-20 1:37:19
1989,NA,NA,642.62,50.8,664,104.14,NA,NA,NA,NA,2.00717E+11,proximity,200717,13720,2017-07-20 1:37:20
1977,NA,NA,642.62,50.8,683,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13720,2017-07-20 1:37:20
1980,NA,NA,642.62,50.8,715,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13720,2017-07-20 1:37:20
1980,788,9.6,642.62,50.8,689,134.62,776,374,10.6,1066,2.00717E+11,proximity,200717,13720,2017-07-20 1:37:20
1977,NA,NA,642.62,50.8,760,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13721,2017-07-20 1:37:21
1989,NA,NA,642.62,50.8,778,114.3,NA,NA,NA,NA,2.00717E+11,proximity,200717,13721,2017-07-20 1:37:21
1983,NA,NA,642.62,50.8,653,96.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13721,2017-07-20 1:37:21
1983,783,9.7,642.62,50.8,615,139.7,779,919,10.7,793,2.00717E+11,proximity,200717,13722,2017-07-20 1:37:22
2006,NA,NA,642.62,50.8,612,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13722,2017-07-20 1:37:22
1989,NA,NA,642.62,50.8,615,119.38,NA,NA,NA,NA,2.00717E+11,proximity,200717,13722,2017-07-20 1:37:22
2002,NA,NA,642.62,50.8,617,101.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13723,2017-07-20 1:37:23
1984,781,9.9,640.08,50.8,619,99.06,779,779,10.9,827,2.00717E+11,proximity,200717,13723,2017-07-20 1:37:23
1998,NA,NA,642.62,50.8,622,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13723,2017-07-20 1:37:23
1981,NA,NA,642.62,50.8,621,109.22,NA,NA,NA,NA,2.00717E+11,proximity,200717,13723,2017-07-20 1:37:23
1974,NA,NA,640.08,50.8,564,101.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1974,782,10,642.62,50.8,553,109.22,779,1012,11,560,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1968,NA,NA,642.62,50.8,480,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1980,NA,NA,640.08,50.8,469,101.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1977,NA,NA,645.16,50.8,469,93.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1993,781,10,645.16,50.8,564,109.22,778,828,11,829,2.00717E+11,proximity,200717,13724,2017-07-20 1:37:24
1956,NA,NA,642.62,50.8,582,111.76,NA,NA,NA,NA,2.00717E+11,proximity,200717,13726,2017-07-20 1:37:26
1973,NA,NA,642.62,50.8,569,111.76,NA,NA,NA,NA,2.00717E+11,proximity,200717,13726,2017-07-20 1:37:26
1971,NA,NA,642.62,50.8,618,104.14,NA,NA,NA,NA,2.00717E+11,proximity,200717,13726,2017-07-20 1:37:26
1972,785,10.1,645.16,50.8,623,106.68,776,484,11.1,965,2.00717E+11,proximity,200717,13726,2017-07-20 1:37:26
1974,NA,NA,645.16,50.8,623,121.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,13727,2017-07-20 1:37:27
1968,NA,NA,640.08,50.8,621,91.44,NA,NA,NA,NA,2.00717E+11,proximity,200717,13727,2017-07-20 1:37:27
1980,NA,NA,645.16,50.8,578,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13727,2017-07-20 1:37:27
1978,781,10.2,642.62,50.8,564,104.14,778,874,11.3,809,2.00717E+11,proximity,200717,13728,2017-07-20 1:37:28
1977,NA,NA,640.08,50.8,582,88.9,NA,NA,NA,NA,2.00717E+11,proximity,200717,13728,2017-07-20 1:37:28
1971,NA,NA,642.62,53.34,574,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13728,2017-07-20 1:37:28
1982,NA,NA,640.08,50.8,585,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13729,2017-07-20 1:37:29
1979,781,10.3,642.62,50.8,593,93.98,779,838,11.4,779,2.00717E+11,proximity,200717,13729,2017-07-20 1:37:29
1969,NA,NA,642.62,53.34,591,96.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13729,2017-07-20 1:37:29
1985,NA,NA,640.08,53.34,615,106.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13729,2017-07-20 1:37:29
1991,NA,NA,642.62,53.34,621,111.76,NA,NA,NA,NA,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1981,784,10.5,642.62,50.8,619,93.98,777,956,11.6,545,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1980,NA,NA,640.08,53.34,619,101.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1956,NA,NA,642.62,53.34,629,93.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1970,NA,NA,642.62,53.34,628,99.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1951,782,10.7,642.62,53.34,621,111.76,778,829,11.8,830,2.00717E+11,proximity,200717,13730,2017-07-20 1:37:30
1967,NA,NA,642.62,53.34,626,99.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13732,2017-07-20 1:37:32
1972,NA,NA,642.62,53.34,657,99.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13732,2017-07-20 1:37:32
1971,NA,NA,642.62,53.34,724,124.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,13732,2017-07-20 1:37:32
1952,787,10.8,642.62,53.34,741,124.46,776,400,11.9,1011,2.00717E+11,proximity,200717,13732,2017-07-20 1:37:32
1972,NA,NA,640.08,53.34,500,269.24,NA,NA,NA,NA,2.00717E+11,proximity,200717,13733,2017-07-20 1:37:33
1982,NA,NA,642.62,53.34,502,119.38,NA,NA,NA,NA,2.00717E+11,proximity,200717,13733,2017-07-20 1:37:33
2012,NA,NA,642.62,53.34,161,81.28,NA,NA,NA,NA,2.00717E+11,proximity,200717,13733,2017-07-20 1:37:33
1,782,10.9,642.62,53.34,939,175.26,778,872,12,788,2.00717E+11,proximity,200717,13734,2017-07-20 1:37:34
1740,NA,NA,642.62,53.34,923,254,NA,NA,NA,NA,2.00717E+11,proximity,200717,13734,2017-07-20 1:37:34
1,NA,NA,640.08,53.34,564,172.72,NA,NA,NA,NA,2.00717E+11,proximity,200717,13734,2017-07-20 1:37:34
1,NA,NA,642.62,53.34,459,172.72,NA,NA,NA,NA,2.00717E+11,proximity,200717,13735,2017-07-20 1:37:35
1851,783,11.1,640.08,53.34,1339,198.12,777,636,12.2,1059,2.00717E+11,proximity,200717,13735,2017-07-20 1:37:35
1,NA,NA,642.62,53.34,316,233.68,NA,NA,NA,NA,2.00717E+11,proximity,200717,13735,2017-07-20 1:37:35
1,NA,NA,642.62,53.34,307,200.66,NA,NA,NA,NA,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
2580,NA,NA,640.08,53.34,1,205.74,NA,NA,NA,NA,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
1,782,11.1,642.62,53.34,1,215.9,779,1022,12.2,622,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
1,NA,NA,640.08,53.34,2069,226.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
2531,NA,NA,642.62,53.34,2089,241.3,NA,NA,NA,NA,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
2606,NA,NA,642.62,53.34,689,337.82,NA,NA,NA,NA,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
1,781,11.2,642.62,53.34,803,347.98,778,829,12.4,806,2.00717E+11,proximity,200717,13736,2017-07-20 1:37:36
2522,NA,NA,642.62,53.34,810,353.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13738,2017-07-20 1:37:38
2421,NA,NA,645.16,53.34,466,441.96,NA,NA,NA,NA,2.00717E+11,proximity,200717,13738,2017-07-20 1:37:38
2363,NA,NA,642.62,53.34,773,350.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13738,2017-07-20 1:37:38
1,787,11.3,642.62,53.34,809,363.22,776,452,12.5,907,2.00717E+11,proximity,200717,13739,2017-07-20 1:37:39
990,NA,NA,640.08,53.34,567,375.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,13739,2017-07-20 1:37:39
1,NA,NA,640.08,53.34,569,381,NA,NA,NA,NA,2.00717E+11,proximity,200717,13739,2017-07-20 1:37:39
2281,NA,NA,642.62,53.34,514,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13739,2017-07-20 1:37:39
2251,783,11.3,642.62,53.34,558,645.16,777,833,12.5,864,2.00717E+11,proximity,200717,13740,2017-07-20 1:37:40
2200,NA,NA,640.08,53.34,690,604.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13740,2017-07-20 1:37:40
1,NA,NA,248.92,53.34,529,609.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13740,2017-07-20 1:37:40
2296,NA,NA,637.54,53.34,699,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13741,2017-07-20 1:37:41
2340,783,11.5,642.62,53.34,567,642.62,778,810,12.7,893,2.00717E+11,proximity,200717,13741,2017-07-20 1:37:41
1048,NA,NA,307.34,53.34,2498,604.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13741,2017-07-20 1:37:41
2317,NA,NA,635,53.34,256,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
2361,NA,NA,642.62,53.34,557,243.84,NA,NA,NA,NA,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
1,780,11.5,642.62,53.34,546,355.6,778,1035,12.7,595,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
993,NA,NA,642.62,48.26,478,556.26,NA,NA,NA,NA,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
2329,NA,NA,642.62,53.34,428,162.56,NA,NA,NA,NA,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
2340,NA,NA,642.62,53.34,507,381,NA,NA,NA,NA,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
1567,782,11.6,642.62,53.34,496,365.76,778,798,12.8,834,2.00717E+11,proximity,200717,13742,2017-07-20 1:37:42
1129,NA,NA,640.08,53.34,661,350.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13744,2017-07-20 1:37:44
1,NA,NA,642.62,53.34,477,551.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,13744,2017-07-20 1:37:44
1,NA,NA,642.62,53.34,396,304.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,13744,2017-07-20 1:37:44
1,786,11.7,642.62,53.34,475,279.4,776,415,12.9,987,2.00717E+11,proximity,200717,13745,2017-07-20 1:37:45
1638,NA,NA,642.62,53.34,278,223.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13745,2017-07-20 1:37:45
1,NA,NA,642.62,53.34,236,203.2,NA,NA,NA,NA,2.00717E+11,proximity,200717,13745,2017-07-20 1:37:45
1,NA,NA,642.62,43.18,204,170.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,13746,2017-07-20 1:37:46
1,780,11.9,642.62,53.34,200,149.86,778,860,13.2,806,2.00717E+11,proximity,200717,13746,2017-07-20 1:37:46
679,NA,NA,642.62,53.34,185,116.84,NA,NA,NA,NA,2.00717E+11,proximity,200717,13746,2017-07-20 1:37:46
1,NA,NA,640.08,53.34,255,127,NA,NA,NA,NA,2.00717E+11,proximity,200717,13746,2017-07-20 1:37:46
2902,NA,NA,642.62,53.34,491,144.78,NA,NA,NA,NA,2.00717E+11,proximity,200717,13747,2017-07-20 1:37:47
1,783,12.3,642.62,53.34,444,325.12,777,441,13.7,1118,2.00717E+11,proximity,200717,13747,2017-07-20 1:37:47
2160,NA,NA,642.62,53.34,302,165.1,NA,NA,NA,NA,2.00717E+11,proximity,200717,13747,2017-07-20 1:37:47
1,NA,NA,642.62,53.34,1397,200.66,NA,NA,NA,NA,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,NA,NA,642.62,53.34,365,175.26,NA,NA,NA,NA,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,778,12.3,642.62,53.34,242,185.42,778,999,13.7,635,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,NA,NA,408.94,53.34,253,208.28,NA,NA,NA,NA,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,NA,NA,642.62,53.34,289,231.14,NA,NA,NA,NA,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,NA,NA,640.08,53.34,280,256.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
1,780,12.4,642.62,53.34,302,269.24,777,829,13.8,851,2.00717E+11,proximity,200717,13748,2017-07-20 1:37:48
2789,NA,NA,642.62,53.34,380,266.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,13750,2017-07-20 1:37:50
1,NA,NA,642.62,53.34,314,238.76,NA,NA,NA,NA,2.00717E+11,proximity,200717,13750,2017-07-20 1:37:50
2819,NA,NA,642.62,55.88,281,223.52,NA,NA,NA,NA,2.00717E+11,proximity,200717,13750,2017-07-20 1:37:50
2807,785,12.5,642.62,55.88,271,208.28,764,504,13.9,895,2.00717E+11,proximity,200717,13751,2017-07-20 1:37:51
1,NA,NA,645.16,55.88,282,264.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13751,2017-07-20 1:37:51
5155,NA,NA,642.62,53.34,1235,259.08,NA,NA,NA,NA,2.00717E+11,proximity,200717,13751,2017-07-20 1:37:51
1,NA,NA,640.08,55.88,1,449.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,13752,2017-07-20 1:37:52
1,781,12.7,642.62,55.88,979,325.12,750,813,14.2,871,2.00717E+11,proximity,200717,13752,2017-07-20 1:37:52
2903,NA,NA,642.62,55.88,560,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13752,2017-07-20 1:37:52
2921,NA,NA,642.62,53.34,397,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13752,2017-07-20 1:37:52
1,NA,NA,642.62,55.88,411,383.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13753,2017-07-20 1:37:53
2823,780,13,642.62,55.88,173,144.78,777,691,14.5,1017,2.00717E+11,proximity,200717,13753,2017-07-20 1:37:53
1,NA,NA,642.62,55.88,324,220.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,13753,2017-07-20 1:37:53
1,NA,NA,642.62,55.88,305,205.74,NA,NA,NA,NA,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
2820,NA,NA,642.62,53.34,309,287.02,NA,NA,NA,NA,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
1,779,12.9,640.08,55.88,289,241.3,778,1091,14.4,577,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
1,NA,NA,645.16,48.26,289,266.7,NA,NA,NA,NA,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
2886,NA,NA,165.1,48.26,1,271.78,NA,NA,NA,NA,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
2199,NA,NA,632.46,55.88,327,208.28,NA,NA,NA,NA,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
1,782,12.9,535.94,55.88,225,220.98,777,806,14.4,821,2.00717E+11,proximity,200717,13754,2017-07-20 1:37:54
2837,NA,NA,642.62,55.88,168,180.34,NA,NA,NA,NA,2.00717E+11,proximity,200717,13756,2017-07-20 1:37:56
471,NA,NA,642.62,55.88,266,193.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,13756,2017-07-20 1:37:56
2802,NA,NA,642.62,30.48,219,121.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,13756,2017-07-20 1:37:56
291,785,12.9,645.16,30.48,262,226.06,776,393,14.4,1020,2.00717E+11,proximity,200717,13757,2017-07-20 1:37:57
1,NA,NA,132.08,55.88,264,195.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,13757,2017-07-20 1:37:57
2905,NA,NA,591.82,55.88,266,236.22,NA,NA,NA,NA,2.00717E+11,proximity,200717,13757,2017-07-20 1:37:57
2979,NA,NA,642.62,33.02,274,248.92,NA,NA,NA,NA,2.00717E+11,proximity,200717,13758,2017-07-20 1:37:58
2895,783,12.9,640.08,55.88,259,147.32,778,906,14.4,778,2.00717E+11,proximity,200717,13758,2017-07-20 1:37:58
1,NA,NA,640.08,55.88,263,101.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13758,2017-07-20 1:37:58
2908,NA,NA,645.16,50.8,212,73.66,NA,NA,NA,NA,2.00717E+11,proximity,200717,13758,2017-07-20 1:37:58
1,NA,NA,642.62,55.88,194,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13759,2017-07-20 1:37:59
143,780,13,642.62,30.48,179,53.34,759,818,14.5,738,2.00717E+11,proximity,200717,13759,2017-07-20 1:37:59
1,NA,NA,642.62,35.56,363,160.02,NA,NA,NA,NA,2.00717E+11,proximity,200717,13759,2017-07-20 1:37:59
2902,NA,NA,210.82,55.88,364,342.9,NA,NA,NA,NA,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
1,NA,NA,617.22,55.88,368,177.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
1,780,13,642.62,30.48,406,185.42,778,1108,14.5,647,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
1,NA,NA,642.62,33.02,350,76.2,NA,NA,NA,NA,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
162,NA,NA,642.62,33.02,380,340.36,NA,NA,NA,NA,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
195,NA,NA,645.16,33.02,202,99.06,NA,NA,NA,NA,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
1,781,13,642.62,33.02,224,109.22,778,802,14.5,855,2.00717E+11,proximity,200717,13800,2017-07-20 1:38:00
155,NA,NA,645.16,33.02,1,254,NA,NA,NA,NA,2.00717E+11,proximity,200717,13802,2017-07-20 1:38:02
3114,NA,NA,645.16,33.02,1216,408.94,NA,NA,NA,NA,2.00717E+11,proximity,200717,13802,2017-07-20 1:38:02
1,NA,NA,642.62,43.18,648,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13802,2017-07-20 1:38:02
1,787,13,642.62,53.34,490,645.16,775,378,14.5,1006,2.00717E+11,proximity,200717,13803,2017-07-20 1:38:03
1,NA,NA,642.62,33.02,672,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13803,2017-07-20 1:38:03
1,NA,NA,640.08,35.56,929,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13803,2017-07-20 1:38:03
1,NA,NA,30.48,55.88,1252,574.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,13803,2017-07-20 1:38:03
1,783,13.1,193.04,55.88,1,642.62,778,857,14.6,852,2.00717E+11,proximity,200717,13804,2017-07-20 1:38:04
1,NA,NA,434.34,55.88,1,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13804,2017-07-20 1:38:04
1,NA,NA,624.84,55.88,1265,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13804,2017-07-20 1:38:04
1,NA,NA,642.62,58.42,940,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13805,2017-07-20 1:38:05
1,784,13.1,642.62,55.88,515,642.62,778,807,14.6,786,2.00717E+11,proximity,200717,13805,2017-07-20 1:38:05
1,NA,NA,642.62,58.42,479,208.28,NA,NA,NA,NA,2.00717E+11,proximity,200717,13805,2017-07-20 1:38:05
1,NA,NA,642.62,58.42,744,342.9,NA,NA,NA,NA,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
1,NA,NA,642.62,58.42,774,396.24,NA,NA,NA,NA,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
1,782,13.2,645.16,55.88,875,109.22,777,1124,14.8,592,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
2320,NA,NA,640.08,58.42,1556,431.8,NA,NA,NA,NA,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
1,NA,NA,617.22,58.42,2389,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
1,NA,NA,642.62,58.42,2401,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
2195,785,13.3,637.54,58.42,1,642.62,777,839,14.9,833,2.00717E+11,proximity,200717,13806,2017-07-20 1:38:06
2019,NA,NA,642.62,58.42,756,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13808,2017-07-20 1:38:08
2344,NA,NA,640.08,58.42,753,642.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13808,2017-07-20 1:38:08
2215,NA,NA,642.62,58.42,2437,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13808,2017-07-20 1:38:08
2259,788,13.4,642.62,58.42,1,642.62,774,346,15,1107,2.00717E+11,proximity,200717,13809,2017-07-20 1:38:09
1,NA,NA,642.62,58.42,818,645.16,NA,NA,NA,NA,2.00717E+11,proximity,200717,13809,2017-07-20 1:38:09
2833,NA,NA,642.62,58.42,822,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13809,2017-07-20 1:38:09
2215,NA,NA,642.62,58.42,1,403.86,NA,NA,NA,NA,2.00717E+11,proximity,200717,13810,2017-07-20 1:38:10
1,787,13.4,642.62,58.42,2431,325.12,778,844,15,776,2.00717E+11,proximity,200717,13810,2017-07-20 1:38:10
1,NA,NA,640.08,58.42,1066,434.34,NA,NA,NA,NA,2.00717E+11,proximity,200717,13810,2017-07-20 1:38:10
1999,NA,NA,642.62,58.42,829,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13810,2017-07-20 1:38:10
2063,NA,NA,642.62,58.42,824,337.82,NA,NA,NA,NA,2.00717E+11,proximity,200717,13811,2017-07-20 1:38:11
1,788,13.4,642.62,58.42,2482,373.38,776,454,15,1139,2.00717E+11,proximity,200717,13811,2017-07-20 1:38:11
1,NA,NA,642.62,58.42,2464,347.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,13811,2017-07-20 1:38:11
2155,NA,NA,642.62,58.42,1,170.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
1,NA,NA,645.16,33.02,2448,363.22,NA,NA,NA,NA,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
1,786,13.4,642.62,35.56,2438,411.48,778,1027,15,667,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
2168,NA,NA,642.62,48.26,1382,378.46,NA,NA,NA,NA,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
2187,NA,NA,642.62,33.02,807,401.32,NA,NA,NA,NA,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
2269,NA,NA,642.62,35.56,815,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13812,2017-07-20 1:38:12
2274,784,13.4,642.62,58.42,820,325.12,778,786,15,814,2.00717E+11,proximity,200717,13814,2017-07-20 1:38:14
1,NA,NA,642.62,35.56,819,325.12,NA,NA,NA,NA,2.00717E+11,proximity,200717,13814,2017-07-20 1:38:14
1945,NA,NA,642.62,55.88,829,170.18,NA,NA,NA,NA,2.00717E+11,proximity,200717,13814,2017-07-20 1:38:14
2269,NA,NA,645.16,45.72,1523,330.2,NA,NA,NA,NA,2.00717E+11,proximity,200717,13814,2017-07-20 1:38:14
2182,792,13.4,640.08,43.18,2569,439.42,764,434,15,977,2.00717E+11,proximity,200717,13815,2017-07-20 1:38:15
2171,NA,NA,642.62,35.56,1326,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,13815,2017-07-20 1:38:15
2277,NA,NA,640.08,35.56,1190,317.5,NA,NA,NA,NA,2.00717E+11,proximity,200717,13815,2017-07-20 1:38:15
2288,NA,NA,645.16,33.02,1380,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13815,2017-07-20 1:38:15
1,787,13.5,645.16,33.02,1218,327.66,777,881,15.1,825,2.00717E+11,proximity,200717,13816,2017-07-20 1:38:16
1,NA,NA,642.62,35.56,811,129.54,NA,NA,NA,NA,2.00717E+11,proximity,200717,13816,2017-07-20 1:38:16
2134,NA,NA,645.16,38.1,2486,144.78,NA,NA,NA,NA,2.00717E+11,proximity,200717,13816,2017-07-20 1:38:16
1,NA,NA,642.62,33.02,2817,322.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,13817,2017-07-20 1:38:17
1,788,13.5,640.08,33.02,2462,449.58,775,344,15.1,1178,2.00717E+11,proximity,200717,13817,2017-07-20 1:38:17
2162,NA,NA,645.16,33.02,2472,134.62,NA,NA,NA,NA,2.00717E+11,proximity,200717,13817,2017-07-20 1:38:17
2098,NA,NA,642.62,33.02,2625,447.04,NA,NA,NA,NA,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
2706,NA,NA,645.16,27.94,2682,160.02,NA,NA,NA,NA,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
1936,786,13.5,640.08,27.94,1,274.32,778,944,15.1,792,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
2621,NA,NA,213.36,30.48,253,182.88,NA,NA,NA,NA,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
1,NA,NA,640.08,48.26,2692,195.58,NA,NA,NA,NA,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
2103,NA,NA,632.46,30.48,1,203.2,NA,NA,NA,NA,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
1,788,13.5,642.62,53.34,1062,210.82,778,753,15.3,841,2.00717E+11,proximity,200717,13818,2017-07-20 1:38:18
2141,NA,NA,642.62,53.34,1053,220.98,NA,NA,NA,NA,2.00717E+11,proximity,200717,13820,2017-07-20 1:38:20
1,NA,NA,642.62,53.34,974,228.6,NA,NA,NA,NA,2.00717E+11,proximity,200717,13820,2017-07-20 1:38:20
1993,NA,NA,645.16,53.34,1019,243.84,NA,NA,NA,NA,2.00717E+11,proximity,200717,13820,2017-07-20 1:38:20
1,790,13.6,642.62,53.34,853,243.84,777,811,15.8,623,2.00717E+11,proximity,200717,13821,2017-07-20 1:38:21
1,NA,NA,640.08,53.34,533,254,NA,NA,NA,NA,2.00717E+11,proximity,200717,13821,2017-07-20 1:38:21
1,NA,NA,642.62,53.34,525,254,NA,NA,NA,NA,2.00717E+11,proximity,200717,13821,2017-07-20 1:38:21
1664,NA,NA,642.62,53.34,518,259.08,NA,NA,NA,NA,2.00717E+11,proximity,200717,13822,2017-07-20 1:38:22
1590,785,13.6,642.62,53.34,507,259.08,778,868,15.9,819,2.00717E+11,proximity,200717,13822,2017-07-20 1:38:22
1567,NA,NA,642.62,53.34,593,259.08,NA,NA,NA,NA,2.00717E+11,proximity,200717,13822,2017-07-20 1:38:22
