uv_index,oms_risk,humidity,altitude,pressure,temperature,timestamp,sensor,DateN,TimeN,Time
6.108433723,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201158,2017-07-20 20:11:58
5.492637157,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201200,2017-07-20 20:12:00
NA,NA,NA,255.375,98268,63.6875,2.00717E+11,pressure_temperature,200717,201200,2017-07-20 20:12:00
NA,NA,51.77345276,NA,NA,NA,2.00717E+11,humidity,200717,201201,2017-07-20 20:12:01
1.37617135,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201202,2017-07-20 20:12:02
4.074966431,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201204,2017-07-20 20:12:04
NA,NA,NA,261.4375,98219.5,63.375,2.00717E+11,pressure_temperature,200717,201205,2017-07-20 20:12:05
NA,NA,38.74861145,NA,NA,NA,2.00717E+11,humidity,200717,201206,2017-07-20 20:12:06
0.942436397,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201206,2017-07-20 20:12:06
0.783132553,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201208,2017-07-20 20:12:08
4.497992039,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201210,2017-07-20 20:12:10
NA,NA,NA,258.75,98278.75,63.1875,2.00717E+11,pressure_temperature,200717,201210,2017-07-20 20:12:10
NA,NA,51.79718018,NA,NA,NA,2.00717E+11,humidity,200717,201211,2017-07-20 20:12:11
0.511378825,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201212,2017-07-20 20:12:12
5.190093517,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201214,2017-07-20 20:12:14
NA,NA,NA,251.375,98332.5,63.25,2.00717E+11,pressure_temperature,200717,201215,2017-07-20 20:12:15
NA,NA,51.5064888,NA,NA,NA,2.00717E+11,humidity,200717,201216,2017-07-20 20:12:16
5.465863228,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201216,2017-07-20 20:12:16
1.013386846,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201218,2017-07-20 20:12:18
5.858098984,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201220,2017-07-20 20:12:20
NA,NA,NA,253.5625,98320,63.375,2.00717E+11,pressure_temperature,200717,201220,2017-07-20 20:12:20
NA,NA,51.78902435,NA,NA,NA,2.00717E+11,humidity,200717,201221,2017-07-20 20:12:21
6.140562057,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201222,2017-07-20 20:12:22
6.074966431,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201224,2017-07-20 20:12:24
NA,NA,NA,253.9375,98307.5,63.6875,2.00717E+11,pressure_temperature,200717,201225,2017-07-20 20:12:25
NA,NA,51.77493668,NA,NA,NA,2.00717E+11,humidity,200717,201226,2017-07-20 20:12:26
5.967871666,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201226,2017-07-20 20:12:26
5.855421543,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201228,2017-07-20 20:12:28
5.736278534,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201230,2017-07-20 20:12:30
NA,NA,NA,251.6875,98340.75,63.875,2.00717E+11,pressure_temperature,200717,201230,2017-07-20 20:12:30
NA,NA,51.77048492,NA,NA,NA,2.00717E+11,humidity,200717,201231,2017-07-20 20:12:31
5.42436409,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201232,2017-07-20 20:12:32
5.516733646,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201234,2017-07-20 20:12:34
NA,NA,NA,251.6875,98333,63.9375,2.00717E+11,pressure_temperature,200717,201235,2017-07-20 20:12:35
NA,NA,51.76603699,NA,NA,NA,2.00717E+11,humidity,200717,201236,2017-07-20 20:12:36
5.602409363,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201236,2017-07-20 20:12:36
5.638554096,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201238,2017-07-20 20:12:38
5.673359871,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201240,2017-07-20 20:12:40
NA,NA,NA,251.875,98320.5,64.0625,2.00717E+11,pressure_temperature,200717,201240,2017-07-20 20:12:40
NA,NA,51.76381302,NA,NA,NA,2.00717E+11,humidity,200717,201241,2017-07-20 20:12:41
5.698795319,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201242,2017-07-20 20:12:42
5.775100231,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201244,2017-07-20 20:12:44
NA,NA,NA,251.8125,98343,64.1875,2.00717E+11,pressure_temperature,200717,201245,2017-07-20 20:12:45
NA,NA,51.76010513,NA,NA,NA,2.00717E+11,humidity,200717,201246,2017-07-20 20:12:46
5.969210148,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201246,2017-07-20 20:12:46
5.287817955,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201248,2017-07-20 20:12:48
6.987951756,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201250,2017-07-20 20:12:50
NA,NA,NA,240.875,98477.75,64.3125,2.00717E+11,pressure_temperature,200717,201250,2017-07-20 20:12:50
NA,NA,51.75787735,NA,NA,NA,2.00717E+11,humidity,200717,201251,2017-07-20 20:12:51
6.104417801,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201252,2017-07-20 20:12:52
7.165997028,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201254,2017-07-20 20:12:54
NA,NA,NA,244.75,98419,64.5,2.00717E+11,pressure_temperature,200717,201255,2017-07-20 20:12:55
NA,NA,51.74823761,NA,NA,NA,2.00717E+11,humidity,200717,201256,2017-07-20 20:12:56
6.49665308,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201256,2017-07-20 20:12:56
1.761713505,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201258,2017-07-20 20:12:58
6.064257145,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201300,2017-07-20 20:13:00
NA,NA,NA,242.75,98392,64.4375,2.00717E+11,pressure_temperature,200717,201300,2017-07-20 20:13:00
NA,NA,51.75862122,NA,NA,NA,2.00717E+11,humidity,200717,201301,2017-07-20 20:13:01
6.97054863,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201302,2017-07-20 20:13:02
5.874163151,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201304,2017-07-20 20:13:04
NA,NA,NA,243.9375,98443.75,64.6875,2.00717E+11,pressure_temperature,200717,201305,2017-07-20 20:13:05
NA,NA,51.74304962,NA,NA,NA,2.00717E+11,humidity,200717,201306,2017-07-20 20:13:06
7.123159409,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201306,2017-07-20 20:13:06
6.448460579,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201308,2017-07-20 20:13:08
7.165997028,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201310,2017-07-20 20:13:10
NA,NA,NA,242.5,98472,64.9375,2.00717E+11,pressure_temperature,200717,201310,2017-07-20 20:13:10
NA,NA,51.73934174,NA,NA,NA,2.00717E+11,humidity,200717,201311,2017-07-20 20:13:11
7.119143009,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201312,2017-07-20 20:13:12
6.676037312,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201314,2017-07-20 20:13:14
NA,NA,NA,245.875,98364.25,65.1875,2.00717E+11,pressure_temperature,200717,201315,2017-07-20 20:13:15
NA,NA,51.72821808,NA,NA,NA,2.00717E+11,humidity,200717,201316,2017-07-20 20:13:16
6.218205929,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201316,2017-07-20 20:13:16
6.290495396,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201318,2017-07-20 20:13:18
6.547523499,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201320,2017-07-20 20:13:20
NA,NA,NA,253.1875,98313.75,65.3125,2.00717E+11,pressure_temperature,200717,201320,2017-07-20 20:13:20
NA,NA,51.73044205,NA,NA,NA,2.00717E+11,humidity,200717,201321,2017-07-20 20:13:21
6.377510071,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201322,2017-07-20 20:13:22
6.784471035,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201324,2017-07-20 20:13:24
NA,NA,NA,257.125,98279.5,65.5,2.00717E+11,pressure_temperature,200717,201325,2017-07-20 20:13:25
NA,NA,51.72080231,NA,NA,NA,2.00717E+11,humidity,200717,201326,2017-07-20 20:13:26
6.635876656,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201326,2017-07-20 20:13:26
5.838018894,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201328,2017-07-20 20:13:28
6.163320065,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201330,2017-07-20 20:13:30
NA,NA,NA,250.5,98329.25,65.625,2.00717E+11,pressure_temperature,200717,201330,2017-07-20 20:13:30
NA,NA,51.72080231,NA,NA,NA,2.00717E+11,humidity,200717,201331,2017-07-20 20:13:31
6.44712162,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201332,2017-07-20 20:13:32
6.069611549,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201334,2017-07-20 20:13:34
NA,NA,NA,248,98365.75,65.6875,2.00717E+11,pressure_temperature,200717,201335,2017-07-20 20:13:35
NA,NA,51.71486664,NA,NA,NA,2.00717E+11,humidity,200717,201336,2017-07-20 20:13:36
5.536813736,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201336,2017-07-20 20:13:36
5.606425762,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201338,2017-07-20 20:13:38
5.681392193,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201340,2017-07-20 20:13:40
NA,NA,NA,248.25,98370.5,65.8125,2.00717E+11,pressure_temperature,200717,201340,2017-07-20 20:13:40
NA,NA,51.71486664,NA,NA,NA,2.00717E+11,humidity,200717,201341,2017-07-20 20:13:41
5.67737627,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201342,2017-07-20 20:13:42
5.568942547,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201344,2017-07-20 20:13:44
NA,NA,NA,248.75,98366.25,65.9375,2.00717E+11,pressure_temperature,200717,201345,2017-07-20 20:13:45
NA,NA,51.7104187,NA,NA,NA,2.00717E+11,humidity,200717,201346,2017-07-20 20:13:46
5.84872818,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201346,2017-07-20 20:13:46
5.82195425,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201348,2017-07-20 20:13:48
5.745649338,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201350,2017-07-20 20:13:50
NA,NA,NA,248.625,98374.5,66.0625,2.00717E+11,pressure_temperature,200717,201350,2017-07-20 20:13:50
NA,NA,51.7037468,NA,NA,NA,2.00717E+11,humidity,200717,201351,2017-07-20 20:13:51
5.742971897,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201352,2017-07-20 20:13:52
5.87550211,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201354,2017-07-20 20:13:54
NA,NA,NA,248,98369.75,66.125,2.00717E+11,pressure_temperature,200717,201355,2017-07-20 20:13:55
NA,NA,51.70300293,NA,NA,NA,2.00717E+11,humidity,200717,201356,2017-07-20 20:13:56
5.801874161,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201356,2017-07-20 20:13:56
5.768406868,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201358,2017-07-20 20:13:58
5.638554096,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201400,2017-07-20 20:14:00
NA,NA,NA,248.5625,98379.75,66.1875,2.00717E+11,pressure_temperature,200717,201400,2017-07-20 20:14:00
NA,NA,51.70151901,NA,NA,NA,2.00717E+11,humidity,200717,201401,2017-07-20 20:14:01
5.755020142,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201402,2017-07-20 20:14:02
5.777777672,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201404,2017-07-20 20:14:04
NA,NA,NA,247.375,98364.5,66.25,2.00717E+11,pressure_temperature,200717,201405,2017-07-20 20:14:05
NA,NA,51.70003891,NA,NA,NA,2.00717E+11,humidity,200717,201406,2017-07-20 20:14:06
5.779116631,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201406,2017-07-20 20:14:06
5.835341454,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201408,2017-07-20 20:14:08
5.829986572,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201410,2017-07-20 20:14:10
NA,NA,NA,248.0625,98383.25,66.3125,2.00717E+11,pressure_temperature,200717,201410,2017-07-20 20:14:10
NA,NA,51.69929504,NA,NA,NA,2.00717E+11,humidity,200717,201410,2017-07-20 20:14:10
6.02008009,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201412,2017-07-20 20:14:12
5.846050739,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201414,2017-07-20 20:14:14
NA,NA,NA,248.5,98364.75,66.4375,2.00717E+11,pressure_temperature,200717,201415,2017-07-20 20:14:15
NA,NA,51.69262314,NA,NA,NA,2.00717E+11,humidity,200717,201416,2017-07-20 20:14:16
5.856760502,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201416,2017-07-20 20:14:16
5.840695858,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201418,2017-07-20 20:14:18
5.685408115,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201420,2017-07-20 20:14:20
NA,NA,NA,250.3125,98353.25,66.5,2.00717E+11,pressure_temperature,200717,201420,2017-07-20 20:14:20
NA,NA,51.69336319,NA,NA,NA,2.00717E+11,humidity,200717,201421,2017-07-20 20:14:21
5.899598122,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201422,2017-07-20 20:14:22
5.757697582,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201424,2017-07-20 20:14:24
NA,NA,NA,250.1875,98352.75,66.5625,2.00717E+11,pressure_temperature,200717,201425,2017-07-20 20:14:25
NA,NA,51.69113922,NA,NA,NA,2.00717E+11,humidity,200717,201426,2017-07-20 20:14:26
5.759036064,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201426,2017-07-20 20:14:26
6.016064167,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201428,2017-07-20 20:14:28
5.764390945,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201430,2017-07-20 20:14:30
NA,NA,NA,251,98332,66.6875,2.00717E+11,pressure_temperature,200717,201430,2017-07-20 20:14:30
NA,NA,51.68891525,NA,NA,NA,2.00717E+11,humidity,200717,201431,2017-07-20 20:14:31
5.792503357,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201432,2017-07-20 20:14:32
5.62516737,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201434,2017-07-20 20:14:34
NA,NA,NA,252.9375,98318,66.8125,2.00717E+11,pressure_temperature,200717,201435,2017-07-20 20:14:35
NA,NA,51.6844635,NA,NA,NA,2.00717E+11,humidity,200717,201436,2017-07-20 20:14:36
5.850066662,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201436,2017-07-20 20:14:36
5.779116631,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201438,2017-07-20 20:14:38
5.866131306,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201440,2017-07-20 20:14:40
NA,NA,NA,253.625,98312.75,66.875,2.00717E+11,pressure_temperature,200717,201440,2017-07-20 20:14:40
NA,NA,51.68149948,NA,NA,NA,2.00717E+11,humidity,200717,201440,2017-07-20 20:14:40
5.886211395,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201442,2017-07-20 20:14:42
5.895582199,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201444,2017-07-20 20:14:44
NA,NA,NA,253.4375,98316.25,67,2.00717E+11,pressure_temperature,200717,201445,2017-07-20 20:14:45
NA,NA,51.67630768,NA,NA,NA,2.00717E+11,humidity,200717,201446,2017-07-20 20:14:46
5.904953003,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201446,2017-07-20 20:14:46
5.744310379,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201448,2017-07-20 20:14:48
5.842034817,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201450,2017-07-20 20:14:50
NA,NA,NA,254.0625,98304.25,67.125,2.00717E+11,pressure_temperature,200717,201450,2017-07-20 20:14:50
NA,NA,51.67853165,NA,NA,NA,2.00717E+11,humidity,200717,201451,2017-07-20 20:14:51
6.085676193,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201452,2017-07-20 20:14:52
6.024096489,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201454,2017-07-20 20:14:54
NA,NA,NA,254.375,98307.75,67.25,2.00717E+11,pressure_temperature,200717,201455,2017-07-20 20:14:55
NA,NA,51.66963196,NA,NA,NA,2.00717E+11,humidity,200717,201456,2017-07-20 20:14:56
6.057563305,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201456,2017-07-20 20:14:56
5.872824669,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201458,2017-07-20 20:14:58
5.816599846,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201500,2017-07-20 20:15:00
NA,NA,NA,253.1875,98322.5,67.3125,2.00717E+11,pressure_temperature,200717,201500,2017-07-20 20:15:00
NA,NA,51.66889191,NA,NA,NA,2.00717E+11,humidity,200717,201501,2017-07-20 20:15:01
6.074966431,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201502,2017-07-20 20:15:02
5.757697582,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201504,2017-07-20 20:15:04
NA,NA,NA,250.5625,98329.5,67.4375,2.00717E+11,pressure_temperature,200717,201505,2017-07-20 20:15:05
NA,NA,51.46718597,NA,NA,NA,2.00717E+11,humidity,200717,201506,2017-07-20 20:15:06
5.796519279,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201506,2017-07-20 20:15:06
6.009370804,High,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201508,2017-07-20 20:15:08
5.603748322,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201510,2017-07-20 20:15:10
NA,NA,NA,252.125,98328.75,67.5,2.00717E+11,pressure_temperature,200717,201510,2017-07-20 20:15:10
NA,NA,51.65999222,NA,NA,NA,2.00717E+11,humidity,200717,201511,2017-07-20 20:15:11
5.930387974,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201512,2017-07-20 20:15:12
5.777777672,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201514,2017-07-20 20:15:14
NA,NA,NA,252.875,98285.25,67.4375,2.00717E+11,pressure_temperature,200717,201515,2017-07-20 20:15:15
NA,NA,51.65925217,NA,NA,NA,2.00717E+11,humidity,200717,201516,2017-07-20 20:15:16
1.112449765,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201516,2017-07-20 20:15:16
5.040160656,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201518,2017-07-20 20:15:18
1.392235637,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201520,2017-07-20 20:15:20
NA,NA,NA,256.0625,98277.25,67,2.00717E+11,pressure_temperature,200717,201520,2017-07-20 20:15:20
NA,NA,34.14645767,NA,NA,NA,2.00717E+11,humidity,200717,201521,2017-07-20 20:15:21
1.32530117,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201522,2017-07-20 20:15:22
2.452476501,Low,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201524,2017-07-20 20:15:24
NA,NA,NA,253.5,98317.75,66.9375,2.00717E+11,pressure_temperature,200717,201525,2017-07-20 20:15:25
NA,NA,34.13088608,NA,NA,NA,2.00717E+11,humidity,200717,201526,2017-07-20 20:15:26
5.282463074,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201526,2017-07-20 20:15:26
4.998661041,Moderate,NA,NA,NA,NA,2.00717E+11,ultraviolet,200717,201528,2017-07-20 20:15:28
