"course","speed","day","left_class","right_class","time","lon","lat","seq","way","video_time","USRight","USLeft","USRear","LidarRight","LidarLeft","CO","SO","O3","NO","P10","P25"
112.64,0.3,220717,"nothing","nothing","7/22/17 11:04",-84.39970667,33.783395,535,"come","7/22/17 0:00",322.58,273.05,640.715,840.25,565.25,773,1561,448,602,48.3,43
349.08,0.63,220717,"nothing","nothing","7/22/17 11:04",-84.39970667,33.78339667,536,"come","7/22/17 0:00",322.58,320.04,640.08,811.6666667,1150.333333,780,295,924,840,48.3,43
328.89,0.79,220717,"nothing","nothing","7/22/17 11:04",-84.39970167,33.78338667,537,"come","7/22/17 0:00",322.58,208.28,640.08,1130,168.6666667,990,0,967,858,48.3,43
328.02,0.73,220717,"nothing","nothing","7/22/17 11:04",-84.39969167,33.78337167,538,"come","7/22/17 0:00",322.58,320.04,640.08,1410,240,984,1238,774,770,48.4,43.1
328.02,0.1,220717,"nothing","nothing","7/22/17 11:04",-84.39967667,33.78334833,539,"come","7/22/17 0:00",322.58,304.165,640.08,1526.5,510.25,950,776,876,814,48.5,43.2
199.13,0.63,220717,"Wall","nothing","7/22/17 11:04",-84.399675,33.783335,540,"come","7/22/17 0:00",322.58,320.04,640.08,1518,442.3333333,NA,NA,NA,NA,NA,NA
199.91,1.03,220717,"Wall","nothing","7/22/17 11:04",-84.39968833,33.78331833,541,"come","7/22/17 0:00",322.58,309.88,640.08,1308,532.75,953,1562,418,572,48.6,43.3
197.67,1.28,220717,"Wall","Tree","7/22/17 11:04",-84.39969167,33.7833,542,"come","7/22/17 0:00",238.76,302.26,640.08,367.3333333,289.6666667,877,587,811,757,48.8,43.3
196.42,1.53,220717,"Wall","nothing","7/22/17 11:04",-84.39969,33.78328167,543,"come","7/22/17 0:00",273.4733333,299.72,640.08,487.3333333,261.3333333,893,0,1085,937,49.3,43.4
176.76,1.87,220717,"Wall","nothing","7/22/17 11:04",-84.39968833,33.78326167,544,"come","7/22/17 0:00",234.315,253.365,640.08,269,204,1030,1105,652,695,48.8,43.4
174.34,2.07,220717,"Wall","Wall","7/22/17 11:04",-84.39968667,33.783245,545,"come","7/22/17 0:00",222.6733333,153.2466667,640.08,245.3333333,184,1048,808,828,797,48.7,43.4
171.26,2.35,220717,"Wall","Wall","7/22/17 11:04",-84.39968167,33.78322167,546,"come","7/22/17 0:00",226.695,153.67,640.08,245.25,177.75,965,1560,447,607,48.7,43.4
172.8,2.4,220717,"Wall","Wall","7/22/17 11:04",-84.39968333,33.78320333,547,"come","7/22/17 0:00",222.25,167.64,640.08,238,193.5,NA,NA,NA,NA,NA,NA
174.94,2.58,220717,"Wall","Wall","7/22/17 11:04",-84.399685,33.78318333,548,"come","7/22/17 0:00",210.185,215.9,640.08,224.75,216.75,865,668,902,844,48.6,43.3
177.13,2.63,220717,"Wall","Wall","7/22/17 11:04",-84.39969333,33.783165,549,"come","7/22/17 0:00",193.04,213.36,640.08,204.6666667,243,921,0,973,872,48.6,43.3
177.3,2.67,220717,"Wall","Wall","7/22/17 11:04",-84.39969333,33.78315,550,"come","7/22/17 0:00",179.4933333,231.14,640.08,584,451.6666667,947,692,857,779,48.6,43.3
178.06,2.7,220717,"nothing","Tree","7/22/17 11:04",-84.399695,33.783135,551,"come","7/22/17 0:00",322.58,320.04,640.08,1195.5,1552.75,1007,646,975,843,48.5,43.2
187.02,2.89,220717,"nothing","nothing","7/22/17 11:04",-84.399705,33.78311667,552,"come","7/22/17 0:00",282.7866667,320.04,640.08,1287,733.6666667,NA,NA,NA,NA,NA,NA
186.44,2.7,220717,"nothing","nothing","7/22/17 11:04",-84.39969833,33.78310667,553,"come","7/22/17 0:00",428.4133333,320.04,640.08,1325.666667,1090.666667,1011,1552,686,659,48.6,43.3
185.19,2.47,220717,"nothing","nothing","7/22/17 11:04",-84.39969167,33.7831,554,"come","7/22/17 0:00",640.08,320.04,640.08,1174.25,1199.5,912,632,705,729,48.8,43.4
183.91,2.44,220717,"Tree","nothing","7/22/17 11:04",-84.39969,33.78309,555,"come","7/22/17 0:00",640.08,320.04,640.08,441.6666667,1161,927,0,1086,924,49,43.5
183.02,2.46,220717,"Tree","nothing","7/22/17 11:04",-84.39968667,33.78307667,556,"come","7/22/17 0:00",641.35,320.04,640.08,468,634,949,782,694,730,49,43.5
182.14,2.49,220717,"nothing","nothing","7/22/17 11:04",-84.39968333,33.783065,557,"come","7/22/17 0:00",640.08,480.06,640.08,472.6666667,899.3333333,929,769,836,827,49.1,43.6
180.99,2.52,220717,"nothing","nothing","7/22/17 11:04",-84.39967833,33.78304833,558,"come","7/22/17 0:00",640.08,640.08,640.08,1,898.3333333,NA,NA,NA,NA,NA,NA
179.82,2.53,220717,"nothing","nothing","7/22/17 11:04",-84.39967167,33.783035,559,"come","7/22/17 0:00",640.08,568.96,640.08,1,477.3333333,972,1460,736,717,49.3,43.7
161.36,2.55,220717,"nothing","nothing","7/22/17 11:04",-84.39967,33.783025,560,"come","7/22/17 0:00",640.08,430.9533333,640.08,1,776,945,631,933,835,49.5,43.7
149.06,2.38,220717,"nothing","nothing","7/22/17 11:04",-84.399665,33.78302667,561,"come","7/22/17 0:00",640.08,320.04,640.08,567.75,921.75,926,229,1026,893,49.7,43.8
141.21,2.42,220717,"nothing","nothing","7/22/17 11:04",-84.39965833,33.78302,562,"come","7/22/17 0:00",416.56,320.04,640.08,803.6666667,929.6666667,921,921,803,772,49.7,43.7
141.95,3.32,220717,"nothing","nothing","7/22/17 11:04",-84.39965167,33.78300333,563,"come","7/22/17 0:00",322.58,320.04,640.08,293,918,NA,NA,NA,NA,NA,NA
139.49,4.01,220717,"Tree","Tree","7/22/17 11:04",-84.39963667,33.78299,564,"come","7/22/17 0:00",322.58,320.04,640.08,275.5,961.75,932,155,1376,1102,49.7,43.7
135.58,5.39,220717,"Tree","Tree","7/22/17 11:04",-84.39961,33.78297833,565,"come","7/22/17 0:01",361.5266667,320.04,640.08,817.6666667,970.3333333,969,1515,660,698,49.6,43.6
132.54,9.32,220717,"Tree","Tree","7/22/17 11:04",-84.39956833,33.78296333,566,"come","7/22/17 0:01",640.08,640.08,640.08,730.75,796.75,982,411,1040,880,49.5,43.5
129.65,9.68,220717,"Tree","Tree","7/22/17 11:05",-84.399525,33.782955,567,"come","7/22/17 0:01",640.9266667,640.08,640.08,1127.333333,1201,966,525,978,871,49.4,43.4
125.81,8.55,220717,"Wall","Wall","7/22/17 11:05",-84.39947667,33.78294333,568,"come","7/22/17 0:01",541.8666667,640.08,640.08,540.6666667,804.3333333,975,757,789,810,49,43.3
121.81,10.48,220717,"Wall","Wall","7/22/17 11:05",-84.39940667,33.78292833,569,"come","7/22/17 0:01",461.645,640.08,640.08,460.75,828,912,568,1120,1000,48.4,43.1
118.02,12.45,220717,"Wall","Wall","7/22/17 11:05",-84.39932833,33.78292,570,"come","7/22/17 0:01",301.4133333,640.08,640.08,496.3333333,768.6666667,NA,NA,NA,NA,NA,NA
72.98,11.8,220717,"Tree","Tree","7/22/17 11:05",-84.39926667,33.78292833,571,"come","7/22/17 0:01",312.42,640.08,640.08,483.75,1095.75,935,1504,524,629,48.4,43.1
75.67,11.35,220717,"Tree","Tree","7/22/17 11:05",-84.39921167,33.78293333,572,"come","7/22/17 0:01",417.83,640.08,640.08,554,863,913,744,789,794,48.5,43.1
77.09,10.77,220717,"Tree","Tree","7/22/17 11:05",-84.399155,33.78292333,573,"come","7/22/17 0:01",640.715,640.08,640.08,546.5,820.75,855,126,994,892,48.6,43.1
78.53,9.81,220717,"Tree","Tree","7/22/17 11:05",-84.399105,33.78291833,574,"come","7/22/17 0:01",314.1133333,640.08,640.08,470.6666667,1122,868,798,795,776,48.5,43
79.87,8.94,220717,"Tree","Tree","7/22/17 11:05",-84.39906167,33.78291333,575,"come","7/22/17 0:01",353.06,640.08,640.08,523,1127.5,891,688,920,853,48.3,42.9
81.36,8.06,220717,"Tree","Tree","7/22/17 11:05",-84.39902167,33.782905,576,"come","7/22/17 0:01",351.3666667,640.08,640.08,374.6666667,755.3333333,NA,NA,NA,NA,NA,NA
104.95,6.81,220717,"nothing","nothing","7/22/17 11:05",-84.39899333,33.78289,577,"come","7/22/17 0:01",260.7733333,525.78,640.08,368.6666667,1,869,1502,580,669,48.3,42.8
118.12,6.49,220717,"Tree","Tree","7/22/17 11:05",-84.398965,33.782865,578,"come","7/22/17 0:01",266.065,320.04,640.08,306.25,909.5,924,524,977,864,48.3,42.8
154.29,8.8,220717,"Car Stop","Wall","7/22/17 11:05",-84.398955,33.78283,579,"come","7/22/17 0:01",253.1533333,320.8866667,640.08,503.3333333,819.3333333,910,375,955,849,48.3,42.8
176.26,8.19,220717,"Car Stop","Wall","7/22/17 11:05",-84.39895167,33.78282167,580,"come","7/22/17 0:01",441.1133333,320.04,640.08,522,1,908,817,827,760,48.4,42.8
183.58,7.91,220717,"Car Stop","Tree","7/22/17 11:05",-84.39895167,33.78279333,581,"come","7/22/17 0:01",601.345,560.07,640.08,565.75,208.75,839,450,1315,1105,48.6,42.9
189.3,7.24,220717,"Car Stop","Wall","7/22/17 11:05",-84.39895333,33.78276167,582,"come","7/22/17 0:01",494.03,640.08,640.08,528.5,1,NA,NA,NA,NA,NA,NA
188.7,5.67,220717,"Car Stop","Wall","7/22/17 11:05",-84.39896,33.78273,583,"come","7/22/17 0:01",437.515,640.08,640.08,572.75,645.25,891,1198,684,690,48.4,42.8
188.06,6.46,220717,"Tree","Wall","7/22/17 11:05",-84.39895833,33.78270167,584,"come","7/22/17 0:01",413.1733333,640.08,640.08,600.6666667,796.3333333,871,694,888,817,48.2,42.7
186.8,5.83,220717,"nothing","Wall","7/22/17 11:05",-84.39895833,33.78267833,585,"come","7/22/17 0:01",612.9866667,640.08,640.08,590.6666667,712.6666667,896,686,946,833,48,42.6
184.65,6.02,220717,"Tree","Wall","7/22/17 11:05",-84.39896,33.78265333,586,"come","7/22/17 0:01",628.015,639.445,640.08,548.25,965.25,878,711,878,830,47.8,42.4
183.65,6.31,220717,"Tree","Wall","7/22/17 11:05",-84.39896333,33.78262667,587,"come","7/22/17 0:01",640.08,640.08,640.08,659,1426.333333,NA,NA,NA,NA,NA,NA
183.38,6.09,220717,"nothing","Wall","7/22/17 11:05",-84.39896667,33.7826,588,"come","7/22/17 0:01",457.2,640.08,640.08,465.3333333,529.6666667,875,335,1390,1158,47.7,42.3
183.15,5.46,220717,"nothing","Car Stop","7/22/17 11:05",-84.39897667,33.78257,589,"come","7/22/17 0:01",138.43,639.445,640.08,155.5,447.75,893,1337,526,624,47.6,42.2
183.34,5.71,220717,"nothing","nothing","7/22/17 11:05",-84.39898333,33.78253833,590,"come","7/22/17 0:01",346.71,640.08,640.08,624,791,875,733,821,784,47.5,42.1
184.36,6.55,220717,"nothing","nothing","7/22/17 11:05",-84.39898333,33.78251,591,"come","7/22/17 0:01",623.1466667,640.08,640.08,662,1459.666667,882,310,979,859,47.4,42
186.23,6.85,220717,"nothing","nothing","7/22/17 11:05",-84.39898833,33.78247667,592,"come","7/22/17 0:01",640.9266667,637.54,640.08,746.6666667,969.6666667,889,879,882,817,47.3,42
188.17,7.68,220717,"Tree","nothing","7/22/17 11:05",-84.39899167,33.782445,593,"come","7/22/17 0:01",640.08,633.3066667,640.08,1305,924.3333333,NA,NA,NA,NA,NA,NA
189.42,6.44,220717,"Wall","Wall","7/22/17 11:05",-84.39900333,33.78240833,594,"come","7/22/17 0:01",640.715,633.095,640.08,740.5,1447,898,494,1137,1008,47.1,41.9
190.53,5.42,220717,"Wall","Wall","7/22/17 11:05",-84.39901,33.78237667,595,"come","7/22/17 0:01",568.96,633.73,640.08,516.5,1564.25,917,1307,480,602,47,41.8
189.91,6.12,220717,"Tree","Wall","7/22/17 11:05",-84.399015,33.782345,596,"come","7/22/17 0:01",469.0533333,634.1533333,640.08,643,1410.333333,909,615,966,864,46.9,41.7
187.25,7.83,220717,"Wall","Wall","7/22/17 11:05",-84.39901667,33.78231167,597,"come","7/22/17 0:01",374.2266667,635,640.08,544.6666667,1616,904,255,898,841,46.7,41.6
185.53,8.85,220717,"Wall","Wall","7/22/17 11:05",-84.39902667,33.78228,598,"come","7/22/17 0:01",424.18,632.46,640.08,569,1469.5,NA,NA,NA,NA,NA,NA
185.85,9.8,220717,"Wall","Wall","7/22/17 11:05",-84.39903167,33.78223833,599,"come","7/22/17 0:01",408.305,633.095,640.08,752.5,1659,907,872,779,761,46.5,41.4
178.49,10.61,220717,"Wall","nothing","7/22/17 11:05",-84.39903167,33.78219167,600,"come","7/22/17 0:01",322.58,633.3066667,640.08,1093.666667,1136,884,686,917,887,46.1,41
179.08,10.33,220717,"Wall","Tree","7/22/17 11:05",-84.39903667,33.782145,601,"come","7/22/17 0:01",321.945,631.825,638.81,417.5,1030.5,892,1329,458,585,46,41
180.22,9.39,220717,"Wall","nothing","7/22/17 11:05",-84.39904833,33.78209833,602,"come","7/22/17 0:01",322.58,635,640.08,1085.333333,906.3333333,869,690,809,761,45.9,40.9
180.91,9.03,220717,"Wall","nothing","7/22/17 11:05",-84.39906,33.782055,603,"come","7/22/17 0:01",322.58,634.1533333,640.08,1,589.3333333,853,293,1055,937,45.8,40.9
183.2,11.25,220717,"Wall","nothing","7/22/17 11:05",-84.39907,33.78200667,604,"come","7/22/17 0:01",322.58,635,639.2333333,711,481.3333333,NA,NA,NA,NA,NA,NA
186.54,14.14,220717,"Wall","nothing","7/22/17 11:05",-84.399085,33.78195333,605,"come","7/22/17 0:01",322.58,635,640.08,2592.666667,1000,854,722,896,810,45.6,40.7
187.23,10.9,220717,"Wall","Car Stop","7/22/17 11:05",-84.39909,33.78188833,606,"come","7/22/17 0:01",360.68,638.81,639.445,914.5,1627.75,840,173,1258,1014,45.3,40.4
189.31,10.32,220717,"Wall","nothing","7/22/17 11:05",-84.39909667,33.78183,607,"come","7/22/17 0:01",640.08,640.08,640.08,1025,1844.666667,858,1077,714,724,45.4,40.5
189.46,10.34,220717,"Wall","nothing","7/22/17 11:05",-84.39910333,33.78177667,608,"come","7/22/17 0:01",642.62,640.08,640.08,361.6666667,1759,838,774,806,794,45.4,40.5
176.52,10.08,220717,"nothing","Wall","7/22/17 11:05",-84.39910333,33.78172833,609,"come","7/22/17 0:01",642.62,640.08,640.08,334.3333333,1814.666667,NA,NA,NA,NA,NA,NA
179.37,7.79,220717,"nothing","Tree","7/22/17 11:05",-84.39910833,33.78169333,610,"come","7/22/17 0:01",290.195,640.08,640.08,532.25,936.75,834,578,1036,909,45.4,40.5
180.3,7.02,220717,"nothing","Tree","7/22/17 11:05",-84.39911333,33.78165833,611,"come","7/22/17 0:01",183.7266667,640.08,639.2333333,757.3333333,1,819,808,792,771,45.3,40.4
181.67,5.61,220717,"nothing","nothing","7/22/17 11:05",-84.39911833,33.78163333,612,"come","7/22/17 0:01",322.58,640.08,640.08,1038,1772,807,5,1310,1046,45.2,40.3
182.28,4.13,220717,"nothing","nothing","7/22/17 11:05",-84.399125,33.781615,613,"come","7/22/17 0:01",322.58,640.08,640.08,544.5,1,823,1181,632,703,45.1,40.2
182.28,2.06,220717,"nothing","Tree","7/22/17 11:05",-84.399125,33.78160667,614,"come","7/22/17 0:01",322.58,640.08,640.08,481.6666667,1,815,692,873,798,44.9,40.1
182.87,0.04,220717,"nothing","nothing","7/22/17 11:05",-84.39913,33.78161,615,"come","7/22/17 0:01",322.58,640.08,640.08,543,1,NA,NA,NA,NA,NA,NA
182.99,0.08,220717,"nothing","nothing","7/22/17 11:05",-84.399125,33.78161167,616,"come","7/22/17 0:01",322.58,640.08,640.08,627.5,1,828,553,1041,934,44.8,40
182.99,0.06,220717,"nothing","nothing","7/22/17 11:05",-84.39912667,33.781615,617,"come","7/22/17 0:01",322.58,640.08,640.08,548,1,804,790,884,829,44.7,39.9
183.07,0.07,220717,"nothing","nothing","7/22/17 11:05",-84.39912833,33.781615,618,"come","7/22/17 0:01",322.58,640.08,640.08,553.6666667,1,810,215,1406,1142,44.6,39.8
183.19,0.05,220717,"nothing","nothing","7/22/17 11:05",-84.399125,33.78161333,619,"come","7/22/17 0:01",322.58,640.08,640.08,548.25,1,817,1162,585,673,44.5,39.8
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,620,"come","7/22/17 0:01",322.58,640.08,640.08,591.6666667,1,799,773,820,770,44.4,39.7
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,621,"come","7/22/17 0:01",322.58,640.08,640.08,560.25,643.5,800,516,962,865,44.2,39.6
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,622,"come","7/22/17 0:01",322.58,640.08,640.08,558.6666667,1,NA,NA,NA,NA,NA,NA
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,623,"come","7/22/17 0:01",322.58,640.08,640.08,566.3333333,1,800,892,781,780,44.3,39.6
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,624,"come","7/22/17 0:01",322.58,640.08,640.08,609.25,1,804,496,1194,1054,44.3,39.6
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,625,"come","7/22/17 0:02",322.58,640.08,640.08,625.3333333,1,811,1130,599,660,44.2,39.5
183.19,0,220717,"nothing","nothing","7/22/17 11:05",-84.39912333,33.78161333,626,"come","7/22/17 0:02",322.58,640.08,640.08,613,1,813,800,855,830,44.1,39.4
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,627,"come","7/22/17 0:02",322.58,640.08,640.08,636.6666667,1,838,397,1049,908,43.9,39.3
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,628,"come","7/22/17 0:02",322.58,640.08,640.08,684,1,NA,NA,NA,NA,NA,NA
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,629,"come","7/22/17 0:02",322.58,640.08,640.08,677.3333333,1101,826,770,858,802,43.8,39.2
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,630,"come","7/22/17 0:02",322.58,640.08,640.08,680,1,814,636,979,898,43.8,39.2
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,631,"come","7/22/17 0:02",322.58,640.08,640.08,653.3333333,1,819,1148,516,617,43.7,39.1
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,632,"come","7/22/17 0:02",322.58,640.08,640.08,650.6666667,1,814,775,801,781,43.7,39.1
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,633,"come","7/22/17 0:02",322.58,640.08,640.08,640,1,837,520,968,854,43.7,39.1
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912333,33.78161333,634,"come","7/22/17 0:02",322.58,640.08,640.08,645,1,NA,NA,NA,NA,NA,NA
183.19,0,220717,"nothing","nothing","7/22/17 11:06",-84.39912833,33.781615,635,"come","7/22/17 0:02",322.58,640.08,640.08,665,1,834,802,870,823,43.6,39
183.19,0.02,220717,"nothing","nothing","7/22/17 11:06",-84.399135,33.78162167,636,"come","7/22/17 0:02",322.58,640.08,640.08,715,1,840,393,1311,1079,43.5,38.9
183.19,0.03,220717,"nothing","nothing","7/22/17 11:06",-84.39913833,33.78162333,637,"come","7/22/17 0:02",322.58,640.08,640.08,730.6666667,1,834,1119,558,661,43.4,38.8
183.19,0.03,220717,"nothing","nothing","7/22/17 11:06",-84.39914333,33.78162167,638,"come","7/22/17 0:02",322.58,640.08,639.2333333,743,1,825,849,814,799,43.3,38.7
156.32,0.66,220717,"nothing","nothing","7/22/17 11:06",-84.399145,33.78162,639,"come","7/22/17 0:02",322.58,640.08,640.08,742.25,1,826,433,1057,928,43.1,38.6
156.32,0.58,220717,"nothing","nothing","7/22/17 11:06",-84.39914667,33.78161833,640,"come","7/22/17 0:02",322.58,640.08,640.08,755.3333333,1,NA,NA,NA,NA,NA,NA
156.32,0.56,220717,"nothing","nothing","7/22/17 11:06",-84.39915333,33.781615,641,"come","7/22/17 0:02",322.58,640.08,640.08,758.75,1,826,772,892,827,42.9,38.4
156.32,0.38,220717,"nothing","nothing","7/22/17 11:06",-84.39915667,33.78161333,642,"come","7/22/17 0:02",322.58,640.08,640.08,711.3333333,1,829,687,934,898,42.6,38.1
156.32,0.42,220717,"nothing","nothing","7/22/17 11:06",-84.39916,33.78161,643,"come","7/22/17 0:02",322.58,640.08,640.08,592,1,819,1032,658,732,42.6,38.1
156.32,0.38,220717,"nothing","nothing","7/22/17 11:06",-84.39916333,33.78161,644,"come","7/22/17 0:02",322.58,640.08,640.08,629.6666667,1,819,747,857,793,42.6,38.1
171.72,0.68,220717,"nothing","nothing","7/22/17 11:06",-84.39916833,33.78161167,645,"come","7/22/17 0:02",322.58,640.08,640.08,605.6666667,1,NA,NA,NA,NA,NA,NA
171,0.68,220717,"nothing","nothing","7/22/17 11:06",-84.39917167,33.78161333,646,"come","7/22/17 0:02",322.58,640.08,639.445,522.75,1,808,525,995,890,42.6,38.1
171,0.42,220717,"nothing","nothing","7/22/17 11:06",-84.39917333,33.78161667,647,"come","7/22/17 0:02",322.58,640.08,640.08,641.6666667,1,802,778,857,820,42.4,37.9
171,0.27,220717,"nothing","nothing","7/22/17 11:06",-84.39917833,33.78162,648,"come","7/22/17 0:02",322.58,640.08,639.2333333,675,674.3333333,813,275,1383,1097,41.7,37.3
171,0.2,220717,"nothing","nothing","7/22/17 11:06",-84.39918,33.781625,649,"come","7/22/17 0:02",322.58,640.08,640.08,296,1,819,1008,627,686,41.8,37.4
171,0.16,220717,"nothing","nothing","7/22/17 11:06",-84.39918333,33.78162667,650,"come","7/22/17 0:02",322.58,640.08,640.08,296.3333333,1,832,803,855,826,41.8,37.4
171,0.05,220717,"nothing","nothing","7/22/17 11:06",-84.39918167,33.78162667,651,"come","7/22/17 0:02",322.58,640.08,640.08,295.25,1,818,477,1046,921,41.8,37.4
171,0.11,220717,"nothing","nothing","7/22/17 11:06",-84.39918167,33.78162667,652,"come","7/22/17 0:02",322.58,640.08,640.08,295.6666667,1,NA,NA,NA,NA,NA,NA
171,0.16,220717,"nothing","nothing","7/22/17 11:06",-84.39918333,33.78162667,653,"come","7/22/17 0:02",322.58,640.08,639.2333333,296.6666667,1,812,746,876,808,41.6,37.2
171,0.35,220717,"nothing","nothing","7/22/17 11:06",-84.39918333,33.781625,654,"come","7/22/17 0:02",322.58,640.08,639.2333333,296.3333333,1,820,445,1286,1104,41.5,37.1
171,0.44,220717,"nothing","nothing","7/22/17 11:06",-84.399185,33.781625,655,"come","7/22/17 0:02",322.58,640.08,640.08,469.75,1,825,1016,638,679,41.7,37.3
171,0.25,220717,"nothing","nothing","7/22/17 11:06",-84.39918667,33.78162333,656,"come","7/22/17 0:02",322.58,640.08,639.445,744.5,514.5,822,744,866,818,41.8,37.4
171,0.09,220717,"nothing","nothing","7/22/17 11:06",-84.39918667,33.78162167,657,"come","7/22/17 0:02",322.58,640.08,640.08,749,1016,NA,NA,NA,NA,NA,NA
171,0.15,220717,"nothing","nothing","7/22/17 11:06",-84.39918833,33.78162167,658,"come","7/22/17 0:02",322.58,640.08,638.81,754.75,849.75,818,456,1054,931,42,37.5
150.45,0.85,220717,"nothing","Tree","7/22/17 11:06",-84.39918833,33.78162167,659,"come","7/22/17 0:02",89.74666667,639.2333333,639.2333333,455.3333333,441.6666667,810,742,889,804,42,37.5
162.43,1.49,220717,"nothing","nothing","7/22/17 11:06",-84.39919,33.78161167,660,"come","7/22/17 0:02",322.58,638.3866667,639.2333333,807,1114,790,692,1014,986,42,37.5
169.85,1.84,220717,"nothing","nothing","7/22/17 11:06",-84.39919,33.78160667,661,"come","7/22/17 0:02",322.58,639.445,638.81,1,104,769,999,661,680,41.9,37.4
167.99,2.91,220717,"nothing","nothing","7/22/17 11:06",-84.39918833,33.78159,662,"come","7/22/17 0:02",322.58,636.6933333,638.3866667,1,487,763,709,879,838,41.8,37.3
165.28,3.15,220717,"nothing","nothing","7/22/17 11:06",-84.39918167,33.78158,663,"come","7/22/17 0:02",322.58,638.3866667,639.2333333,1,1,NA,NA,NA,NA,NA,NA
166.73,3.99,220717,"nothing","nothing","7/22/17 11:06",-84.39918167,33.781565,664,"come","7/22/17 0:02",322.58,637.54,638.81,1,1,776,467,1024,886,41.7,37.3
168.63,4.78,220717,"nothing","nothing","7/22/17 11:06",-84.399185,33.78154167,665,"come","7/22/17 0:02",322.58,637.54,639.2333333,280.3333333,1,769,747,876,816,41.9,37.4
169.72,6.24,220717,"nothing","Tree","7/22/17 11:06",-84.399185,33.78151,666,"come","7/22/17 0:02",322.58,637.54,640.08,232.5,1,771,690,912,845,42.2,37.7
170.38,7.68,220717,"nothing","Tree","7/22/17 11:06",-84.39918333,33.78147333,667,"come","7/22/17 0:02",322.58,637.54,640.08,349,1,775,1078,524,635,42.2,37.7
169.75,8.94,220717,"Car","nothing","7/22/17 11:06",-84.39917333,33.78143167,668,"come","7/22/17 0:02",322.58,637.54,639.2333333,265,1,780,739,862,787,42.1,37.6
170.3,8.35,220717,"nothing","nothing","7/22/17 11:06",-84.39916667,33.78139167,669,"come","7/22/17 0:02",322.58,637.54,638.175,539.5,1,784,392,1113,960,42.1,37.6
170.68,8.61,220717,"Tree","Tree","7/22/17 11:06",-84.39917,33.78135,670,"come","7/22/17 0:02",322.58,637.54,640.08,566.3333333,1,NA,NA,NA,NA,NA,NA
171.18,8.59,220717,"nothing","nothing","7/22/17 11:06",-84.399175,33.78131333,671,"come","7/22/17 0:02",499.11,637.54,639.445,199.75,1,780,738,902,839,42.1,37.6
173.22,8.58,220717,"nothing","nothing","7/22/17 11:06",-84.39917667,33.78127833,672,"come","7/22/17 0:02",640.08,637.54,640.08,818.6666667,1,783,640,917,823,42.3,37.8
176.15,8.14,220717,"nothing","nothing","7/22/17 11:06",-84.399175,33.78124167,673,"come","7/22/17 0:02",640.08,637.54,638.3866667,1,1,792,976,462,578,42.3,37.8
177.19,8.47,220717,"nothing","nothing","7/22/17 11:06",-84.39917333,33.78120167,674,"come","7/22/17 0:02",640.08,637.54,639.2333333,1079.333333,1,785,786,809,784,42.4,37.9
176.81,8.5,220717,"nothing","Tree","7/22/17 11:06",-84.39916833,33.78116333,675,"come","7/22/17 0:02",640.715,637.54,640.08,529.5,551.75,788,446,1027,905,42.4,37.9
175.74,8.54,220717,"nothing","Tree","7/22/17 11:06",-84.399165,33.781125,676,"come","7/22/17 0:02",640.08,637.54,640.08,509,1,786,933,756,785,42.4,37.9
179.97,8.81,220717,"nothing","nothing","7/22/17 11:06",-84.399165,33.78108333,677,"come","7/22/17 0:02",640.08,637.54,640.08,462.3333333,1,NA,NA,NA,NA,NA,NA
186.1,9.02,220717,"nothing","Wall","7/22/17 11:06",-84.39917,33.78103667,678,"come","7/22/17 0:02",640.9266667,613.8333333,640.08,426.6666667,1,789,756,806,778,42.4,37.9
184.07,10.29,220717,"nothing","Wall","7/22/17 11:06",-84.399175,33.78098667,679,"come","7/22/17 0:02",640.08,640.08,640.08,421.5,1,792,939,476,555,42.3,37.8
183.34,10.55,220717,"nothing","Wall","7/22/17 11:06",-84.39918167,33.78093333,680,"come","7/22/17 0:02",640.08,640.08,640.08,450.6666667,486.3333333,794,796,800,772,42.2,37.7
180.18,12.02,220717,"nothing","Wall","7/22/17 11:06",-84.39918667,33.78087167,681,"come","7/22/17 0:02",640.08,640.08,619.76,463.75,350.25,801,338,1181,972,42.3,37.7
179.43,11.37,220717,"nothing","Tree","7/22/17 11:06",-84.39918833,33.78081333,682,"come","7/22/17 0:02",640.08,640.08,640.08,435.3333333,1779.333333,795,945,726,729,42.3,37.7
