"course","speed","day","left_class","right_class","time","lon","lat","seq","way","video_time","USRight","USLeft","USRear","LidarRight","LidarLeft","CO","SO","O3","NO","P10","P25"
93.8,8.9,220717,"nothing","Tree","7/22/17 11:09",-84.39375667,33.77688167,830,"come","7/22/17 0:05",322.58,317.5,638.81,1379,438.75,789,481,1013,930,35.5,31.6
111.93,2.93,220717,"nothing","nothing","7/22/17 11:09",-84.39375,33.77687167,831,"come","7/22/17 0:05",322.58,316.6533333,639.2333333,539,1083.333333,NA,NA,NA,NA,NA,NA
111.93,0.11,220717,"nothing","nothing","7/22/17 11:09",-84.39375167,33.77686833,832,"come","7/22/17 0:05",322.58,317.5,637.54,533.3333333,1098.333333,787,784,828,797,35.6,31.7
111.93,0.03,220717,"nothing","nothing","7/22/17 11:09",-84.39375667,33.77686667,833,"come","7/22/17 0:05",322.58,317.5,638.175,524.5,1,789,469,1211,1104,35.6,31.7
111.93,0.07,220717,"nothing","nothing","7/22/17 11:09",-84.39376667,33.77686667,834,"come","7/22/17 0:05",323.4266667,316.6533333,638.3866667,520.3333333,1,787,1015,552,662,35.7,31.8
111.93,0.05,220717,"nothing","nothing","7/22/17 11:09",-84.39376833,33.776865,835,"come","7/22/17 0:05",322.58,315.595,638.175,519.75,1960,789,720,858,814,36.1,31.8
111.93,0.03,220717,"nothing","nothing","7/22/17 11:09",-84.39377,33.776865,836,"come","7/22/17 0:05",322.58,316.23,637.54,525.5,1,NA,NA,NA,NA,NA,NA
111.93,0.02,220717,"nothing","nothing","7/22/17 11:09",-84.39377167,33.77686667,837,"come","7/22/17 0:05",322.58,280.035,639.445,530.75,53.25,790,464,1051,947,36.5,31.8
111.93,0.02,220717,"Car Stop","nothing","7/22/17 11:09",-84.39377167,33.77686667,838,"come","7/22/17 0:05",322.58,267.5466667,637.54,531.3333333,1,788,785,848,814,36.4,31.4
111.93,0.02,220717,"Car","nothing","7/22/17 11:09",-84.39377167,33.77686833,839,"come","7/22/17 0:05",322.58,317.5,638.3866667,600.3333333,1877.666667,791,287,1349,1109,36.4,31.2
111.93,0.05,220717,"Car","nothing","7/22/17 11:09",-84.39377167,33.77686833,840,"come","7/22/17 0:05",322.58,315.595,638.175,1924.5,614.5,787,981,582,693,36.5,31.3
111.93,0.1,220717,"nothing","nothing","7/22/17 11:09",-84.39377,33.77687,841,"come","7/22/17 0:05",322.58,314.96,638.81,420,1,NA,NA,NA,NA,NA,NA
111.93,0.12,220717,"nothing","nothing","7/22/17 11:09",-84.393765,33.77687167,842,"come","7/22/17 0:05",322.58,316.865,638.81,878.75,1,789,685,900,854,36.5,31.3
111.93,1.81,220717,"nothing","nothing","7/22/17 11:09",-84.39375667,33.77687167,843,"come","7/22/17 0:05",322.58,314.96,637.54,2039.333333,1,792,451,1058,949,36.6,31.4
111.93,1.99,220717,"nothing","nothing","7/22/17 11:09",-84.39374833,33.77687,844,"come","7/22/17 0:05",574.675,314.96,637.54,1,1,788,755,840,778,36.9,31.3
99.73,2.43,220717,"nothing","nothing","7/22/17 11:09",-84.39373,33.77687,845,"come","7/22/17 0:05",640.08,316.6533333,640.08,2020,1,792,282,1371,1123,37,31.3
96.56,3.29,220717,"nothing","nothing","7/22/17 11:09",-84.39370167,33.77687,846,"come","7/22/17 0:05",640.08,314.96,637.54,1,1,789,908,713,751,37,31.3
95.06,5.08,220717,"nothing","nothing","7/22/17 11:09",-84.39367833,33.77686667,847,"come","7/22/17 0:05",640.08,314.96,639.445,790.25,1,788,721,856,805,36.9,31.3
68.85,3.99,220717,"nothing","nothing","7/22/17 11:09",-84.39364,33.776865,848,"come","7/22/17 0:05",640.9266667,456.3533333,639.2333333,537,1,NA,NA,NA,NA,NA,NA
46.11,3.99,220717,"nothing","nothing","7/22/17 11:09",-84.39361667,33.77687333,849,"come","7/22/17 0:05",640.08,636.905,638.175,272,1,792,426,1052,923,36.8,31.2
46.91,4.47,220717,"nothing","nothing","7/22/17 11:09",-84.393595,33.77688167,850,"come","7/22/17 0:05",640.715,614.68,639.445,256,1,790,721,905,844,36.5,31.3
49.9,4.95,220717,"nothing","nothing","7/22/17 11:09",-84.393565,33.77688333,851,"come","7/22/17 0:05",640.08,640.08,640.08,1103.5,1,791,342,1269,1069,35.9,31.3
54.65,4.16,220717,"nothing","nothing","7/22/17 11:09",-84.393535,33.77688,852,"come","7/22/17 0:05",469.9,639.2333333,639.2333333,47.66666667,1,789,984,572,670,35.8,31.3
59.53,3.7,220717,"Car","Tree","7/22/17 11:09",-84.39350833,33.77687833,853,"come","7/22/17 0:05",222.885,473.71,637.54,607.75,1498.5,789,760,839,804,35.7,31.3
64.54,2.83,220717,"nothing","Tree","7/22/17 11:09",-84.39349,33.776875,854,"come","7/22/17 0:05",322.58,320.04,638.3866667,1021.666667,2003,NA,NA,NA,NA,NA,NA
68.7,3.63,220717,"nothing","Tree","7/22/17 11:09",-84.393465,33.77686667,855,"come","7/22/17 0:05",322.58,320.04,640.08,938.25,1791.25,792,441,1032,924,35.6,31.3
72.99,3.64,220717,"nothing","nothing","7/22/17 11:09",-84.393445,33.77686167,856,"come","7/22/17 0:05",322.58,320.04,640.08,1048,1192,789,683,941,869,35.6,31.3
76.67,3.59,220717,"nothing","nothing","7/22/17 11:09",-84.393425,33.77686,857,"come","7/22/17 0:05",229.87,320.04,640.08,835,1,790,312,1349,1124,35.6,31.2
80,4.3,220717,"nothing","Tree","7/22/17 11:09",-84.3934,33.77685333,858,"come","7/22/17 0:05",322.58,320.04,640.08,1053.666667,1576.666667,788,943,612,708,35.2,31.3
83.15,4.57,220717,"nothing","Tree","7/22/17 11:09",-84.39337333,33.776845,859,"come","7/22/17 0:05",231.775,320.04,639.445,987.25,287.75,788,717,864,823,35.1,31.3
86.34,4.41,220717,"nothing","nothing","7/22/17 11:09",-84.39334667,33.77683333,860,"come","7/22/17 0:05",275.59,320.04,640.08,789,1187.25,790,470,1010,901,35.1,31.3
89.41,4.36,220717,"nothing","nothing","7/22/17 11:09",-84.393325,33.77682333,861,"come","7/22/17 0:05",219.71,320.04,638.81,1007,1,NA,NA,NA,NA,NA,NA
91.96,4.34,220717,"nothing","nothing","7/22/17 11:09",-84.39330167,33.77681833,862,"come","7/22/17 0:05",217.17,319.405,639.445,931.75,1,786,802,797,757,35.2,31.4
94.16,4.27,220717,"nothing","nothing","7/22/17 11:09",-84.39328167,33.776815,863,"come","7/22/17 0:05",322.58,320.04,639.2333333,1347.333333,1,789,317,1355,1138,35.3,31.5
114.19,5.26,220717,"nothing","nothing","7/22/17 11:09",-84.39325833,33.776805,864,"come","7/22/17 0:05",184.5733333,320.04,637.54,1044,925,787,900,698,730,35.3,31.5
112.75,4.96,220717,"nothing","nothing","7/22/17 11:09",-84.39323,33.77679667,865,"come","7/22/17 0:06",322.58,320.04,640.08,1146.25,827,787,700,885,825,35.3,31.5
112.01,4.58,220717,"nothing","nothing","7/22/17 11:10",-84.39320333,33.77679167,866,"come","7/22/17 0:06",322.58,320.04,639.2333333,1083.666667,799.3333333,NA,NA,NA,NA,NA,NA
111.04,4.6,220717,"nothing","nothing","7/22/17 11:10",-84.39317667,33.77678833,867,"come","7/22/17 0:06",322.58,320.04,640.08,1297.333333,686.3333333,788,707,669,613,35.2,31.4
107.97,6.5,220717,"nothing","nothing","7/22/17 11:10",-84.393145,33.77677833,868,"come","7/22/17 0:06",194.7333333,320.04,638.3866667,481,1864.666667,787,750,874,829,35.4,31.6
114.76,7.28,220717,"nothing","nothing","7/22/17 11:10",-84.39312667,33.77677333,869,"come","7/22/17 0:06",322.58,320.04,640.08,220.75,515.5,790,393,1163,980,35.5,31.7
113.49,10.2,220717,"nothing","nothing","7/22/17 11:10",-84.39308667,33.77677833,870,"come","7/22/17 0:06",567.2666667,320.04,640.08,870,1493.333333,786,905,712,754,35.7,31.9
110.48,10.61,220717,"nothing","nothing","7/22/17 11:10",-84.39303667,33.77677333,871,"come","7/22/17 0:06",610.4466667,320.04,640.08,803.3333333,849.3333333,NA,NA,NA,NA,NA,NA
107.74,10.43,220717,"nothing","nothing","7/22/17 11:10",-84.39298,33.77676667,872,"come","7/22/17 0:06",574.04,320.04,640.08,676.3333333,388.6666667,787,726,842,805,35.8,32
106.94,6.57,220717,"nothing","nothing","7/22/17 11:10",-84.39293833,33.77677333,873,"come","7/22/17 0:06",640.9266667,320.04,640.08,676.6666667,2533,786,1039,399,570,36.1,32.2
106.21,5.1,220717,"nothing","Tree","7/22/17 11:10",-84.39290833,33.77677333,874,"come","7/22/17 0:06",640.08,320.04,640.08,878.3333333,2515.333333,788,718,888,850,36.2,32.3
104.13,3.83,220717,"nothing","nothing","7/22/17 11:10",-84.39288833,33.77677667,875,"come","7/22/17 0:06",640.715,320.04,639.445,593.75,640,791,470,1015,909,36.3,32.4
102.73,4.74,220717,"nothing","nothing","7/22/17 11:10",-84.39286667,33.776785,876,"come","7/22/17 0:06",278.5533333,320.04,639.2333333,437.3333333,1222.333333,NA,NA,NA,NA,NA,NA
101.39,3.61,220717,"nothing","Tree","7/22/17 11:10",-84.39285,33.77680333,877,"come","7/22/17 0:06",252.3066667,320.04,640.08,438.6666667,1167,788,826,819,815,36.3,32.4
99.95,3.63,220717,"nothing","nothing","7/22/17 11:10",-84.392825,33.77681,878,"come","7/22/17 0:06",568.1133333,320.04,639.2333333,437,1366.333333,789,575,1089,1028,36.4,32.5
98.84,4.16,220717,"nothing","Tree","7/22/17 11:10",-84.39279833,33.77681333,879,"come","7/22/17 0:06",640.08,320.04,639.445,485.75,488,790,932,547,639,36.5,32.6
101.9,4.44,220717,"nothing","Human","7/22/17 11:10",-84.39277,33.77681,880,"come","7/22/17 0:06",431.165,320.04,640.08,415.25,413,788,833,771,788,36.5,32.6
101.07,4.93,220717,"nothing","Tree","7/22/17 11:10",-84.39274333,33.77681333,881,"come","7/22/17 0:06",322.58,320.04,640.08,804,1122,793,501,960,873,36.6,32.7
100.4,6.39,220717,"nothing","nothing","7/22/17 11:10",-84.39271,33.776815,882,"come","7/22/17 0:06",322.58,320.04,640.08,932.3333333,2680.333333,NA,NA,NA,NA,NA,NA
99.56,6.73,220717,"nothing","Tree","7/22/17 11:10",-84.392675,33.77682,883,"come","7/22/17 0:06",322.58,320.04,640.08,927.25,1,789,860,759,744,36.7,32.8
96.73,5.64,220717,"nothing","nothing","7/22/17 11:10",-84.39263833,33.77681667,884,"come","7/22/17 0:06",322.58,320.04,640.08,1005.666667,1,790,708,891,852,36.7,32.9
93.37,5.21,220717,"nothing","Tree","7/22/17 11:10",-84.39261333,33.77682167,885,"come","7/22/17 0:06",277.495,320.04,640.08,371.5,1,792,522,968,888,36.8,33
91.46,5.25,220717,"nothing","nothing","7/22/17 11:10",-84.39258833,33.77683167,886,"come","7/22/17 0:06",490.22,320.04,640.08,537.3333333,1638,788,821,755,739,37.1,33.3
89.03,5.19,220717,"nothing","nothing","7/22/17 11:10",-84.39256167,33.776835,887,"come","7/22/17 0:06",640.9266667,320.04,640.08,627.3333333,1651.666667,793,294,1296,1058,37.4,33.5
88.1,4.94,220717,"nothing","nothing","7/22/17 11:10",-84.39252833,33.776835,888,"come","7/22/17 0:06",642.62,320.04,640.08,848.6666667,785,NA,NA,NA,NA,NA,NA
87.82,5.02,220717,"nothing","Tree","7/22/17 11:10",-84.39249667,33.77683167,889,"come","7/22/17 0:06",360.68,320.675,640.08,556.5,963.75,788,894,720,744,37.4,33.5
99.96,4.65,220717,"nothing","nothing","7/22/17 11:10",-84.39247333,33.77683,890,"come","7/22/17 0:06",384.175,320.04,640.08,1026.5,1790.5,789,713,860,814,37.4,33.5
99.45,4.95,220717,"nothing","nothing","7/22/17 11:10",-84.39244833,33.77683,891,"come","7/22/17 0:06",250.19,320.04,640.08,1029.5,1482,792,493,985,902,37.5,33.6
98.59,4.55,220717,"nothing","Tree","7/22/17 11:10",-84.39242167,33.77683,892,"come","7/22/17 0:06",640.715,320.04,640.08,992.75,1536.25,788,773,829,781,37.5,33.6
98.04,4.62,220717,"nothing","nothing","7/22/17 11:10",-84.392395,33.77682833,893,"come","7/22/17 0:06",640.08,320.04,640.08,815.3333333,1559,791,301,1318,1080,37.5,33.6
99.8,4.62,220717,"nothing","nothing","7/22/17 11:10",-84.39237167,33.776825,894,"come","7/22/17 0:06",469.9,320.04,640.08,649.3333333,2343,NA,NA,NA,NA,NA,NA
103.53,4.89,220717,"nothing","Human","7/22/17 11:10",-84.39235167,33.77682333,895,"come","7/22/17 0:06",322.58,320.04,640.08,735,1726,788,862,747,757,37.6,33.7
102.72,4.83,220717,"nothing","nothing","7/22/17 11:10",-84.39232833,33.77682333,896,"come","7/22/17 0:06",193.8866667,320.04,640.08,780.6666667,1592.333333,787,708,894,864,37.7,33.8
99.55,7.14,220717,"nothing","nothing","7/22/17 11:10",-84.392305,33.77682167,897,"come","7/22/17 0:06",268.3933333,320.04,640.08,875,1625.666667,789,886,514,596,37.8,34
98.59,7.21,220717,"nothing","Tree","7/22/17 11:10",-84.3923,33.77683333,898,"come","7/22/17 0:06",322.58,352.425,640.08,942.75,434.75,787,730,889,848,37.8,34
97.23,6.15,220717,"Human","nothing","7/22/17 11:10",-84.39228333,33.77683667,899,"come","7/22/17 0:06",322.58,553.72,639.2333333,1030,1,790,392,1120,943,37.9,34.1
97.82,5.83,220717,"Car","nothing","7/22/17 11:10",-84.39225833,33.776835,900,"come","7/22/17 0:06",322.58,640.08,640.08,998,120.75,786,811,811,798,37.9,34.1
96.98,4.43,220717,"Car","nothing","7/22/17 11:10",-84.392245,33.77683167,901,"come","7/22/17 0:06",322.58,640.08,640.08,986,1,NA,NA,NA,NA,NA,NA
96.73,3.31,220717,"nothing","Tree","7/22/17 11:10",-84.39223333,33.77683167,902,"come","7/22/17 0:06",322.58,640.08,640.08,990.5,1,786,737,842,808,38,34.2
96.63,2.16,220717,"Car","nothing","7/22/17 11:10",-84.39222667,33.77683333,903,"come","7/22/17 0:06",322.58,640.08,640.08,996.3333333,1,787,920,463,580,38.1,34.3
96.55,2.41,220717,"nothing","Car","7/22/17 11:10",-84.39222167,33.776825,904,"come","7/22/17 0:06",322.58,640.08,640.08,1020.333333,1,786,753,838,790,38.2,34.4
96.27,2.63,220717,"nothing","nothing","7/22/17 11:10",-84.392215,33.77683,905,"come","7/22/17 0:06",322.58,640.08,638.81,1031,1,790,373,1140,970,38.3,34.5
94.57,3.63,220717,"Car","nothing","7/22/17 11:10",-84.392205,33.77683167,906,"come","7/22/17 0:06",322.58,640.08,639.2333333,1062.333333,1,NA,NA,NA,NA,NA,NA
94.99,3.31,220717,"nothing","nothing","7/22/17 11:10",-84.39220167,33.776825,907,"come","7/22/17 0:06",322.58,640.08,640.08,1060,1,786,831,787,768,38.4,34.6
105.99,4.59,220717,"nothing","nothing","7/22/17 11:10",-84.39219,33.77681667,908,"come","7/22/17 0:06",322.58,640.08,640.08,1052.333333,1,785,710,869,828,38.5,34.7
105.16,3.65,220717,"Car","nothing","7/22/17 11:10",-84.39218333,33.77680833,909,"come","7/22/17 0:06",322.58,640.08,640.08,1079.5,1,784,986,500,607,38.7,34.9
105.16,2.87,220717,"nothing","nothing","7/22/17 11:10",-84.39219,33.776805,910,"come","7/22/17 0:06",322.58,640.08,639.445,1077.25,1,786,746,846,810,38.7,34.9
104.49,2.91,220717,"nothing","nothing","7/22/17 11:10",-84.39218,33.77680167,911,"come","7/22/17 0:06",322.58,640.08,640.08,1005.5,1,NA,NA,NA,NA,NA,NA
105.7,4.64,220717,"nothing","nothing","7/22/17 11:10",-84.39217167,33.776795,912,"come","7/22/17 0:06",322.58,640.08,640.08,854.6666667,1,789,467,1011,907,38.8,35
105.47,5.47,220717,"nothing","nothing","7/22/17 11:10",-84.39214833,33.77679,913,"come","7/22/17 0:06",322.58,640.08,640.08,1,1,786,756,868,836,38.7,34.9
103.9,6.65,220717,"nothing","nothing","7/22/17 11:10",-84.392125,33.77678833,914,"come","7/22/17 0:06",322.58,639.445,638.81,1,230.75,791,337,1318,1120,38.7,34.8
102.72,6.29,220717,"nothing","nothing","7/22/17 11:10",-84.39209833,33.77679333,915,"come","7/22/17 0:06",322.58,640.08,640.08,119.25,1,780,944,554,665,38.8,34.9
101.01,6.77,220717,"nothing","nothing","7/22/17 11:10",-84.39207667,33.77680333,916,"come","7/22/17 0:06",322.58,640.08,640.08,533.5,1,NA,NA,NA,NA,NA,NA
98.91,6.93,220717,"nothing","nothing","7/22/17 11:10",-84.39205,33.77681,917,"come","7/22/17 0:06",322.58,640.08,639.445,255,1,780,770,815,782,38.9,35
96.83,7.01,220717,"nothing","nothing","7/22/17 11:10",-84.392025,33.77682,918,"come","7/22/17 0:06",322.58,640.08,640.08,204,1,786,430,1053,928,38.9,35
95.19,6.17,220717,"nothing","nothing","7/22/17 11:10",-84.39200167,33.77682833,919,"come","7/22/17 0:06",322.58,640.08,640.08,442.6666667,507,782,861,755,771,39,35.1
93.46,5.94,220717,"nothing","nothing","7/22/17 11:10",-84.39196833,33.77683333,920,"come","7/22/17 0:06",333.375,640.08,640.08,308.5,772,785,448,1248,1101,39,35.1
92.15,4.55,220717,"nothing","Tree","7/22/17 11:10",-84.39193833,33.776835,921,"come","7/22/17 0:06",556.26,638.3866667,639.2333333,233.6666667,1284.666667,785,939,639,697,38.9,35
71.76,3.74,220717,"nothing","nothing","7/22/17 11:10",-84.39191833,33.77684167,922,"come","7/22/17 0:06",640.9266667,637.54,639.2333333,1,1673.666667,NA,NA,NA,NA,NA,NA
71.85,3.76,220717,"nothing","nothing","7/22/17 11:10",-84.39189333,33.77684,923,"come","7/22/17 0:06",320.04,638.3866667,640.08,412.3333333,639.3333333,785,654,948,878,38.9,35
72.87,4.11,220717,"nothing","nothing","7/22/17 11:10",-84.39186333,33.77684,924,"come","7/22/17 0:06",421.005,639.445,640.08,685.75,1488.25,787,561,905,843,38.8,34.9
74.98,5.57,220717,"nothing","nothing","7/22/17 11:10",-84.391835,33.77684333,925,"come","7/22/17 0:07",386.715,639.445,640.08,755.5,1474.25,786,835,774,771,38.8,34.9
75.93,7.1,220717,"nothing","nothing","7/22/17 11:11",-84.3918,33.776845,926,"come","7/22/17 0:07",292.9466667,637.54,640.08,1040.333333,1009.333333,790,350,1319,1125,38.8,34.9
76.7,6.41,220717,"nothing","nothing","7/22/17 11:11",-84.39175833,33.77684833,927,"come","7/22/17 0:07",313.2666667,638.3866667,640.08,1431.333333,1459.666667,786,1012,480,625,38.9,34.9
78.26,5.69,220717,"nothing","nothing","7/22/17 11:11",-84.391715,33.77684833,928,"come","7/22/17 0:07",518.795,640.08,640.08,763.5,1535.5,786,765,809,790,38.9,34.9
79.18,6.35,220717,"nothing","nothing","7/22/17 11:11",-84.39168333,33.77685,929,"come","7/22/17 0:07",642.62,637.54,640.08,1730.666667,1512.666667,NA,NA,NA,NA,NA,NA
79.89,5.9,220717,"nothing","nothing","7/22/17 11:11",-84.39165167,33.776855,930,"come","7/22/17 0:07",642.62,638.175,640.08,1725.25,1724.25,790,417,1059,938,38.9,34.9
80.91,6.38,220717,"nothing","nothing","7/22/17 11:11",-84.39161833,33.77685333,931,"come","7/22/17 0:07",642.62,638.81,640.08,929,1632,785,853,740,746,38.6,34.7
82.7,8.09,220717,"nothing","nothing","7/22/17 11:11",-84.391585,33.77685667,932,"come","7/22/17 0:07",389.89,638.81,640.08,901,1608.75,790,311,1354,1133,38.5,34.6
83.66,10.45,220717,"nothing","Tree","7/22/17 11:11",-84.39154333,33.77685833,933,"come","7/22/17 0:07",391.16,637.54,639.2333333,414,1588.333333,786,970,542,666,38.4,34.5
86.02,10.06,220717,"nothing","nothing","7/22/17 11:11",-84.3915,33.776865,934,"come","7/22/17 0:07",388.62,639.2333333,640.08,528.3333333,1068.666667,NA,NA,NA,NA,NA,NA
86,10.02,220717,"nothing","nothing","7/22/17 11:11",-84.39145333,33.77687167,935,"come","7/22/17 0:07",401.955,267.335,640.08,507.5,1100.5,783,778,812,780,38.2,34.3
88.87,9.7,220717,"Car","nothing","7/22/17 11:11",-84.39140333,33.776875,936,"come","7/22/17 0:07",594.36,320.04,640.08,560.6666667,1702.333333,788,440,1054,948,38.1,34.2
86.73,10.59,220717,"nothing","Tree","7/22/17 11:11",-84.39135333,33.77688167,937,"come","7/22/17 0:07",494.4533333,320.04,640.08,514.6666667,1005.333333,784,837,754,762,37.9,34
86.41,9.52,220717,"nothing","nothing","7/22/17 11:11",-84.39129167,33.77688667,938,"come","7/22/17 0:07",499.11,320.04,640.08,606.25,1,788,446,1252,1130,37.8,33.9
84.4,9.45,220717,"nothing","nothing","7/22/17 11:11",-84.39123833,33.77689333,939,"come","7/22/17 0:07",640.08,320.04,640.08,1026.333333,1,787,917,560,660,37.8,33.9
83.79,9.65,220717,"nothing","nothing","7/22/17 11:11",-84.39118833,33.7769,940,"come","7/22/17 0:07",524.51,326.39,640.08,863,1,783,784,808,776,37.6,33.8
83.02,9.68,220717,"nothing","Tree","7/22/17 11:11",-84.39114333,33.77690833,941,"come","7/22/17 0:07",275.1666667,320.04,640.08,894,1,NA,NA,NA,NA,NA,NA
82.8,9.41,220717,"nothing","nothing","7/22/17 11:11",-84.39109833,33.77691667,942,"come","7/22/17 0:07",322.58,320.04,640.08,1307,1,790,383,1119,975,37.6,33.8
82.64,9.18,220717,"nothing","nothing","7/22/17 11:11",-84.39105,33.77692167,943,"come","7/22/17 0:07",323.4266667,320.04,640.08,1280.333333,1,784,804,803,772,37.6,33.8
83.64,10.41,220717,"nothing","nothing","7/22/17 11:11",-84.39100167,33.77692667,944,"come","7/22/17 0:07",277.7066667,319.1933333,640.08,664.3333333,1250.666667,788,355,1354,1179,37.5,33.7
83.33,10.22,220717,"nothing","Tree","7/22/17 11:11",-84.390955,33.77693167,945,"come","7/22/17 0:07",322.58,318.77,640.08,1319.5,1,785,919,654,693,37.5,33.7
83.77,9.84,220717,"Car","nothing","7/22/17 11:11",-84.39090667,33.77693833,946,"come","7/22/17 0:07",322.58,285.3266667,640.08,1056.666667,1,NA,NA,NA,NA,NA,NA
82.99,9.29,220717,"nothing","Tree","7/22/17 11:11",-84.39086,33.77694,947,"come","7/22/17 0:07",322.58,318.3466667,640.08,1065.666667,1,787,725,877,843,37.4,33.6
81.53,10.09,220717,"nothing","Tree","7/22/17 11:11",-84.390815,33.77694833,948,"come","7/22/17 0:07",322.58,318.77,640.08,1245.5,915.75,789,490,964,851,37.4,33.6
80.08,9.37,220717,"nothing","Tree","7/22/17 11:11",-84.39076833,33.77695333,949,"come","7/22/17 0:07",322.58,317.5,640.08,1109.666667,1,788,763,859,819,37.3,33.6
79.98,10.92,220717,"nothing","Tree","7/22/17 11:11",-84.39072167,33.77695833,950,"come","7/22/17 0:07",322.58,318.135,640.08,933.25,1,789,333,1278,1045,37.3,33.6
81.2,11.17,220717,"nothing","nothing","7/22/17 11:11",-84.39067,33.77695833,951,"come","7/22/17 0:07",322.58,317.5,640.08,1446,1836.5,NA,NA,NA,NA,NA,NA
81.92,11.36,220717,"nothing","nothing","7/22/17 11:11",-84.39061833,33.77695833,952,"come","7/22/17 0:07",322.58,317.5,640.08,1177.5,1,786,915,685,758,37.3,33.6
82.81,10.17,220717,"nothing","nothing","7/22/17 11:11",-84.39057167,33.77695833,953,"come","7/22/17 0:07",322.58,319.1933333,640.08,1272.666667,1226,786,767,819,777,37.3,33.6
83.58,10.01,220717,"nothing","nothing","7/22/17 11:11",-84.39052333,33.776955,954,"come","7/22/17 0:07",291.465,320.04,640.08,991,1,788,567,870,823,37.3,33.6
84.23,9.96,220717,"nothing","nothing","7/22/17 11:11",-84.390475,33.77695167,955,"come","7/22/17 0:07",322.58,319.405,640.08,1105,1,784,818,779,750,37,33.3
86.28,8.67,220717,"nothing","nothing","7/22/17 11:11",-84.39044833,33.776925,956,"come","7/22/17 0:07",322.58,319.1933333,640.08,1115.666667,1,783,678,984,999,36.8,33.1
88.84,8.68,220717,"nothing","nothing","7/22/17 11:11",-84.39041167,33.776905,957,"come","7/22/17 0:07",238.76,320.04,640.08,1097.333333,1,787,893,654,701,36.8,33.1
91.07,8.02,220717,"nothing","nothing","7/22/17 11:11",-84.390375,33.77688667,958,"come","7/22/17 0:07",322.58,318.3466667,640.08,1316.333333,1,NA,NA,NA,NA,NA,NA
92.85,8.03,220717,"nothing","nothing","7/22/17 11:11",-84.39033833,33.776875,959,"come","7/22/17 0:07",322.58,619.76,640.08,1329.75,1,784,754,864,837,36.7,33
94.38,8.01,220717,"nothing","nothing","7/22/17 11:11",-84.3903,33.77686,960,"come","7/22/17 0:07",322.58,637.54,639.445,1,256.5,787,506,946,847,36.7,33
95.83,7.79,220717,"nothing","nothing","7/22/17 11:11",-84.39026,33.77685167,961,"come","7/22/17 0:07",322.58,637.54,640.08,518.5,586.5,786,790,773,740,36.6,32.9
96.07,6.32,220717,"nothing","nothing","7/22/17 11:11",-84.39025667,33.77682,962,"come","7/22/17 0:07",322.58,637.54,640.08,1,686.5,783,614,1082,1039,36.5,32.8
96.1,4.28,220717,"nothing","nothing","7/22/17 11:11",-84.39026167,33.77680667,963,"come","7/22/17 0:07",322.58,637.54,640.08,323.6666667,1,784,956,607,681,36.4,32.7
91.83,3.67,220717,"nothing","nothing","7/22/17 11:11",-84.39026167,33.77682333,964,"come","7/22/17 0:07",323.4266667,248.92,640.08,614,1,NA,NA,NA,NA,NA,NA
86.86,5.47,220717,"nothing","nothing","7/22/17 11:11",-84.39025333,33.77685167,965,"come","7/22/17 0:07",211.455,314.325,458.47,321.75,77.25,785,740,862,831,36.3,32.6
82.36,4.06,220717,"nothing","nothing","7/22/17 11:11",-84.39024167,33.77686833,966,"come","7/22/17 0:07",235.3733333,292.9466667,320.04,343.6666667,162.6666667,788,480,1004,890,36.2,32.5
81.75,4.44,220717,"Wall","Car Block","7/22/17 11:11",-84.39023,33.77687333,967,"come","7/22/17 0:07",116.84,329.3533333,320.04,112,234,785,797,816,790,36.1,32.4
81.67,5.02,220717,"Wall","Tree","7/22/17 11:11",-84.390205,33.77687833,968,"come","7/22/17 0:07",354.33,257.81,320.04,1090.5,361.25,787,663,935,858,35.8,32.1
82.92,3.85,220717,"Wall","Tree","7/22/17 11:11",-84.39025167,33.77684667,969,"come","7/22/17 0:07",159.1733333,345.44,320.04,208,245.3333333,784,1087,321,512,35.7,32
81.97,3.58,220717,"Wall","Tree","7/22/17 11:11",-84.39026,33.77685167,970,"come","7/22/17 0:07",200.66,194.31,320.04,1984.75,115.5,787,709,885,822,35.6,32
81.35,3.9,220717,"Wall","Tree","7/22/17 11:11",-84.39024833,33.77686833,971,"come","7/22/17 0:07",190.5,245.5333333,320.04,928.3333333,191,NA,NA,NA,NA,NA,NA
81.22,3.87,220717,"Wall","Tree","7/22/17 11:11",-84.39023,33.77687,972,"come","7/22/17 0:07",160.8666667,258.2333333,320.04,1845.333333,342.3333333,788,338,1172,993,35.5,31.9
82.21,4.57,220717,"Wall","Tree","7/22/17 11:11",-84.39020833,33.77687167,973,"come","7/22/17 0:07",237.9133333,255.6933333,320.04,1476.333333,260,785,902,698,709,35.5,31.9
83.4,5.16,220717,"Wall","Human","7/22/17 11:11",-84.39018167,33.77686833,974,"come","7/22/17 0:07",240.665,228.6,640.08,74.25,234.25,788,383,1309,1125,35.5,32
84.77,4.3,220717,"nothing","Human","7/22/17 11:11",-84.39016167,33.77686833,975,"come","7/22/17 0:07",187.325,219.71,640.08,803.25,244.5,785,1039,463,608,35.5,32
89.82,4.51,220717,"nothing","nothing","7/22/17 11:11",-84.39013167,33.77686167,976,"come","7/22/17 0:07",299.72,224.3666667,640.08,937,155,786,674,902,823,35.4,31.9
