"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25","id","lon","lat","video_time","way","speed","seq","dist"
"proximity",220717,2017-07-22 03:49:09,320.04,81.28,320.04,1,1,NA,NA,NA,NA,NA,NA,723,-84.3890516666667,33.7771133333333,2017-07-22 00:02:00,"go",1.01,"2017-07-22 00:02:00_723",0
"proximity",220717,2017-07-22 03:49:09,320.04,83.82,320.04,1,1,NA,NA,NA,NA,NA,NA,724,-84.3890516666667,33.7771133333333,2017-07-22 00:02:00,"go",1.01,"2017-07-22 00:02:00_724",0.155615573115559
"proximity",220717,2017-07-22 03:49:09,320.04,83.82,320.04,1,1,NA,NA,NA,NA,NA,NA,725,-84.3890516666667,33.7771133333333,2017-07-22 00:02:00,"go",1.01,"2017-07-22 00:02:00_725",0.311231146231118
"proximity",220717,2017-07-22 03:49:10,320.04,83.82,640.08,1,1,1152,355,989,790,23.3,21,726,-84.3890433333333,33.7771033333333,2017-07-22 00:02:01,"go",0.95,"2017-07-22 00:02:01_726",0.466846719346677
"proximity",220717,2017-07-22 03:49:10,320.04,83.82,640.08,1,1,NA,NA,NA,NA,NA,NA,727,-84.3890433333333,33.7771033333333,2017-07-22 00:02:01,"go",0.95,"2017-07-22 00:02:01_727",0.613217802970222
"proximity",220717,2017-07-22 03:49:10,320.04,86.36,640.08,1,1,NA,NA,NA,NA,NA,NA,728,-84.3890433333333,33.7771033333333,2017-07-22 00:02:01,"go",0.95,"2017-07-22 00:02:01_728",0.759588886593768
"proximity",220717,2017-07-22 03:49:10,320.04,88.9,190.5,5071,1,NA,NA,NA,NA,NA,NA,729,-84.3890433333333,33.7771033333333,2017-07-22 00:02:01,"go",0.95,"2017-07-22 00:02:01_729",0.905959970217313
"proximity",220717,2017-07-22 03:49:11,320.04,109.22,218.44,1,1,800,834,782,784,23.2,20.9,730,-84.3890183333333,33.777085,2017-07-22 00:02:02,"go",0.91,"2017-07-22 00:02:02_730",1.05233105384086
"proximity",220717,2017-07-22 03:49:11,320.04,406.4,238.76,1,1,NA,NA,NA,NA,NA,NA,731,-84.3890183333333,33.777085,2017-07-22 00:02:02,"go",0.91,"2017-07-22 00:02:02_731",1.19253914446973
"proximity",220717,2017-07-22 03:49:11,320.04,309.88,256.54,1,1,NA,NA,NA,NA,NA,NA,732,-84.3890183333333,33.777085,2017-07-22 00:02:02,"go",0.91,"2017-07-22 00:02:02_732",1.3327472350986
"proximity",220717,2017-07-22 03:49:12,320.04,127,320.04,1,1552,NA,NA,NA,NA,NA,NA,733,-84.3889833333333,33.7770633333333,2017-07-22 00:02:03,"go",0.65,"2017-07-22 00:02:03_733",1.47295532572747
"proximity",220717,2017-07-22 03:49:12,320.04,144.78,320.04,3303,1,869,708,900,785,23,20.8,734,-84.3889833333333,33.7770633333333,2017-07-22 00:02:03,"go",0.65,"2017-07-22 00:02:03_734",1.57310396189095
"proximity",220717,2017-07-22 03:49:12,320.04,322.58,320.04,1,1343,NA,NA,NA,NA,NA,NA,735,-84.3889833333333,33.7770633333333,2017-07-22 00:02:03,"go",0.65,"2017-07-22 00:02:03_735",1.67325259805443
"proximity",220717,2017-07-22 03:49:12,320.04,154.94,320.04,1,1,NA,NA,NA,NA,NA,NA,736,-84.3889833333333,33.7770633333333,2017-07-22 00:02:03,"go",0.65,"2017-07-22 00:02:03_736",1.7734012342179
"proximity",220717,2017-07-22 03:49:13,320.04,152.4,320.04,1,376,NA,NA,NA,NA,NA,NA,737,-84.38898,33.77706,2017-07-22 00:02:04,"go",0.47,"2017-07-22 00:02:04_737",1.87354987038138
"proximity",220717,2017-07-22 03:49:13,320.04,157.48,320.04,2091,362,407,1033,577,782,23,20.8,738,-84.38898,33.77706,2017-07-22 00:02:04,"go",0.47,"2017-07-22 00:02:04_738",1.94596503806882
"proximity",220717,2017-07-22 03:49:13,320.04,170.18,320.04,1,348,NA,NA,NA,NA,NA,NA,739,-84.38898,33.77706,2017-07-22 00:02:04,"go",0.47,"2017-07-22 00:02:04_739",2.01838020575626
"proximity",220717,2017-07-22 03:49:14,320.04,177.8,320.04,2027,356,NA,NA,NA,NA,NA,NA,740,-84.3889733333333,33.7770566666667,2017-07-22 00:02:05,"go",0.52,"2017-07-22 00:02:05_740",2.0907953734437
"proximity",220717,2017-07-22 03:49:14,320.04,332.74,320.04,2046,1,NA,NA,NA,NA,NA,NA,741,-84.3889733333333,33.7770566666667,2017-07-22 00:02:05,"go",0.52,"2017-07-22 00:02:05_741",2.17091428237448
"proximity",220717,2017-07-22 03:49:14,320.04,332.74,320.04,2031,1245,814,782,779,782,23,20.8,742,-84.3889733333333,33.7770566666667,2017-07-22 00:02:05,"go",0.52,"2017-07-22 00:02:05_742",2.25103319130526
"proximity",220717,2017-07-22 03:49:15,320.04,332.74,426.72,2043,433,NA,NA,NA,NA,NA,NA,743,-84.3889733333333,33.7770566666667,2017-07-22 00:02:06,"go",0.58,"2017-07-22 00:02:06_743",2.33115210023605
"proximity",220717,2017-07-22 03:49:15,320.04,335.28,320.04,2061,1193,NA,NA,NA,NA,NA,NA,744,-84.3889733333333,33.7770566666667,2017-07-22 00:02:06,"go",0.58,"2017-07-22 00:02:06_744",2.42051549865884
"proximity",220717,2017-07-22 03:49:15,320.04,345.44,320.04,2065,1206,NA,NA,NA,NA,NA,NA,745,-84.3889733333333,33.7770566666667,2017-07-22 00:02:06,"go",0.58,"2017-07-22 00:02:06_745",2.50987889708164
"proximity",220717,2017-07-22 03:49:16,320.04,177.8,640.08,2041,1200,1123,394,986,789,23,20.8,746,-84.38898,33.7770616666667,2017-07-22 00:02:07,"go",0.65,"2017-07-22 00:02:07_746",2.59924229550443
"proximity",220717,2017-07-22 03:49:16,320.04,353.06,640.08,1,1202,NA,NA,NA,NA,NA,NA,747,-84.38898,33.7770616666667,2017-07-22 00:02:07,"go",0.65,"2017-07-22 00:02:07_747",2.69939093166791
"proximity",220717,2017-07-22 03:49:16,320.04,165.1,640.08,1,1200,NA,NA,NA,NA,NA,NA,748,-84.38898,33.7770616666667,2017-07-22 00:02:07,"go",0.65,"2017-07-22 00:02:07_748",2.79953956783139
"proximity",220717,2017-07-22 03:49:17,320.04,162.56,640.08,1,1209,NA,NA,NA,NA,NA,NA,749,-84.3889866666667,33.7770683333333,2017-07-22 00:02:08,"go",0.72,"2017-07-22 00:02:08_749",2.89968820399487
"proximity",220717,2017-07-22 03:49:17,320.04,162.56,640.08,2155,1217,802,795,756,782,23,20.8,750,-84.3889866666667,33.7770683333333,2017-07-22 00:02:08,"go",0.72,"2017-07-22 00:02:08_750",3.01062207789903
"proximity",220717,2017-07-22 03:49:17,320.04,162.56,640.08,1,1210,NA,NA,NA,NA,NA,NA,751,-84.3889866666667,33.7770683333333,2017-07-22 00:02:08,"go",0.72,"2017-07-22 00:02:08_751",3.12155595180319
"proximity",220717,2017-07-22 03:49:17,320.04,162.56,640.08,2166,1210,NA,NA,NA,NA,NA,NA,752,-84.3889866666667,33.7770683333333,2017-07-22 00:02:08,"go",0.72,"2017-07-22 00:02:08_752",3.23248982570735
"proximity",220717,2017-07-22 03:49:18,320.04,162.56,640.08,2145,1214,NA,NA,NA,NA,NA,NA,753,-84.3889933333333,33.77707,2017-07-22 00:02:09,"go",0.71,"2017-07-22 00:02:09_753",3.34342369961151
"proximity",220717,2017-07-22 03:49:18,320.04,162.56,642.62,2116,1221,1091,552,1010,781,23,20.8,754,-84.3889933333333,33.77707,2017-07-22 00:02:09,"go",0.71,"2017-07-22 00:02:09_754",3.45281682526701
"proximity",220717,2017-07-22 03:49:18,320.04,162.56,640.08,2167,1216,NA,NA,NA,NA,NA,NA,755,-84.3889933333333,33.77707,2017-07-22 00:02:09,"go",0.71,"2017-07-22 00:02:09_755",3.5622099509225
"proximity",220717,2017-07-22 03:49:19,320.04,157.48,640.08,1,172,NA,NA,NA,NA,NA,NA,756,-84.3889983333333,33.7770716666667,2017-07-22 00:02:10,"go",0.73,"2017-07-22 00:02:10_756",3.67160307657799
"proximity",220717,2017-07-22 03:49:19,320.04,152.4,642.62,2069,1201,NA,NA,NA,NA,NA,NA,757,-84.3889983333333,33.7770716666667,2017-07-22 00:02:10,"go",0.73,"2017-07-22 00:02:10_757",3.78407769873082
"proximity",220717,2017-07-22 03:49:19,320.04,149.86,642.62,1074,1195,544,1036,629,779,23,20.8,758,-84.3889983333333,33.7770716666667,2017-07-22 00:02:10,"go",0.73,"2017-07-22 00:02:10_758",3.89655232088365
"proximity",220717,2017-07-22 03:49:20,320.04,160.02,640.08,2064,1617,NA,NA,NA,NA,NA,NA,759,-84.3890033333333,33.7770733333333,2017-07-22 00:02:11,"go",0.72,"2017-07-22 00:02:11_759",4.00902694303648
"proximity",220717,2017-07-22 03:49:20,320.04,322.58,642.62,1,1186,NA,NA,NA,NA,NA,NA,760,-84.3890033333333,33.7770733333333,2017-07-22 00:02:11,"go",0.72,"2017-07-22 00:02:11_760",4.11996081694064
"proximity",220717,2017-07-22 03:49:20,320.04,322.58,640.08,1095,1593,NA,NA,NA,NA,NA,NA,761,-84.3890033333333,33.7770733333333,2017-07-22 00:02:11,"go",0.72,"2017-07-22 00:02:11_761",4.2308946908448
"proximity",220717,2017-07-22 03:49:20,320.04,322.58,642.62,2078,1188,851,749,830,782,23.1,20.8,762,-84.3890033333333,33.7770733333333,2017-07-22 00:02:11,"go",0.72,"2017-07-22 00:02:11_762",4.34182856474896
"proximity",220717,2017-07-22 03:49:21,642.62,322.58,642.62,1,1196,NA,NA,NA,NA,NA,NA,763,-84.3890116666667,33.777075,2017-07-22 00:02:12,"go",0.72,"2017-07-22 00:02:12_763",4.45276243865312
"proximity",220717,2017-07-22 03:49:21,640.08,220.98,642.62,2073,1186,NA,NA,NA,NA,NA,NA,764,-84.3890116666667,33.777075,2017-07-22 00:02:12,"go",0.72,"2017-07-22 00:02:12_764",4.56369631255728
"proximity",220717,2017-07-22 03:49:21,640.08,322.58,640.08,2090,1,NA,NA,NA,NA,NA,NA,765,-84.3890116666667,33.777075,2017-07-22 00:02:12,"go",0.72,"2017-07-22 00:02:12_765",4.67463018646144
"proximity",220717,2017-07-22 03:49:22,640.08,322.58,640.08,2018,1181,1039,441,914,787,23.1,20.8,766,-84.3890416666667,33.7770783333333,2017-07-22 00:02:13,"go",1.5,"2017-07-22 00:02:13_766",4.7855640603656
"proximity",220717,2017-07-22 03:49:22,640.08,322.58,640.08,2066,262,NA,NA,NA,NA,NA,NA,767,-84.3890416666667,33.7770783333333,2017-07-22 00:02:13,"go",1.5,"2017-07-22 00:02:13_767",5.01667629766594
"proximity",220717,2017-07-22 03:49:22,640.08,243.84,642.62,1203,251,NA,NA,NA,NA,NA,NA,768,-84.3890416666667,33.7770783333333,2017-07-22 00:02:13,"go",1.5,"2017-07-22 00:02:13_768",5.24778853496627
"proximity",220717,2017-07-22 03:49:23,640.08,241.3,642.62,2059,1193,NA,NA,NA,NA,NA,NA,769,-84.3890483333333,33.7770733333333,2017-07-22 00:02:14,"go",1.72,"2017-07-22 00:02:14_769",5.47890077226661
"proximity",220717,2017-07-22 03:49:23,640.08,261.62,640.08,2052,1176,810,800,793,782,23,20.8,770,-84.3890483333333,33.7770733333333,2017-07-22 00:02:14,"go",1.72,"2017-07-22 00:02:14_770",5.74390947103766
"proximity",220717,2017-07-22 03:49:23,640.08,322.58,640.08,2024,1149,NA,NA,NA,NA,NA,NA,771,-84.3890483333333,33.7770733333333,2017-07-22 00:02:14,"go",1.72,"2017-07-22 00:02:14_771",6.00891816980871
"proximity",220717,2017-07-22 03:49:23,640.08,320.04,640.08,1,1172,NA,NA,NA,NA,NA,NA,772,-84.3890483333333,33.7770733333333,2017-07-22 00:02:14,"go",1.72,"2017-07-22 00:02:14_772",6.27392686857976
"proximity",220717,2017-07-22 03:49:24,640.08,314.96,642.62,2065,170,NA,NA,NA,NA,NA,NA,773,-84.3890733333333,33.7770733333333,2017-07-22 00:02:15,"go",2.17,"2017-07-22 00:02:15_773",6.53893556735081
"proximity",220717,2017-07-22 03:49:24,640.08,124.46,640.08,2080,1,1294,310,1029,786,22.9,20.7,774,-84.3890733333333,33.7770733333333,2017-07-22 00:02:15,"go",2.17,"2017-07-22 00:02:15_774",6.87327793731196
"proximity",220717,2017-07-22 03:49:24,640.08,193.04,640.08,2060,1,NA,NA,NA,NA,NA,NA,775,-84.3890733333333,33.7770733333333,2017-07-22 00:02:15,"go",2.17,"2017-07-22 00:02:15_775",7.20762030727311
"proximity",220717,2017-07-22 03:49:25,640.08,320.04,642.62,1,1203,NA,NA,NA,NA,NA,NA,776,-84.3890933333333,33.7770716666667,2017-07-22 00:02:16,"go",2.48,"2017-07-22 00:02:16_776",7.54196267723427
"proximity",220717,2017-07-22 03:49:25,640.08,157.48,640.08,1,1210,NA,NA,NA,NA,NA,NA,777,-84.3890933333333,33.7770716666667,2017-07-22 00:02:16,"go",2.48,"2017-07-22 00:02:16_777",7.92406824290415
"proximity",220717,2017-07-22 03:49:25,640.08,162.56,640.08,1,1208,596,979,676,783,23,20.7,778,-84.3890933333333,33.7770716666667,2017-07-22 00:02:16,"go",2.48,"2017-07-22 00:02:16_778",8.30617380857404
"proximity",220717,2017-07-22 03:49:26,640.08,165.1,640.08,1872,1133,NA,NA,NA,NA,NA,NA,779,-84.3891133333333,33.7770716666667,2017-07-22 00:02:17,"go",2.65,"2017-07-22 00:02:17_779",8.68827937424393
"proximity",220717,2017-07-22 03:49:26,642.62,180.34,642.62,1,209,NA,NA,NA,NA,NA,NA,780,-84.3891133333333,33.7770716666667,2017-07-22 00:02:17,"go",2.65,"2017-07-22 00:02:17_780",9.09657766014119
"proximity",220717,2017-07-22 03:49:26,640.08,154.94,640.08,1,159,NA,NA,NA,NA,NA,NA,781,-84.3891133333333,33.7770716666667,2017-07-22 00:02:17,"go",2.65,"2017-07-22 00:02:17_781",9.50487594603844
"proximity",220717,2017-07-22 03:49:26,640.08,137.16,640.08,1,460,822,766,802,782,23,20.7,782,-84.3891133333333,33.7770716666667,2017-07-22 00:02:17,"go",2.65,"2017-07-22 00:02:17_782",9.9131742319357
"proximity",220717,2017-07-22 03:49:27,640.08,373.38,640.08,1,1,NA,NA,NA,NA,NA,NA,783,-84.3891216666667,33.77707,2017-07-22 00:02:18,"go",4.72,"2017-07-22 00:02:18_783",10.321472517833
"proximity",220717,2017-07-22 03:49:27,640.08,386.08,640.08,1,1246,NA,NA,NA,NA,NA,NA,784,-84.3891216666667,33.77707,2017-07-22 00:02:18,"go",4.72,"2017-07-22 00:02:18_784",11.0487056912047
"proximity",220717,2017-07-22 03:49:27,640.08,388.62,642.62,1826,1263,NA,NA,NA,NA,NA,NA,785,-84.3891216666667,33.77707,2017-07-22 00:02:18,"go",4.72,"2017-07-22 00:02:18_785",11.7759388645764
"proximity",220717,2017-07-22 03:49:28,640.08,414.02,640.08,1,1246,1090,394,939,788,23,20.7,786,-84.3891383333333,33.77707,2017-07-22 00:02:19,"go",5.81,"2017-07-22 00:02:19_786",12.5031720379481
"proximity",220717,2017-07-22 03:49:28,640.08,436.88,640.08,1,1349,NA,NA,NA,NA,NA,NA,787,-84.3891383333333,33.77707,2017-07-22 00:02:19,"go",5.81,"2017-07-22 00:02:19_787",13.3983467704248
"proximity",220717,2017-07-22 03:49:28,640.08,459.74,640.08,1861,1,NA,NA,NA,NA,NA,NA,788,-84.3891383333333,33.77707,2017-07-22 00:02:19,"go",5.81,"2017-07-22 00:02:19_788",14.2935215029014
"proximity",220717,2017-07-22 03:49:29,640.08,312.42,640.08,1,318,NA,NA,NA,NA,NA,NA,789,-84.3891566666667,33.7770716666667,2017-07-22 00:02:20,"go",6.57,"2017-07-22 00:02:20_789",15.188696235378
"proximity",220717,2017-07-22 03:49:29,640.08,299.72,640.08,1,1,881,748,836,784,23,20.7,790,-84.3891566666667,33.7770716666667,2017-07-22 00:02:20,"go",6.57,"2017-07-22 00:02:20_790",16.2009678347535
"proximity",220717,2017-07-22 03:49:29,640.08,312.42,640.08,1272,1,NA,NA,NA,NA,NA,NA,791,-84.3891566666667,33.7770716666667,2017-07-22 00:02:20,"go",6.57,"2017-07-22 00:02:20_791",17.213239434129
"proximity",220717,2017-07-22 03:49:30,640.08,345.44,640.08,1,1,NA,NA,NA,NA,NA,NA,792,-84.389185,33.7770716666667,2017-07-22 00:02:21,"go",6.64,"2017-07-22 00:02:21_792",18.2255110335044
"proximity",220717,2017-07-22 03:49:30,629.92,370.84,640.08,1502,1676,NA,NA,NA,NA,NA,NA,793,-84.389185,33.7770716666667,2017-07-22 00:02:21,"go",6.64,"2017-07-22 00:02:21_793",19.2485678706206
"proximity",220717,2017-07-22 03:49:30,640.08,424.18,640.08,1532,471,1281,294,1018,789,22.9,20.7,794,-84.389185,33.7770716666667,2017-07-22 00:02:21,"go",6.64,"2017-07-22 00:02:21_794",20.2716247077367
"proximity",220717,2017-07-22 03:49:30,640.08,431.8,640.08,1481,1,NA,NA,NA,NA,NA,NA,795,-84.389185,33.7770716666667,2017-07-22 00:02:21,"go",6.64,"2017-07-22 00:02:21_795",21.2946815448529
"proximity",220717,2017-07-22 03:49:31,640.08,441.96,640.08,1516,1,NA,NA,NA,NA,NA,NA,796,-84.38922,33.7770666666667,2017-07-22 00:02:22,"go",7.63,"2017-07-22 00:02:22_796",22.317738381969
"proximity",220717,2017-07-22 03:49:31,515.62,452.12,642.62,1,469,NA,NA,NA,NA,NA,NA,797,-84.38922,33.7770666666667,2017-07-22 00:02:22,"go",7.63,"2017-07-22 00:02:22_797",23.4933292957034
"proximity",220717,2017-07-22 03:49:31,510.54,454.66,642.62,1,487,635,968,714,783,23,20.7,798,-84.38922,33.7770666666667,2017-07-22 00:02:22,"go",7.63,"2017-07-22 00:02:22_798",24.6689202094378
"proximity",220717,2017-07-22 03:49:32,518.16,464.82,642.62,1538,792,NA,NA,NA,NA,NA,NA,799,-84.3892516666667,33.7770683333333,2017-07-22 00:02:23,"go",7.11,"2017-07-22 00:02:23_799",25.8445111231721
"proximity",220717,2017-07-22 03:49:32,640.08,642.62,642.62,1,1543,NA,NA,NA,NA,NA,NA,800,-84.3892516666667,33.7770683333333,2017-07-22 00:02:23,"go",7.11,"2017-07-22 00:02:23_800",26.9399831279757
"proximity",220717,2017-07-22 03:49:32,642.62,642.62,642.62,1549,206,NA,NA,NA,NA,NA,NA,801,-84.3892516666667,33.7770683333333,2017-07-22 00:02:23,"go",7.11,"2017-07-22 00:02:23_801",28.0354551327793
"proximity",220717,2017-07-22 03:49:33,543.56,162.56,642.62,1528,168,787,827,815,782,23,20.7,802,-84.3892933333333,33.7770666666667,2017-07-22 00:02:24,"go",7.6,"2017-07-22 00:02:24_802",29.1309271375829
"proximity",220717,2017-07-22 03:49:33,561.34,149.86,642.62,1,157,NA,NA,NA,NA,NA,NA,803,-84.3892933333333,33.7770666666667,2017-07-22 00:02:24,"go",7.6,"2017-07-22 00:02:24_803",30.3018958065713
"proximity",220717,2017-07-22 03:49:33,640.08,132.08,640.08,1,1743,NA,NA,NA,NA,NA,NA,804,-84.3892933333333,33.7770666666667,2017-07-22 00:02:24,"go",7.6,"2017-07-22 00:02:24_804",31.4728644755596
"proximity",220717,2017-07-22 03:49:33,640.08,454.66,642.62,1602,455,NA,NA,NA,NA,NA,NA,805,-84.3892933333333,33.7770666666667,2017-07-22 00:02:24,"go",7.6,"2017-07-22 00:02:24_805",32.643833144548
"proximity",220717,2017-07-22 03:49:34,617.22,444.5,640.08,1604,443,995,468,900,788,23,20.7,806,-84.3893483333333,33.7770716666667,2017-07-22 00:02:25,"go",9.01,"2017-07-22 00:02:25_806",33.8148018135364
"proximity",220717,2017-07-22 03:49:34,640.08,421.64,640.08,1,435,NA,NA,NA,NA,NA,NA,807,-84.3893483333333,33.7770716666667,2017-07-22 00:02:25,"go",9.01,"2017-07-22 00:02:25_807",35.203015985587
"proximity",220717,2017-07-22 03:49:34,640.08,406.4,640.08,1,2427,NA,NA,NA,NA,NA,NA,808,-84.3893483333333,33.7770716666667,2017-07-22 00:02:25,"go",9.01,"2017-07-22 00:02:25_808",36.5912301576377
"proximity",220717,2017-07-22 03:49:35,640.08,414.02,640.08,1,1,NA,NA,NA,NA,NA,NA,809,-84.3893966666667,33.7770783333333,2017-07-22 00:02:26,"go",9.25,"2017-07-22 00:02:26_809",37.9794443296884
"proximity",220717,2017-07-22 03:49:35,640.08,642.62,640.08,1,368,800,815,787,782,23,20.7,810,-84.3893966666667,33.7770783333333,2017-07-22 00:02:26,"go",9.25,"2017-07-22 00:02:26_810",39.4046364597071
"proximity",220717,2017-07-22 03:49:35,640.08,642.62,640.08,1695,372,NA,NA,NA,NA,NA,NA,811,-84.3893966666667,33.7770783333333,2017-07-22 00:02:26,"go",9.25,"2017-07-22 00:02:26_811",40.8298285897259
"proximity",220717,2017-07-22 03:49:35,640.08,314.96,640.08,1706,1,NA,NA,NA,NA,NA,NA,812,-84.3893966666667,33.7770783333333,2017-07-22 00:02:26,"go",9.25,"2017-07-22 00:02:26_812",42.2550207197446
"proximity",220717,2017-07-22 03:49:36,640.08,322.58,642.62,1711,1,NA,NA,NA,NA,NA,NA,813,-84.3894483333333,33.777085,2017-07-22 00:02:27,"go",9.76,"2017-07-22 00:02:27_813",43.6802128497633
"proximity",220717,2017-07-22 03:49:36,640.08,497.84,640.08,1,314,1270,331,1051,787,23.1,20.8,814,-84.3894483333333,33.777085,2017-07-22 00:02:27,"go",9.76,"2017-07-22 00:02:27_814",45.1839831404642
"proximity",220717,2017-07-22 03:49:36,640.08,497.84,640.08,1,286,NA,NA,NA,NA,NA,NA,815,-84.3894483333333,33.777085,2017-07-22 00:02:27,"go",9.76,"2017-07-22 00:02:27_815",46.687753431165
"proximity",220717,2017-07-22 03:49:37,640.08,251.46,640.08,1806,1339,NA,NA,NA,NA,NA,NA,816,-84.3895033333333,33.77709,2017-07-22 00:02:28,"go",9.69,"2017-07-22 00:02:28_816",48.1915237218659
"proximity",220717,2017-07-22 03:49:37,640.08,226.06,640.08,1769,518,NA,NA,NA,NA,NA,NA,817,-84.3895033333333,33.77709,2017-07-22 00:02:28,"go",9.69,"2017-07-22 00:02:28_817",49.684508774826
"proximity",220717,2017-07-22 03:49:37,640.08,447.04,640.08,1761,1,645,956,695,784,23.1,20.8,818,-84.3895033333333,33.77709,2017-07-22 00:02:28,"go",9.69,"2017-07-22 00:02:28_818",51.1774938277862
"proximity",220717,2017-07-22 03:49:38,640.08,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA,819,-84.3895566666667,33.77709,2017-07-22 00:02:29,"go",9.69,"2017-07-22 00:02:29_819",52.6704788807464
"proximity",220717,2017-07-22 03:49:38,640.08,434.34,640.08,1,1568,NA,NA,NA,NA,NA,NA,820,-84.3895566666667,33.77709,2017-07-22 00:02:29,"go",9.69,"2017-07-22 00:02:29_820",54.1634639337065
"proximity",220717,2017-07-22 03:49:38,640.08,642.62,640.08,1,535,NA,NA,NA,NA,NA,NA,821,-84.3895566666667,33.77709,2017-07-22 00:02:29,"go",9.69,"2017-07-22 00:02:29_821",55.6564489866667
"proximity",220717,2017-07-22 03:49:38,640.08,642.62,640.08,1,1225,869,730,827,784,23.2,20.9,822,-84.3895566666667,33.77709,2017-07-22 00:02:29,"go",9.69,"2017-07-22 00:02:29_822",57.1494340396269
"proximity",220717,2017-07-22 03:49:39,640.08,642.62,640.08,1,1516,NA,NA,NA,NA,NA,NA,823,-84.38961,33.777095,2017-07-22 00:02:30,"go",10.32,"2017-07-22 00:02:30_823",58.642419092587
"proximity",220717,2017-07-22 03:49:39,640.08,642.62,640.08,1807,1,NA,NA,NA,NA,NA,NA,824,-84.38961,33.777095,2017-07-22 00:02:30,"go",10.32,"2017-07-22 00:02:30_824",60.2324712852133
"proximity",220717,2017-07-22 03:49:39,640.08,642.62,642.62,1,1,NA,NA,NA,NA,NA,NA,825,-84.38961,33.777095,2017-07-22 00:02:30,"go",10.32,"2017-07-22 00:02:30_825",61.8225234778396
"proximity",220717,2017-07-22 03:49:40,640.08,640.08,640.08,1,708,1117,348,936,789,23.2,20.9,826,-84.3896633333333,33.7771,2017-07-22 00:02:31,"go",10.13,"2017-07-22 00:02:31_826",63.4125756704659
"proximity",220717,2017-07-22 03:49:40,640.08,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA,827,-84.3896633333333,33.7771,2017-07-22 00:02:31,"go",10.13,"2017-07-22 00:02:31_827",64.9733536463675
"proximity",220717,2017-07-22 03:49:40,640.08,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA,828,-84.3896633333333,33.7771,2017-07-22 00:02:31,"go",10.13,"2017-07-22 00:02:31_828",66.5341316222691
"proximity",220717,2017-07-22 03:49:40,640.08,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA,829,-84.3896633333333,33.7771,2017-07-22 00:02:31,"go",10.13,"2017-07-22 00:02:31_829",68.0949095981707
"proximity",220717,2017-07-22 03:49:40,640.08,642.62,640.08,1827,1895,895,775,861,782,23.2,20.9,830,-84.3896633333333,33.7771,2017-07-22 00:02:31,"go",10.13,"2017-07-22 00:02:31_830",69.6556875740723
"proximity",220717,2017-07-22 03:49:41,640.08,642.62,640.08,1847,1,NA,NA,NA,NA,NA,NA,831,-84.38972,33.777105,2017-07-22 00:02:32,"go",10.08,"2017-07-22 00:02:32_831",71.2164655499739
"proximity",220717,2017-07-22 03:49:41,640.08,642.62,640.08,1,1111,NA,NA,NA,NA,NA,NA,832,-84.38972,33.777105,2017-07-22 00:02:32,"go",10.08,"2017-07-22 00:02:32_832",72.7695397846322
"proximity",220717,2017-07-22 03:49:41,640.08,177.8,640.08,1,187,NA,NA,NA,NA,NA,NA,833,-84.38972,33.777105,2017-07-22 00:02:32,"go",10.08,"2017-07-22 00:02:32_833",74.3226140192904
"proximity",220717,2017-07-22 03:49:42,640.08,167.64,640.08,1,186,874,729,849,784,23.2,20.9,834,-84.3897716666667,33.7770983333333,2017-07-22 00:02:33,"go",11.47,"2017-07-22 00:02:33_834",75.8756882539487
"proximity",220717,2017-07-22 03:49:42,640.08,167.64,640.08,1,1,NA,NA,NA,NA,NA,NA,835,-84.3897716666667,33.7770983333333,2017-07-22 00:02:33,"go",11.47,"2017-07-22 00:02:33_835",77.6429264951719
"proximity",220717,2017-07-22 03:49:42,640.08,137.16,642.62,1880,139,NA,NA,NA,NA,NA,NA,836,-84.3897716666667,33.7770983333333,2017-07-22 00:02:33,"go",11.47,"2017-07-22 00:02:33_836",79.4101647363951
"proximity",220717,2017-07-22 03:49:42,642.62,121.92,642.62,1892,132,NA,NA,NA,NA,NA,NA,837,-84.3897716666667,33.7770983333333,2017-07-22 00:02:33,"go",11.47,"2017-07-22 00:02:33_837",81.1774029776184
"proximity",220717,2017-07-22 03:49:43,640.08,111.76,642.62,1186,1,425,1016,552,784,23.3,21,838,-84.3898183333333,33.7770583333333,2017-07-22 00:02:34,"go",13.39,"2017-07-22 00:02:34_838",82.9446412188416
"proximity",220717,2017-07-22 03:49:43,640.08,124.46,640.08,1,1208,NA,NA,NA,NA,NA,NA,839,-84.3898183333333,33.7770583333333,2017-07-22 00:02:34,"go",13.39,"2017-07-22 00:02:34_839",85.0077031238093
"proximity",220717,2017-07-22 03:49:43,640.08,368.3,640.08,1,1116,NA,NA,NA,NA,NA,NA,840,-84.3898183333333,33.7770583333333,2017-07-22 00:02:34,"go",13.39,"2017-07-22 00:02:34_840",87.0707650287769
"proximity",220717,2017-07-22 03:49:43,640.08,363.22,642.62,1892,653,NA,NA,NA,NA,NA,NA,841,-84.3898183333333,33.7770583333333,2017-07-22 00:02:34,"go",13.39,"2017-07-22 00:02:34_841",89.1338269337446
