"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25","id","lon","lat","video_time","way","speed","seq","dist"
"proximity",220717,2017-07-22 03:53:18,187.96,322.58,640.08,1,1,1015,430,895,787,21.9,19.7,1558,-84.397745,33.7814266666667,2017-07-22 00:06:09,"go",11.61,"2017-07-22 00:06:09_1558",1211.46723670462
"proximity",220717,2017-07-22 03:53:19,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,1559,-84.3977433333333,33.7814733333333,2017-07-22 00:06:10,"go",11.2,"2017-07-22 00:06:10_1559",1213.25604542133
"proximity",220717,2017-07-22 03:53:19,317.5,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,1560,-84.3977433333333,33.7814733333333,2017-07-22 00:06:10,"go",11.2,"2017-07-22 00:06:10_1560",1214.98168345984
"proximity",220717,2017-07-22 03:53:20,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,1561,-84.3977416666667,33.7815233333333,2017-07-22 00:06:11,"go",11.96,"2017-07-22 00:06:11_1561",1216.70732149835
"proximity",220717,2017-07-22 03:53:20,320.04,322.58,640.08,1,1,793,814,788,782,21.8,19.6,1562,-84.3977416666667,33.7815233333333,2017-07-22 00:06:11,"go",11.96,"2017-07-22 00:06:11_1562",1218.55005640376
"proximity",220717,2017-07-22 03:53:20,276.86,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,1563,-84.3977416666667,33.7815233333333,2017-07-22 00:06:11,"go",11.96,"2017-07-22 00:06:11_1563",1220.39279130916
"proximity",220717,2017-07-22 03:53:21,317.5,322.58,640.08,1,832,NA,NA,NA,NA,NA,NA,1564,-84.39774,33.781575,2017-07-22 00:06:12,"go",12.7,"2017-07-22 00:06:12_1564",1222.23552621457
"proximity",220717,2017-07-22 03:53:21,320.04,322.58,640.08,1,797,NA,NA,NA,NA,NA,NA,1565,-84.39774,33.781575,2017-07-22 00:06:12,"go",12.7,"2017-07-22 00:06:12_1565",1224.19227649038
"proximity",220717,2017-07-22 03:53:21,320.04,322.58,642.62,846,736,1335,351,1142,785,21.7,19.5,1566,-84.39774,33.781575,2017-07-22 00:06:12,"go",12.7,"2017-07-22 00:06:12_1566",1226.14902676619
"proximity",220717,2017-07-22 03:53:21,320.04,322.58,640.08,929,1383,NA,NA,NA,NA,NA,NA,1567,-84.39774,33.781575,2017-07-22 00:06:12,"go",12.7,"2017-07-22 00:06:12_1567",1228.105777042
"proximity",220717,2017-07-22 03:53:22,320.04,322.58,640.08,937,1,NA,NA,NA,NA,NA,NA,1568,-84.3977366666667,33.781615,2017-07-22 00:06:13,"go",12.24,"2017-07-22 00:06:13_1568",1230.06252731781
"proximity",220717,2017-07-22 03:53:22,320.04,322.58,640.08,958,1,NA,NA,NA,NA,NA,NA,1569,-84.3977366666667,33.781615,2017-07-22 00:06:13,"go",12.24,"2017-07-22 00:06:13_1569",1231.94840317418
"proximity",220717,2017-07-22 03:53:22,398.78,218.44,640.08,1161,221,671,944,725,782,21.6,19.4,1570,-84.3977366666667,33.781615,2017-07-22 00:06:13,"go",12.24,"2017-07-22 00:06:13_1570",1233.83427903055
"proximity",220717,2017-07-22 03:53:23,401.32,190.5,640.08,1019,208,NA,NA,NA,NA,NA,NA,1571,-84.397735,33.781645,2017-07-22 00:06:14,"go",11.41,"2017-07-22 00:06:14_1571",1235.72015488692
"proximity",220717,2017-07-22 03:53:23,637.54,180.34,640.08,940,855,NA,NA,NA,NA,NA,NA,1572,-84.397735,33.781645,2017-07-22 00:06:14,"go",11.41,"2017-07-22 00:06:14_1572",1237.47814863865
"proximity",220717,2017-07-22 03:53:23,640.08,360.68,642.62,1069,169,NA,NA,NA,NA,NA,NA,1573,-84.397735,33.781645,2017-07-22 00:06:14,"go",11.41,"2017-07-22 00:06:14_1573",1239.23614239038
"proximity",220717,2017-07-22 03:53:24,637.54,152.4,640.08,1,164,888,715,849,781,21.4,19.3,1574,-84.3977316666667,33.781685,2017-07-22 00:06:15,"go",12.44,"2017-07-22 00:06:15_1574",1240.99413614212
"proximity",220717,2017-07-22 03:53:24,637.54,144.78,640.08,980,841,NA,NA,NA,NA,NA,NA,1575,-84.3977316666667,33.781685,2017-07-22 00:06:15,"go",12.44,"2017-07-22 00:06:15_1575",1242.91082696346
"proximity",220717,2017-07-22 03:53:24,637.54,142.24,640.08,1277,772,NA,NA,NA,NA,NA,NA,1576,-84.3977316666667,33.781685,2017-07-22 00:06:15,"go",12.44,"2017-07-22 00:06:15_1576",1244.8275177848
"proximity",220717,2017-07-22 03:53:25,640.08,325.12,642.62,849,767,NA,NA,NA,NA,NA,NA,1577,-84.397725,33.7817333333333,2017-07-22 00:06:16,"go",11.78,"2017-07-22 00:06:16_1577",1246.74420860615
"proximity",220717,2017-07-22 03:53:25,637.54,320.04,640.08,1306,664,886,570,836,785,21.3,19.2,1578,-84.397725,33.7817333333333,2017-07-22 00:06:16,"go",11.78,"2017-07-22 00:06:16_1578",1248.55921004308
"proximity",220717,2017-07-22 03:53:25,640.08,317.5,642.62,1294,839,NA,NA,NA,NA,NA,NA,1579,-84.397725,33.7817333333333,2017-07-22 00:06:16,"go",11.78,"2017-07-22 00:06:16_1579",1250.37421148001
"proximity",220717,2017-07-22 03:53:25,640.08,307.34,642.62,1275,928,NA,NA,NA,NA,NA,NA,1580,-84.397725,33.7817333333333,2017-07-22 00:06:16,"go",11.78,"2017-07-22 00:06:16_1580",1252.18921291694
"proximity",220717,2017-07-22 03:53:26,640.08,294.64,640.08,1319,1208,NA,NA,NA,NA,NA,NA,1581,-84.3977216666667,33.78178,2017-07-22 00:06:17,"go",10.67,"2017-07-22 00:06:17_1581",1254.00421435388
"proximity",220717,2017-07-22 03:53:26,640.08,292.1,640.08,1,1020,829,791,816,781,21.3,19.2,1582,-84.3977216666667,33.78178,2017-07-22 00:06:17,"go",10.67,"2017-07-22 00:06:17_1582",1255.64819273521
"proximity",220717,2017-07-22 03:53:26,637.54,287.02,640.08,1325,1207,NA,NA,NA,NA,NA,NA,1583,-84.3977216666667,33.78178,2017-07-22 00:06:17,"go",10.67,"2017-07-22 00:06:17_1583",1257.29217111654
"proximity",220717,2017-07-22 03:53:27,637.54,322.58,640.08,750,1023,NA,NA,NA,NA,NA,NA,1584,-84.3977166666667,33.7818283333333,2017-07-22 00:06:18,"go",10.64,"2017-07-22 00:06:18_1584",1258.93614949787
"proximity",220717,2017-07-22 03:53:27,637.54,274.32,640.08,748,1059,NA,NA,NA,NA,NA,NA,1585,-84.3977166666667,33.7818283333333,2017-07-22 00:06:18,"go",10.64,"2017-07-22 00:06:18_1585",1260.57550563445
"proximity",220717,2017-07-22 03:53:27,637.54,322.58,640.08,1392,1213,1360,346,1172,785,21.2,19.1,1586,-84.3977166666667,33.7818283333333,2017-07-22 00:06:18,"go",10.64,"2017-07-22 00:06:18_1586",1262.21486177103
"proximity",220717,2017-07-22 03:53:27,637.54,322.58,640.08,1316,1220,NA,NA,NA,NA,NA,NA,1587,-84.3977166666667,33.7818283333333,2017-07-22 00:06:18,"go",10.64,"2017-07-22 00:06:18_1587",1263.85421790762
"proximity",220717,2017-07-22 03:53:28,640.08,251.46,642.62,1267,1202,NA,NA,NA,NA,NA,NA,1588,-84.3977116666667,33.7818883333333,2017-07-22 00:06:19,"go",10.71,"2017-07-22 00:06:19_1588",1265.4935740442
"proximity",220717,2017-07-22 03:53:28,637.54,322.58,640.08,1464,1252,NA,NA,NA,NA,NA,NA,1589,-84.3977116666667,33.7818883333333,2017-07-22 00:06:19,"go",10.71,"2017-07-22 00:06:19_1589",1267.14371541852
"proximity",220717,2017-07-22 03:53:28,637.54,322.58,640.08,2183,1388,670,915,697,781,21.3,19.2,1590,-84.3977116666667,33.7818883333333,2017-07-22 00:06:19,"go",10.71,"2017-07-22 00:06:19_1590",1268.79385679285
"proximity",220717,2017-07-22 03:53:29,637.54,322.58,640.08,1915,1,NA,NA,NA,NA,NA,NA,1591,-84.3977066666667,33.7819516666667,2017-07-22 00:06:20,"go",12.69,"2017-07-22 00:06:20_1591",1270.44399816717
"proximity",220717,2017-07-22 03:53:29,637.54,322.58,640.08,1059,1,NA,NA,NA,NA,NA,NA,1592,-84.3977066666667,33.7819516666667,2017-07-22 00:06:20,"go",12.69,"2017-07-22 00:06:20_1592",1272.39920769473
"proximity",220717,2017-07-22 03:53:29,637.54,322.58,640.08,1049,2088,NA,NA,NA,NA,NA,NA,1593,-84.3977066666667,33.7819516666667,2017-07-22 00:06:20,"go",12.69,"2017-07-22 00:06:20_1593",1274.3544172223
"proximity",220717,2017-07-22 03:53:30,640.08,500.38,640.08,895,781,864,745,855,781,21.3,19.2,1594,-84.3976933333333,33.7820116666667,2017-07-22 00:06:21,"go",13.73,"2017-07-22 00:06:21_1594",1276.30962674986
"proximity",220717,2017-07-22 03:53:30,637.54,640.08,640.08,1095,1,NA,NA,NA,NA,NA,NA,1595,-84.3976933333333,33.7820116666667,2017-07-22 00:06:21,"go",13.73,"2017-07-22 00:06:21_1595",1278.42507409528
"proximity",220717,2017-07-22 03:53:30,637.54,640.08,640.08,994,1,NA,NA,NA,NA,NA,NA,1596,-84.3976933333333,33.7820116666667,2017-07-22 00:06:21,"go",13.73,"2017-07-22 00:06:21_1596",1280.5405214407
"proximity",220717,2017-07-22 03:53:31,637.54,640.08,640.08,785,960,NA,NA,NA,NA,NA,NA,1597,-84.397685,33.78207,2017-07-22 00:06:22,"go",10.67,"2017-07-22 00:06:22_1597",1282.65596878612
"proximity",220717,2017-07-22 03:53:31,477.52,642.62,640.08,1108,858,869,576,817,785,21.3,19.2,1598,-84.397685,33.78207,2017-07-22 00:06:22,"go",10.67,"2017-07-22 00:06:22_1598",1284.29994716745
"proximity",220717,2017-07-22 03:53:31,464.82,640.08,640.08,949,1055,NA,NA,NA,NA,NA,NA,1599,-84.397685,33.78207,2017-07-22 00:06:22,"go",10.67,"2017-07-22 00:06:22_1599",1285.94392554878
"proximity",220717,2017-07-22 03:53:32,462.28,320.04,640.08,1180,1,NA,NA,NA,NA,NA,NA,1600,-84.3976883333333,33.782115,2017-07-22 00:06:23,"go",9.54,"2017-07-22 00:06:23_1600",1287.58790393011
"proximity",220717,2017-07-22 03:53:32,637.54,325.12,640.08,1167,1,NA,NA,NA,NA,NA,NA,1601,-84.3976883333333,33.782115,2017-07-22 00:06:23,"go",9.54,"2017-07-22 00:06:23_1601",1289.05777775934
"proximity",220717,2017-07-22 03:53:32,640.08,142.24,642.62,1158,158,774,847,791,781,21.2,19.1,1602,-84.3976883333333,33.782115,2017-07-22 00:06:23,"go",9.54,"2017-07-22 00:06:23_1602",1290.52765158857
"proximity",220717,2017-07-22 03:53:32,640.08,142.24,640.08,1144,179,NA,NA,NA,NA,NA,NA,1603,-84.3976883333333,33.782115,2017-07-22 00:06:23,"go",9.54,"2017-07-22 00:06:23_1603",1291.9975254178
"proximity",220717,2017-07-22 03:53:33,637.54,160.02,640.08,1121,211,NA,NA,NA,NA,NA,NA,1604,-84.3976983333333,33.782155,2017-07-22 00:06:24,"go",8.34,"2017-07-22 00:06:24_1604",1293.46739924703
"proximity",220717,2017-07-22 03:53:33,640.08,172.72,640.08,1,202,NA,NA,NA,NA,NA,NA,1605,-84.3976983333333,33.782155,2017-07-22 00:06:24,"go",8.34,"2017-07-22 00:06:24_1605",1294.75238328642
"proximity",220717,2017-07-22 03:53:33,640.08,160.02,642.62,913,210,1165,410,975,783,21.2,19.1,1606,-84.3976983333333,33.782155,2017-07-22 00:06:24,"go",8.34,"2017-07-22 00:06:24_1606",1296.03736732581
"proximity",220717,2017-07-22 03:53:33,640.08,160.02,642.62,931,190,NA,NA,NA,NA,NA,NA,1607,-84.3976983333333,33.782155,2017-07-22 00:06:24,"go",8.34,"2017-07-22 00:06:24_1607",1297.3223513652
"proximity",220717,2017-07-22 03:53:34,640.08,165.1,642.62,903,187,NA,NA,NA,NA,NA,NA,1608,-84.3977066666667,33.7821883333333,2017-07-22 00:06:25,"go",7.67,"2017-07-22 00:06:25_1608",1298.60733540459
"proximity",220717,2017-07-22 03:53:34,640.08,165.1,640.08,928,800,NA,NA,NA,NA,NA,NA,1609,-84.3977066666667,33.7821883333333,2017-07-22 00:06:25,"go",7.67,"2017-07-22 00:06:25_1609",1299.78908931132
"proximity",220717,2017-07-22 03:53:35,640.08,391.16,640.08,427,658,727,871,716,780,21.2,19.1,1610,-84.39771,33.7822216666667,2017-07-22 00:06:26,"go",7.08,"2017-07-22 00:06:26_1610",1300.97084321805
"proximity",220717,2017-07-22 03:53:35,640.08,226.06,640.08,1107,210,NA,NA,NA,NA,NA,NA,1611,-84.39771,33.7822216666667,2017-07-22 00:06:26,"go",7.08,"2017-07-22 00:06:26_1611",1302.06169297811
"proximity",220717,2017-07-22 03:53:35,640.08,195.58,642.62,911,214,NA,NA,NA,NA,NA,NA,1612,-84.39771,33.7822216666667,2017-07-22 00:06:26,"go",7.08,"2017-07-22 00:06:26_1612",1303.15254273817
"proximity",220717,2017-07-22 03:53:35,640.08,198.12,640.08,1119,214,NA,NA,NA,NA,NA,NA,1613,-84.39771,33.7822216666667,2017-07-22 00:06:26,"go",7.08,"2017-07-22 00:06:26_1613",1304.24339249822
"proximity",220717,2017-07-22 03:53:36,640.08,195.58,640.08,666,742,889,708,844,781,21.1,19,1614,-84.3977166666667,33.7822516666667,2017-07-22 00:06:27,"go",7.07,"2017-07-22 00:06:27_1614",1305.33424225828
"proximity",220717,2017-07-22 03:53:36,640.08,195.58,642.62,615,737,NA,NA,NA,NA,NA,NA,1615,-84.3977166666667,33.7822516666667,2017-07-22 00:06:27,"go",7.07,"2017-07-22 00:06:27_1615",1306.42355127009
"proximity",220717,2017-07-22 03:53:36,640.08,370.84,640.08,653,778,NA,NA,NA,NA,NA,NA,1616,-84.3977166666667,33.7822516666667,2017-07-22 00:06:27,"go",7.07,"2017-07-22 00:06:27_1616",1307.5128602819
"proximity",220717,2017-07-22 03:53:37,640.08,370.84,640.08,1,790,NA,NA,NA,NA,NA,NA,1617,-84.39772,33.7822833333333,2017-07-22 00:06:28,"go",8.9,"2017-07-22 00:06:28_1617",1308.60216929371
"proximity",220717,2017-07-22 03:53:37,637.54,365.76,640.08,1,795,404,935,509,779,21.1,19,1618,-84.39772,33.7822833333333,2017-07-22 00:06:28,"go",8.9,"2017-07-22 00:06:28_1618",1309.97343523502
"proximity",220717,2017-07-22 03:53:37,637.54,368.3,640.08,1060,1061,NA,NA,NA,NA,NA,NA,1619,-84.39772,33.7822833333333,2017-07-22 00:06:28,"go",8.9,"2017-07-22 00:06:28_1619",1311.34470117634
"proximity",220717,2017-07-22 03:53:38,640.08,378.46,640.08,1048,1,NA,NA,NA,NA,NA,NA,1620,-84.397725,33.7823183333333,2017-07-22 00:06:29,"go",9.46,"2017-07-22 00:06:29_1620",1312.71596711765
"proximity",220717,2017-07-22 03:53:38,640.08,396.24,640.08,970,1,NA,NA,NA,NA,NA,NA,1621,-84.397725,33.7823183333333,2017-07-22 00:06:29,"go",9.46,"2017-07-22 00:06:29_1621",1314.17351496089
"proximity",220717,2017-07-22 03:53:38,640.08,419.1,640.08,601,1,764,835,781,780,21.1,19,1622,-84.397725,33.7823183333333,2017-07-22 00:06:29,"go",9.46,"2017-07-22 00:06:29_1622",1315.63106280414
"proximity",220717,2017-07-22 03:53:38,637.54,642.62,640.08,863,1,NA,NA,NA,NA,NA,NA,1623,-84.397725,33.7823183333333,2017-07-22 00:06:29,"go",9.46,"2017-07-22 00:06:29_1623",1317.08861064738
"proximity",220717,2017-07-22 03:53:39,640.08,640.08,640.08,876,1,NA,NA,NA,NA,NA,NA,1624,-84.39773,33.7823516666667,2017-07-22 00:06:30,"go",7.27,"2017-07-22 00:06:30_1624",1318.54615849062
"proximity",220717,2017-07-22 03:53:39,640.08,642.62,642.62,858,3639,NA,NA,NA,NA,NA,NA,1625,-84.39773,33.7823516666667,2017-07-22 00:06:30,"go",7.27,"2017-07-22 00:06:30_1625",1319.6662824674
"proximity",220717,2017-07-22 03:53:39,640.08,642.62,640.08,782,2579,1161,373,990,785,21.1,19,1626,-84.39773,33.7823516666667,2017-07-22 00:06:30,"go",7.27,"2017-07-22 00:06:30_1626",1320.78640644418
"proximity",220717,2017-07-22 03:53:40,637.54,640.08,640.08,638,2756,NA,NA,NA,NA,NA,NA,1627,-84.397745,33.78238,2017-07-22 00:06:31,"go",6.61,"2017-07-22 00:06:31_1627",1321.90653042096
"proximity",220717,2017-07-22 03:53:40,276.86,640.08,640.08,572,2141,NA,NA,NA,NA,NA,NA,1628,-84.397745,33.78238,2017-07-22 00:06:31,"go",6.61,"2017-07-22 00:06:31_1628",1322.92496501333
"proximity",220717,2017-07-22 03:53:40,320.04,640.08,640.08,705,1943,NA,NA,NA,NA,NA,NA,1629,-84.397745,33.78238,2017-07-22 00:06:31,"go",6.61,"2017-07-22 00:06:31_1629",1323.9433996057
"proximity",220717,2017-07-22 03:53:41,320.04,640.08,640.08,713,1,752,872,769,781,21.1,19,1630,-84.3977733333333,33.782405,2017-07-22 00:06:32,"go",8.1,"2017-07-22 00:06:32_1630",1324.96183419807
"proximity",220717,2017-07-22 03:53:41,320.04,640.08,640.08,655,1,NA,NA,NA,NA,NA,NA,1631,-84.3977733333333,33.782405,2017-07-22 00:06:32,"go",8.1,"2017-07-22 00:06:32_1631",1326.2098402795
"proximity",220717,2017-07-22 03:53:41,281.94,640.08,640.08,781,1,NA,NA,NA,NA,NA,NA,1632,-84.3977733333333,33.782405,2017-07-22 00:06:32,"go",8.1,"2017-07-22 00:06:32_1632",1327.45784636092
"proximity",220717,2017-07-22 03:53:42,312.42,642.62,640.08,1544,1,NA,NA,NA,NA,NA,NA,1633,-84.3978116666667,33.7824216666667,2017-07-22 00:06:33,"go",7.66,"2017-07-22 00:06:33_1633",1328.70585244234
"proximity",220717,2017-07-22 03:53:42,320.04,640.08,640.08,1552,1,844,709,801,782,21.1,19,1634,-84.3978116666667,33.7824216666667,2017-07-22 00:06:33,"go",7.66,"2017-07-22 00:06:33_1634",1329.88606560082
"proximity",220717,2017-07-22 03:53:42,370.84,640.08,640.08,1738,1,NA,NA,NA,NA,NA,NA,1635,-84.3978116666667,33.7824216666667,2017-07-22 00:06:33,"go",7.66,"2017-07-22 00:06:33_1635",1331.0662787593
"proximity",220717,2017-07-22 03:53:42,386.08,642.62,642.62,1739,591,NA,NA,NA,NA,NA,NA,1636,-84.3978116666667,33.7824216666667,2017-07-22 00:06:33,"go",7.66,"2017-07-22 00:06:33_1636",1332.24649191778
"proximity",220717,2017-07-22 03:53:43,640.08,193.04,640.08,1739,160,NA,NA,NA,NA,NA,NA,1637,-84.397855,33.782425,2017-07-22 00:06:34,"go",7.49,"2017-07-22 00:06:34_1637",1333.42670507626
"proximity",220717,2017-07-22 03:53:43,317.5,147.32,640.08,1879,177,515,825,544,783,21.2,19.1,1638,-84.397855,33.782425,2017-07-22 00:06:34,"go",7.49,"2017-07-22 00:06:34_1638",1334.58072551451
"proximity",220717,2017-07-22 03:53:43,297.18,157.48,640.08,1903,1,NA,NA,NA,NA,NA,NA,1639,-84.397855,33.782425,2017-07-22 00:06:34,"go",7.49,"2017-07-22 00:06:34_1639",1335.73474595277
"proximity",220717,2017-07-22 03:53:43,297.18,167.64,642.62,1883,1177,NA,NA,NA,NA,NA,NA,1640,-84.397855,33.782425,2017-07-22 00:06:34,"go",7.49,"2017-07-22 00:06:34_1640",1336.88876639102
"proximity",220717,2017-07-22 03:53:44,322.58,360.68,640.08,828,642,NA,NA,NA,NA,NA,NA,1641,-84.3979,33.78243,2017-07-22 00:06:35,"go",8.11,"2017-07-22 00:06:35_1641",1338.04278682927
"proximity",220717,2017-07-22 03:53:44,320.04,165.1,640.08,847,1,884,735,804,781,21.2,19.1,1642,-84.3979,33.78243,2017-07-22 00:06:35,"go",8.11,"2017-07-22 00:06:35_1642",1339.29233365894
"proximity",220717,2017-07-22 03:53:44,393.7,139.7,640.08,1042,158,NA,NA,NA,NA,NA,NA,1643,-84.3979,33.78243,2017-07-22 00:06:35,"go",8.11,"2017-07-22 00:06:35_1643",1340.54188048861
"proximity",220717,2017-07-22 03:53:45,637.54,142.24,640.08,1,169,NA,NA,NA,NA,NA,NA,1644,-84.3979416666667,33.7824333333333,2017-07-22 00:06:36,"go",7.41,"2017-07-22 00:06:36_1644",1341.79142731828
"proximity",220717,2017-07-22 03:53:45,637.54,137.16,640.08,1,1122,NA,NA,NA,NA,NA,NA,1645,-84.3979416666667,33.7824333333333,2017-07-22 00:06:36,"go",7.41,"2017-07-22 00:06:36_1645",1342.93312177055
"proximity",220717,2017-07-22 03:53:45,637.54,167.64,640.08,701,2027,1357,319,1145,785,21.2,19.1,1646,-84.3979416666667,33.7824333333333,2017-07-22 00:06:36,"go",7.41,"2017-07-22 00:06:36_1646",1344.07481622281
"proximity",220717,2017-07-22 03:53:46,637.54,401.32,640.08,565,1374,NA,NA,NA,NA,NA,NA,1647,-84.397985,33.78244,2017-07-22 00:06:37,"go",7.49,"2017-07-22 00:06:37_1647",1345.21651067508
"proximity",220717,2017-07-22 03:53:46,637.54,378.46,640.08,1,1,NA,NA,NA,NA,NA,NA,1648,-84.397985,33.78244,2017-07-22 00:06:37,"go",7.49,"2017-07-22 00:06:37_1648",1346.37053111333
"proximity",220717,2017-07-22 03:53:46,640.08,370.84,642.62,2270,629,NA,NA,NA,NA,NA,NA,1649,-84.397985,33.78244,2017-07-22 00:06:37,"go",7.49,"2017-07-22 00:06:37_1649",1347.52455155158
"proximity",220717,2017-07-22 03:53:46,640.08,213.36,640.08,707,197,609,995,690,781,21.2,19.1,1650,-84.397985,33.78244,2017-07-22 00:06:37,"go",7.49,"2017-07-22 00:06:37_1650",1348.67857198983
"proximity",220717,2017-07-22 03:53:47,642.62,134.62,640.08,701,152,NA,NA,NA,NA,NA,NA,1651,-84.39803,33.7824433333333,2017-07-22 00:06:38,"go",7.78,"2017-07-22 00:06:38_1651",1349.83259242809
"proximity",220717,2017-07-22 03:53:47,640.08,114.3,640.08,1658,156,NA,NA,NA,NA,NA,NA,1652,-84.39803,33.7824433333333,2017-07-22 00:06:38,"go",7.78,"2017-07-22 00:06:38_1652",1351.03129456555
"proximity",220717,2017-07-22 03:53:47,640.08,99.06,640.08,1664,297,NA,NA,NA,NA,NA,NA,1653,-84.39803,33.7824433333333,2017-07-22 00:06:38,"go",7.78,"2017-07-22 00:06:38_1653",1352.22999670302
"proximity",220717,2017-07-22 03:53:48,640.08,322.58,642.62,1631,386,917,697,864,782,21.3,19.2,1654,-84.39807,33.78245,2017-07-22 00:06:39,"go",7.56,"2017-07-22 00:06:39_1654",1353.42869884048
"proximity",220717,2017-07-22 03:53:48,640.08,314.96,640.08,1535,573,NA,NA,NA,NA,NA,NA,1655,-84.39807,33.78245,2017-07-22 00:06:39,"go",7.56,"2017-07-22 00:06:39_1655",1354.59350451647
"proximity",220717,2017-07-22 03:53:48,640.08,322.58,642.62,686,610,NA,NA,NA,NA,NA,NA,1656,-84.39807,33.78245,2017-07-22 00:06:39,"go",7.56,"2017-07-22 00:06:39_1656",1355.75831019247
"proximity",220717,2017-07-22 03:53:48,640.08,317.5,642.62,463,590,NA,NA,NA,NA,NA,NA,1657,-84.39807,33.78245,2017-07-22 00:06:39,"go",7.56,"2017-07-22 00:06:39_1657",1356.92311586846
"proximity",220717,2017-07-22 03:53:49,640.08,312.42,642.62,1,504,1053,425,932,786,21.3,19.2,1658,-84.3981216666667,33.782455,2017-07-22 00:06:40,"go",8.43,"2017-07-22 00:06:40_1658",1358.08792154445
"proximity",220717,2017-07-22 03:53:49,637.54,309.88,640.08,1842,1,NA,NA,NA,NA,NA,NA,1659,-84.3981216666667,33.782455,2017-07-22 00:06:40,"go",8.43,"2017-07-22 00:06:40_1659",1359.38677231808
"proximity",220717,2017-07-22 03:53:49,640.08,317.5,640.08,1834,1,NA,NA,NA,NA,NA,NA,1660,-84.3981216666667,33.782455,2017-07-22 00:06:40,"go",8.43,"2017-07-22 00:06:40_1660",1360.68562309171
"proximity",220717,2017-07-22 03:53:50,462.28,322.58,640.08,1833,1,NA,NA,NA,NA,NA,NA,1661,-84.3981733333333,33.7824616666667,2017-07-22 00:06:41,"go",8.48,"2017-07-22 00:06:41_1661",1361.98447386534
"proximity",220717,2017-07-22 03:53:50,637.54,322.58,640.08,1833,1,821,786,788,783,21.4,19.2,1662,-84.3981733333333,33.7824616666667,2017-07-22 00:06:41,"go",8.48,"2017-07-22 00:06:41_1662",1363.29102838021
"proximity",220717,2017-07-22 03:53:50,637.54,322.58,640.08,1848,1,NA,NA,NA,NA,NA,NA,1663,-84.3981733333333,33.7824616666667,2017-07-22 00:06:41,"go",8.48,"2017-07-22 00:06:41_1663",1364.59758289508
"proximity",220717,2017-07-22 03:53:51,640.08,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA,1664,-84.398225,33.7824633333333,2017-07-22 00:06:42,"go",8.72,"2017-07-22 00:06:42_1664",1365.90413740995
"proximity",220717,2017-07-22 03:53:51,637.54,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA,1665,-84.398225,33.7824633333333,2017-07-22 00:06:42,"go",8.72,"2017-07-22 00:06:42_1665",1367.24766988279
"proximity",220717,2017-07-22 03:53:51,637.54,640.08,640.08,1365,1,1357,305,1131,786,21.4,19.2,1666,-84.398225,33.7824633333333,2017-07-22 00:06:42,"go",8.72,"2017-07-22 00:06:42_1666",1368.59120235563
"proximity",220717,2017-07-22 03:53:52,640.08,640.08,640.08,823,672,NA,NA,NA,NA,NA,NA,1667,-84.3982816666667,33.782465,2017-07-22 00:06:43,"go",9.34,"2017-07-22 00:06:43_1667",1369.93473482847
"proximity",220717,2017-07-22 03:53:52,640.08,302.26,642.62,782,674,NA,NA,NA,NA,NA,NA,1668,-84.3982816666667,33.782465,2017-07-22 00:06:43,"go",9.34,"2017-07-22 00:06:43_1668",1371.37379369273
"proximity",220717,2017-07-22 03:53:52,637.54,297.18,640.08,1,1,NA,NA,NA,NA,NA,NA,1669,-84.3982816666667,33.782465,2017-07-22 00:06:43,"go",9.34,"2017-07-22 00:06:43_1669",1372.81285255698
"proximity",220717,2017-07-22 03:53:52,640.08,294.64,640.08,1849,685,637,922,689,782,21.4,19.2,1670,-84.3982816666667,33.782465,2017-07-22 00:06:43,"go",9.34,"2017-07-22 00:06:43_1670",1374.25191142124
"proximity",220717,2017-07-22 03:53:53,637.54,289.56,640.08,1855,1,NA,NA,NA,NA,NA,NA,1671,-84.39834,33.7824666666667,2017-07-22 00:06:44,"go",9.81,"2017-07-22 00:06:44_1671",1375.6909702855
"proximity",220717,2017-07-22 03:53:53,637.54,294.64,640.08,1853,637,NA,NA,NA,NA,NA,NA,1672,-84.39834,33.7824666666667,2017-07-22 00:06:44,"go",9.81,"2017-07-22 00:06:44_1672",1377.20244431744
"proximity",220717,2017-07-22 03:53:53,640.08,297.18,640.08,1857,1,NA,NA,NA,NA,NA,NA,1673,-84.39834,33.7824666666667,2017-07-22 00:06:44,"go",9.81,"2017-07-22 00:06:44_1673",1378.71391834939
"proximity",220717,2017-07-22 03:53:53,287.02,292.1,640.08,350,714,808,777,775,780,21.4,19.2,1674,-84.39834,33.7824666666667,2017-07-22 00:06:44,"go",9.81,"2017-07-22 00:06:44_1674",1380.22539238133
"proximity",220717,2017-07-22 03:53:54,284.48,292.1,640.08,423,708,NA,NA,NA,NA,NA,NA,1675,-84.3983966666667,33.7824683333333,2017-07-22 00:06:45,"go",9.33,"2017-07-22 00:06:45_1675",1381.73686641327
