"dist","LidarLeft","LidarRight","time","video_time","USLeft","USRight","USRear","CO","SO","NO","O3","P10","P25","lon","lat","LLgaussian","LRgaussian","SLgaussian","SRgaussian","left_class","right_class"
0,1,1,2017-07-22 03:49:09,2017-07-22 00:02:00,320.04,81.28,320.04,NA,NA,NA,NA,NA,NA,-84.3890516666667,33.7771133333333,NA,NA,NA,NA,"stop-car","bike"
1,5071,1,2017-07-22 03:49:11,2017-07-22 00:02:02,320.04,101.955129181792,208.450802624963,784,834,782,800,23.2,20.9,-84.389028333332,33.7770923333339,3731.65298991212,59.324559054917,320.04,109.330067104182,"stop-car","car"
2,2091,351.553438993586,2017-07-22 03:49:13,2017-07-22 00:02:04,320.04,166.956523198675,320.04,NA,NA,NA,NA,NA,NA,-84.38898,33.77706,2595.64005427654,437.093141884265,320.04,155.410201095696,"people","trashcan"
3,2144.08433611959,1216.23398849962,2017-07-22 03:49:17,2017-07-22 00:02:08,320.04,162.56,640.08,782,795,756,802,23,20.8,-84.3889866666667,33.7770683333333,2108.70832251801,1133.4135536995,320.04,162.733217665725,"bike","car"
4,1984.54497774644,1583.13129354444,2017-07-22 03:49:20,2017-07-22 00:02:11,320.04,159.204582801923,640.283854299519,NA,NA,NA,NA,NA,NA,-84.3890028333333,33.7770731666666,2024.06500824103,1313.31250337446,373.287778522798,186.945010694836,"nothing","people"
5,2062.53647813151,328.312012440442,2017-07-22 03:49:22,2017-07-22 00:02:13,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3890416666667,33.7770783333333,2043.30549948259,673.782994303535,586.832221477202,295.056524518366,"stop-car","wall"
6,2024.94226625693,1149.90861389061,2017-07-22 03:49:23,2017-07-22 00:02:14,640.08,320.528551749206,640.08,NA,NA,NA,NA,NA,NA,-84.3890483333333,33.7770733333333,2039.09634711429,850.176859378262,640.08,292.572970497961,"posts","stop-car"
7,2072.41962287324,170,2017-07-22 03:49:24,2017-07-22 00:02:15,640.08,150.453113167665,640.08,786,310,1029,1294,22.9,20.7,-84.3890733333333,33.7770733333333,2062.45405263813,506.003261418452,640.08,180.087092418475,"nothing","wall"
8,2060,1209.60256136566,2017-07-22 03:49:25,2017-07-22 00:02:16,640.08,158.489494131211,640.08,NA,NA,NA,NA,NA,NA,-84.3890933333333,33.7770716666667,2030.78719836834,906.519993534469,640.402640536723,160.188102377027,"stop-car","bike"
9,1872,427.560207213094,2017-07-22 03:49:26,2017-07-22 00:02:17,642.019195967185,176.735175803109,642.019195967185,NA,NA,NA,NA,NA,NA,-84.3891133333333,33.7770716666667,1903.27915998715,563.072533706677,641.373914893738,175.472692946677,"people","bike"
10,1872,460,2017-07-22 03:49:26,2017-07-22 00:02:17,640.08,187.392841137397,640.08,782,766,802,822,23,20.7,-84.389115,33.7770713333334,1872,576.61780408713,640.402640536724,218.535391745236,"parallel","posts"
11,1872,1193.3584612355,2017-07-22 03:49:27,2017-07-22 00:02:18,640.08,385.229430607749,640.08,NA,NA,NA,NA,NA,NA,-84.3891216666667,33.77707,1864.34658851378,1082.05878519691,640.08,354.179829822111,"stop-car","people"
12,1826,1257.76228609795,2017-07-22 03:49:27,2017-07-22 00:02:18,640.08,396.445760771299,641.83742392287,NA,NA,NA,NA,NA,NA,-84.3891266666667,33.7770700000002,1833.65341148622,1254.60102414253,640.08,399.614499720322,"bike","wall"
13,1826,1303.16568870277,2017-07-22 03:49:28,2017-07-22 00:02:19,640.08,426.707452851896,640.08,NA,NA,NA,NA,NA,NA,-84.3891383333333,33.77707,1829.91384582301,1303.2373826492,640.08,425.921351282664,"parallel","stop-car"
14,1849.52374600306,1349,2017-07-22 03:49:28,2017-07-22 00:02:19,640.08,452.244366675139,640.08,NA,NA,NA,NA,NA,NA,-84.3891383333333,33.77707,1847.51930222698,1205.99648710123,640.08,429.898516415988,"tree","bike"
15,1861,535.327200619811,2017-07-22 03:49:29,2017-07-22 00:02:20,640.08,343.473970121543,640.08,NA,NA,NA,NA,NA,NA,-84.3891511666666,33.777071166667,1859.09059795307,634.546293126491,640.08,354.710804854397,"stop-car","trashcan"
16,1861,318,2017-07-22 03:49:29,2017-07-22 00:02:20,640.08,302.241350498171,640.08,784,748,836,881,23,20.7,-84.3891566666667,33.7770716666667,1783.64654132157,354.158575945455,640.08,310.349966709575,"wall","wall"
17,1396.07542282075,318,2017-07-22 03:49:29,2017-07-22 00:02:20,640.08,309.744689524918,640.08,NA,NA,NA,NA,NA,NA,-84.3891566666667,33.7770716666667,1452.78539745194,318,640.08,313.211330254635,"parallel","wall"
18,1272,318,2017-07-22 03:49:30,2017-07-22 00:02:21,640.08,338.083896824815,640.08,NA,NA,NA,NA,NA,NA,-84.3891765,33.7770716666674,1321.61295347005,489.04582380942,638.800305176801,337.791996271408,"wall","stop-car"
19,1446.1178552661,1346.05238022332,2017-07-22 03:49:30,2017-07-22 00:02:21,632.388533002158,364.668667494604,640.08,NA,NA,NA,NA,NA,NA,-84.389185,33.7770716666667,1430.11210912221,1082.64631658792,634.49911479282,367.79069856839,"stop-car","nothing"
20,1524.03490858331,790.931171903783,2017-07-22 03:49:30,2017-07-22 00:02:21,637.382489040214,410.018067461122,640.08,789,294,1018,1281,22.9,20.7,-84.389185,33.7770716666667,1506.35521038967,830.061739863522,637.000409928486,405.731768682147,"wall","nothing"
21,1495.69005263663,471,2017-07-22 03:49:30,2017-07-22 00:02:21,640.08,429.605133311939,640.08,NA,NA,NA,NA,NA,NA,-84.389185,33.7770716666667,1501.97659687898,524.229671866241,639.631192144265,427.876848908273,"car","tree"
22,1505.12978930842,471,2017-07-22 03:49:31,2017-07-22 00:02:22,640.08,438.804533124958,640.08,NA,NA,NA,NA,NA,NA,-84.3892060000005,33.7770686666679,1505.36778944524,470.80688235933,628.062289221076,438.779990179359,"posts","trashcan"
23,1516,469.83928735743,2017-07-22 03:49:31,2017-07-22 00:02:22,567.848852252866,447.856420224256,641.554105056064,NA,NA,NA,NA,NA,NA,-84.38922,33.7770666666667,1514.19143053555,471.183507227334,570.812528419777,447.241886766314,"parallel","trashcan"
24,1516,476.757862510495,2017-07-22 03:49:31,2017-07-22 00:02:22,513.430558802594,453.214720598703,642.62,NA,NA,NA,NA,NA,NA,-84.38922,33.7770666666667,1517.03085210968,491.602190655042,522.360716231577,453.039744244375,"tree","trashcan"
25,1522.19582484627,572.896662641524,2017-07-22 03:49:31,2017-07-22 00:02:22,512.686008424028,457.52134456537,642.62,783,968,714,635,23,20.7,-84.3892263333332,33.7770670000007,1523.79444785946,611.090483333214,516.599829534954,462.217972125067,"tree","people"
26,1538,898.595281290335,2017-07-22 03:49:32,2017-07-22 00:02:23,535.465055519198,490.05653929883,642.62,NA,NA,NA,NA,NA,NA,-84.3892516666667,33.7770683333333,1535.47079279367,939.434018036765,549.103943010826,510.026663416828,"car","wall"
27,1538.60264944186,1469.75069965769,2017-07-22 03:49:32,2017-07-22 00:02:23,640.219157234757,642.62,642.62,NA,NA,NA,NA,NA,NA,-84.3892516666667,33.7770683333333,1540.17304367666,1171.66132127025,623.176096893812,617.236718641146,"people","car"
28,1548.64398317907,249.272226326262,2017-07-22 03:49:32,2017-07-22 00:02:23,642.53779247953,642.62,642.62,NA,NA,NA,NA,NA,NA,-84.3892516666667,33.7770683333333,1543.95619087964,439.567294981022,627.654051928857,572.294325898072,"parallel","nothing"
29,1530.50984952348,172.541632471057,2017-07-22 03:49:33,2017-07-22 00:02:24,555.399318752183,219.935160106733,642.62,782,827,815,787,23,20.7,-84.3892850000001,33.7770670000011,1533.1093946461,183.194008299543,570.123012667889,279.146602909417,"stop-car","posts"
30,1528,159.835988664968,2017-07-22 03:49:33,2017-07-22 00:02:24,556.756011048806,153.134277822282,642.62,NA,NA,NA,NA,NA,NA,-84.3892933333333,33.7770666666667,1528.41758502547,318.794989727932,565.103262034681,161.940123937254,"stop-car","tree"
31,1528,1102.53618734693,2017-07-22 03:49:33,2017-07-22 00:02:24,608.282950436127,139.259978933778,641.105711276254,NA,NA,NA,NA,NA,NA,-84.3892933333333,33.7770666666667,1533.54250331826,955.781030384362,605.000320753593,164.534590463109,"parallel","people"
32,1561.31261530873,1163.18042543721,2017-07-22 03:49:33,2017-07-22 00:02:24,640.08,277.295992517442,641.223433011948,NA,NA,NA,NA,NA,NA,-84.3892933333333,33.7770666666667,1562.64083125794,1034.65724620883,633.632791908552,283.325164524046,"people","parallel"
33,1602.6083285828,451.350028503225,2017-07-22 03:49:33,2017-07-22 00:02:24,633.126804298644,451.569690799397,641.847422699849,NA,NA,NA,NA,NA,NA,-84.3893098333326,33.7770681666693,1595.96915353293,568.216475284596,632.144520034461,420.89064402388,"tree","bike"
34,1604,441.932739975187,2017-07-22 03:49:34,2017-07-22 00:02:25,620.269695520904,441.450304479096,640.08,788,468,900,995,23,20.7,-84.3893483333333,33.7770716666667,1603.7684557824,442.540768408966,625.14863028922,440.39416474331,"parallel","posts"
35,1604,436.169940429507,2017-07-22 03:49:34,2017-07-22 00:02:25,636.736895222684,424.983104777316,640.08,NA,NA,NA,NA,NA,NA,-84.3893483333333,33.7770716666667,1604,627.208205181099,634.553327856574,425.710960566019,"tree","trashcan"
36,1604,1578.6219199271,2017-07-22 03:49:34,2017-07-22 00:02:25,640.08,412.89060338369,640.08,NA,NA,NA,NA,NA,NA,-84.3893483333333,33.7770716666667,1604,1529.69434254333,639.523779206471,414.195953088989,"tree","stop-car"
37,1604,2427,2017-07-22 03:49:34,2017-07-22 00:02:25,640.08,408.643764875415,640.08,NA,NA,NA,NA,NA,NA,-84.3893579999994,33.7770730000015,1604,2280.90715330435,640.08,410.793407069793,"bike","posts"
38,1604,2397.30286353671,2017-07-22 03:49:35,2017-07-22 00:02:26,640.08,417.31711772487,640.08,NA,NA,NA,NA,NA,NA,-84.3893966666667,33.7770783333333,1604,2161.87388432123,640.08,442.561075837594,"stop-car","trashcan"
39,1604,952.585371325368,2017-07-22 03:49:35,2017-07-22 00:02:26,640.08,577.716544009238,640.08,782,815,787,800,23,20.7,-84.3893966666667,33.7770783333333,1610.32480942503,1095.97088609282,640.08,561.828066706358,"parallel","stop-car"
40,1642.01458135047,369.670970608812,2017-07-22 03:49:35,2017-07-22 00:02:26,640.08,642.62,640.08,782,815,787,800,23,20.7,-84.3893966666667,33.7770783333333,1644.723932954,467.042900830971,640.08,625.312166347866,"car","trashcan"
41,1696.31342678197,372,2017-07-22 03:49:35,2017-07-22 00:02:26,640.08,603.496598238238,640.08,NA,NA,NA,NA,NA,NA,-84.3893966666667,33.7770783333333,1688.56341795838,371.612499558821,640.08,571.754499599025,"nothing","bike"
42,1704.0316843897,372,2017-07-22 03:49:35,2017-07-22 00:02:26,640.08,373.590753897311,640.08,NA,NA,NA,NA,NA,NA,-84.3893966666667,33.7770783333333,1703.50986614312,372,640.08,402.749957516206,"posts","nothing"
43,1708.61360999883,372,2017-07-22 03:49:36,2017-07-22 00:02:27,640.08,318.943141638224,641.407713879408,NA,NA,NA,NA,NA,NA,-84.389422499999,33.7770816666693,1708.24832005448,369.947870638941,640.08,334.841393873948,"people","wall"
44,1711,359.665898955164,2017-07-22 03:49:36,2017-07-22 00:02:27,640.08,359.850250846863,642.079851437002,NA,NA,NA,NA,NA,NA,-84.3894483333333,33.777085,1710.60295598597,355.30085564515,640.08,372.435112502458,"tree","trashcan"
45,1711,321.096178327841,2017-07-22 03:49:36,2017-07-22 00:02:27,640.08,476.397306659701,640.390763671599,787,331,1051,1270,23.1,20.8,-84.3894483333333,33.777085,1711,323.804723719296,640.08,460.573984482818,"people","stop-car"
46,1711,298.805876131284,2017-07-22 03:49:36,2017-07-22 00:02:27,640.08,497.84,640.08,NA,NA,NA,NA,NA,NA,-84.3894483333333,33.777085,1714.28198817372,336.762128675989,640.08,485.760646659009,"parallel","wall"
47,1730.72603410425,504.647514860793,2017-07-22 03:49:36,2017-07-22 00:02:27,640.08,446.681049656788,640.08,NA,NA,NA,NA,NA,NA,-84.3894593333328,33.777086000002,1737.95493220212,586.904765848099,640.08,427.933092674131,"tree","posts"
48,1793.90057651107,1204.88744280167,2017-07-22 03:49:37,2017-07-22 00:02:28,640.08,282.839536412653,640.08,NA,NA,NA,NA,NA,NA,-84.3894923333328,33.777089000002,1782.06919509561,1036.72659445833,640.08,302.589905750722,"posts","tree"
49,1785.96388360911,894.414822786018,2017-07-22 03:49:37,2017-07-22 00:02:28,640.08,237.705476855986,640.08,NA,NA,NA,NA,NA,NA,-84.3895033333333,33.77709,1784.18068589433,883.443457305386,640.08,251.046559778292,"bike","tree"
50,1767.30947416628,518,2017-07-22 03:49:37,2017-07-22 00:02:28,640.08,272.756549842018,640.08,NA,NA,NA,NA,NA,NA,-84.3895033333333,33.77709,1769.52164565175,580.627337571579,640.08,291.550853655521,"trashcan","posts"
51,1761.95108160626,518,2017-07-22 03:49:37,2017-07-22 00:02:28,640.08,420.768748331119,640.08,784,956,695,645,23.1,20.8,-84.3895033333333,33.77709,1762.68436343836,518,640.08,418.207761532492,"trashcan","posts"
52,1761,518,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,553.388413314214,640.08,NA,NA,NA,NA,NA,NA,-84.38953,33.7770900000029,1761.15823954108,556.557984595863,640.08,538.191806386386,"tree","car"
53,1761,749.748586183299,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,594.670519884427,640.08,NA,NA,NA,NA,NA,NA,-84.3895566666667,33.77709,1761,828.202781817937,640.08,564.874363565207,"tree","nothing"
54,1761,1453.03760968568,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,456.866059222161,640.08,NA,NA,NA,NA,NA,NA,-84.3895566666667,33.77709,1761,1258.85259505668,640.08,495.46254494309,"parallel","car"
55,1761,989.1986551588,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,551.041591581341,640.08,NA,NA,NA,NA,NA,NA,-84.3895566666667,33.77709,1761,1017.21950869717,640.08,550.609485968351,"posts","people"
56,1761,693.776002967998,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3895566666667,33.77709,1761,819.821702265306,640.08,627.383320806939,"wall","nothing"
57,1761,1155.93736126956,2017-07-22 03:49:38,2017-07-22 00:02:29,640.08,642.62,640.08,784,730,827,869,23.2,20.9,-84.3895566666667,33.77709,1761,1118.11726183738,640.08,642.62,"car","tree"
58,1761,1390.78511216695,2017-07-22 03:49:39,2017-07-22 00:02:30,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3895833333326,33.7770925000029,1762.72114716532,1372.54455970079,640.08,642.62,"trashcan","stop-car"
59,1771.34476844048,1516,2017-07-22 03:49:39,2017-07-22 00:02:30,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.38961,33.777095,1774.4369296192,1495.16693346116,640.08,642.62,"posts","wall"
60,1800.27463641168,1516,2017-07-22 03:49:39,2017-07-22 00:02:30,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.38961,33.777095,1796.58028404451,1516,640.08,642.62,"parallel","car"
61,1807,1516,2017-07-22 03:49:39,2017-07-22 00:02:30,640.08,642.62,641.306074807229,NA,NA,NA,NA,NA,NA,-84.38961,33.777095,1805.88104402313,1500.99492665679,640.08,642.572830586273,"wall","parallel"
62,1807,1425.81363343255,2017-07-22 03:49:39,2017-07-22 00:02:30,640.08,642.336493352622,642.336493352622,NA,NA,NA,NA,NA,NA,-84.3896153333331,33.777095500001,1807,1356.27189934143,640.08,642.117884436048,"people","stop-car"
63,1807,917.654213416642,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,640.739061512473,640.739061512473,789,348,936,1117,23.2,20.9,-84.3896473333327,33.7770985000024,1807,967.319065087995,640.08,641.054239128021,"posts","stop-car"
64,1807,708,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,641.03597056087,640.08,789,348,936,1117,23.2,20.9,-84.3896633333333,33.7771,1807,742.88195576297,640.08,641.250119734405,"people","posts"
65,1807,708,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3896633333333,33.7771,1807,708,640.08,642.356451541219,"stop-car","posts"
66,1807,708,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3896633333333,33.7771,1807,708,640.08,642.62,"nothing","parallel"
67,1807,708,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3896633333333,33.7771,1807,708,640.08,642.62,"posts","stop-car"
68,1807,708,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3896633333333,33.7771,1808.9296478463,822.524599677857,640.08,642.62,"trashcan","tree"
69,1818.5979391791,1396.33769027958,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,782,775,861,895,23.2,20.9,-84.3896633333333,33.7771,1818.80028592958,1364.77978297036,640.08,642.62,"trashcan","stop-car"
70,1831.41206156473,1895,2017-07-22 03:49:40,2017-07-22 00:02:31,640.08,642.62,640.08,782,775,861,895,23.2,20.9,-84.3896746666661,33.7771010000021,1831.41206156473,1812.03330763136,640.08,642.62,"car","nothing"
71,1844.22618395036,1895,2017-07-22 03:49:41,2017-07-22 00:02:32,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3897086666661,33.7771040000021,1842.55569273651,1829.19192668113,640.08,642.62,"nothing","wall"
72,1847,1499.46770984157,2017-07-22 03:49:41,2017-07-22 00:02:32,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.38972,33.777105,1846.53849661707,1477.83060050972,640.08,631.144125582442,"parallel","bike"
73,1847,973.887919812335,2017-07-22 03:49:41,2017-07-22 00:02:32,640.08,573.64550096014,640.08,NA,NA,NA,NA,NA,NA,-84.38972,33.777105,1847,962.34636999663,640.08,535.325906779168,"wall","stop-car"
74,1847,378.938895882824,2017-07-22 03:49:41,2017-07-22 00:02:32,640.08,274.355235480795,640.08,NA,NA,NA,NA,NA,NA,-84.38972,33.777105,1847,445.918553388915,640.08,307.348703608335,"stop-car","people"
75,1847,186.563841852763,2017-07-22 03:49:41,2017-07-22 00:02:32,640.08,173.368633224075,640.08,NA,NA,NA,NA,NA,NA,-84.3897406666676,33.7771023333359,1847,218.477105645433,640.08,189.217512231642,"car","trashcan"
76,1847,186,2017-07-22 03:49:42,2017-07-22 00:02:33,640.08,167.64,640.08,784,729,849,874,23.2,20.9,-84.3897716666667,33.7770983333333,1847,186.09381116766,640.08,168.593121463423,"posts","stop-car"
77,1847,186,2017-07-22 03:49:42,2017-07-22 00:02:33,640.08,167.64,640.08,NA,NA,NA,NA,NA,NA,-84.3897716666667,33.7770983333333,1848.10936305297,184.419998076072,640.08,166.615351943801,"people","people"
78,1853.66770635926,176.503569730755,2017-07-22 03:49:42,2017-07-22 00:02:33,640.08,161.481463944541,640.593211337955,NA,NA,NA,NA,NA,NA,-84.3897716666667,33.7770983333333,1855.66516315702,173.65870701879,640.08,159.636540211334,"posts","posts"
79,1872.34091024894,149.908400554545,2017-07-22 03:49:42,2017-07-22 00:02:33,640.08,144.234213806437,642.030482182797,NA,NA,NA,NA,NA,NA,-84.3897716666667,33.7770983333333,1871.17476630899,152.129627106824,640.22104788607,145.080501122855,"stop-car","posts"
80,1884.00513241404,136.663672758475,2017-07-22 03:49:42,2017-07-22 00:02:33,640.927753027639,132.073481834166,642.62,NA,NA,NA,NA,NA,NA,-84.3897716666667,33.7770983333333,1883.19420917625,138.20828844951,641.02583612402,132.66198041245,"wall","wall"
81,1890.79538837393,132.70269011521,2017-07-22 03:49:42,2017-07-22 00:02:33,642.365023872481,123.449856765114,642.62,NA,NA,NA,NA,NA,NA,-84.3897716666667,33.7770983333333,1835.19040581478,133.244799973029,641.971607004235,123.84327363336,"bike","tree"
82,1563.37792502756,132,2017-07-22 03:49:42,2017-07-22 00:02:33,641.437705282677,117.190821130708,642.62,NA,NA,NA,NA,NA,NA,-84.3897903333386,33.7770823333354,1555.06557782565,136.920699765043,641.366098185748,117.385317201939,"nothing","car"
83,1186,160.872642349225,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,112.100783046315,642.551843390737,784,1016,552,425,23.3,21,-84.3898183333333,33.7770583333333,1248.78757708805,242.844378888814,640.305892982725,113.971865250497,"trashcan","people"
84,1186,682.42752027562,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,118.25668169842,641.320663660316,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1186,682.42752027562,640.08,118.25668169842,"stop-car","parallel"
85,1186,1203.98239820201,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,124.412580350526,640.089483929895,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1186,1110.51300154527,640.08,142.909597767683,"posts","posts"
86,1186,1163.74960092582,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,241.742796850512,640.08,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1186,1163.02400523758,640.08,241.886387764366,"wall","car"
87,1186,1119.15568943026,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,359.936050970933,640.08,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1238.90725375578,1091.35315239996,640.08,341.282122352111,"people","posts"
88,1503.99331280551,907.457643301771,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,366.011889477263,641.224055261368,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1508.02241572402,905.340366838929,640.08,364.591316816534,"parallel","tree"
89,1846.20311189104,683.033936536045,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,363.549530016421,642.455234991789,NA,NA,NA,NA,NA,NA,-84.3898183333333,33.7770583333333,1749.59539299323,715.376216976889,640.08,363.549530016421,"nothing","nothing"
90,1607.76269018252,653,2017-07-22 03:49:43,2017-07-22 00:02:34,640.08,361.087170555579,641.55358527779,NA,NA,NA,NA,NA,NA,-84.3898396666724,33.7770430000027,1592.83644126088,657.997001627419,640.08,361.087170555579,"nothing","posts"
91,1279.60966754667,653,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,358.624811094737,640.322405547369,786,816,767,769,23.4,21.1,-84.3898663333355,33.7770238333344,1370.3730084024,653,640.08,358.452436753712,"stop-car","nothing"
92,1496.97986509608,653,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,355.126414344976,640.08,786,816,767,769,23.4,21.1,-84.3898716666667,33.77702,1519.23119173692,653,640.08,355.084155457957,"tree","parallel"
93,1848.0892490622,653,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,351.37402513625,640.08,NA,NA,NA,NA,NA,NA,-84.3898716666667,33.77702,1802.96762443035,685.844492544083,640.08,370.180819537503,"stop-car","nothing"
94,1928,850.408261629317,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,460.657834754114,640.08,NA,NA,NA,NA,NA,NA,-84.3898716666667,33.77702,1914.70456828045,860.086142502317,640.08,466.199400530295,"nothing","people"
95,1928,1105.98437702682,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,603.248624685715,640.08,NA,NA,NA,NA,NA,NA,-84.3898716666667,33.77702,1928,1073.10868013988,640.08,585.806882503665,"wall","car"
96,1928,1163.96468047527,2017-07-22 03:49:44,2017-07-22 00:02:35,640.08,641.00771416331,641.00771416331,NA,NA,NA,NA,NA,NA,-84.3898886666706,33.7770115000027,1928,1152.51551412783,640.08,634.933518738093,"car","stop-car"
97,1928,1153.13101084378,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,642.258510566219,642.258510566219,NA,NA,NA,NA,NA,NA,-84.389917000003,33.7769973333354,1928,1154.4125677403,640.08,641.951872554706,"people","people"
98,1928,1150,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,641.666292444825,641.666292444825,NA,NA,NA,NA,NA,NA,-84.3899283333333,33.7769916666667,1928,1150.52093292077,640.08,641.541648868416,"stop-car","stop-car"
99,1928,1150,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,640.32491762055,640.32491762055,792,264,1021,1272,23.4,21.1,-84.3899283333333,33.7769916666667,1928.21546486196,1147.62988651844,640.08,640.689771453469,"bike","trashcan"
100,1929.29502819338,1135.75468987287,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,641.176457203725,640.08,792,264,1021,1272,23.4,21.1,-84.3899283333333,33.7769916666667,1929.34315696769,1135.22527335541,640.08,641.257955261564,"car","tree"
101,1930.87932916693,1118.32737916379,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,642.517832027999,640.08,NA,NA,NA,NA,NA,NA,-84.3899283333333,33.7769916666667,1930.63581256413,1119.46378997685,640.08,642.31165463763,"bike","nothing"
102,1931,1107.73034244362,2017-07-22 03:49:45,2017-07-22 00:02:36,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.389953000004,33.776982333337,1930.97992296652,1105.9737095552,640.08,642.609792041004,"nothing","car"
103,1931,1086.57525419141,2017-07-22 03:49:46,2017-07-22 00:02:37,640.08,642.660814141145,640.120814141145,NA,NA,NA,NA,NA,NA,-84.38999,33.7769683333333,1931,1027.26545698714,640.08,642.878477912455,"trashcan","tree"
104,1931,708.945059862692,2017-07-22 03:49:46,2017-07-22 00:02:37,640.08,644.009872781925,641.469872781925,NA,NA,NA,NA,NA,NA,-84.38999,33.7769683333333,1931,718.040470824539,640.113097913815,643.97677486811,"tree","people"
105,1931,385.981847049144,2017-07-22 03:49:46,2017-07-22 00:02:37,640.278931422706,645.16,642.421068577294,NA,NA,NA,NA,NA,NA,-84.38999,33.7769683333333,1931,438.567203170971,640.470287876215,644.968643546491,"stop-car","posts"
106,1931,379.077216210504,2017-07-22 03:49:46,2017-07-22 00:02:37,641.627990063486,645.16,641.072009936514,786,933,746,703,23.5,21.2,-84.38999,33.7769683333333,1931,401.085217372476,641.509179600253,645.100594768383,"posts","bike"
107,1931,504.449290377725,2017-07-22 03:49:46,2017-07-22 00:02:37,642.262951295733,644.802951295733,640.08,786,933,746,703,23.5,21.2,-84.3899945000003,33.7769676666674,1931,565.595446559216,641.932853024318,644.637902160026,"nothing","tree"
108,1931,997.333707166821,2017-07-22 03:49:47,2017-07-22 00:02:38,640.913892654953,643.453892654953,640.08,NA,NA,NA,NA,NA,NA,-84.3900170000009,33.7769643333353,1931,964.115032502506,640.999605204371,643.539605204371,"car","stop-car"
109,1931,1290.56088125958,2017-07-22 03:49:47,2017-07-22 00:02:38,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.390035,33.7769616666667,1931,1236.79023340646,640.218741817906,642.758741817906,"posts","posts"
110,1931,1260.60540592886,2017-07-22 03:49:47,2017-07-22 00:02:38,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.390035,33.7769616666667,1931,1255.89182140273,640.08,611.255410232078,"car","wall"
111,1931,1202.31944182301,2017-07-22 03:49:47,2017-07-22 00:02:38,640.08,454.106533564439,640.08,NA,NA,NA,NA,NA,NA,-84.390035,33.7769616666667,1931,1200.0945898159,640.08,439.302180293509,"wall","people"
112,1931,1130.66124593384,2017-07-22 03:49:47,2017-07-22 00:02:38,640.08,176.613106794953,640.08,NA,NA,NA,NA,NA,NA,-84.390035,33.7769616666667,1931,1087.89564963429,640.08,236.259658562396,"bike","bike"
113,1931,801.965069880865,2017-07-22 03:49:47,2017-07-22 00:02:38,640.08,257.618812895011,641.53731354825,786,726,858,896,23.5,21.2,-84.390035,33.7769616666667,1931,853.648479301968,640.08,254.9493497218,"car","bike"
