"dist","LidarLeft","LidarRight","time","video_time","USLeft","USRight","USRear","CO","SO","NO","O3","P10","P25","lon","lat","LLgaussian","LRgaussian","SLgaussian","SRgaussian","left_class","right_class"
316,2412.16578081163,1077.64471860561,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,141.159649733218,640.08,789,452,912,1029,22.7,20.5,-84.3923091666656,33.7770175000052,2396.70904484849,1090.32457524176,640.08,146.235749589452,"parallel","tree"
317,2678,862,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,169.966260460024,640.08,789,452,912,1029,22.7,20.5,-84.392345,33.77702,2633.77089855292,897.878647093871,640.08,181.975970100696,"people","bike"
318,2678,862,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,270.955928959936,640.08,NA,NA,NA,NA,NA,NA,-84.392345,33.77702,2626.35329504093,830.073774094968,640.08,262.742554381172,"trashcan","car"
319,2367.58307907582,670.110880451631,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,322.58,640.775290105068,NA,NA,NA,NA,NA,NA,-84.392345,33.77702,2313.57353998413,636.724031330579,640.08,313.990863950798,"parallel","wall"
320,1732.54767883794,277.55372386719,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,322.58,642.19767980225,NA,NA,NA,NA,NA,NA,-84.392345,33.77702,1838.99802131651,364.613727038901,640.08,312.09742535174,"posts","nothing"
321,1737.32052134689,408.261277812315,2017-07-22 03:50:52,2017-07-22 00:03:43,640.08,259.575621535786,641.619930500568,NA,NA,NA,NA,NA,NA,-84.3923699999997,33.7770205000059,1782.27352682464,445.025920446117,640.08,255.148926190217,"posts","parallel"
322,2012.27852973913,759.938730501371,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,169.965070613329,640.197540803386,NA,NA,NA,NA,NA,NA,-84.3924199999998,33.7770215000025,1971.34368624013,694.117707989396,640.08,194.932826051284,"trashcan","tree"
323,2041.20209919582,716.006063310712,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,230.420506893361,640.08,NA,NA,NA,NA,NA,NA,-84.3924283333333,33.7770216666667,2037.51468802182,710.076904844515,640.08,232.669602590864,"car","posts"
324,2047.96288355866,636.436831963496,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,304.393889029492,640.08,783,788,747,788,22.8,20.6,-84.3924283333333,33.7770216666667,2016.81211930691,653.130887943717,640.08,277.509574754541,"stop-car","stop-car"
325,1867.49537656916,657.205414213938,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,216.782014855416,640.08,NA,NA,NA,NA,NA,NA,-84.3924283333333,33.7770216666667,1868.9540655924,657.210767220335,640.08,219.389590020071,"bike","people"
326,1695.79516181137,678.006170128989,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,144.842688510524,640.08,NA,NA,NA,NA,NA,NA,-84.3924283333333,33.7770216666667,1716.92107749952,676.881596670304,640.08,180.547895823761,"trashcan","tree"
327,1651.06997294954,692.047799190262,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,287.505639773062,640.08,NA,NA,NA,NA,NA,NA,-84.3924283333333,33.7770216666667,1654.03131631619,688.107924972019,640.08,280.57249118143,"parallel","tree"
328,1624.14361734152,682.409241400801,2017-07-22 03:50:53,2017-07-22 00:03:44,640.08,388.49765307683,640.276561028107,NA,NA,NA,NA,NA,NA,-84.3924283333333,33.7770216666667,1641.08345270501,659.871895221557,640.08,348.837815918009,"stop-car","stop-car"
329,1699.03230566831,537.312407767643,2017-07-22 03:50:54,2017-07-22 00:03:45,640.08,251.118514824016,641.597514280538,NA,NA,NA,NA,NA,NA,-84.3924683333321,33.7770241666732,1696.21701589005,542.823642335029,640.08,259.110896787809,"posts","bike"
330,1757,425.340252006089,2017-07-22 03:50:54,2017-07-22 00:03:45,640.08,161.776721877485,642.331919968178,NA,NA,NA,NA,NA,NA,-84.3925083333333,33.7770266666667,1747.35542135592,444.220558971795,640.08,189.15690739101,"tree","wall"
331,1757,426.846134369969,2017-07-22 03:50:54,2017-07-22 00:03:45,640.08,237.00056556116,641.05693956676,786,359,1039,1215,22.8,20.6,-84.3925083333333,33.7770266666667,1757,421.340740501872,640.08,236.603864839885,"stop-car","people"
332,1757,395.262443752109,2017-07-22 03:50:54,2017-07-22 00:03:45,640.08,309.840082567569,640.378040834658,786,359,1039,1215,22.8,20.6,-84.3925161666662,33.7770271666689,1757,377.216469929398,640.08,308.539748567294,"people","bike"
333,1757,255.21538391129,2017-07-22 03:50:55,2017-07-22 00:03:46,640.08,374.864083039898,641.653021236076,NA,NA,NA,NA,NA,NA,-84.3925553333323,33.7770296666726,1757,284.433667233516,640.08,367.109350574341,"car","wall"
334,1757,290.781648304113,2017-07-22 03:50:55,2017-07-22 00:03:46,640.08,393.279104750528,642.331206586454,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,382.513171943776,640.08,368.932930246075,"nothing","car"
335,1757,877.690290540332,2017-07-22 03:50:55,2017-07-22 00:03:46,640.08,265.36408407133,641.13573910347,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,854.991651494717,640.103247799668,269.037236418824,"bike","wall"
336,1757,1328.17122364596,2017-07-22 03:50:55,2017-07-22 00:03:46,640.219728379513,159.526147355152,640.219728379513,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,1156.66819097948,640.395380679099,187.279210689712,"stop-car","nothing"
337,1757,747.85177226083,2017-07-22 03:50:55,2017-07-22 00:03:46,641.415195862496,220.494988987293,641.415195862496,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,747.85177226083,641.415195862496,220.494988987293,"people","parallel"
338,1757,167.5323208757,2017-07-22 03:50:55,2017-07-22 00:03:46,642.610663345479,281.463830619434,642.610663345479,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,361.615788627819,642.215969984318,261.926509241953,"tree","car"
339,1757,753.730511025491,2017-07-22 03:50:55,2017-07-22 00:03:46,641.433869171538,225.005720233812,641.433869171538,NA,NA,NA,NA,NA,NA,-84.3925866666667,33.7770316666667,1757,755.258243247888,641.430762334192,224.851931785195,"posts","bike"
340,1757,1349.11097007025,2017-07-22 03:50:55,2017-07-22 00:03:46,640.238401688555,167.623281050621,640.238401688555,782,847,766,779,22.8,20.6,-84.3925866666667,33.7770316666667,1800.95154097217,1261.68340711634,640.410947150795,193.332554924386,"stop-car","wall"
341,2021.16597204539,1419.01754036322,2017-07-22 03:50:55,2017-07-22 00:03:46,640.08,264.763645237285,640.08,782,847,766,779,22.8,20.6,-84.392624,33.7770316666751,2027.87914139488,1405.66383255363,640.106354637014,268.690486152293,"parallel","posts"
342,2325.68072066354,1408.66309759722,2017-07-22 03:50:56,2017-07-22 00:03:47,640.08,385.505861018584,640.08,NA,NA,NA,NA,NA,NA,-84.3926613333333,33.7770316666723,2288.36516893156,1394.81337877399,640.08,370.314017583498,"wall","car"
343,2405.91439112949,1315.06642134932,2017-07-22 03:50:56,2017-07-22 00:03:47,640.08,414.9391488437,640.08,NA,NA,NA,NA,NA,NA,-84.39268,33.7770316666667,2392.99403012946,1310.27101142934,640.08,409.679033628277,"bike","wall"
344,2408.49163255437,1192.64745366753,2017-07-22 03:50:56,2017-07-22 00:03:47,640.08,412.757084437302,640.08,NA,NA,NA,NA,NA,NA,-84.39268,33.7770316666667,2396.93218461185,1190.72087901045,640.08,412.982938266333,"parallel","people"
345,2341.59206532817,1058.64901787724,2017-07-22 03:50:56,2017-07-22 00:03:47,640.08,411.932489984548,640.08,NA,NA,NA,NA,NA,NA,-84.39268,33.7770316666667,2325.2796699434,1055.93028531311,640.08,412.251209094374,"trashcan","people"
346,2176.64861413587,908.309934759256,2017-07-22 03:50:56,2017-07-22 00:03:47,640.08,413.023522187747,640.08,NA,NA,NA,NA,NA,NA,-84.39268,33.7770316666667,2179.02696783416,906.687203850527,640.095731818733,414.423654055026,"stop-car","tree"
347,2026,748.217603441315,2017-07-22 03:50:56,2017-07-22 00:03:47,640.174554390946,422.529895185156,640.269108781892,NA,NA,NA,NA,NA,NA,-84.39268,33.7770316666667,2051.06469203935,731.1161729353,640.340346885165,437.285427170612,"stop-car","wall"
348,2026,485.338978103588,2017-07-22 03:50:56,2017-07-22 00:03:47,641.265586594145,520.722793473072,642.45117318829,NA,NA,NA,NA,NA,NA,-84.3927166666663,33.7770323333415,2026,485.338978103588,641.265586594145,520.722793473072,"posts","people"
349,2026,222.460352765861,2017-07-22 03:50:57,2017-07-22 00:03:48,642.356618797344,618.915691760987,644.633237594689,783,679,870,925,22.8,20.6,-84.3927533333331,33.7770330000054,1995.72159989391,284.475839466406,642.083276768296,606.522391094197,"parallel","wall"
350,1844.01495876857,332.31908688708,2017-07-22 03:50:57,2017-07-22 00:03:48,641.804758369087,642.62,643.529516738173,783,679,870,925,22.8,20.6,-84.3927716666667,33.7770333333333,1834.37954308104,352.054112229579,641.717773453585,638.676112501103,"tree","wall"
351,1604.1172961624,560.7930512739,2017-07-22 03:50:57,2017-07-22 00:03:48,640.730084536601,642.62,641.380169073201,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,1619.88671236259,546.386424128054,640.871369605907,642.62,"parallel","trashcan"
352,1459,702.677545082474,2017-07-22 03:50:57,2017-07-22 00:03:48,640.504589295886,642.62,640.504589295886,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,1483.14439959344,680.619698540323,640.720909489774,642.62,"people","tree"
353,1459,711.985743631566,2017-07-22 03:50:57,2017-07-22 00:03:48,641.579263128372,642.62,641.579263128372,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,1460.78061070144,711.916831107541,641.56797036637,641.468138275835,"nothing","bike"
354,1469.70216757764,720.879750926094,2017-07-22 03:50:57,2017-07-22 00:03:48,642.586063039142,635.696859984985,642.586063039142,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,1524.30774109258,718.766426607788,642.239750537949,600.372984863257,"posts","posts"
355,1808.60521475142,717.071851519647,2017-07-22 03:50:57,2017-07-22 00:03:48,641.511389206656,416.463398157809,641.511389206656,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,1808.60521475142,717.071851519647,641.511389206656,416.463398157809,"car","tree"
356,2147.5082619252,713.2639521132,2017-07-22 03:50:57,2017-07-22 00:03:48,640.43671537417,197.229936330634,640.43671537417,NA,NA,NA,NA,NA,NA,-84.3927716666667,33.7770333333333,2107.76902341766,723.469176676676,640.43671537417,230.915642553337,"people","tree"
357,2247.56292434413,770.793448555042,2017-07-22 03:50:57,2017-07-22 00:03:48,639.362041541684,180.460759748678,640.797958458316,NA,NA,NA,NA,NA,NA,-84.3927916666658,33.7770343333398,2227.81861021391,775.863881887889,639.362041541684,197.197395636474,"wall","people"
358,2228.94652724594,858.798234837373,2017-07-22 03:50:58,2017-07-22 00:03:49,638.287367709197,264.285318682598,641.872632290803,782,1042,528,366,22.9,20.7,-84.3928416666655,33.7770368333418,2232.58037738418,853.756514496674,638.392823551194,256.110762143587,"people","nothing"
359,2232.17099244295,916.500307605631,2017-07-22 03:50:58,2017-07-22 00:03:49,637.846524782128,298.977591776183,642.313475217873,782,1042,528,366,22.9,20.7,-84.3928716666667,33.7770383333333,2240.4684915123,904.988091018963,638.087321655288,280.311886616499,"nothing","wall"
360,2285.2666762302,905.009450666599,2017-07-22 03:50:58,2017-07-22 00:03:49,638.852965355408,221.48166763357,641.307034644592,NA,NA,NA,NA,NA,NA,-84.3928716666667,33.7770383333333,2285.2666762302,905.009450666599,638.852965355408,221.48166763357,"tree","bike"
361,2338.36236001744,893.518593727568,2017-07-22 03:50:58,2017-07-22 00:03:49,639.859405928689,143.985743490957,640.300594071311,NA,NA,NA,NA,NA,NA,-84.3928716666667,33.7770383333333,2330.28069412222,856.404701304256,639.728657958155,164.120930953236,"bike","car"
362,2342.88406710815,658.958710048362,2017-07-22 03:50:58,2017-07-22 00:03:49,640.08,187.510180651655,640.08,NA,NA,NA,NA,NA,NA,-84.3928716666667,33.7770383333333,2340.61547193296,648.540511823464,640.043297886975,193.162306057552,"posts","people"
363,2333.77062884616,361.78137541824,2017-07-22 03:50:58,2017-07-22 00:03:49,640.08,265.006104794268,640.08,NA,NA,NA,NA,NA,NA,-84.3928716666667,33.7770383333333,2334.16042198731,397.642344404515,640.08,261.691507292219,"parallel","car"
364,2327,280.142507044576,2017-07-22 03:50:58,2017-07-22 00:03:49,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.392882333333,33.7770386666708,2328.12648714305,383.779324204785,640.08,313.000941067961,"posts","wall"
365,2327,821.401492517573,2017-07-22 03:50:58,2017-07-22 00:03:49,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3929143333323,33.7770396666777,2327,821.401492517573,640.08,322.58,"tree","tree"
366,2327,1362.66047799057,2017-07-22 03:50:59,2017-07-22 00:03:50,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3929569999993,33.7770410000074,2314.51113906612,1286.90805033916,640.197487802859,320.935170759968,"trashcan","people"
367,2251.93705532586,1448.61770969789,2017-07-22 03:50:59,2017-07-22 00:03:50,640.786147701749,312.693932175509,640.786147701749,NA,NA,NA,NA,NA,NA,-84.3929783333333,33.7770416666667,2247.39548862638,1421.07038535444,640.828872069959,312.095791020571,"bike","parallel"
368,2149.57751637452,1369.00473495796,2017-07-22 03:50:59,2017-07-22 00:03:50,641.749085586699,299.212801786214,641.749085586699,782,817,726,751,22.9,20.7,-84.3929783333333,33.7770416666667,2151.20503472121,1370.66842037902,641.718464130398,298.539129747598,"car","car"
369,2057,1299.39116107433,2017-07-22 03:50:59,2017-07-22 00:03:50,642.527976528351,281.68263864438,642.527976528351,782,817,726,751,22.9,20.7,-84.3929783333333,33.7770416666667,2072.40290928665,1315.13635723403,642.238173642514,275.306975155949,"bike","posts"
370,2057,1324.41238170688,2017-07-22 03:50:59,2017-07-22 00:03:50,641.565038643402,225.832241317302,641.565038643402,782,817,726,751,22.9,20.7,-84.3929783333333,33.7770416666667,2057,1324.41238170688,641.565038643402,225.832241317302,"people","posts"
371,2057,1349.43360233943,2017-07-22 03:50:59,2017-07-22 00:03:50,640.602100758452,169.981843990223,640.602100758452,NA,NA,NA,NA,NA,NA,-84.3929783333333,33.7770416666667,2057,1345.85294004049,640.675446582963,176.656314020686,"parallel","people"
372,2057,1352.93364041856,2017-07-22 03:50:59,2017-07-22 00:03:50,640.08,154.247625174418,640.08,NA,NA,NA,NA,NA,NA,-84.3929890000002,33.7770415000042,2057,1348.69292113774,640.166866346559,162.152462711259,"nothing","people"
373,2057,1330.9452950142,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,186.024575377755,640.08,NA,NA,NA,NA,NA,NA,-84.3930316666672,33.7770408333448,2057,1330.9452950142,640.08,186.024575377755,"bike","wall"
374,2057,1308.95694960984,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,217.801525581093,640.08,NA,NA,NA,NA,NA,NA,-84.3930743333335,33.7770401666708,2056.13532581035,1314.3984193917,640.08,209.460987798644,"posts","tree"
375,2051.802969526,1319.67396839718,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,199.44857767512,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,2051.61321870269,1320.86808681018,640.08,197.618265252267,"parallel","stop-car"
376,2045.46546230018,1337.56810644655,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,170.094735383307,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,2037.82692497016,1337.1413725175,640.08,172.284221826483,"people","parallel"
377,1993.21735457762,1352.89740647934,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,153.900563986951,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,1945.34351622546,1350.22289037028,640.08,167.622971239312,"bike","nothing"
378,1653.22873163967,1352.15181739395,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,220.183433678143,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,1653.22873163967,1352.15181739395,640.08,220.183433678143,"nothing","car"
379,1313.24010870173,1351.40622830856,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,286.466303369335,640.08,789,329,1025,1250,22.9,20.7,-84.393085,33.77704,1364.70553215449,1350.8133737323,640.08,276.427299211461,"wall","wall"
380,1282.5788338478,1347.09735106641,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,292.410826939474,640.08,789,329,1025,1250,22.9,20.7,-84.393085,33.77704,1344.18498678455,1346.38768062666,640.08,280.393740826305,"nothing","trashcan"
381,1622.19466224306,1338.52307658442,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,226.127957248282,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,1622.19466224306,1338.52307658442,640.08,226.127957248282,"tree","car"
382,1961.81049063831,1329.94880210244,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,159.84508755709,640.08,NA,NA,NA,NA,NA,NA,-84.393085,33.77704,1918.14839054316,1329.51745314431,640.08,167.392735771123,"nothing","car"
383,2039,1318.78195147193,2017-07-22 03:51:00,2017-07-22 00:03:51,640.08,138.926539184674,640.08,NA,NA,NA,NA,NA,NA,-84.393106333334,33.7770393333407,2026.15732440078,1318.6550754232,640.08,141.146588090673,"people","car"
384,2039,1306.85252610568,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,131.351354077109,640.08,NA,NA,NA,NA,NA,NA,-84.393149000001,33.777038000011,2039.23184147606,1307.21501551664,640.08,132.76613696248,"bike","wall"
385,2040.39345805696,1297.10180404504,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,132.27956811962,640.08,NA,NA,NA,NA,NA,NA,-84.3931916666667,33.7770366666667,2042.72985642164,1300.75481592789,640.08,146.537139611853,"car","people"
386,2055.82958518626,1309.30711386821,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,218.901369894071,640.08,NA,NA,NA,NA,NA,NA,-84.3931916666667,33.7770366666667,2055.82958518626,1309.30711386821,640.08,218.901369894071,"wall","trashcan"
387,2071.26571231557,1321.51242369138,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,305.523171668523,640.08,NA,NA,NA,NA,NA,NA,-84.3931916666667,33.7770366666667,2070.48342727179,1314.61739970088,640.08,301.502954250527,"nothing","wall"
388,2082,1292.27593933764,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,367.981892500461,640.08,NA,NA,NA,NA,NA,NA,-84.3931916666667,33.7770366666667,2080.21404520304,1276.53461682486,640.08,358.803746197361,"stop-car","trashcan"
389,2082,1168.42794260252,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,375.27636001831,640.08,NA,NA,NA,NA,NA,NA,-84.3931916666667,33.7770366666667,2082,1168.42794260252,640.08,375.27636001831,"stop-car","parallel"
390,2082,1044.57994586739,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,382.570827536158,640.08,784,907,765,716,22.8,20.6,-84.3931916666667,33.7770366666667,2062.81490673219,1078.33207279574,640.08,389.892156666566,"posts","bike"
391,1966.69007684891,1123.59544882781,2017-07-22 03:51:01,2017-07-22 00:03:52,640.08,433.869350056835,640.553161881751,784,907,765,716,22.8,20.6,-84.393204,33.7770366666722,1948.90446171162,1154.88548902895,640.08,440.656616628289,"nothing","tree"
392,1744.48164212705,1390.67634613486,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,525.962002469674,641.464970321482,NA,NA,NA,NA,NA,NA,-84.3932533333334,33.777036666682,1744.48164212705,1390.67634613486,640.08,525.962002469674,"stop-car","bike"
393,1522.27320740518,1657.75724344191,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,618.054654882512,642.376778761213,NA,NA,NA,NA,NA,NA,-84.3933026666667,33.7770366666722,1549.3821278455,1622.32799810837,640.08,606.819562071914,"posts","parallel"
394,1463,1711.89450270233,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,642.024822422793,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1472.86178796478,1699.00591475576,640.08,638.532854467716,"bike","people"
395,1463,1688.56630141491,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,641.213128843752,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1463,1688.56630141491,640.08,642.62,"nothing","trashcan"
396,1463,1665.23810012749,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,640.40143526471,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1463,1710.9035856571,640.08,642.62,"posts","people"
397,1463,1916.37734883219,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1463,1946.31768232621,640.08,642.62,"nothing","people"
398,1463,2347.46972604767,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1463,2347.46972604767,640.08,642.62,"parallel","stop-car"
399,1463,2778.56210326314,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.393315,33.7770366666667,1463,2882.1511631363,640.08,642.555887862554,"wall","tree"
400,1463,3832.26529432905,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,642.234660948543,640.08,NA,NA,NA,NA,NA,NA,-84.3933271666665,33.7770368333387,1463,3946.8803703722,640.08,642.163724717269,"people","wall"
401,1463,5574.84997405921,2017-07-22 03:51:02,2017-07-22 00:03:53,640.08,641.422967369501,640.08,NA,NA,NA,NA,NA,NA,-84.3933636666661,33.7770373333477,1463,5574.84997405921,640.08,641.422967369501,"trashcan","bike"
402,1463,7317.43465378936,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,640.611273790459,640.08,783,650,854,932,22.8,20.6,-84.3934001666662,33.7770378333459,1463,7217.27157374409,640.08,638.961837578791,"people","bike"
403,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,629.885822683368,640.08,783,650,854,932,22.8,20.6,-84.3934366666667,33.7770383333333,1463,8268.23443648981,640.08,626.760856957076,"car","bike"
404,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,600.378103868821,640.08,783,650,854,932,22.8,20.6,-84.3934366666667,33.7770383333333,1463,8458,640.08,600.378103868821,"car","bike"
405,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,570.870385054274,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,640.08,570.976213483244,"tree","parallel"
406,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,541.998736538753,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,640.08,543.314064777507,"trashcan","stop-car"
407,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,521.032725802101,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,640.08,521.032725802101,"parallel","bike"
408,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,500.066715065449,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,640.08,500.066715065449,"posts","tree"
409,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,640.08,479.100704328797,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,639.976196407769,488.650634814035,"posts","trashcan"
410,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,639.456099762672,515.533515426317,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,639.430707294201,517.869622525674,"stop-car","trashcan"
411,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,638.6795808465,566.007244977517,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1463,8458,638.6795808465,566.007244977517,"people","car"
412,1463,8458,2017-07-22 03:51:03,2017-07-22 00:03:54,637.903061930327,616.480974528716,640.08,NA,NA,NA,NA,NA,NA,-84.3934366666667,33.7770383333333,1455.22723126003,8263.73494713667,638.040642645307,612.078391649382,"stop-car","nothing"
413,1416.28261616635,7290.39096084051,2017-07-22 03:51:03,2017-07-22 00:03:54,637.953456985845,640.493456985845,640.493456985845,NA,NA,NA,NA,NA,NA,-84.3934489999998,33.7770385000055,1409.45724733879,7119.80430369744,638.07426839227,636.627491980244,"parallel","nothing"
414,1328.54209296106,5097.4893129256,2017-07-22 03:51:03,2017-07-22 00:03:54,638.729975902017,641.269975902017,641.269975902017,NA,NA,NA,NA,NA,NA,-84.3934859999995,33.7770390000147,1328.54209296105,5097.4893129256,638.729975902017,641.269975902017,"tree","parallel"
415,1240.80156975576,2904.58766501069,2017-07-22 03:51:04,2017-07-22 00:03:55,639.506494818189,642.046494818189,642.046494818189,788,499,908,988,22.8,20.6,-84.3935229999995,33.7770395000129,1244.61811866473,2999.12202253698,639.439899008212,637.385282796193,"tree","tree"
416,1176,1279.87452414795,2017-07-22 03:51:04,2017-07-22 00:03:55,639.882746838421,614.807304217371,642.422746838421,788,499,908,988,22.8,20.6,-84.39356,33.77704,1186.78158865856,1546.93007125618,639.694616502172,601.639578119739,"car","wall"
417,1176,1260.26979658597,2017-07-22 03:51:04,2017-07-22 00:03:55,639.128261868612,508.42492347423,641.668261868612,788,499,908,988,22.8,20.6,-84.39356,33.77704,1176,1260.26979658597,639.128261868612,508.42492347423,"people","bike"
418,1176,1240.66506902399,2017-07-22 03:51:04,2017-07-22 00:03:55,638.373776898802,402.042542731089,640.913776898802,NA,NA,NA,NA,NA,NA,-84.39356,33.77704,1176,1240.66506902399,638.373776898802,402.042542731089,"tree","car"
419,1176,1221.06034146201,2017-07-22 03:51:04,2017-07-22 00:03:55,637.619291928993,295.660161987948,640.159291928993,NA,NA,NA,NA,NA,NA,-84.39356,33.77704,1212.00110888084,1223.75821325775,637.843967153949,313.184829534563,"tree","wall"
420,1392.38076189961,1217.67087984091,2017-07-22 03:51:04,2017-07-22 00:03:55,638.215193040817,294.607895612255,640.08,NA,NA,NA,NA,NA,NA,-84.39356,33.77704,1396.60858593876,1217.9877069495,638.241577986909,296.66592140743,"stop-car","people"
421,1634.17240183069,1216.18567320743,2017-07-22 03:51:04,2017-07-22 00:03:55,638.969678010626,305.925170159397,640.08,NA,NA,NA,NA,NA,NA,-84.39356,33.77704,1634.17240183069,1216.18567320743,638.969678010626,305.925170159397,"trashcan","trashcan"
422,1875.96404176177,1214.70046657394,2017-07-22 03:51:04,2017-07-22 00:03:55,639.724162980436,317.24244470654,640.08,NA,NA,NA,NA,NA,NA,-84.39356,33.77704,1855.17827170112,1215.50996264415,639.657836528232,316.247547923486,"people","car"
423,1992.82506421434,1218.0806483096,2017-07-22 03:51:04,2017-07-22 00:03:55,640.08,322.58,640.478647950246,NA,NA,NA,NA,NA,NA,-84.3935731666667,33.7770400000063,1974.27148463825,1218.80321233832,640.020796366679,321.691945500189,"bike","people"
424,1998.17180809488,1225.80372280371,2017-07-22 03:51:04,2017-07-22 00:03:55,640.08,322.58,641.233132920055,NA,NA,NA,NA,NA,NA,-84.3936126666667,33.7770400000168,1998.17180809488,1225.80372280371,640.08,322.58,"people","parallel"
425,2003.51855197542,1233.52679729783,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,322.58,641.987617889865,NA,NA,NA,NA,NA,NA,-84.3936521666667,33.7770400000147,2003.3985578362,1230.37022842148,640.08,322.864153991817,"people","car"
426,2008.14408409124,1222.27765677733,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,324.287876761513,642.62,NA,NA,NA,NA,NA,NA,-84.3936916666667,33.77704,2007.52262324122,1205.92949186015,640.08,325.759536814592,"posts","stop-car"
