"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 03:51:22,640.08,149.86,642.62,1608,1057,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:22,640.08,147.32,642.62,1605,1068,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:22,640.08,322.58,640.08,1856,1058,572,986,693,781,23,20.7
"proximity","220717",2017-07-22 03:51:23,642.62,208.28,642.62,2548,1046,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:23,640.08,167.64,640.08,1,1004,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:23,640.08,322.58,642.62,1912,1005,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:23,640.08,322.58,642.62,1,994,778,785,786,782,23.1,20.8
"proximity","220717",2017-07-22 03:51:24,640.08,322.58,640.08,2058,930,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:24,640.08,322.58,640.08,1848,938,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:24,640.08,332.74,640.08,1,904,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:25,640.08,337.82,640.08,1,899,849,558,728,785,23.2,20.9
"proximity","220717",2017-07-22 03:51:25,642.62,332.74,640.08,1198,900,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:25,642.62,325.12,642.62,1566,944,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:26,642.62,322.58,642.62,1604,937,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:26,640.08,322.58,640.08,1617,1069,819,778,782,783,23.3,21
"proximity","220717",2017-07-22 03:51:26,640.08,325.12,640.08,2125,1030,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:26,640.08,325.12,640.08,1,964,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:27,642.62,327.66,640.08,1640,983,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:27,640.08,327.66,640.08,1602,1059,1307,371,1097,786,23.4,21
"proximity","220717",2017-07-22 03:51:27,640.08,325.12,640.08,1556,1394,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:28,640.08,274.32,640.08,1564,1272,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:28,642.62,322.58,642.62,1660,1423,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:28,640.08,259.08,640.08,1868,1,563,962,667,783,23.4,21
"proximity","220717",2017-07-22 03:51:28,640.08,116.84,640.08,1906,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:29,642.62,322.58,642.62,2707,1434,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:29,640.08,322.58,640.08,2638,1384,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:29,640.08,208.28,640.08,2782,1,821,752,788,783,23.5,21.1
"proximity","220717",2017-07-22 03:51:30,640.08,195.58,640.08,2777,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:30,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:30,640.08,322.58,642.62,2596,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:31,640.08,322.58,640.08,2787,1,1020,431,884,786,23.5,21.1
"proximity","220717",2017-07-22 03:51:31,640.08,322.58,640.08,2779,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:31,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:31,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:32,640.08,322.58,640.08,2626,3646,893,745,835,784,23.5,21.1
"proximity","220717",2017-07-22 03:51:32,640.08,322.58,640.08,2522,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:32,640.08,322.58,640.08,2635,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:32,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:33,640.08,162.56,640.08,2658,1,912,663,839,782,23.6,21.2
"proximity","220717",2017-07-22 03:51:33,640.08,172.72,640.08,1116,1264,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:33,640.08,314.96,640.08,2594,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:34,640.08,322.58,640.08,2678,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:34,640.08,177.8,640.08,1,1,508,1031,624,779,23.7,21.3
"proximity","220717",2017-07-22 03:51:34,640.08,152.4,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:35,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:35,640.08,320.04,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:35,640.08,261.62,640.08,1,1,837,756,810,782,23.8,21.4
"proximity","220717",2017-07-22 03:51:36,640.08,142.24,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:36,640.08,137.16,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:36,640.08,322.58,640.08,2713,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:36,640.08,129.54,640.08,1726,1242,1070,419,929,785,23.8,21.4
"proximity","220717",2017-07-22 03:51:37,640.08,231.14,640.08,2736,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:37,640.08,208.28,640.08,1,1191,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:37,640.08,322.58,640.08,2697,1190,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:38,640.08,322.58,640.08,1,1,840,773,806,783,23.9,21.5
"proximity","220717",2017-07-22 03:51:38,640.08,322.58,640.08,2716,839,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:38,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:38,640.08,203.2,640.08,1,1146,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:39,640.08,147.32,640.08,1,1,1347,302,1113,786,23.9,21.5
"proximity","220717",2017-07-22 03:51:39,640.08,378.46,640.08,2344,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:40,640.08,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:40,640.08,134.62,640.08,2427,1202,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:40,640.08,134.62,642.62,1,885,501,1013,605,781,24,21.6
"proximity","220717",2017-07-22 03:51:40,640.08,137.16,640.08,1,1225,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:41,640.08,276.86,640.08,1,1310,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:41,640.08,322.58,640.08,1,1329,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:41,640.08,322.58,640.08,1,1360,894,703,826,783,24,21.6
"proximity","220717",2017-07-22 03:51:42,640.08,182.88,640.08,1861,1298,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:42,640.08,322.58,640.08,1835,1250,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:42,640.08,160.02,640.08,1,1110,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:42,640.08,322.58,640.08,1,1,1161,349,998,785,24.1,21.7
"proximity","220717",2017-07-22 03:51:43,640.08,198.12,640.08,1928,1717,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:43,640.08,322.58,640.08,1832,1201,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:43,640.08,281.94,640.08,1,1460,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:43,640.08,302.26,640.08,1,212,780,847,773,781,24.1,21.7
"proximity","220717",2017-07-22 03:51:44,640.08,203.2,640.08,1,1741,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:44,640.08,322.58,640.08,1,2714,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:45,640.08,182.88,640.08,1714,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:45,632.46,218.44,640.08,1,1,874,691,824,781,24.3,21.8
"proximity","220717",2017-07-22 03:51:45,640.08,322.58,640.08,2690,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:45,642.62,185.42,642.62,1236,799,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:46,640.08,581.66,642.62,1,651,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:46,640.08,579.12,642.62,2684,688,488,1040,618,779,24.3,21.8
"proximity","220717",2017-07-22 03:51:46,640.08,119.38,640.08,1831,595,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:47,640.08,124.46,640.08,1,161,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:47,640.08,149.86,640.08,1,2747,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:47,640.08,322.58,640.08,1,2785,949,663,874,781,24.2,21.8
"proximity","220717",2017-07-22 03:51:48,640.08,579.12,640.08,1,197,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:48,640.08,177.8,640.08,1731,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:48,640.08,571.5,640.08,1,1054,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:48,640.08,116.84,640.08,1,1039,977,504,897,785,24.3,21.9
"proximity","220717",2017-07-22 03:51:49,642.62,193.04,642.62,1,978,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:49,640.08,287.02,642.62,1232,1019,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:50,640.08,203.2,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:50,640.08,579.12,640.08,1,845,814,791,797,782,24.2,21.8
"proximity","220717",2017-07-22 03:51:50,640.08,579.12,640.08,1,1066,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:50,640.08,182.88,640.08,1,191,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:51,640.08,185.42,642.62,1,592,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:51,640.08,165.1,640.08,1792,594,1327,337,1121,786,24.2,21.8
"proximity","220717",2017-07-22 03:51:51,640.08,185.42,640.08,1230,782,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:52,640.08,177.8,640.08,1822,839,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:52,642.62,182.88,642.62,1,880,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:52,640.08,116.84,642.62,2129,1063,605,1003,687,780,24.2,21.8
"proximity","220717",2017-07-22 03:51:53,640.08,116.84,642.62,2109,1043,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:53,640.08,574.04,640.08,1,1063,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:53,640.08,574.04,640.08,1,948,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:53,640.08,568.96,640.08,2198,1001,980,646,920,783,24.3,21.9
"proximity","220717",2017-07-22 03:51:54,640.08,571.5,640.08,1,922,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:54,640.08,640.08,640.08,1856,643,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:54,640.08,642.62,640.08,1,702,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:55,640.08,642.62,640.08,1,978,707,679,615,785,24.4,21.9
"proximity","220717",2017-07-22 03:51:55,640.08,139.7,640.08,1,1688,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:55,640.08,322.58,640.08,1,1325,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:56,640.08,322.58,642.62,1,1334,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:56,640.08,114.3,640.08,1,1383,874,745,809,783,24.4,21.9
"proximity","220717",2017-07-22 03:51:56,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:57,640.08,114.3,640.08,1,1884,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:57,640.08,116.84,640.08,1,2028,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:57,640.08,322.58,640.08,1,1,1242,310,1013,785,24.4,21.9
"proximity","220717",2017-07-22 03:51:58,640.08,325.12,640.08,1,1700,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:58,640.08,322.58,640.08,1,842,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:58,640.08,322.58,640.08,1,806,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:58,640.08,322.58,640.08,1,1010,758,850,757,782,24.4,21.9
"proximity","220717",2017-07-22 03:51:59,640.08,322.58,640.08,1,1353,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:59,640.08,322.58,640.08,1,1059,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:59,642.62,322.58,642.62,1,774,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:00,640.08,322.58,640.08,1,1013,880,708,846,781,24.4,21.9
"proximity","220717",2017-07-22 03:52:00,640.08,508,640.08,1,1151,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:00,640.08,210.82,640.08,1,1161,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:01,640.08,170.18,640.08,1,1224,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:01,640.08,195.58,640.08,1,703,645,711,577,785,24.3,21.9
"proximity","220717",2017-07-22 03:52:01,640.08,320.04,640.08,1,1005,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:01,640.08,139.7,640.08,1,994,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:02,640.08,223.52,640.08,1962,1210,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:02,640.08,210.82,640.08,1,1199,898,722,847,782,24.4,22
"proximity","220717",2017-07-22 03:52:02,640.08,137.16,642.62,1,1192,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:03,640.08,132.08,640.08,1,1150,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:03,640.08,322.58,640.08,1,1079,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:03,640.08,322.58,642.62,1,1056,1393,277,1171,785,24.4,22
"proximity","220717",2017-07-22 03:52:03,640.08,322.58,640.08,1,1042,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:04,640.08,208.28,640.08,1,1038,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:04,640.08,322.58,640.08,1,1015,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:04,640.08,322.58,640.08,1,794,667,928,693,781,24.4,22
"proximity","220717",2017-07-22 03:52:05,640.08,203.2,640.08,1681,971,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:05,640.08,322.58,640.08,1,976,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:05,640.08,322.58,640.08,1,962,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:06,640.08,129.54,640.08,2314,147,818,791,823,779,24.3,21.9
"proximity","220717",2017-07-22 03:52:06,640.08,134.62,640.08,1700,929,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:06,640.08,322.58,640.08,1,917,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:06,640.08,322.58,640.08,1,891,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:07,640.08,322.58,640.08,1,880,928,525,852,785,24.3,21.9
"proximity","220717",2017-07-22 03:52:07,640.08,322.58,640.08,1,141,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:07,640.08,129.54,640.08,2622,863,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:08,640.08,322.58,642.62,1,855,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:08,642.62,322.58,642.62,1,840,823,812,821,780,24.3,21.9
"proximity","220717",2017-07-22 03:52:08,640.08,322.58,642.62,1,832,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:08,640.08,322.58,642.62,2600,800,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:09,640.08,322.58,640.08,1,958,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:09,640.08,322.58,640.08,1,971,1250,342,1034,786,24.4,22
"proximity","220717",2017-07-22 03:52:09,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:10,640.08,132.08,642.62,1,940,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:10,642.62,139.7,642.62,1617,714,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:10,642.62,144.78,642.62,1869,646,654,966,743,779,24.3,22
"proximity","220717",2017-07-22 03:52:11,640.08,167.64,640.08,1544,656,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:11,640.08,215.9,640.08,1740,662,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:11,640.08,228.6,640.08,2565,804,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:12,640.08,213.36,642.62,2585,650,851,743,795,781,24.3,22
"proximity","220717",2017-07-22 03:52:12,642.62,147.32,640.08,1,668,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:12,642.62,322.58,640.08,1755,866,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:12,640.08,124.46,640.08,1788,808,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:13,640.08,322.58,640.08,1,806,966,471,862,786,24.3,22
"proximity","220717",2017-07-22 03:52:13,640.08,322.58,640.08,1,718,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:13,640.08,322.58,640.08,1,704,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:13,642.62,119.38,642.62,1,155,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:14,642.62,142.24,642.62,1704,964,801,805,765,781,24.4,22.1
"proximity","220717",2017-07-22 03:52:14,640.08,322.58,640.08,1638,1020,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:15,640.08,322.58,640.08,2611,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:15,640.08,322.58,640.08,1,1187,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:15,640.08,165.1,640.08,2603,1255,1320,278,1081,786,24.5,22.2
"proximity","220717",2017-07-22 03:52:16,640.08,139.7,640.08,2147,1246,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:16,640.08,149.86,640.08,1765,1272,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:16,640.08,322.58,640.08,1723,1345,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:17,640.08,322.58,640.08,2580,1465,787,846,756,782,24.6,22.3
"proximity","220717",2017-07-22 03:52:17,640.08,170.18,642.62,1,504,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:17,640.08,139.7,640.08,1,583,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:17,640.08,477.52,640.08,1,588,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:18,640.08,469.9,640.08,2578,556,952,653,852,783,24.6,22.3
"proximity","220717",2017-07-22 03:52:18,640.08,223.52,642.62,1419,507,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:18,640.08,464.82,640.08,1,160,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:18,640.08,142.24,642.62,2584,504,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:19,642.62,464.82,642.62,2387,575,419,964,518,781,24.7,22.4
"proximity","220717",2017-07-22 03:52:19,640.08,457.2,640.08,1,545,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:19,640.08,111.76,642.62,1,496,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:20,640.08,144.78,640.08,1,499,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:20,640.08,154.94,640.08,1,539,818,764,784,781,24.8,22.4
"proximity","220717",2017-07-22 03:52:20,640.08,203.2,642.62,1,566,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:21,640.08,187.96,640.08,1,582,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:21,642.62,203.2,642.62,2582,546,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:21,640.08,457.2,642.62,1,153,1340,276,1071,786,24.8,22.4
"proximity","220717",2017-07-22 03:52:22,640.08,137.16,640.08,2623,483,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:22,642.62,121.92,642.62,1,485,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:22,640.08,464.82,642.62,1,556,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:23,640.08,457.2,640.08,1,546,739,889,764,780,24.8,22.4
"proximity","220717",2017-07-22 03:52:23,640.08,459.74,642.62,1,524,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:23,640.08,127,640.08,1,446,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:23,640.08,431.8,642.62,1,444,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:24,640.08,312.42,642.62,2595,443,940,663,881,781,24.8,22.4
"proximity","220717",2017-07-22 03:52:24,640.08,426.72,640.08,1,449,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:24,640.08,327.66,640.08,1,439,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:25,640.08,342.9,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:25,640.08,449.58,640.08,2565,1,523,876,589,782,24.8,22.4
"proximity","220717",2017-07-22 03:52:25,640.08,154.94,640.08,1,1354,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:26,640.08,127,640.08,1,1033,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:26,640.08,322.58,640.08,2095,1029,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:26,640.08,375.92,640.08,2156,1003,912,705,828,784,24.6,22.3
"proximity","220717",2017-07-22 03:52:26,640.08,142.24,640.08,2204,988,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:27,640.08,322.58,640.08,1,770,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:27,640.08,322.58,642.62,1,732,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:27,640.08,322.58,640.08,1,635,1188,341,983,786,24.6,22.3
"proximity","220717",2017-07-22 03:52:28,640.08,134.62,640.08,1,585,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:28,640.08,543.56,640.08,1,563,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:28,640.08,640.08,640.08,1,617,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:28,640.08,640.08,640.08,1,625,775,845,777,780,24.5,22.2
"proximity","220717",2017-07-22 03:52:29,640.08,640.08,640.08,1,536,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:29,640.08,640.08,640.08,1,478,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:29,640.08,640.08,640.08,1,1099,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:30,640.08,642.62,640.08,2144,983,899,698,860,781,24.4,22.1
"proximity","220717",2017-07-22 03:52:30,642.62,645.16,642.62,1,994,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:30,640.08,276.86,640.08,1,312,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:31,640.08,281.94,640.08,1,177,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:31,642.62,99.06,642.62,1,587,503,877,528,781,24.4,22.1
"proximity","220717",2017-07-22 03:52:31,640.08,38.1,640.08,1,78,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:31,640.08,63.5,640.08,1408,113,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:32,162.56,96.52,640.08,1189,127,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:32,167.64,111.76,642.62,428,135,805,829,803,780,24.4,22.1
"proximity","220717",2017-07-22 03:52:32,320.04,116.84,642.62,468,141,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:33,254,119.38,642.62,616,143,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:33,264.16,121.92,642.62,1785,146,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:33,287.02,124.46,642.62,1320,148,1125,406,958,786,24.4,22.1
"proximity","220717",2017-07-22 03:52:33,322.58,124.46,642.62,1364,139,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:34,320.04,119.38,640.08,1462,134,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:34,322.58,109.22,640.08,1,126,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:35,165.1,109.22,640.08,320,282,686,933,744,781,24.3,22
"proximity","220717",2017-07-22 03:52:35,243.84,269.24,640.08,483,1097,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:35,177.8,548.64,640.08,549,916,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:35,182.88,642.62,640.08,1,565,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:36,320.04,640.08,640.08,1,805,952,622,832,782,24.2,21.9
"proximity","220717",2017-07-22 03:52:36,157.48,640.08,640.08,1,568,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:36,175.26,642.62,640.08,1,820,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:37,320.04,449.58,640.08,1,818,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:52:37,200.66,431.8,640.08,1,1,1003,477,898,786,24.2,21.9
"proximity","220717",2017-07-22 03:52:37,223.52,474.98,642.62,931,585,NA,NA,NA,NA,NA,NA
