"dist","LidarLeft","LidarRight","time","video_time","USLeft","USRight","USRear","CO","SO","NO","O3","P10","P25","lon","lat"
423,1992.82506421434,1218.0806483096,2017-07-22 03:51:04,2017-07-22 00:03:55,640.08,322.58,640.478647950246,NA,NA,NA,NA,NA,NA,-84.3935731666667,33.7770400000063
424,1998.17180809488,1225.80372280371,2017-07-22 03:51:04,2017-07-22 00:03:55,640.08,322.58,641.233132920055,NA,NA,NA,NA,NA,NA,-84.3936126666667,33.7770400000168
425,2003.51855197542,1233.52679729783,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,322.58,641.987617889865,NA,NA,NA,NA,NA,NA,-84.3936521666667,33.7770400000147
426,2008.14408409124,1222.27765677733,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,324.287876761513,642.62,NA,NA,NA,NA,NA,NA,-84.3936916666667,33.77704
427,2009.03439314314,1112.76964339412,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,334.84100672332,642.62,NA,NA,NA,NA,NA,NA,-84.3936916666667,33.77704
428,2009.92470219503,1003.26163001091,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,345.394136685128,642.62,783,774,769,816,22.9,20.7,-84.3936916666667,33.77704
429,2010.81501124693,893.753616627699,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,355.947266646935,642.62,783,774,769,816,22.9,20.7,-84.3936916666667,33.77704
430,2011,871,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,424.4260016836,642.022828813661,783,774,769,816,22.9,20.7,-84.3936916666667,33.77704
431,2011,871,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,508.097246380787,641.269033816389,NA,NA,NA,NA,NA,NA,-84.3936916666667,33.77704
432,2011,871,2017-07-22 03:51:05,2017-07-22 00:03:56,640.08,591.768491077974,640.515238819117,NA,NA,NA,NA,NA,NA,-84.3936916666667,33.77704
433,1785.12611147384,851.68596400165,2017-07-22 03:51:05,2017-07-22 00:03:56,583.058444110326,640.398556178155,640.08,NA,NA,NA,NA,NA,NA,-84.3937048333334,33.7770400000063
434,1250.64391065227,805.983432670988,2017-07-22 03:51:05,2017-07-22 00:03:56,448.129139598646,641.152351175427,640.08,NA,NA,NA,NA,NA,NA,-84.3937443333333,33.7770400000168
435,716.1617098307,760.280901340326,2017-07-22 03:51:06,2017-07-22 00:03:57,313.199835086966,641.906146172699,640.08,NA,NA,NA,NA,NA,NA,-84.3937838333333,33.7770400000147
436,209.556353009668,716.847018279196,2017-07-22 03:51:06,2017-07-22 00:03:57,184.992569072073,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
437,201.183566681317,713.959850579764,2017-07-22 03:51:06,2017-07-22 00:03:57,176.925822519862,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
438,192.810780352965,711.072682880333,2017-07-22 03:51:06,2017-07-22 00:03:57,168.85907596765,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
439,184.437994024614,708.185515180901,2017-07-22 03:51:06,2017-07-22 00:03:57,160.792329415438,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
440,448.840106416639,707,2017-07-22 03:51:06,2017-07-22 00:03:57,158.344439479413,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
441,903.280302307155,707,2017-07-22 03:51:06,2017-07-22 00:03:57,159.811120670724,642.62,640.08,NA,NA,NA,NA,NA,NA,-84.3938233333333,33.77704
442,1357.72049819767,707,2017-07-22 03:51:06,2017-07-22 00:03:57,161.277801862036,642.62,640.08,785,428,918,1060,23,20.7,-84.3938233333333,33.77704
443,1756.01683572711,707,2017-07-22 03:51:06,2017-07-22 00:03:57,168.278974653753,642.712241526673,640.08,785,428,918,1060,23,20.7,-84.3938233333333,33.77704
444,1764.10090528552,707,2017-07-22 03:51:06,2017-07-22 00:03:57,213.7460915844,643.445582122329,640.08,785,428,918,1060,23,20.7,-84.3938628333328,33.7770405000147
445,1772.18497484393,707,2017-07-22 03:51:07,2017-07-22 00:03:58,259.213208515047,644.178922717985,640.08,NA,NA,NA,NA,NA,NA,-84.3939023333327,33.7770410000168
446,1780.26904440233,707,2017-07-22 03:51:07,2017-07-22 00:03:58,304.680325445694,644.91226331364,640.08,NA,NA,NA,NA,NA,NA,-84.3939418333331,33.7770415000063
447,1925.01379098831,709.753730019164,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,644.660394696523,640.579605303477,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
448,2139.4776288633,713.912308592917,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,643.905909726714,641.334090273286,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
449,2353.94146673829,718.07088716667,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,643.151424756904,642.088575243096,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
450,2505,796.699962017512,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,642.62,642.396939787095,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
451,2505,1052.74958563003,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,642.62,641.642454817285,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
452,2505,1308.79920924255,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,642.62,640.887969847476,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
453,2505,1564.84883285507,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,642.62,640.133484877666,NA,NA,NA,NA,NA,NA,-84.393955,33.7770416666667
454,2168.29916834054,1583,2017-07-22 03:51:07,2017-07-22 00:03:58,320.04,641.918999907857,640.08,NA,NA,NA,NA,NA,NA,-84.3939796666663,33.7770420000098
455,1805.90874977061,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,641.164514938047,640.08,784,728,887,936,23,20.7,-84.394016666666,33.7770425000153
456,1443.51833120069,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,640.410029968237,640.08,784,728,887,936,23,20.7,-84.3940536666663,33.7770430000098
457,1463.3469997668,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,640.08,640.08,784,728,887,936,23,20.7,-84.3940783333333,33.7770433333333
458,1780.36560064633,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,640.08,640.08,784,728,887,936,23,20.7,-84.3940783333333,33.7770433333333
459,2097.38420152585,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
460,2363,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,622.881518764776,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
461,2363,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,516.812623620781,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
462,2363,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,410.743728476785,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
463,2363,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,304.67483333279,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
464,2371.28817868197,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,289.072528526694,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
465,2382.16915106838,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,301.770917381961,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
466,2393.05012345478,1583,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,314.469306237228,640.08,NA,NA,NA,NA,NA,NA,-84.3940783333333,33.7770433333333
467,2373.86352494781,1501.19070816996,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,303.68949079561,640.08,NA,NA,NA,NA,NA,NA,-84.3940906666666,33.7770433333388
468,2301.51976259496,1274.74885039887,2017-07-22 03:51:08,2017-07-22 00:03:59,320.04,251.402007273922,640.08,NA,NA,NA,NA,NA,NA,-84.3941276666667,33.777043333348
469,2229.17600024212,1048.30699262779,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,199.114523752234,640.08,783,707,903,884,23,20.7,-84.3941523333333,33.777043333348
470,2156.83223788928,821.865134856696,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,146.827040230546,640.08,783,707,903,884,23,20.7,-84.3941893333334,33.7770433333388
471,2154,641.775702567164,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,159.70337258998,640.08,783,707,903,884,23,20.7,-84.3942016666667,33.7770433333333
472,2154,463.574893735714,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,175.234796026368,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
473,2154,285.374084904265,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,190.766219462756,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
474,2184.20239315957,201,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,189.55294553423,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
475,2241.56441822459,201,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,173.281930505633,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
476,2298.92644328962,201,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,157.010915477036,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
477,2351,216.838560046903,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,145.512944476133,640.08,NA,NA,NA,NA,NA,NA,-84.3942016666667,33.7770433333333
478,2351,388.633457449771,2017-07-22 03:51:09,2017-07-22 00:04:00,320.04,181.013340902163,640.08,NA,NA,NA,NA,NA,NA,-84.3942391666662,33.7770438333465
479,2351,560.428354852639,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,216.513737328193,640.08,NA,NA,NA,NA,NA,NA,-84.3942766666661,33.7770443333484
480,2351,732.223252255507,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,252.014133754223,640.08,NA,NA,NA,NA,NA,NA,-84.3943141666665,33.777044833339
481,2351,891.557292996524,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,240.400416352449,640.08,NA,NA,NA,NA,NA,NA,-84.3943266666667,33.777045
482,2351,1044.41088231529,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,204.284312457597,640.08,NA,NA,NA,NA,NA,NA,-84.3943266666667,33.777045
483,2351,1197.26447163405,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,168.168208562744,640.08,781,1020,578,429,23,20.7,-84.3943266666667,33.777045
484,2351,1304.99450879289,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,142.027752180581,640.08,781,1020,578,429,23,20.7,-84.3943266666667,33.777045
485,2351,1297.88503952225,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,141.275333349438,640.08,781,1020,578,429,23,20.7,-84.3943266666667,33.777045
486,2351,1290.77557025161,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,140.522914518296,640.08,NA,NA,NA,NA,NA,NA,-84.3943266666667,33.777045
487,2351,1283.66610098097,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,139.770495687153,640.08,NA,NA,NA,NA,NA,NA,-84.3943266666667,33.777045
488,2351,1285.14778942989,2017-07-22 03:51:10,2017-07-22 00:04:01,320.04,139.01807685601,640.08,NA,NA,NA,NA,NA,NA,-84.394349333333,33.7770453333416
489,2351,1287.5176125201,2017-07-22 03:51:11,2017-07-22 00:04:02,320.04,138.265658024867,640.08,NA,NA,NA,NA,NA,NA,-84.3943833333328,33.7770458333463
490,2351,1289.88743561032,2017-07-22 03:51:11,2017-07-22 00:04:02,320.04,137.513239193725,640.08,NA,NA,NA,NA,NA,NA,-84.394417333333,33.7770463333417
491,2305.45881019489,1291,2017-07-22 03:51:11,2017-07-22 00:04:02,356.748551664308,149.538465096104,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
492,2219.6176359716,1291,2017-07-22 03:51:11,2017-07-22 00:04:02,425.940972687688,172.870793115616,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
493,2133.77646174831,1291,2017-07-22 03:51:11,2017-07-22 00:04:02,495.133393711068,196.203121135127,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
494,2062.25200416514,1285.20232136061,2017-07-22 03:51:11,2017-07-22 00:04:02,550.501309178813,208.115205434767,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
495,2014.7384390969,1269.68122343832,2017-07-22 03:51:11,2017-07-22 00:04:02,582.683830585036,200.874138118367,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
496,1967.22487402865,1254.16012551603,2017-07-22 03:51:11,2017-07-22 00:04:02,614.866351991259,193.633070801967,640.08,783,755,831,856,23,20.7,-84.39444,33.7770466666667
497,1930.75450400957,1240.01085306568,2017-07-22 03:51:11,2017-07-22 00:04:02,640.08,190.399105689119,640.08,783,755,831,856,23,20.7,-84.39444,33.7770466666667
498,1934.23883211457,1230.82489715249,2017-07-22 03:51:11,2017-07-22 00:04:02,640.08,201.662988181297,640.08,783,755,831,856,23,20.7,-84.39444,33.7770466666667
499,1937.72316021958,1221.63894123929,2017-07-22 03:51:11,2017-07-22 00:04:02,640.08,212.926870673475,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
500,1941.24521347451,1212.18890927663,2017-07-22 03:51:11,2017-07-22 00:04:02,640.08,223.13671247677,640.08,NA,NA,NA,NA,NA,NA,-84.39444,33.7770466666667
501,1945.36305578042,1198.56835395707,2017-07-22 03:51:11,2017-07-22 00:04:02,640.08,216.700208195525,640.08,NA,NA,NA,NA,NA,NA,-84.3944734999991,33.7770476666772
502,1949.48089808634,1184.9477986375,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,210.26370391428,640.08,NA,NA,NA,NA,NA,NA,-84.394506999999,33.7770486666788
503,1953.59874039225,1171.32724331794,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,203.827199633036,640.08,NA,NA,NA,NA,NA,NA,-84.3945404999996,33.7770496666712
504,1720.51340323529,880.215873558521,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,183.632163895506,640.08,NA,NA,NA,NA,NA,NA,-84.3945516666667,33.77705
505,1461.81850415599,559.145300843351,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,161.951692911753,640.08,NA,NA,NA,NA,NA,NA,-84.3945516666667,33.77705
506,1203.12360507669,238.074728128181,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,140.271221928001,640.08,NA,NA,NA,NA,NA,NA,-84.3945516666667,33.77705
507,1417.65775143697,473.744208871332,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,189.296737733456,640.08,NA,NA,NA,NA,NA,NA,-84.3945516666667,33.77705
508,1711.48000356384,802.693814045771,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,250.168829341683,640.08,787,389,934,1109,23,20.7,-84.3945516666667,33.77705
509,2005.30225569071,1131.64341922021,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,311.040920949911,640.08,787,389,934,1109,23,20.7,-84.3945516666667,33.77705
510,2008.31994128729,1170.05451876695,2017-07-22 03:51:12,2017-07-22 00:04:03,640.08,322.58,640.08,787,389,934,1109,23,20.7,-84.394572999999,33.7770510000073
511,1943.31792349832,1140.50814704469,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3946049999984,33.7770525000115
512,1878.31590570936,1110.96177532244,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3946476666661,33.7770545000041
513,1885.06093026836,1104,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
514,1913.92221407033,1104,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
515,1942.78349787229,1104,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
516,1950.22729283829,1120.72324470753,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,321.834788744612,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
517,1954.0067466695,1140.30768728743,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,320.962078496315,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
518,1957.78620050071,1159.89212986733,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,320.089368248017,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
519,1955.40679684951,1152.89624015472,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,320.86334200028,640.08,NA,NA,NA,NA,NA,NA,-84.3946583333333,33.777055
520,1952.65810315409,1144.30657235652,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,321.736052248577,640.08,784,783,844,873,22.9,20.6,-84.3946583333333,33.777055
521,1950.24912398868,1135.98867618233,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,784,783,844,873,22.9,20.6,-84.3946583333333,33.777055
522,1957.8080316511,1135.6450894704,2017-07-22 03:51:13,2017-07-22 00:04:04,640.08,322.58,640.08,784,783,844,873,22.9,20.6,-84.3946898333333,33.7770550000093
523,1965.36693931352,1135.30150275848,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3947213333333,33.7770550000107
524,1972,1135.68127766959,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,329.177322632873,640.08,NA,NA,NA,NA,NA,NA,-84.3947633333333,33.777055
525,1972,1141.24344412985,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,383.039952092465,640.08,NA,NA,NA,NA,NA,NA,-84.3947633333333,33.777055
526,1972,1146.80561059012,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,436.902581552058,640.08,NA,NA,NA,NA,NA,NA,-84.3947633333333,33.777055
527,1972,1149.88868114656,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,449.292501122713,640.08,NA,NA,NA,NA,NA,NA,-84.3947633333333,33.777055
528,1972,1145.3694208976,2017-07-22 03:51:14,2017-07-22 00:04:05,640.08,334.503290798991,640.08,NA,NA,NA,NA,NA,NA,-84.394804,33.77705500001
529,1972,1140.85016064863,2017-07-22 03:51:15,2017-07-22 00:04:06,640.08,219.71408047527,640.08,NA,NA,NA,NA,NA,NA,-84.3948345,33.7770550000088
530,1860.95469206873,1070.06482964301,2017-07-22 03:51:15,2017-07-22 00:04:06,640.419008512194,142.912889341478,640.419008512194,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
531,1560.28800575003,886.123311210055,2017-07-22 03:51:15,2017-07-22 00:04:06,641.336909213215,130.980180228204,641.336909213215,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
532,1259.62131943133,702.181792777101,2017-07-22 03:51:15,2017-07-22 00:04:06,642.254809914236,119.047471114931,642.254809914236,782,779,870,833,22.6,20.3,-84.394865,33.777055
533,1163.93628648751,629,2017-07-22 03:51:15,2017-07-22 00:04:06,642.62,122.037948613599,642.62,782,779,870,833,22.6,20.3,-84.394865,33.777055
534,1203.68789164984,629,2017-07-22 03:51:15,2017-07-22 00:04:06,642.62,134.888558427894,642.62,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
535,1243.43949681217,629,2017-07-22 03:51:15,2017-07-22 00:04:06,642.62,147.739168242188,642.62,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
536,1332.67601764556,613.007923594106,2017-07-22 03:51:15,2017-07-22 00:04:06,641.85358728168,147.560761845039,642.62,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
537,1431.69365232264,593.854877470439,2017-07-22 03:51:15,2017-07-22 00:04:06,640.935686580659,144.807059741976,642.62,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
538,1529.60906833187,575.902025007304,2017-07-22 03:51:15,2017-07-22 00:04:06,640.08,141.928929398189,642.557785879638,NA,NA,NA,NA,NA,NA,-84.394865,33.777055
539,1612.36468271526,574.45651209231,2017-07-22 03:51:15,2017-07-22 00:04:06,640.08,137.339425893084,641.639885178617,NA,NA,NA,NA,NA,NA,-84.3948944999996,33.7770555000082
540,1695.12029709866,573.010999177316,2017-07-22 03:51:16,2017-07-22 00:04:07,640.08,132.749922387978,640.721984477596,NA,NA,NA,NA,NA,NA,-84.3949338333329,33.7770561666749
541,1850.88088524765,557.811151402379,2017-07-22 03:51:16,2017-07-22 00:04:07,640.08,150.938557291287,640.361559964359,NA,NA,NA,NA,NA,NA,-84.3949633333333,33.7770566666667
542,2176.50484483222,510.608584214582,2017-07-22 03:51:16,2017-07-22 00:04:07,640.08,222.125928931383,641.298235906992,NA,NA,NA,NA,NA,NA,-84.3949633333333,33.7770566666667
543,2502.12880441678,463.406017026785,2017-07-22 03:51:16,2017-07-22 00:04:07,640.08,293.313300571479,642.234911849625,782,990,593,449,22.7,20.4,-84.3949633333333,33.7770566666667
544,2636,457.246793436107,2017-07-22 03:51:16,2017-07-22 00:04:07,640.631587792258,322.58,642.62,782,990,593,449,22.7,20.4,-84.3949633333333,33.7770566666667
545,2636,479.741766861541,2017-07-22 03:51:16,2017-07-22 00:04:07,641.56826373489,322.58,642.62,NA,NA,NA,NA,NA,NA,-84.3949633333333,33.7770566666667
546,2636,502.236740286976,2017-07-22 03:51:16,2017-07-22 00:04:07,642.504939677523,322.58,642.62,NA,NA,NA,NA,NA,NA,-84.3949633333333,33.7770566666667
547,2636,548.345076023983,2017-07-22 03:51:16,2017-07-22 00:04:07,641.798384379844,282.320834612351,642.62,NA,NA,NA,NA,NA,NA,-84.3949898333326,33.7770576666733
548,2636,597.760263548708,2017-07-22 03:51:17,2017-07-22 00:04:08,640.861708437211,236.423713423342,642.62,NA,NA,NA,NA,NA,NA,-84.3950163333325,33.7770586666742
549,2636,622.528260871612,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,193.353620804114,642.62,NA,NA,NA,NA,NA,NA,-84.3950516666667,33.77706
550,2636,522.96750629347,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,164.544015112262,642.62,NA,NA,NA,NA,NA,NA,-84.3950516666667,33.77706
551,2636,423.406751715328,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,135.73440942041,642.62,NA,NA,NA,NA,NA,NA,-84.3950516666667,33.77706
552,2430.5571992256,464.655107780315,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,173.932792680979,641.782400138095,NA,NA,NA,NA,NA,NA,-84.3950516666667,33.77706
553,2168.84264183242,544.471746471652,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,230.484981631652,640.715377705063,781,780,770,806,22.8,20.5,-84.3950516666667,33.77706
554,2013,613.072419790583,2017-07-22 03:51:17,2017-07-22 00:04:08,640.08,239.98789523377,640.511644727968,781,780,770,806,22.8,20.5,-84.3950606666658,33.7770610000029
555,2013,665.163278725982,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,180.234638984003,641.578667161,NA,NA,NA,NA,NA,NA,-84.3950966666641,33.7770650000082
556,2013,714.140267980038,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,124.128129154589,642.592048998043,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
557,2013,636.89592607677,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,215.843215819144,641.431098533935,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
558,2013,559.651584173502,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,307.558302483698,640.270148069827,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
559,2013,495.402234949596,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,265.302658737381,640.08,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
560,2013,433.698174849352,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,196.806581354992,640.08,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
561,2013,405.776862294306,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,167.451076742512,640.08,NA,NA,NA,NA,NA,NA,-84.3951416666667,33.77707
562,2013,396.178452945379,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,159.324423493754,640.08,785,429,927,1061,22.9,20.6,-84.3951416666667,33.77707
563,2013,417.519738421287,2017-07-22 03:51:18,2017-07-22 00:04:09,640.08,173.651148775019,640.614604250715,785,429,927,1061,22.9,20.6,-84.3951573333299,33.7770746666706
564,2013,475.110194514847,2017-07-22 03:51:19,2017-07-22 00:04:10,640.08,214.284415018809,641.775554714823,NA,NA,NA,NA,NA,NA,-84.3951886666616,33.7770840000059
565,2013,510.063498780863,2017-07-22 03:51:19,2017-07-22 00:04:10,640.08,238.073875713837,642.62,NA,NA,NA,NA,NA,NA,-84.39522,33.7770933333333
566,2013,484.620204813813,2017-07-22 03:51:19,2017-07-22 00:04:10,640.08,216.923559347046,642.62,NA,NA,NA,NA,NA,NA,-84.39522,33.7770933333333
567,2013,483.609464245691,2017-07-22 03:51:19,2017-07-22 00:04:10,640.210375389986,193.817612130466,642.62,NA,NA,NA,NA,NA,NA,-84.39522,33.7770933333333
568,2013,678.366314429838,2017-07-22 03:51:19,2017-07-22 00:04:10,641.385392965919,155.042032124682,642.62,NA,NA,NA,NA,NA,NA,-84.39522,33.7770933333333
569,2013,873.123164613985,2017-07-22 03:51:19,2017-07-22 00:04:10,642.560410541852,116.266452118897,642.62,NA,NA,NA,NA,NA,NA,-84.39522,33.7770933333333
570,2013,936.136536319653,2017-07-22 03:51:19,2017-07-22 00:04:10,641.504571882216,115.415428117784,642.62,NA,NA,NA,NA,NA,NA,-84.3952473333269,33.7771066666712
571,2013,992.111783047163,2017-07-22 03:51:20,2017-07-22 00:04:11,640.329554306283,116.590445693717,642.62,783,716,853,937,22.9,20.6,-84.3952814999976,33.7771233333351
572,2013,942.879345085113,2017-07-22 03:51:20,2017-07-22 00:04:11,640.08,146.948405039285,641.679112342522,783,716,853,937,22.9,20.6,-84.3952883333333,33.7771266666667
573,2013,865.277298485611,2017-07-22 03:51:20,2017-07-22 00:04:11,640.08,185.175643509634,640.484511140324,NA,NA,NA,NA,NA,NA,-84.3952883333333,33.7771266666667
574,1874.26765055276,869.483789788856,2017-07-22 03:51:20,2017-07-22 00:04:11,640.870090061875,177.577658391264,640.08,NA,NA,NA,NA,NA,NA,-84.3952883333333,33.7771266666667
575,1664.50696701713,915.574702314621,2017-07-22 03:51:20,2017-07-22 00:04:11,642.064691264073,146.518027134106,640.08,NA,NA,NA,NA,NA,NA,-84.3952883333333,33.7771266666667
576,1544.85128463312,969.971383102965,2017-07-22 03:51:20,2017-07-22 00:04:11,642.62,180.026934970342,640.08,NA,NA,NA,NA,NA,NA,-84.3953006666626,33.7771336666692
577,1503.46352644672,1031.58270494863,2017-07-22 03:51:21,2017-07-22 00:04:12,642.62,269.622025135221,640.08,NA,NA,NA,NA,NA,NA,-84.3953314999947,33.7771511666699
578,1511.73690000106,1062.54384999982,2017-07-22 03:51:21,2017-07-22 00:04:12,642.125049249984,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.39535,33.7771616666667
579,1591.79411747816,1049.20098042031,2017-07-22 03:51:21,2017-07-22 00:04:12,640.914660366699,322.58,640.08,786,313,1084,1331,22.9,20.6,-84.39535,33.7771616666667
