127.69,1.48,"220717",2017-07-22 03:46:57,-84.38946,33.777565,8,"go",2017-07-21 23:59:49,162.56,571.5,640.08,1,1,788,254,1310,1059,24.8,22.2
131.38,1.53,"220717",2017-07-22 03:46:58,-84.3894483333333,33.77755,9,"go",2017-07-21 23:59:50,163.195,572.135,640.715,641,1,783,877,736,759,24.9,22.3
138.83,1.54,"220717",2017-07-22 03:46:59,-84.389445,33.7775416666667,10,"go",2017-07-21 23:59:51,161.29,574.675,640.715,1,1,783,726,855,800,24.9,22.3
149.37,1.36,"220717",2017-07-22 03:47:00,-84.3894433333333,33.777535,11,"go",2017-07-21 23:59:52,161.713333333333,573.193333333333,640.08,1,1,790,548,898,854,24.9,22.3
171.04,1.43,"220717",2017-07-22 03:47:01,-84.3894533333333,33.7775116666667,12,"go",2017-07-21 23:59:53,164.253333333333,570.653333333333,640.08,1,1,NA,NA,NA,NA,NA,N
