132.24,8.71,190717,7/20/2017 18:04,-84.38945333,33.75402833,1134,7/20/2017 0:15,13.54666667,18.62666667,89.74666667,688.6666667,737.6666667
135.52,9.16,190717,7/20/2017 18:04,-84.38944,33.75398,1135,7/20/2017 0:15,12.7,17.78,93.345,428.75,759
139.94,9.76,190717,7/20/2017 18:04,-84.38943,33.75392333,1136,7/20/2017 0:15,12.7,17.78,95.67333333,218.6666667,219
144.67,10.68,190717,7/20/2017 18:04,-84.38943,33.75386167,1137,7/20/2017 0:15,13.335,17.78,95.25,217.75,226
149.68,10.5,190717,7/20/2017 18:04,-84.38944833,33.75381,1138,7/20/2017 0:15,12.7,17.78,91.44,220.5,483.25
154.43,9.6,190717,7/20/2017 18:04,-84.38946833,33.753765,1139,7/20/2017 0:15,12.7,17.78,90.59333333,207.6666667,1035.333333
159.18,8.28,190717,7/20/2017 18:04,-84.38946167,33.75370333,1140,7/20/2017 0:15,13.97,19.05,93.345,227.25,764
163.99,8.35,190717,7/20/2017 18:04,-84.389475,33.753655,1141,7/20/2017 0:15,12.7,19.47333333,93.98,683.6666667,712
168.32,9.04,190717,7/20/2017 18:04,-84.38949333,33.753615,1142,7/20/2017 0:15,12.7,19.05,92.075,468.5,923.25
172.43,10.11,190717,7/20/2017 18:04,-84.38951667,33.75356333,1143,7/20/2017 0:15,13.335,18.415,91.44,245.75,923.5
176.42,10.83,190717,7/20/2017 18:04,-84.38954167,33.75351333,1144,7/20/2017 0:15,13.54666667,17.78,91.44,164,1
179.94,11.3,190717,7/20/2017 18:04,-84.389565,33.75346167,1145,7/20/2017 0:15,13.54666667,17.78,89.74666667,1493.666667,1
183.25,10.78,190717,7/20/2017 18:04,-84.389565,33.75339667,1146,7/20/2017 0:15,13.335,19.05,92.075,1,1
186.42,10.52,190717,7/20/2017 18:04,-84.38956,33.75333167,1147,7/20/2017 0:15,13.54666667,18.62666667,95.67333333,1,602.3333333
189.52,9.88,190717,7/20/2017 18:04,-84.38956833,33.753275,1148,7/20/2017 0:15,13.716,18.288,91.948,1177.8,1210.8
192.52,9.31,190717,7/20/2017 18:04,-84.38959167,33.753235,1149,7/20/2017 0:15,12.7,17.78,90.17,240.5,586.5
195.48,8.41,190717,7/20/2017 18:04,-84.38961167,33.75319333,1150,7/20/2017 0:15,13.97,17.78,93.98,506.25,558.5
