182.07,5.12,190717,7/20/2017 17:51,-84.38886333,33.773535,365,7/20/2017 0:02,13.54666667,17.78,92.28666667,283,86.66666667
182.52,4.94,190717,7/20/2017 17:51,-84.388865,33.77351,366,7/20/2017 0:02,13.54666667,17.78,92.28666667,230.3333333,194.6666667
182.57,5.39,190717,7/20/2017 17:51,-84.38886167,33.77348667,367,7/20/2017 0:02,13.335,17.78,90.805,644.5,62
182.99,5.34,190717,7/20/2017 17:51,-84.38887,33.77346333,368,7/20/2017 0:02,12.7,17.78,92.075,358.75,297
182.45,5.31,190717,7/20/2017 17:51,-84.38889333,33.77343333,369,7/20/2017 0:02,13.335,17.78,89.535,58,25
180.69,5.1,190717,7/20/2017 17:51,-84.38889167,33.77341,370,7/20/2017 0:02,14.39333333,17.78,91.44,246.6666667,84
170.79,5.87,190717,7/20/2017 17:51,-84.38887833,33.77338167,371,7/20/2017 0:02,13.54666667,17.78,89.74666667,84.33333333,1162.666667
171.63,5.52,190717,7/20/2017 17:51,-84.38889,33.77335833,372,7/20/2017 0:02,13.97,17.78,92.075,211.75,74
172.72,6.29,190717,7/20/2017 17:51,-84.38889,33.77332833,373,7/20/2017 0:02,13.335,17.78,87.63,137,584.25
173.88,7.17,190717,7/20/2017 17:51,-84.388885,33.773295,374,7/20/2017 0:02,13.97,18.415,88.265,75.25,18.25
174.79,7.87,190717,7/20/2017 17:51,-84.38889333,33.77326667,375,7/20/2017 0:02,12.7,17.78,93.98,1,511.6666667
175.62,7.69,190717,7/20/2017 17:51,-84.3889,33.77323667,376,7/20/2017 0:02,13.54666667,17.78,86.36,87,58
171.63,6.31,190717,7/20/2017 17:51,-84.388895,33.77321,377,7/20/2017 0:02,13.335,17.78,88.9,87.25,87.25
171.99,3.68,190717,7/20/2017 17:51,-84.38890167,33.77319,378,7/20/2017 0:02,14.605,17.78,92.71,323,289
171.99,2.14,190717,7/20/2017 17:51,-84.388905,33.77317667,379,7/20/2017 0:02,13.335,17.78,88.9,133.5,387.25
